s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8759393E-005, 0.0000000E+000, 0.0000000E+000
 5.0013690E+000, 1.1951742E+002, 4.2115145E+001, 6.0949422E+001, 4.1181807E+001, 2.4967291E-003
 1.0001280E+001, 2.7776363E+002, 1.0340070E+002, 1.5033537E+002, 1.2718349E+002, 5.9015813E-003
 1.5007848E+001, 4.5648731E+002, 1.8043764E+002, 2.2426563E+002, 2.3248810E+002, 9.6860789E-003
 2.0003263E+001, 6.4044076E+002, 2.7139916E+002, 2.7417616E+002, 3.5695122E+002, 1.3553729E-002
 2.5002922E+001, 8.1926919E+002, 3.6680138E+002, 3.2016636E+002, 4.8117680E+002, 1.7371105E-002
 3.0006268E+001, 1.0078967E+003, 4.7428127E+002, 3.5552811E+002, 6.1668362E+002, 2.1221447E-002
 3.5009140E+001, 1.1915962E+003, 5.9987031E+002, 3.7103944E+002, 7.7320874E+002, 2.4817465E-002
 4.0003700E+001, 1.2481542E+003, 6.4941190E+002, 3.5887818E+002, 8.4541039E+002, 2.6002026E-002
 4.5001633E+001, 1.2882918E+003, 7.0458552E+002, 3.2827459E+002, 9.1828810E+002, 2.6600273E-002
 5.0000973E+001, 1.3152670E+003, 7.5677608E+002, 2.7853504E+002, 9.8486428E+002, 2.7203698E-002
 5.5000134E+001, 1.3527218E+003, 7.8123392E+002, 2.8260575E+002, 1.0196319E+003, 2.7803997E-002
 6.0001743E+001, 1.3666522E+003, 8.1552003E+002, 2.5538229E+002, 1.0604503E+003, 2.8415428E-002
 6.5001732E+001, 1.4016648E+003, 8.5297224E+002, 2.3777059E+002, 1.1069892E+003, 2.9017467E-002
 7.0001114E+001, 1.4363996E+003, 8.9568004E+002, 2.3048881E+002, 1.1477302E+003, 2.9617408E-002
 7.5000214E+001, 1.4428533E+003, 9.1486477E+002, 2.1475930E+002, 1.1760508E+003, 3.0224791E-002
 8.0005760E+001, 1.4930093E+003, 9.6502870E+002, 2.1107772E+002, 1.2188093E+003, 3.0827074E-002
 8.5002441E+001, 1.5111661E+003, 9.8688076E+002, 2.0031966E+002, 1.2424419E+003, 3.1435567E-002
 9.0000885E+001, 1.5440326E+003, 1.0077725E+003, 2.1276006E+002, 1.2692407E+003, 3.2035155E-002
 9.5004288E+001, 1.5929172E+003, 1.0403556E+003, 2.2599686E+002, 1.3026494E+003, 3.2636574E-002
 1.0000658E+002, 1.5943169E+003, 1.0607822E+003, 2.1000215E+002, 1.3225686E+003, 3.3242167E-002
 1.0500150E+002, 1.6377556E+003, 1.0847572E+003, 2.2463653E+002, 1.3476639E+003, 3.3848422E-002
