 Z,TEMPERATURE
 m,C
 0.00000E+00, 0.91916E+02
 0.10000E+00, 0.91128E+02
 0.20000E+00, 0.90575E+02
 0.30000E+00, 0.91659E+02
 0.40000E+00, 0.94575E+02
 0.50000E+00, 0.10010E+03
 0.60000E+00, 0.10741E+03
 0.70000E+00, 0.11601E+03
 0.80000E+00, 0.13038E+03
 0.90000E+00, 0.15299E+03
 0.10000E+01, 0.18576E+03
 0.11000E+01, 0.23081E+03
 0.12000E+01, 0.28024E+03
 0.13000E+01, 0.33444E+03
 0.14000E+01, 0.40524E+03
 0.15000E+01, 0.49993E+03
 0.16000E+01, 0.60641E+03
 0.17000E+01, 0.70724E+03
 0.18000E+01, 0.77967E+03
 0.19000E+01, 0.81073E+03
 0.20000E+01, 0.82272E+03
 0.21000E+01, 0.83147E+03
 0.22000E+01, 0.84357E+03
 0.23000E+01, 0.85986E+03
 0.24000E+01, 0.87583E+03
 0.25000E+01, 0.88948E+03
 0.26000E+01, 0.91367E+03
 0.27000E+01, 0.96949E+03
 0.28000E+01, 0.10067E+04
