s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0087652E+000, 4.6470390E+002, 1.7069312E+002,-3.6964854E+000, 1.9141104E+002, 1.0185338E-002
 1.0004723E+001, 5.3822175E+002, 2.7018886E+002, 8.7426141E-001, 3.3503564E+002, 1.0575067E-002
 1.5006006E+001, 4.2358572E+002, 2.8112158E+002, 1.5303964E+001, 3.5627743E+002, 1.0575157E-002
 2.0005909E+001, 3.7633416E+002, 2.4770516E+002, 1.9027080E+001, 3.1009519E+002, 1.0575157E-002
 2.5001637E+001, 3.2414767E+002, 2.2938924E+002, 2.3113005E+001, 2.9403585E+002, 1.0575157E-002
 3.0003429E+001, 2.5322222E+002, 1.7639159E+002, 2.9270631E+001, 2.2676320E+002, 1.0575157E-002
 3.5004295E+001, 2.2195794E+002, 1.4492385E+002, 3.5340090E+001, 1.8430642E+002, 1.0575157E-002
 4.0013592E+001, 2.1737539E+002, 1.3157204E+002, 3.7761561E+001, 1.6525888E+002, 1.0575157E-002
 4.5008919E+001, 2.1886208E+002, 1.2875210E+002, 3.8033644E+001, 1.6217200E+002, 1.0575157E-002
 5.0014221E+001, 2.2702909E+002, 1.2733552E+002, 3.4092136E+001, 1.5963939E+002, 1.0575157E-002
 5.5019524E+001, 2.7034736E+002, 1.4223252E+002, 3.8984976E+001, 1.7453644E+002, 1.0575157E-002
 6.0004658E+001, 4.2372712E+002, 2.0595088E+002, 5.5757658E+001, 2.4208976E+002, 1.0575157E-002
 6.5004578E+001, 4.3730424E+002, 2.2610989E+002, 6.5178234E+001, 2.7859644E+002, 1.0575157E-002
 7.0015343E+001, 6.3193248E+002, 3.2573126E+002, 8.5560408E+001, 3.9496742E+002, 1.0575157E-002
 7.5000870E+001, 5.4326059E+002, 3.3171727E+002, 9.7520983E+001, 4.3044100E+002, 1.0575157E-002
 8.0012871E+001, 4.7274651E+002, 2.8554628E+002, 9.6782536E+001, 3.6256162E+002, 1.0575157E-002
 8.5016197E+001, 4.3041963E+002, 2.6016062E+002, 1.0439246E+002, 3.3077116E+002, 1.0575157E-002
 9.0010147E+001, 4.4648243E+002, 2.6143947E+002, 9.5791307E+001, 3.2861713E+002, 1.0575157E-002
 9.5014198E+001, 5.2776426E+002, 2.9767625E+002, 1.0848293E+002, 3.5963777E+002, 1.0575157E-002
 1.0001218E+002, 4.6160823E+002, 2.7953026E+002, 1.0121594E+002, 3.5025567E+002, 1.0575157E-002
 1.0500409E+002, 4.7334617E+002, 2.8330086E+002, 1.0429547E+002, 3.5681236E+002, 1.0575157E-002
 1.1001097E+002, 4.7691459E+002, 2.8187016E+002, 9.7546215E+001, 3.4261930E+002, 1.0575157E-002
 1.1500138E+002, 4.9717243E+002, 2.9501710E+002, 1.0492337E+002, 3.6336312E+002, 1.0575157E-002
 1.2000826E+002, 5.4225748E+002, 3.1433269E+002, 1.0374319E+002, 3.8104986E+002, 1.0575157E-002
 1.2501514E+002, 4.7651164E+002, 3.0068077E+002, 1.0337368E+002, 3.7960964E+002, 1.0575157E-002
 1.3000554E+002, 4.2693851E+002, 2.6312437E+002, 9.6638986E+001, 3.2462381E+002, 1.0575157E-002
 1.3500307E+002, 4.9897503E+002, 2.8934516E+002, 1.0471032E+002, 3.5059524E+002, 1.0575157E-002
 1.4000113E+002, 5.3714399E+002, 3.1748323E+002, 1.0624505E+002, 3.8476798E+002, 1.0575157E-002
 1.4501543E+002, 5.0790952E+002, 3.1154071E+002, 1.0919513E+002, 3.8309064E+002, 1.0575157E-002
 1.5000377E+002, 3.8868119E+002, 2.4775747E+002, 1.0068033E+002, 3.0887436E+002, 1.0575157E-002
 1.5501016E+002, 4.7713432E+002, 2.7538172E+002, 1.0318778E+002, 3.2957449E+002, 1.0575157E-002
 1.6000284E+002, 4.8904231E+002, 2.8920468E+002, 1.0197318E+002, 3.4745250E+002, 1.0575157E-002
 1.6501569E+002, 5.4178275E+002, 3.2118289E+002, 1.0867065E+002, 3.8296001E+002, 1.0575157E-002
