s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8759393E-005, 0.0000000E+000, 0.0000000E+000
 5.0157361E+000, 2.0587742E+002, 7.3920374E+001, 1.1062858E+002, 7.6094663E+001, 4.3581214E-003
 1.0003873E+001, 4.7395261E+002, 1.8642036E+002, 2.3606418E+002, 2.2938652E+002, 1.0231051E-002
 1.5006695E+001, 7.8148532E+002, 3.3400229E+002, 3.4659646E+002, 4.2227743E+002, 1.6735871E-002
 2.0008825E+001, 1.0926449E+003, 5.0439825E+002, 4.1814448E+002, 6.3491202E+002, 2.3334381E-002
 2.5006657E+001, 1.4141974E+003, 6.9801693E+002, 4.8441227E+002, 8.6082025E+002, 2.9955199E-002
 3.0009850E+001, 1.7266295E+003, 9.1822841E+002, 5.0342559E+002, 1.1248359E+003, 3.6594904E-002
 3.5009197E+001, 1.9524623E+003, 1.1241239E+003, 4.8574033E+002, 1.3621892E+003, 4.1339755E-002
 4.0008144E+001, 2.1279633E+003, 1.2790435E+003, 4.6373003E+002, 1.5376892E+003, 4.4132339E-002
 4.5008709E+001, 2.2460607E+003, 1.4104739E+003, 4.3112225E+002, 1.6864113E+003, 4.6932954E-002
 5.0006393E+001, 2.3668371E+003, 1.4993734E+003, 4.4615834E+002, 1.8089977E+003, 4.9746284E-002
 5.5009781E+001, 2.4410416E+003, 1.6143987E+003, 3.7727876E+002, 1.9131575E+003, 5.2525614E-002
 6.0003899E+001, 2.6750828E+003, 1.7836292E+003, 4.2126930E+002, 2.1038453E+003, 5.5322279E-002
 6.5003822E+001, 2.6118595E+003, 1.7965702E+003, 3.4796702E+002, 2.1286004E+003, 5.7373287E-002
 7.0006332E+001, 2.6972956E+003, 1.8679614E+003, 3.5249884E+002, 2.2137308E+003, 5.6296884E-002
 7.5001236E+001, 2.5377059E+003, 1.8055505E+003, 2.9173767E+002, 2.1472247E+003, 5.4880769E-002
 8.0004601E+001, 2.4956156E+003, 1.7742517E+003, 2.8229571E+002, 2.1052951E+003, 5.3463582E-002
 8.5003098E+001, 2.4501484E+003, 1.7275396E+003, 2.9874371E+002, 2.0508192E+003, 5.2046227E-002
 9.0010765E+001, 2.3396081E+003, 1.6541148E+003, 2.8187662E+002, 1.9767396E+003, 5.0641299E-002
 9.5001587E+001, 2.3578217E+003, 1.6752527E+003, 2.7022952E+002, 2.0021118E+003, 4.9218471E-002
 1.0000954E+002, 2.2901396E+003, 1.6200044E+003, 2.8005964E+002, 1.9365013E+003, 4.7808412E-002
 1.0500549E+002, 2.1832142E+003, 1.5680021E+003, 2.3688092E+002, 1.8840279E+003, 4.6392913E-002
