s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8759393E-005, 0.0000000E+000, 0.0000000E+000
 5.0060401E+000, 1.3768901E+002, 4.8645608E+001, 7.1463364E+001, 4.8392185E+001, 2.8828045E-003
 1.0010420E+001, 3.1688691E+002, 1.1934081E+002, 1.6830619E+002, 1.4730701E+002, 6.7572379E-003
 1.5003272E+001, 5.2234235E+002, 2.1077643E+002, 2.4989737E+002, 2.7114404E+002, 1.1119968E-002
 2.0000076E+001, 7.3106156E+002, 3.1415467E+002, 3.0432447E+002, 4.1127284E+002, 1.5507070E-002
 2.5006863E+001, 9.4073384E+002, 4.3088560E+002, 3.5607767E+002, 5.5600400E+002, 1.9889196E-002
 3.0005875E+001, 1.1502401E+003, 5.5842960E+002, 3.8606980E+002, 7.1535121E+002, 2.4307404E-002
 3.5001839E+001, 1.3609031E+003, 6.9832717E+002, 4.0797505E+002, 8.8653944E+002, 2.8715850E-002
 4.0000179E+001, 1.5537205E+003, 8.4417946E+002, 4.1626069E+002, 1.0571824E+003, 3.2884692E-002
 4.5006405E+001, 1.6831156E+003, 9.7501012E+002, 3.9516312E+002, 1.2092612E+003, 3.5094576E-002
 5.0004074E+001, 1.7674142E+003, 1.0579874E+003, 3.5676924E+002, 1.3129914E+003, 3.6800151E-002
 5.5008755E+001, 1.8734671E+003, 1.1460801E+003, 3.6227241E+002, 1.4151476E+003, 3.8518907E-002
 6.0001175E+001, 1.9307942E+003, 1.2191040E+003, 3.2592243E+002, 1.5050230E+003, 4.0225822E-002
 6.5002907E+001, 1.9265425E+003, 1.2708727E+003, 2.7950336E+002, 1.5595553E+003, 4.1190020E-002
 7.0001015E+001, 2.0058577E+003, 1.3251010E+003, 2.9538274E+002, 1.6114712E+003, 4.1420572E-002
 7.5007607E+001, 2.0168202E+003, 1.3540928E+003, 2.7521467E+002, 1.6458578E+003, 4.1651063E-002
 8.0001884E+001, 2.0282756E+003, 1.3863510E+003, 2.6816029E+002, 1.6724973E+003, 4.1879036E-002
 8.5000885E+001, 2.0350491E+003, 1.3812073E+003, 2.7072825E+002, 1.6697523E+003, 4.2111219E-002
 9.0007782E+001, 2.0438292E+003, 1.4066417E+003, 2.5272848E+002, 1.7055046E+003, 4.2341075E-002
 9.5002594E+001, 2.0344426E+003, 1.4106490E+003, 2.4917479E+002, 1.7015545E+003, 4.2571470E-002
 1.0000445E+002, 2.0480362E+003, 1.4278063E+003, 2.4612396E+002, 1.7204376E+003, 4.2798950E-002
 1.0501007E+002, 1.9491193E+003, 1.3538201E+003, 2.3873501E+002, 1.6388715E+003, 4.3030087E-002
