 Z,TEMPERATURE
 m,C
 0.00000E+00, 0.34903E+02
 0.10000E+00, 0.35730E+02
 0.20000E+00, 0.36183E+02
 0.30000E+00, 0.36013E+02
 0.40000E+00, 0.37121E+02
 0.50000E+00, 0.39083E+02
 0.60000E+00, 0.41936E+02
 0.70000E+00, 0.47227E+02
 0.80000E+00, 0.54089E+02
 0.90000E+00, 0.62047E+02
 0.10000E+01, 0.74813E+02
 0.11000E+01, 0.99797E+02
 0.12000E+01, 0.14083E+03
 0.13000E+01, 0.20545E+03
 0.14000E+01, 0.28969E+03
 0.15000E+01, 0.37482E+03
 0.16000E+01, 0.43585E+03
 0.17000E+01, 0.46271E+03
 0.18000E+01, 0.47282E+03
 0.19000E+01, 0.47773E+03
 0.20000E+01, 0.48126E+03
 0.21000E+01, 0.48392E+03
 0.22000E+01, 0.48583E+03
 0.23000E+01, 0.48741E+03
 0.24000E+01, 0.48878E+03
 0.25000E+01, 0.48973E+03
 0.26000E+01, 0.49250E+03
 0.27000E+01, 0.51032E+03
 0.28000E+01, 0.52567E+03
