s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8759393E-005, 0.0000000E+000, 0.0000000E+000
 5.0167108E+000, 1.2025864E+002, 4.2383437E+001, 6.1683357E+001, 4.1552934E+001, 2.5142620E-003
 1.0013395E+001, 2.7795748E+002, 1.0352405E+002, 1.5056189E+002, 1.2728927E+002, 5.9066297E-003
 1.5004334E+001, 4.5685832E+002, 1.8146710E+002, 2.2377317E+002, 2.3390720E+002, 9.7029439E-003
 2.0008638E+001, 6.4116804E+002, 2.7098712E+002, 2.7744470E+002, 3.5632255E+002, 1.3568391E-002
 2.5000484E+001, 8.2349736E+002, 3.6897042E+002, 3.2136299E+002, 4.8606599E+002, 1.7371577E-002
 3.0003448E+001, 1.0048983E+003, 4.7405858E+002, 3.5685269E+002, 6.1712346E+002, 2.1227000E-002
 3.5004749E+001, 1.1821253E+003, 5.9809255E+002, 3.6535683E+002, 7.7095566E+002, 2.4822174E-002
 4.0001949E+001, 1.2659004E+003, 6.6842053E+002, 3.5719084E+002, 8.6333442E+002, 2.5995701E-002
 4.5002972E+001, 1.2816954E+003, 7.1232083E+002, 3.0882791E+002, 9.1759340E+002, 2.6601902E-002
 5.0003231E+001, 1.3199171E+003, 7.5373090E+002, 2.9464515E+002, 9.7477334E+002, 2.7206610E-002
 5.5000046E+001, 1.3408809E+003, 7.8922948E+002, 2.6777255E+002, 1.0184130E+003, 2.7809445E-002
 6.0007053E+001, 1.3741126E+003, 8.0449828E+002, 2.7535034E+002, 1.0505335E+003, 2.8413737E-002
 6.5003273E+001, 1.3968731E+003, 8.4846774E+002, 2.4534276E+002, 1.1026240E+003, 2.9015624E-002
 7.0004982E+001, 1.4304485E+003, 8.9326445E+002, 2.2989795E+002, 1.1425363E+003, 2.9622448E-002
 7.5002945E+001, 1.4591503E+003, 9.2617747E+002, 2.1434922E+002, 1.1800254E+003, 3.0225076E-002
 8.0003410E+001, 1.4993059E+003, 9.5740779E+002, 2.2469913E+002, 1.2157417E+003, 3.0824506E-002
 8.5001297E+001, 1.5026704E+003, 9.7456784E+002, 2.1023870E+002, 1.2353751E+003, 3.1433995E-002
 9.0005775E+001, 1.5619154E+003, 1.0052100E+003, 2.3143382E+002, 1.2665357E+003, 3.2036889E-002
 9.5007011E+001, 1.5664303E+003, 1.0333161E+003, 2.0274268E+002, 1.2949273E+003, 3.2641973E-002
 1.0000736E+002, 1.5971617E+003, 1.0626568E+003, 2.0680362E+002, 1.3313090E+003, 3.3244438E-002
 1.0500481E+002, 1.6312840E+003, 1.0824539E+003, 2.2032567E+002, 1.3417524E+003, 3.3845567E-002
 1.1000627E+002, 1.6693065E+003, 1.1116547E+003, 2.2502663E+002, 1.3810531E+003, 3.4450659E-002
 1.1500819E+002, 1.6879740E+003, 1.1273796E+003, 2.2005484E+002, 1.3932971E+003, 3.5057875E-002
 1.2000089E+002, 1.7017161E+003, 1.1459301E+003, 2.2030665E+002, 1.4116235E+003, 3.5659212E-002
 1.2500937E+002, 1.7614598E+003, 1.1844040E+003, 2.3981857E+002, 1.4515737E+003, 3.6259187E-002
 1.3000378E+002, 1.7522111E+003, 1.1964670E+003, 2.1781749E+002, 1.4641489E+003, 3.6867229E-002
 1.3500227E+002, 1.8082612E+003, 1.2231483E+003, 2.4755955E+002, 1.4924779E+003, 3.7466818E-002
 1.4000409E+002, 1.8322680E+003, 1.2457179E+003, 2.4317698E+002, 1.5135731E+003, 3.8071921E-002
 1.4500883E+002, 1.7968661E+003, 1.2443272E+003, 2.1501150E+002, 1.5143547E+003, 3.8677688E-002
 1.5000751E+002, 1.9055504E+003, 1.2850837E+003, 2.7167122E+002, 1.5658957E+003, 3.9230095E-002
 1.5500841E+002, 1.8674508E+003, 1.2853790E+003, 2.4094649E+002, 1.5565519E+003, 3.9339509E-002
 1.6000391E+002, 1.8768046E+003, 1.2912475E+003, 2.4428950E+002, 1.5659102E+003, 3.9339509E-002
 1.6500151E+002, 1.8963456E+003, 1.3032860E+003, 2.5104927E+002, 1.5762107E+003, 3.9339509E-002
 1.7000833E+002, 1.8593827E+003, 1.2978837E+003, 2.3123328E+002, 1.5753472E+003, 3.9339509E-002
