 Z,TEMPERATURE
 m,C
 0.00000E+00, 0.37461E+02
 0.10000E+00, 0.37831E+02
 0.20000E+00, 0.38416E+02
 0.30000E+00, 0.38932E+02
 0.40000E+00, 0.39831E+02
 0.50000E+00, 0.41476E+02
 0.60000E+00, 0.44173E+02
 0.70000E+00, 0.48294E+02
 0.80000E+00, 0.53452E+02
 0.90000E+00, 0.60090E+02
 0.10000E+01, 0.68821E+02
 0.11000E+01, 0.90436E+02
 0.12000E+01, 0.12518E+03
 0.13000E+01, 0.17506E+03
 0.14000E+01, 0.24688E+03
 0.15000E+01, 0.32449E+03
 0.16000E+01, 0.39137E+03
 0.17000E+01, 0.44070E+03
 0.18000E+01, 0.47252E+03
 0.19000E+01, 0.49161E+03
 0.20000E+01, 0.50600E+03
 0.21000E+01, 0.51493E+03
 0.22000E+01, 0.51814E+03
 0.23000E+01, 0.52053E+03
 0.24000E+01, 0.52254E+03
 0.25000E+01, 0.52559E+03
 0.26000E+01, 0.53215E+03
 0.27000E+01, 0.57846E+03
 0.28000E+01, 0.62044E+03
