 Z,TEMPERATURE
 m,C
 0.00000E+00, 0.62230E+02
 0.10000E+00, 0.61057E+02
 0.20000E+00, 0.60713E+02
 0.30000E+00, 0.62273E+02
 0.40000E+00, 0.64148E+02
 0.50000E+00, 0.67522E+02
 0.60000E+00, 0.73043E+02
 0.70000E+00, 0.80719E+02
 0.80000E+00, 0.90587E+02
 0.90000E+00, 0.10257E+03
 0.10000E+01, 0.12079E+03
 0.11000E+01, 0.15739E+03
 0.12000E+01, 0.21087E+03
 0.13000E+01, 0.27019E+03
 0.14000E+01, 0.34615E+03
 0.15000E+01, 0.43621E+03
 0.16000E+01, 0.51752E+03
 0.17000E+01, 0.58590E+03
 0.18000E+01, 0.64131E+03
 0.19000E+01, 0.67670E+03
 0.20000E+01, 0.70240E+03
 0.21000E+01, 0.72606E+03
 0.22000E+01, 0.74194E+03
 0.23000E+01, 0.75100E+03
 0.24000E+01, 0.75977E+03
 0.25000E+01, 0.77127E+03
 0.26000E+01, 0.78702E+03
 0.27000E+01, 0.84698E+03
 0.28000E+01, 0.89695E+03
