 Z,TEMPERATURE
 m,C
 0.00000E+00, 0.45577E+02
 0.10000E+00, 0.45705E+02
 0.20000E+00, 0.46220E+02
 0.30000E+00, 0.47286E+02
 0.40000E+00, 0.48803E+02
 0.50000E+00, 0.51103E+02
 0.60000E+00, 0.54034E+02
 0.70000E+00, 0.58653E+02
 0.80000E+00, 0.66738E+02
 0.90000E+00, 0.79891E+02
 0.10000E+01, 0.99964E+02
 0.11000E+01, 0.12624E+03
 0.12000E+01, 0.16262E+03
 0.13000E+01, 0.21987E+03
 0.14000E+01, 0.30040E+03
 0.15000E+01, 0.38301E+03
 0.16000E+01, 0.44569E+03
 0.17000E+01, 0.48110E+03
 0.18000E+01, 0.49440E+03
 0.19000E+01, 0.49786E+03
 0.20000E+01, 0.49827E+03
 0.21000E+01, 0.49877E+03
 0.22000E+01, 0.49942E+03
 0.23000E+01, 0.50012E+03
 0.24000E+01, 0.50081E+03
 0.25000E+01, 0.50260E+03
 0.26000E+01, 0.50749E+03
 0.27000E+01, 0.53047E+03
 0.28000E+01, 0.55006E+03
