 Z,TEMPERATURE
 m,C
 0.00000E+00, 0.34695E+02
 0.10000E+00, 0.35331E+02
 0.20000E+00, 0.36316E+02
 0.30000E+00, 0.36698E+02
 0.40000E+00, 0.36798E+02
 0.50000E+00, 0.37064E+02
 0.60000E+00, 0.37799E+02
 0.70000E+00, 0.39806E+02
 0.80000E+00, 0.44097E+02
 0.90000E+00, 0.49875E+02
 0.10000E+01, 0.56696E+02
 0.11000E+01, 0.70295E+02
 0.12000E+01, 0.10125E+03
 0.13000E+01, 0.14696E+03
 0.14000E+01, 0.20458E+03
 0.15000E+01, 0.27384E+03
 0.16000E+01, 0.33197E+03
 0.17000E+01, 0.36615E+03
 0.18000E+01, 0.38277E+03
 0.19000E+01, 0.39102E+03
 0.20000E+01, 0.39700E+03
 0.21000E+01, 0.40176E+03
 0.22000E+01, 0.40600E+03
 0.23000E+01, 0.40953E+03
 0.24000E+01, 0.41173E+03
 0.25000E+01, 0.41236E+03
 0.26000E+01, 0.41609E+03
 0.27000E+01, 0.43511E+03
 0.28000E+01, 0.45067E+03
