s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8759393E-005, 0.0000000E+000, 0.0000000E+000
 5.0179386E+000, 1.2003261E+002, 4.2300475E+001, 6.1443033E+001, 4.1438546E+001, 2.5083659E-003
 1.0011962E+001, 2.7836900E+002, 1.0367071E+002, 1.5066544E+002, 1.2752172E+002, 5.9147770E-003
 1.5006038E+001, 4.5736339E+002, 1.8091709E+002, 2.2601754E+002, 2.3344583E+002, 9.7074010E-003
 2.0009682E+001, 6.3990582E+002, 2.7227426E+002, 2.7588708E+002, 3.5750106E+002, 1.3539282E-002
 2.5005167E+001, 8.2270828E+002, 3.7021518E+002, 3.1717017E+002, 4.8646162E+002, 1.7355621E-002
 3.0001375E+001, 1.0118238E+003, 4.7915769E+002, 3.5778168E+002, 6.2393420E+002, 2.1218781E-002
 3.5007305E+001, 1.1815822E+003, 6.0347166E+002, 3.6253239E+002, 7.7778320E+002, 2.4813219E-002
 4.0003513E+001, 1.2636904E+003, 6.6825371E+002, 3.5222333E+002, 8.6087582E+002, 2.5999500E-002
 4.5009792E+001, 1.2905447E+003, 7.1820125E+002, 3.1145656E+002, 9.2871313E+002, 2.6600329E-002
 5.0008533E+001, 1.3225596E+003, 7.4271001E+002, 3.0566338E+002, 9.6969121E+002, 2.7210472E-002
 5.5009151E+001, 1.3404835E+003, 7.7574305E+002, 2.7992774E+002, 1.0148365E+003, 2.7813471E-002
 6.0000546E+001, 1.3680674E+003, 8.1677482E+002, 2.5479785E+002, 1.0601295E+003, 2.8413393E-002
 6.5005730E+001, 1.4148808E+003, 8.6937922E+002, 2.3847230E+002, 1.1159343E+003, 2.9018984E-002
 7.0000366E+001, 1.4384046E+003, 8.9707420E+002, 2.3333368E+002, 1.1519310E+003, 2.9621667E-002
 7.5009468E+001, 1.4435047E+003, 9.2066353E+002, 2.0674281E+002, 1.1740151E+003, 3.0218064E-002
 8.0009575E+001, 1.4946670E+003, 9.6815327E+002, 2.0715195E+002, 1.2253135E+003, 3.0828577E-002
 8.5003021E+001, 1.5275594E+003, 9.8694866E+002, 2.1574722E+002, 1.2496655E+003, 3.1436744E-002
 9.0003029E+001, 1.5501638E+003, 1.0074940E+003, 2.2095874E+002, 1.2637484E+003, 3.2037016E-002
 9.5006767E+001, 1.5539210E+003, 1.0262519E+003, 2.0091759E+002, 1.2906169E+003, 3.2639233E-002
 1.0000550E+002, 1.6271132E+003, 1.0729428E+003, 2.2976281E+002, 1.3339770E+003, 3.3242823E-002
 1.0500594E+002, 1.6272023E+003, 1.0835710E+003, 2.1417870E+002, 1.3475502E+003, 3.3848270E-002
