 Z,TEMPERATURE
 m,C
 0.00000E+00, 0.50097E+02
 0.10000E+00, 0.50564E+02
 0.20000E+00, 0.51507E+02
 0.30000E+00, 0.52468E+02
 0.40000E+00, 0.53541E+02
 0.50000E+00, 0.55438E+02
 0.60000E+00, 0.58586E+02
 0.70000E+00, 0.63321E+02
 0.80000E+00, 0.69986E+02
 0.90000E+00, 0.77954E+02
 0.10000E+01, 0.89848E+02
 0.11000E+01, 0.11560E+03
 0.12000E+01, 0.15816E+03
 0.13000E+01, 0.21499E+03
 0.14000E+01, 0.28174E+03
 0.15000E+01, 0.34445E+03
 0.16000E+01, 0.39949E+03
 0.17000E+01, 0.45242E+03
 0.18000E+01, 0.50182E+03
 0.19000E+01, 0.53697E+03
 0.20000E+01, 0.55334E+03
 0.21000E+01, 0.56112E+03
 0.22000E+01, 0.56610E+03
 0.23000E+01, 0.57174E+03
 0.24000E+01, 0.57844E+03
 0.25000E+01, 0.58895E+03
 0.26000E+01, 0.60315E+03
 0.27000E+01, 0.65568E+03
 0.28000E+01, 0.70182E+03
