 Z,TEMPERATURE
 m,C
 0.00000E+00, 0.45316E+02
 0.10000E+00, 0.45906E+02
 0.20000E+00, 0.48164E+02
 0.30000E+00, 0.50705E+02
 0.40000E+00, 0.52201E+02
 0.50000E+00, 0.53643E+02
 0.60000E+00, 0.55709E+02
 0.70000E+00, 0.60120E+02
 0.80000E+00, 0.67359E+02
 0.90000E+00, 0.77449E+02
 0.10000E+01, 0.92351E+02
 0.11000E+01, 0.12471E+03
 0.12000E+01, 0.19002E+03
 0.13000E+01, 0.27934E+03
 0.14000E+01, 0.36463E+03
 0.15000E+01, 0.43154E+03
 0.16000E+01, 0.48691E+03
 0.17000E+01, 0.53046E+03
 0.18000E+01, 0.56132E+03
 0.19000E+01, 0.59016E+03
 0.20000E+01, 0.61418E+03
 0.21000E+01, 0.62815E+03
 0.22000E+01, 0.63732E+03
 0.23000E+01, 0.64460E+03
 0.24000E+01, 0.65022E+03
 0.25000E+01, 0.65678E+03
 0.26000E+01, 0.66898E+03
 0.27000E+01, 0.71195E+03
 0.28000E+01, 0.74700E+03
