s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.7386129E-001, 1.2927962E-003, 4.5243239E-004,-1.5662353E-006, 2.5988494E-007, 3.7089990E-006
 4.5643547E-001, 8.1006268E-003, 2.8351770E-003,-4.1158347E-006, 3.3543343E-004, 1.0199747E-005
 6.3900965E-001, 1.9196147E-002, 6.7185031E-003,-6.0087532E-006, 1.0241785E-003, 1.3908746E-005
 8.2158381E-001, 3.3553717E-002, 1.1743687E-002,-7.8873637E-006, 1.7220712E-003, 1.7617745E-005
 1.0041580E+000, 5.1009897E-002, 1.7853052E-002,-1.0077680E-005, 4.4544863E-003, 2.2253994E-005
 1.2780193E+000, 7.8964599E-002, 2.7636831E-002,-1.3655671E-005, 7.5515078E-003, 2.7817493E-005
 1.4605935E+000, 1.1146948E-001, 3.9011817E-002,-1.8315668E-005, 1.2379010E-002, 3.2453742E-005
 1.6431676E+000, 1.4078341E-001, 4.9274009E-002,-2.3054702E-005, 1.5734460E-002, 3.7089990E-005
 1.8257419E+000, 1.7456762E-001, 6.1093460E-002,-2.8884514E-005, 2.5478228E-002, 4.1726239E-005
 2.0083160E+000, 2.1263911E-001, 7.4414245E-002,-3.6287761E-005, 3.2091185E-002, 4.5435238E-005
 2.2821772E+000, 2.6831344E-001, 9.3899091E-002,-4.7525272E-005, 4.3975630E-002, 5.0689654E-005
 2.4647515E+000, 3.3805005E-001, 1.1831718E-001,-6.0697998E-005, 5.4812194E-002, 5.6562235E-005
 2.6473258E+000, 4.1162014E-001, 1.4404170E-001,-7.3503463E-005, 7.4531739E-002, 6.0271234E-005
 2.8298998E+000, 5.0834708E-001, 1.7787946E-001,-8.8346196E-005, 8.7542340E-002, 6.3980233E-005
 3.0124741E+000, 6.4002900E-001, 2.2400962E-001,-1.0597304E-004, 1.0089969E-001, 6.9543732E-005
 3.2863352E+000, 8.8326842E-001, 3.0909006E-001,-1.3236091E-004, 1.4048935E-001, 7.4179981E-005
 3.4689095E+000, 1.2375070E+000, 4.3296231E-001,-1.5787508E-004, 2.0248338E-001, 7.8816230E-005
 3.6514838E+000, 1.6490046E+000, 5.7680966E-001,-1.5405700E-004, 2.5114085E-001, 8.4379728E-005
 3.8340578E+000, 2.2191989E+000, 7.7671625E-001,-9.5009963E-005, 3.0170546E-001, 8.8088727E-005
 4.0166321E+000, 2.9948849E+000, 1.0475197E+000, 1.1403016E-004, 4.4996798E-001, 9.1797726E-005
 4.2904935E+000, 4.3215534E+000, 1.5116323E+000, 7.3230356E-004, 6.0251355E-001, 9.7052141E-005
 4.4730678E+000, 5.9858532E+000, 2.0924152E+000, 1.8066466E-003, 8.5891394E-001, 1.0292472E-004
 4.6556416E+000, 7.4212590E+000, 2.5973715E+000, 1.9434418E-003, 1.0485259E+000, 1.0663372E-004
 4.8382158E+000, 8.6926002E+000, 3.0379691E+000, 9.8951913E-004, 1.5261664E+000, 1.1034272E-004
 5.0207901E+000, 9.5948771E+000, 3.3524269E+000,-8.7649550E-004, 1.8021451E+000, 1.1590622E-004
 5.2033644E+000, 9.8709943E+000, 3.4546173E+000,-7.7030216E-003, 2.0805839E+000, 1.1961522E-004
 5.4772258E+000, 9.3409973E+000, 3.2656358E+000,-3.8047957E-002, 2.5513753E+000, 1.2425147E-004
 5.6597996E+000, 8.6263598E+000, 3.0152624E+000,-8.3710713E-002, 2.8728842E+000, 1.3074222E-004
 5.8423738E+000, 8.3600279E+000, 2.9230762E+000,-7.5891583E-002, 2.9811527E+000, 1.3445122E-004
 6.0249481E+000, 8.2375667E+000, 2.8806943E+000,-5.5904973E-002, 3.0815843E+000, 1.3816021E-004
 6.2075224E+000, 8.1791399E+000, 2.8576137E+000,-6.4134156E-002, 3.1408362E+000, 1.4279646E-004
 6.4813838E+000, 8.1604202E+000, 2.8488550E+000,-3.4237174E-002, 3.1245600E+000, 1.4835996E-004
 6.6639576E+000, 8.0707262E+000, 2.8147826E+000,-2.3462551E-002, 3.1108568E+000, 1.5299621E-004
