 Z,TEMPERATURE
 m,C
 0.00000E+00, 0.44205E+02
 0.10000E+00, 0.44503E+02
 0.20000E+00, 0.44968E+02
 0.30000E+00, 0.45763E+02
 0.40000E+00, 0.47657E+02
 0.50000E+00, 0.50596E+02
 0.60000E+00, 0.54318E+02
 0.70000E+00, 0.58778E+02
 0.80000E+00, 0.63461E+02
 0.90000E+00, 0.68430E+02
 0.10000E+01, 0.78427E+02
 0.11000E+01, 0.10107E+03
 0.12000E+01, 0.13056E+03
 0.13000E+01, 0.17017E+03
 0.14000E+01, 0.22919E+03
 0.15000E+01, 0.28947E+03
 0.16000E+01, 0.33566E+03
 0.17000E+01, 0.37042E+03
 0.18000E+01, 0.39523E+03
 0.19000E+01, 0.41039E+03
 0.20000E+01, 0.41853E+03
 0.21000E+01, 0.42254E+03
 0.22000E+01, 0.42591E+03
 0.23000E+01, 0.42830E+03
 0.24000E+01, 0.42907E+03
 0.25000E+01, 0.43064E+03
 0.26000E+01, 0.43438E+03
 0.27000E+01, 0.45874E+03
 0.28000E+01, 0.48072E+03
