s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8759393E-005, 0.0000000E+000, 0.0000000E+000
 5.0150752E+000, 1.3744691E+002, 4.8557264E+001, 7.1276150E+001, 4.8187181E+001, 2.8748058E-003
 1.0002964E+001, 3.1736531E+002, 1.1953266E+002, 1.7016322E+002, 1.4742054E+002, 6.7672095E-003
 1.5005976E+001, 5.2293064E+002, 2.1089121E+002, 2.5492936E+002, 2.7114530E+002, 1.1112919E-002
 2.0005844E+001, 7.2988151E+002, 3.1549118E+002, 3.0465874E+002, 4.1183904E+002, 1.5514390E-002
 2.5000311E+001, 9.4331728E+002, 4.2994503E+002, 3.6148648E+002, 5.5485786E+002, 1.9889105E-002
 3.0005646E+001, 1.1511337E+003, 5.5840936E+002, 3.8960087E+002, 7.2063449E+002, 2.4310730E-002
 3.5005028E+001, 1.3633877E+003, 7.1071639E+002, 4.0120487E+002, 8.9830580E+002, 2.8706566E-002
 4.0007420E+001, 1.5757262E+003, 8.6105115E+002, 4.1195695E+002, 1.0833751E+003, 3.2892142E-002
 4.5005020E+001, 1.6924357E+003, 9.8216463E+002, 3.9025280E+002, 1.2185262E+003, 3.5101623E-002
 5.0003216E+001, 1.7662552E+003, 1.0601960E+003, 3.6522381E+002, 1.3184560E+003, 3.6808128E-002
 5.5003838E+001, 1.8361259E+003, 1.1396876E+003, 3.2825037E+002, 1.4030693E+003, 3.8520007E-002
 6.0003292E+001, 1.9212540E+003, 1.2298895E+003, 3.1808658E+002, 1.5061592E+003, 4.0219738E-002
 6.5003944E+001, 2.0294518E+003, 1.3030974E+003, 3.4192050E+002, 1.5941558E+003, 4.1188921E-002
 7.0002472E+001, 1.9558112E+003, 1.3153140E+003, 2.5742092E+002, 1.5993578E+003, 4.1419254E-002
 7.5008148E+001, 2.0114171E+003, 1.3439232E+003, 2.8725703E+002, 1.6310330E+003, 4.1652701E-002
 8.0005768E+001, 2.0145827E+003, 1.3668435E+003, 2.7111003E+002, 1.6535616E+003, 4.1879624E-002
 8.5001686E+001, 2.0337664E+003, 1.3862524E+003, 2.6892911E+002, 1.6798725E+003, 4.2111005E-002
 9.0005539E+001, 2.0487425E+003, 1.4063831E+003, 2.5779850E+002, 1.6989094E+003, 4.2340451E-002
 9.5008324E+001, 1.9853965E+003, 1.3770244E+003, 2.4518521E+002, 1.6660552E+003, 4.2571039E-002
 1.0000494E+002, 2.0616999E+003, 1.4243690E+003, 2.5454913E+002, 1.7175077E+003, 4.2801764E-002
 1.0500751E+002, 1.9716925E+003, 1.3811124E+003, 2.3194774E+002, 1.6621988E+003, 4.3031989E-002
