 Z,TEMPERATURE
 m,C
 0.00000E+00, 0.87067E+02
 0.10000E+00, 0.86090E+02
 0.20000E+00, 0.85434E+02
 0.30000E+00, 0.85913E+02
 0.40000E+00, 0.88084E+02
 0.50000E+00, 0.93803E+02
 0.60000E+00, 0.10327E+03
 0.70000E+00, 0.11682E+03
 0.80000E+00, 0.13340E+03
 0.90000E+00, 0.15186E+03
 0.10000E+01, 0.17925E+03
 0.11000E+01, 0.22063E+03
 0.12000E+01, 0.27203E+03
 0.13000E+01, 0.32592E+03
 0.14000E+01, 0.38942E+03
 0.15000E+01, 0.48723E+03
 0.16000E+01, 0.60634E+03
 0.17000E+01, 0.71198E+03
 0.18000E+01, 0.78178E+03
 0.19000E+01, 0.81832E+03
 0.20000E+01, 0.84118E+03
 0.21000E+01, 0.85373E+03
 0.22000E+01, 0.86148E+03
 0.23000E+01, 0.86690E+03
 0.24000E+01, 0.87038E+03
 0.25000E+01, 0.87913E+03
 0.26000E+01, 0.89487E+03
 0.27000E+01, 0.93750E+03
 0.28000E+01, 0.97078E+03
