s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,s
 7.2619263E+001, 5.6652312E+002, 6.5105318E+002, 6.4220370E+002, 5.0736020E+002, 4.4296061E+002, 3.0306450E+002, 1.5612129E+002, 8.1710022E+001, 2.2683602E+002, 1.7227577E+002, 1.3188604E+002, 8.6693402E+001, 3.5371293E+001, 2.9712225E+001, 2.7293871E+001, 2.2314870E+001, 0.0000000E+000, 7.2579005E+001
 7.2719902E+001, 5.1971438E+002, 6.4337654E+002, 6.1590781E+002, 5.0456550E+002, 4.4247393E+002, 3.0566878E+002, 1.5073951E+002, 7.9105998E+001, 2.2749557E+002, 1.6607470E+002, 1.3657327E+002, 8.8723282E+001, 3.5696180E+001, 2.9751857E+001, 2.7387823E+001, 2.2559130E+001, 0.0000000E+000, 7.2679646E+001
 7.2800415E+001, 5.0054294E+002, 6.2335747E+002, 6.2828811E+002, 4.8055238E+002, 4.4231471E+002, 2.9926752E+002, 1.4659867E+002, 7.8089342E+001, 2.3220357E+002, 1.5979699E+002, 1.4082196E+002, 9.0534762E+001, 3.6011338E+001, 2.9800961E+001, 2.7489640E+001, 2.2680541E+001, 0.0000000E+000, 7.2770224E+001
 7.2901062E+001, 5.2894185E+002, 5.9936571E+002, 6.1412965E+002, 4.5138850E+002, 4.2936863E+002, 2.8928955E+002, 1.4367846E+002, 7.7700386E+001, 2.3698216E+002, 1.5674690E+002, 1.4406474E+002, 9.2209601E+001, 3.6273321E+001, 2.9814276E+001, 2.7552599E+001, 2.2667937E+001, 0.0000000E+000, 7.2860802E+001
 7.3001701E+001, 5.1940253E+002, 5.7473222E+002, 5.6539305E+002, 4.4384637E+002, 4.0923158E+002, 2.8211507E+002, 1.4171617E+002, 7.7220533E+001, 2.3584923E+002, 1.5836589E+002, 1.4528816E+002, 9.3791992E+001, 3.6477643E+001, 2.9815113E+001, 2.7625264E+001, 2.2570756E+001, 0.0000000E+000, 7.2961444E+001
 7.3102341E+001, 5.0456220E+002, 5.6940401E+002, 5.7325285E+002, 4.5065473E+002, 3.9844629E+002, 2.8121553E+002, 1.4167310E+002, 7.7332301E+001, 2.2925266E+002, 1.6278565E+002, 1.4322781E+002, 9.5054452E+001, 3.6587754E+001, 2.9803879E+001, 2.7680002E+001, 2.2429017E+001, 0.0000000E+000, 7.3062086E+001
 7.3202988E+001, 5.0875468E+002, 6.0032917E+002, 5.8553844E+002, 4.5650091E+002, 4.0032807E+002, 2.8481249E+002, 1.4229103E+002, 7.7350883E+001, 2.2300030E+002, 1.6648577E+002, 1.3839213E+002, 9.5991436E+001, 3.6567352E+001, 2.9762476E+001, 2.7688803E+001, 2.2297707E+001, 0.0000000E+000, 7.3162727E+001
 7.3303627E+001, 5.4810385E+002, 6.0735027E+002, 6.0276368E+002, 4.6146760E+002, 4.0737781E+002, 2.9086940E+002, 1.4223857E+002, 7.7834845E+001, 2.1713967E+002, 1.6825651E+002, 1.3270679E+002, 9.6625718E+001, 3.6412414E+001, 2.9721114E+001, 2.7694715E+001, 2.2240092E+001, 0.0000000E+000, 7.3263369E+001
 7.3404266E+001, 5.4667820E+002, 6.2234139E+002, 6.0657261E+002, 4.7090615E+002, 4.1373829E+002, 2.9680438E+002, 1.4163710E+002, 7.8861773E+001, 2.1381256E+002, 1.6846762E+002, 1.2833914E+002, 9.6993047E+001, 3.6124596E+001, 2.9660226E+001, 2.7670038E+001, 2.2254608E+001, 0.0000000E+000, 7.3364011E+001
 7.3504913E+001, 5.3250295E+002, 6.0378257E+002, 5.8626909E+002, 4.8470166E+002, 4.1713715E+002, 3.0162986E+002, 1.4283096E+002, 7.9809821E+001, 2.1679470E+002, 1.6779776E+002, 1.2600222E+002, 9.7104749E+001, 3.5691924E+001, 2.9575365E+001, 2.7633435E+001, 2.2352992E+001, 0.0000000E+000, 7.3464653E+001
 7.3605553E+001, 5.6479582E+002, 5.4273446E+002, 5.5116160E+002, 4.9700371E+002, 4.1789562E+002, 3.0476092E+002, 1.4523488E+002, 8.1444204E+001, 2.2195212E+002, 1.6694939E+002, 1.2482044E+002, 9.6998327E+001, 3.5157418E+001, 2.9473792E+001, 2.7585158E+001, 2.2516798E+001, 0.0000000E+000, 7.3565295E+001
 7.3706192E+001, 5.5561906E+002, 5.3773604E+002, 5.4138098E+002, 5.0699066E+002, 4.2018460E+002, 3.0721138E+002, 1.4786080E+002, 8.1785090E+001, 2.2654656E+002, 1.6620190E+002, 1.2364600E+002, 9.6703401E+001, 3.4570571E+001, 2.9369303E+001, 2.7540011E+001, 2.2726697E+001, 0.0000000E+000, 7.3665937E+001
 7.3806839E+001, 5.5054700E+002, 5.5552064E+002, 5.7039735E+002, 5.1445917E+002, 4.2737275E+002, 3.0988106E+002, 1.5133711E+002, 8.0790980E+001, 2.3026351E+002, 1.6546816E+002, 1.2199575E+002, 9.6271971E+001, 3.3951503E+001, 2.9233061E+001, 2.7468146E+001, 2.2926741E+001, 0.0000000E+000, 7.3766579E+001
 7.3907478E+001, 5.3346028E+002, 5.8834464E+002, 6.1556499E+002, 5.2289167E+002, 4.3769549E+002, 3.1284489E+002, 1.5484102E+002, 8.0263228E+001, 2.3055842E+002, 1.6447017E+002, 1.2008735E+002, 9.5713751E+001, 3.3349119E+001, 2.9075728E+001, 2.7375611E+001, 2.3104496E+001, 0.0000000E+000, 7.3867220E+001
 7.4008118E+001, 5.3208257E+002, 6.8051130E+002, 5.8834084E+002, 5.3392513E+002, 4.5363388E+002, 3.1736599E+002, 1.5671045E+002, 7.9301672E+001, 2.2900954E+002, 1.6303115E+002, 1.1848573E+002, 9.5082092E+001, 3.2780414E+001, 2.8929643E+001, 2.7294145E+001, 2.3239148E+001, 0.0000000E+000, 7.3967862E+001
 7.4108765E+001, 5.7271365E+002, 6.7969058E+002, 5.7854293E+002, 5.8239820E+002, 4.9647615E+002, 3.2539436E+002, 1.5685944E+002, 7.8603618E+001, 2.2547339E+002, 1.6127326E+002, 1.1758582E+002, 9.4429652E+001, 3.2256644E+001, 2.8777581E+001, 2.7213234E+001, 2.3299049E+001, 0.0000000E+000, 7.4068504E+001
 7.4209404E+001, 6.2272578E+002, 6.1726705E+002, 6.2035645E+002, 7.3605871E+002, 5.1707302E+002, 3.3307147E+002, 1.5587397E+002, 7.9017429E+001, 2.1764623E+002, 1.5954360E+002, 1.1746956E+002, 9.3778365E+001, 3.1796418E+001, 2.8630200E+001, 2.7139842E+001, 2.3276432E+001, 0.0000000E+000, 7.4169146E+001
 7.4310043E+001, 5.8446381E+002, 6.4617128E+002, 7.3020916E+002, 7.7781455E+002, 5.1031542E+002, 3.3669421E+002, 1.5340791E+002, 7.9282429E+001, 2.1091076E+002, 1.5825643E+002, 1.1798718E+002, 9.3155545E+001, 3.1386795E+001, 2.8491714E+001, 2.7087641E+001, 2.3185664E+001, 0.0000000E+000, 7.4269788E+001
 7.4410690E+001, 5.6257145E+002, 6.6105748E+002, 6.6248738E+002, 7.6580285E+002, 5.0915328E+002, 3.3422871E+002, 1.5100901E+002, 7.9785480E+001, 2.0687680E+002, 1.5787349E+002, 1.1893328E+002, 9.2622937E+001, 3.1088828E+001, 2.8405336E+001, 2.7091992E+001, 2.3073213E+001, 0.0000000E+000, 7.4370430E+001
 7.4511330E+001, 5.6612500E+002, 6.2796394E+002, 5.9711531E+002, 7.3334289E+002, 4.9739161E+002, 3.1556975E+002, 1.4937951E+002, 8.1053066E+001, 2.0391068E+002, 1.5862297E+002, 1.2010137E+002, 9.2305058E+001, 3.0912116E+001, 2.8356426E+001, 2.7112141E+001, 2.2949800E+001, 0.0000000E+000, 7.4471072E+001
 7.4611969E+001, 5.4699246E+002, 6.0131687E+002, 5.4880436E+002, 6.9520021E+002, 4.7744158E+002, 2.8396417E+002, 1.4921431E+002, 8.2290136E+001, 2.0335864E+002, 1.6051449E+002, 1.2134024E+002, 9.2275680E+001, 3.0832894E+001, 2.8328142E+001, 2.7138204E+001, 2.2853152E+001, 0.0000000E+000, 7.4571714E+001
 7.4712616E+001, 5.2688807E+002, 5.7361039E+002, 5.5240002E+002, 6.4355260E+002, 4.7719264E+002, 2.5604033E+002, 1.5002586E+002, 8.3118882E+001, 2.0488684E+002, 1.6331993E+002, 1.2256361E+002, 9.2591314E+001, 3.0852498E+001, 2.8342830E+001, 2.7181044E+001, 2.2806930E+001, 0.0000000E+000, 7.4672355E+001
 7.4813255E+001, 5.0504263E+002, 5.7197674E+002, 5.6808964E+002, 5.8526231E+002, 4.9369477E+002, 2.4205070E+002, 1.5136428E+002, 8.3798501E+001, 2.0615539E+002, 1.6662364E+002, 1.2379959E+002, 9.3324393E+001, 3.1004675E+001, 2.8393287E+001, 2.7214968E+001, 2.2830397E+001, 0.0000000E+000, 7.4772997E+001
 7.4913895E+001, 4.9737769E+002, 5.7661758E+002, 5.8610496E+002, 6.2347469E+002, 5.0482567E+002, 2.4114926E+002, 1.5196218E+002, 8.4086096E+001, 2.0587831E+002, 1.6989821E+002, 1.2512042E+002, 9.4399849E+001, 3.1183395E+001, 2.8447690E+001, 2.7263205E+001, 2.2945581E+001, 0.0000000E+000, 7.4873639E+001
 7.5004227E+001, 5.1835654E+002, 5.8309696E+002, 6.0756133E+002, 6.2887209E+002, 4.9944421E+002, 2.4204684E+002, 1.5182635E+002, 8.4225181E+001, 2.0439115E+002, 1.7246660E+002, 1.2661179E+002, 9.5695845E+001, 3.1480722E+001, 2.8531492E+001, 2.7318952E+001, 2.3123518E+001, 0.0000000E+000, 7.4968096E+001
 7.5112633E+001, 5.3517843E+002, 6.2478770E+002, 6.6784736E+002, 5.5999599E+002, 4.8315054E+002, 2.3955980E+002, 1.5173007E+002, 8.4786786E+001, 2.0198947E+002, 1.7449003E+002, 1.2850058E+002, 9.7171331E+001, 3.1816731E+001, 2.8579727E+001, 2.7353877E+001, 2.3339216E+001, 0.0000000E+000, 7.5067464E+001
 7.5202965E+001, 5.5046732E+002, 6.8221973E+002, 7.4582791E+002, 5.4810638E+002, 4.7222289E+002, 2.3421071E+002, 1.5202348E+002, 8.4543348E+001, 1.9873989E+002, 1.7592705E+002, 1.3073544E+002, 9.8535696E+001, 3.2119968E+001, 2.8622173E+001, 2.7428285E+001, 2.3552996E+001, 0.0000000E+000, 7.5166831E+001
 7.5311363E+001, 5.8258076E+002, 7.1261714E+002, 6.7899510E+002, 5.4272483E+002, 4.7432403E+002, 2.2796411E+002, 1.5253616E+002, 8.3420157E+001, 1.9737464E+002, 1.7698062E+002, 1.3334375E+002, 9.9720248E+001, 3.2421827E+001, 2.8657936E+001, 2.7527881E+001, 2.3705579E+001, 0.0000000E+000, 7.5266199E+001
 7.5401703E+001, 5.9856121E+002, 7.0561471E+002, 6.4404068E+002, 5.4215369E+002, 4.8660952E+002, 2.2333440E+002, 1.5347442E+002, 8.2384815E+001, 2.0488479E+002, 1.7766637E+002, 1.3629664E+002, 1.0067182E+002, 3.2719838E+001, 2.8666498E+001, 2.7604122E+001, 2.3749988E+001, 0.0000000E+000, 7.5365566E+001
 7.5510101E+001, 5.9582633E+002, 6.6495719E+002, 6.1874822E+002, 5.5137523E+002, 4.9687514E+002, 2.2146913E+002, 1.5561563E+002, 8.2193338E+001, 2.1701817E+002, 1.7794910E+002, 1.3945915E+002, 1.0132021E+002, 3.3000044E+001, 2.8696873E+001, 2.7726911E+001, 2.3738339E+001, 0.0000000E+000, 7.5464934E+001
 7.5600433E+001, 5.7698048E+002, 6.3829933E+002, 6.4536717E+002, 5.7039402E+002, 4.9034465E+002, 2.2227472E+002, 1.5767993E+002, 8.1428419E+001, 2.1602228E+002, 1.7796504E+002, 1.4237483E+002, 1.0167812E+002, 3.3309813E+001, 2.8753006E+001, 2.7859000E+001, 2.3676130E+001, 0.0000000E+000, 7.5564301E+001
 7.5708832E+001, 5.4956569E+002, 6.4241984E+002, 6.8679534E+002, 6.0406443E+002, 4.8060215E+002, 2.2813362E+002, 1.6061504E+002, 8.0693705E+001, 2.0833643E+002, 1.7795147E+002, 1.4439438E+002, 1.0164500E+002, 3.3588596E+001, 2.8803176E+001, 2.7942265E+001, 2.3559988E+001, 0.0000000E+000, 7.5663668E+001
 7.5817238E+001, 5.4260018E+002, 6.8622188E+002, 6.8586125E+002, 6.5348324E+002, 4.7991402E+002, 2.4222341E+002, 1.6533733E+002, 8.0577618E+001, 2.0342557E+002, 1.7800997E+002, 1.4532491E+002, 1.0112993E+002, 3.3755372E+001, 2.8889091E+001, 2.8069757E+001, 2.3479583E+001, 0.0000000E+000, 7.5772069E+001
 7.5907570E+001, 5.7067901E+002, 6.8935610E+002, 7.1653289E+002, 6.6267207E+002, 4.8337296E+002, 2.5985332E+002, 1.7180316E+002, 8.0019746E+001, 2.0271253E+002, 1.7819946E+002, 1.4537977E+002, 1.0024197E+002, 3.3836622E+001, 2.9006484E+001, 2.8175695E+001, 2.3420797E+001, 0.0000000E+000, 7.5871437E+001
 7.6015968E+001, 5.8501950E+002, 7.2022728E+002, 7.1429637E+002, 6.4216843E+002, 4.9110379E+002, 2.8111037E+002, 1.8213696E+002, 7.9805704E+001, 2.1062438E+002, 1.7853039E+002, 1.4508074E+002, 9.9040084E+001, 3.3903120E+001, 2.9158894E+001, 2.8279897E+001, 2.3376372E+001, 0.0000000E+000, 7.5970804E+001
 7.6106308E+001, 5.8370378E+002, 6.9068214E+002, 6.8634909E+002, 6.2985123E+002, 5.0350931E+002, 3.0680369E+002, 1.9528617E+002, 7.9626733E+001, 2.2979802E+002, 1.7892939E+002, 1.4450984E+002, 9.7598890E+001, 3.3989485E+001, 2.9336351E+001, 2.8379522E+001, 2.3334901E+001, 0.0000000E+000, 7.6070171E+001
 7.6214706E+001, 5.7493509E+002, 6.4866302E+002, 6.6699914E+002, 6.0264519E+002, 5.1760626E+002, 3.3872317E+002, 2.0964440E+002, 7.9087042E+001, 2.4215513E+002, 1.7937927E+002, 1.4356682E+002, 9.6073261E+001, 3.4043883E+001, 2.9505617E+001, 2.8475001E+001, 2.3311192E+001, 0.0000000E+000, 7.6169539E+001
 7.6305038E+001, 5.5004376E+002, 6.2509318E+002, 6.7021916E+002, 5.7719552E+002, 5.2747695E+002, 3.6669874E+002, 2.2227754E+002, 7.8865628E+001, 2.3274018E+002, 1.7975818E+002, 1.4247201E+002, 9.4596237E+001, 3.4122857E+001, 2.9657019E+001, 2.8551440E+001, 2.3254966E+001, 0.0000000E+000, 7.6268906E+001
 7.6413445E+001, 5.3000837E+002, 6.2100138E+002, 6.4639140E+002, 5.6647617E+002, 5.3494575E+002, 3.7678306E+002, 2.2871099E+002, 7.8495349E+001, 2.1934889E+002, 1.8015984E+002, 1.4163194E+002, 9.3415883E+001, 3.4243607E+001, 2.9776020E+001, 2.8562870E+001, 2.3143918E+001, 0.0000000E+000, 7.6368274E+001
 7.6503777E+001, 5.1971008E+002, 6.2374738E+002, 6.1826615E+002, 5.7071576E+002, 5.3543551E+002, 3.7376117E+002, 2.2772184E+002, 7.7720792E+001, 2.1162469E+002, 1.8063753E+002, 1.4125999E+002, 9.2643070E+001, 3.4314928E+001, 2.9885721E+001, 2.8600399E+001, 2.3061890E+001, 0.0000000E+000, 7.6467641E+001
 7.6612175E+001, 5.1668913E+002, 6.1197161E+002, 6.0570754E+002, 5.8330613E+002, 5.1897595E+002, 3.6924345E+002, 2.2044667E+002, 7.7518008E+001, 2.1033466E+002, 1.8149749E+002, 1.4147055E+002, 9.2501212E+001, 3.4385129E+001, 2.9994244E+001, 2.8604826E+001, 2.2985964E+001, 0.0000000E+000, 7.6567009E+001
 7.6702507E+001, 5.1793456E+002, 5.9871708E+002, 5.9986682E+002, 5.9407304E+002, 4.8548545E+002, 3.6528234E+002, 2.0872805E+002, 7.7349904E+001, 2.1700617E+002, 1.8285853E+002, 1.4191293E+002, 9.2901484E+001, 3.4292530E+001, 3.0064508E+001, 2.8580329E+001, 2.2917302E+001, 0.0000000E+000, 7.6666376E+001
 7.6810913E+001, 5.0540483E+002, 5.9101784E+002, 5.9344774E+002, 5.9003396E+002, 4.6372886E+002, 3.6087293E+002, 1.9504861E+002, 7.7099124E+001, 2.3128586E+002, 1.8488032E+002, 1.4236661E+002, 9.4016536E+001, 3.4300594E+001, 3.0150277E+001, 2.8588979E+001, 2.2896272E+001, 0.0000000E+000, 7.6765743E+001
 7.6901245E+001, 4.8224119E+002, 5.8701545E+002, 5.8563929E+002, 5.7788504E+002, 4.5606748E+002, 3.5522535E+002, 1.8190688E+002, 7.6790335E+001, 2.4042314E+002, 1.8781992E+002, 1.4272628E+002, 9.5744507E+001, 3.4348205E+001, 3.0146922E+001, 2.8475370E+001, 2.2825827E+001, 0.0000000E+000, 7.6865111E+001
 7.7009644E+001, 4.5375875E+002, 5.7944581E+002, 5.7593674E+002, 5.6736780E+002, 4.4820852E+002, 3.4897562E+002, 1.7044607E+002, 7.6548998E+001, 2.4270278E+002, 1.9176918E+002, 1.4314147E+002, 9.7948222E+001, 3.4481469E+001, 3.0130304E+001, 2.8395892E+001, 2.2810823E+001, 0.0000000E+000, 7.6964478E+001
 7.7118050E+001, 4.5554874E+002, 5.7085734E+002, 5.6914406E+002, 5.5481803E+002, 4.3523334E+002, 3.4245276E+002, 1.6014102E+002, 7.6375864E+001, 2.5083355E+002, 1.9777161E+002, 1.4405600E+002, 1.0063874E+002, 3.4745055E+001, 3.0091523E+001, 2.8300036E+001, 2.2830345E+001, 0.0000000E+000, 7.7072879E+001
 7.7208382E+001, 4.6892769E+002, 5.6592784E+002, 5.6491833E+002, 5.4782116E+002, 4.2016568E+002, 3.3746341E+002, 1.5362954E+002, 7.6640375E+001, 2.6733314E+002, 2.0487975E+002, 1.4549276E+002, 1.0306104E+002, 3.5091382E+001, 3.0019960E+001, 2.8198942E+001, 2.2915981E+001, 0.0000000E+000, 7.7172247E+001
 7.7316780E+001, 4.7175920E+002, 5.6219621E+002, 5.6116031E+002, 5.5672896E+002, 4.1875110E+002, 3.3498555E+002, 1.5010021E+002, 7.6869859E+001, 2.8135566E+002, 2.1294900E+002, 1.4720353E+002, 1.0510689E+002, 3.5638694E+001, 2.9977234E+001, 2.8091523E+001, 2.3065553E+001, 0.0000000E+000, 7.7271614E+001
 7.7407112E+001, 4.6833517E+002, 5.5837805E+002, 5.5731260E+002, 5.4809105E+002, 4.2825376E+002, 3.3536765E+002, 1.4895289E+002, 7.7230117E+001, 2.8086508E+002, 2.2063766E+002, 1.4853892E+002, 1.0655434E+002, 3.6184049E+001, 2.9924789E+001, 2.7963781E+001, 2.3244086E+001, 0.0000000E+000, 7.7370981E+001
 7.7515518E+001, 4.6301718E+002, 5.5346379E+002, 5.5297254E+002, 5.2119052E+002, 4.3609205E+002, 3.3838583E+002, 1.4931244E+002, 7.7723731E+001, 2.7696515E+002, 2.2650135E+002, 1.4893206E+002, 1.0730976E+002, 3.6754480E+001, 2.9892179E+001, 2.7815406E+001, 2.3445017E+001, 0.0000000E+000, 7.7470349E+001
 7.7605850E+001, 4.5433094E+002, 5.4814828E+002, 5.4840419E+002, 5.0018154E+002, 4.4316722E+002, 3.4235673E+002, 1.5043579E+002, 7.8282047E+001, 2.7284287E+002, 2.2976379E+002, 1.4836117E+002, 1.0741112E+002, 3.7300872E+001, 2.9858169E+001, 2.7613836E+001, 2.3599463E+001, 0.0000000E+000, 7.7569716E+001
 7.7714249E+001, 4.4191918E+002, 5.4341099E+002, 5.4408485E+002, 4.9466107E+002, 4.5084401E+002, 3.4519001E+002, 1.5275132E+002, 7.8599246E+001, 2.6825268E+002, 2.3011022E+002, 1.4723535E+002, 1.0694064E+002, 3.7845924E+001, 2.9890887E+001, 2.7432029E+001, 2.3683588E+001, 0.0000000E+000, 7.7669084E+001
 7.7804588E+001, 4.3001554E+002, 5.3971766E+002, 5.4032702E+002, 4.9914252E+002, 4.5630031E+002, 3.4500286E+002, 1.5581210E+002, 7.8315948E+001, 2.6644469E+002, 2.2803142E+002, 1.4621513E+002, 1.0607563E+002, 3.8312827E+001, 2.9952712E+001, 2.7270613E+001, 2.3703489E+001, 0.0000000E+000, 7.7768451E+001
 7.7912987E+001, 4.2942562E+002, 5.3715403E+002, 5.3670307E+002, 5.0709871E+002, 4.5843699E+002, 3.4190226E+002, 1.5942813E+002, 7.7639962E+001, 2.6631304E+002, 2.2374785E+002, 1.4552571E+002, 1.0488353E+002, 3.8677285E+001, 3.0051780E+001, 2.7137915E+001, 2.3650723E+001, 0.0000000E+000, 7.7867819E+001
 7.8003319E+001, 4.3768303E+002, 5.3487939E+002, 5.3267970E+002, 5.1335250E+002, 4.5865990E+002, 3.3712487E+002, 1.6376467E+002, 7.7116273E+001, 2.6397305E+002, 2.1796164E+002, 1.4495250E+002, 1.0347561E+002, 3.8918027E+001, 3.0165245E+001, 2.7017641E+001, 2.3527684E+001, 0.0000000E+000, 7.7967186E+001
 7.8111717E+001, 4.4615082E+002, 5.3190155E+002, 5.2757578E+002, 5.1525431E+002, 4.5838383E+002, 3.3237591E+002, 1.6818526E+002, 7.6806505E+001, 2.5849274E+002, 2.0901230E+002, 1.4416623E+002, 1.0188519E+002, 3.8966300E+001, 3.0295665E+001, 2.6959786E+001, 2.3397079E+001, 0.0000000E+000, 7.8066553E+001
 7.8202057E+001, 4.5489847E+002, 5.2807225E+002, 5.2094332E+002, 4.9877727E+002, 4.5855135E+002, 3.2859453E+002, 1.7220927E+002, 7.6814501E+001, 2.5132054E+002, 1.9434399E+002, 1.4309949E+002, 1.0024543E+002, 3.8913463E+001, 3.0442348E+001, 2.6926808E+001, 2.3249342E+001, 0.0000000E+000, 7.8165921E+001
 7.8310455E+001, 4.6445712E+002, 5.2422025E+002, 5.1335339E+002, 4.7249348E+002, 4.5945328E+002, 3.2733148E+002, 1.7509628E+002, 7.7031460E+001, 2.4271904E+002, 1.7468766E+002, 1.4189328E+002, 9.8560413E+001, 3.8682499E+001, 3.0581990E+001, 2.6921993E+001, 2.3093154E+001, 0.0000000E+000, 7.8265288E+001
 7.8400787E+001, 4.6916671E+002, 5.2148198E+002, 5.0735647E+002, 4.6125452E+002, 4.6113779E+002, 3.2819022E+002, 1.7664153E+002, 7.7456414E+001, 2.3394028E+002, 1.5805068E+002, 1.4079708E+002, 9.6885472E+001, 3.8364192E+001, 3.0718139E+001, 2.6934985E+001, 2.2934112E+001, 0.0000000E+000, 7.8364656E+001
 7.8509193E+001, 4.6967739E+002, 5.2079525E+002, 5.0509458E+002, 4.6348539E+002, 4.6212644E+002, 3.3000579E+002, 1.7661684E+002, 7.8026411E+001, 2.2752061E+002, 1.5383141E+002, 1.4007363E+002, 9.5262651E+001, 3.8033361E+001, 3.0855500E+001, 2.6962362E+001, 2.2783679E+001, 0.0000000E+000, 7.8464023E+001
 7.8617592E+001, 4.7735352E+002, 5.2135606E+002, 5.0548005E+002, 4.7021618E+002, 4.6221339E+002, 3.3204611E+002, 1.7473135E+002, 7.8299831E+001, 2.3053622E+002, 1.6067475E+002, 1.3993765E+002, 9.3570287E+001, 3.7705512E+001, 3.1006480E+001, 2.7014730E+001, 2.2624678E+001, 0.0000000E+000, 7.8572424E+001
 7.8707924E+001, 4.7301032E+002, 5.2322601E+002, 5.0703228E+002, 4.7444042E+002, 4.6198283E+002, 3.3343645E+002, 1.7166993E+002, 7.8277744E+001, 2.5219776E+002, 1.6610989E+002, 1.4029612E+002, 9.2153020E+001, 3.7467878E+001, 3.1110885E+001, 2.7044687E+001, 2.2495057E+001, 0.0000000E+000, 7.8671791E+001
 7.8816322E+001, 4.6512043E+002, 5.2721834E+002, 5.0962673E+002, 4.7542944E+002, 4.6139910E+002, 3.3346410E+002, 1.6793637E+002, 7.7908024E+001, 2.6171880E+002, 1.6590615E+002, 1.4058373E+002, 9.0871127E+001, 3.7278605E+001, 3.1184939E+001, 2.7058677E+001, 2.2391177E+001, 0.0000000E+000, 7.8771159E+001
 7.8906662E+001, 4.5732137E+002, 5.2946422E+002, 5.1294720E+002, 4.7450362E+002, 4.5920656E+002, 3.3293229E+002, 1.6450902E+002, 7.7440155E+001, 2.3627949E+002, 1.6394717E+002, 1.4049964E+002, 8.9806198E+001, 3.7204568E+001, 3.1243528E+001, 2.7047839E+001, 2.2316657E+001, 0.0000000E+000, 7.8870526E+001
 7.9015060E+001, 4.5076746E+002, 5.2714065E+002, 5.1503235E+002, 4.7320396E+002, 4.5370721E+002, 3.3342560E+002, 1.6118533E+002, 7.6714156E+001, 2.1913677E+002, 1.6286011E+002, 1.3997049E+002, 8.8901801E+001, 3.7212001E+001, 3.1330275E+001, 2.7043625E+001, 2.2278317E+001, 0.0000000E+000, 7.8969894E+001
 7.9105392E+001, 4.4311479E+002, 5.2318433E+002, 5.1464644E+002, 4.7193278E+002, 4.4588968E+002, 3.3591486E+002, 1.5811301E+002, 7.5914016E+001, 2.1813640E+002, 1.6280155E+002, 1.3914207E+002, 8.8177476E+001, 3.7279149E+001, 3.1412556E+001, 2.7037239E+001, 2.2265565E+001, 0.0000000E+000, 7.9069261E+001
 7.9213799E+001, 4.5746616E+002, 5.2350256E+002, 5.1061015E+002, 4.7149143E+002, 4.3836694E+002, 3.4137894E+002, 1.5524727E+002, 7.5216723E+001, 2.1775812E+002, 1.6346718E+002, 1.3829670E+002, 8.7700799E+001, 3.7426315E+001, 3.1492035E+001, 2.7013955E+001, 2.2251751E+001, 0.0000000E+000, 7.9168628E+001
 7.9304131E+001, 4.8350931E+002, 5.2724909E+002, 5.0588099E+002, 4.7332522E+002, 4.3300959E+002, 3.4998085E+002, 1.5232807E+002, 7.4757853E+001, 2.1345471E+002, 1.6467951E+002, 1.3776365E+002, 8.7573940E+001, 3.7673324E+001, 3.1592369E+001, 2.6982419E+001, 2.2225695E+001, 0.0000000E+000, 7.9267996E+001
 7.9412529E+001, 4.8140997E+002, 5.3004862E+002, 5.0249858E+002, 4.7763974E+002, 4.3029087E+002, 3.6011266E+002, 1.4928393E+002, 7.4378137E+001, 2.0848337E+002, 1.6653748E+002, 1.3774503E+002, 8.7880062E+001, 3.7933094E+001, 3.1649344E+001, 2.6904926E+001, 2.2165694E+001, 0.0000000E+000, 7.9367363E+001
 7.9502861E+001, 4.6850199E+002, 5.3253394E+002, 5.0021552E+002, 4.8222402E+002, 4.2988686E+002, 3.6714806E+002, 1.4635911E+002, 7.4405425E+001, 2.0481394E+002, 1.6896396E+002, 1.3821209E+002, 8.8655934E+001, 3.8214755E+001, 3.1750362E+001, 2.6872282E+001, 2.2122426E+001, 0.0000000E+000, 7.9466731E+001
 7.9611267E+001, 4.6865590E+002, 5.2884769E+002, 4.9812638E+002, 4.8622285E+002, 4.3130861E+002, 3.6461654E+002, 1.4308191E+002, 7.4675753E+001, 2.0251065E+002, 1.7170438E+002, 1.3918906E+002, 9.0005139E+001, 3.8500434E+001, 3.1849859E+001, 2.6825429E+001, 2.2069048E+001, 0.0000000E+000, 7.9566098E+001
 7.9701599E+001, 4.6615903E+002, 5.1687470E+002, 4.9524026E+002, 4.9000696E+002, 4.3335469E+002, 3.5085083E+002, 1.3972805E+002, 7.5160946E+001, 2.0086961E+002, 1.7440590E+002, 1.4070540E+002, 9.1907870E+001, 3.8797311E+001, 3.1966405E+001, 2.6778257E+001, 2.2014929E+001, 0.0000000E+000, 7.9665466E+001
 7.9809998E+001, 4.5809707E+002, 5.0988630E+002, 4.9231290E+002, 4.9374159E+002, 4.3416411E+002, 3.3007536E+002, 1.3655446E+002, 7.5760464E+001, 1.9947407E+002, 1.7693335E+002, 1.4262767E+002, 9.4376414E+001, 3.9086194E+001, 3.2081290E+001, 2.6735480E+001, 2.1963427E+001, 0.0000000E+000, 7.9764833E+001
