s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8759393E-005, 0.0000000E+000, 0.0000000E+000
 5.0032282E+000, 1.2019375E+002, 4.2357769E+001, 6.1575352E+001, 4.1528080E+001, 2.5125389E-003
 1.0005133E+001, 2.7786382E+002, 1.0345711E+002, 1.5042782E+002, 1.2728452E+002, 5.9048334E-003
 1.5007815E+001, 4.5656936E+002, 1.8062733E+002, 2.2411193E+002, 2.3330801E+002, 9.6918629E-003
 2.0007917E+001, 6.4058548E+002, 2.7168525E+002, 2.7369765E+002, 3.5668048E+002, 1.3520564E-002
 2.5006454E+001, 8.2189689E+002, 3.6755975E+002, 3.1997214E+002, 4.8229870E+002, 1.7385844E-002
 3.0000889E+001, 1.0104340E+003, 4.7679803E+002, 3.6099201E+002, 6.2097460E+002, 2.1255534E-002
 3.5002804E+001, 1.1898450E+003, 6.0220035E+002, 3.6419386E+002, 7.7678465E+002, 2.4804434E-002
 4.0003384E+001, 1.2518168E+003, 6.5008637E+002, 3.5881068E+002, 8.5047553E+002, 2.6001572E-002
 4.5009876E+001, 1.2800060E+003, 6.9962004E+002, 3.1895449E+002, 9.1156386E+002, 2.6602174E-002
 5.0005508E+001, 1.3133480E+003, 7.4972679E+002, 2.8842183E+002, 9.7679097E+002, 2.7208389E-002
 5.5002285E+001, 1.3422303E+003, 7.9605886E+002, 2.6107288E+002, 1.0270893E+003, 2.7811370E-002
 6.0007385E+001, 1.3809873E+003, 8.1360195E+002, 2.6975207E+002, 1.0631631E+003, 2.8413681E-002
 6.5002625E+001, 1.4003970E+003, 8.4352584E+002, 2.5437801E+002, 1.0993329E+003, 2.9018846E-002
 7.0003578E+001, 1.4370245E+003, 8.8849213E+002, 2.4192702E+002, 1.1484263E+003, 2.9622194E-002
 7.5005699E+001, 1.4457080E+003, 9.1941212E+002, 2.1336430E+002, 1.1745384E+003, 3.0227140E-002
 8.0000938E+001, 1.5006484E+003, 9.6338821E+002, 2.2053518E+002, 1.2201151E+003, 3.0829681E-002
 8.5008026E+001, 1.4983921E+003, 9.7172679E+002, 2.1050974E+002, 1.2291009E+003, 3.1432496E-002
 9.0005318E+001, 1.5585436E+003, 1.0173689E+003, 2.1754839E+002, 1.2791244E+003, 3.2036454E-002
 9.5007805E+001, 1.5736272E+003, 1.0403144E+003, 2.0616257E+002, 1.3002934E+003, 3.2640407E-002
 1.0000903E+002, 1.6065175E+003, 1.0627651E+003, 2.1816941E+002, 1.3239520E+003, 3.3246408E-002
 1.0500924E+002, 1.6213989E+003, 1.0818010E+003, 2.0948581E+002, 1.3480577E+003, 3.3847510E-002
