s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8759393E-005, 0.0000000E+000, 0.0000000E+000
 5.0091648E+000, 2.0636860E+002, 7.4105933E+001, 1.1078573E+002, 7.6381639E+001, 4.3690285E-003
 1.0005239E+001, 4.7377155E+002, 1.8573742E+002, 2.3670175E+002, 2.2873393E+002, 1.0222598E-002
 1.5009584E+001, 7.7869879E+002, 3.3339581E+002, 3.4267223E+002, 4.2141542E+002, 1.6713964E-002
 2.0007507E+001, 1.0917379E+003, 5.0166120E+002, 4.1733331E+002, 6.2966269E+002, 2.3315853E-002
 2.5001110E+001, 1.4106670E+003, 6.9534808E+002, 4.8540226E+002, 8.5629092E+002, 2.9933822E-002
 3.0008276E+001, 1.6989691E+003, 9.2224089E+002, 4.7587958E+002, 1.1219269E+003, 3.6624328E-002
 3.5001686E+001, 2.0013468E+003, 1.1288320E+003, 5.2550395E+002, 1.3752097E+003, 4.1316623E-002
 4.0008911E+001, 2.1035341E+003, 1.2612738E+003, 4.5651523E+002, 1.5235574E+003, 4.4131246E-002
 4.5006893E+001, 2.2024343E+003, 1.3821342E+003, 4.2168340E+002, 1.6712862E+003, 4.6928673E-002
 5.0002388E+001, 2.3777800E+003, 1.5176436E+003, 4.1952064E+002, 1.8082774E+003, 4.9725579E-002
 5.5006882E+001, 2.4464600E+003, 1.6311535E+003, 3.7372739E+002, 1.9441753E+003, 5.2535085E-002
 6.0003078E+001, 2.5900839E+003, 1.7369135E+003, 3.8426217E+002, 2.0540455E+003, 5.5340363E-002
 6.5007172E+001, 2.5346710E+003, 1.7510200E+003, 3.3646890E+002, 2.0821783E+003, 5.7371479E-002
 7.0001282E+001, 2.7407393E+003, 1.8624725E+003, 3.9417643E+002, 2.1944233E+003, 5.6302792E-002
 7.5009964E+001, 2.5871861E+003, 1.8252709E+003, 3.1841603E+002, 2.1659332E+003, 5.4877941E-002
 8.0003677E+001, 2.4609959E+003, 1.7282056E+003, 3.0331767E+002, 2.0549273E+003, 5.3456219E-002
 8.5011070E+001, 2.4816170E+003, 1.7499685E+003, 2.9371448E+002, 2.0819551E+003, 5.2054784E-002
 9.0006332E+001, 2.3743158E+003, 1.6832858E+003, 2.8249410E+002, 2.0101358E+003, 5.0635155E-002
 9.5001389E+001, 2.3055733E+003, 1.6251812E+003, 2.7511796E+002, 1.9432225E+003, 4.9221398E-002
 1.0000537E+002, 2.2328294E+003, 1.5949411E+003, 2.5368351E+002, 1.9133917E+003, 4.7801247E-002
 1.0500953E+002, 2.2923155E+003, 1.6206769E+003, 2.8368244E+002, 1.9407034E+003, 4.6394874E-002
