 Z,TEMPERATURE
 m,C
 0.00000E+00, 0.48346E+02
 0.10000E+00, 0.47922E+02
 0.20000E+00, 0.47706E+02
 0.30000E+00, 0.48453E+02
 0.40000E+00, 0.49710E+02
 0.50000E+00, 0.51514E+02
 0.60000E+00, 0.54658E+02
 0.70000E+00, 0.60617E+02
 0.80000E+00, 0.69965E+02
 0.90000E+00, 0.83160E+02
 0.10000E+01, 0.10348E+03
 0.11000E+01, 0.13197E+03
 0.12000E+01, 0.16728E+03
 0.13000E+01, 0.21943E+03
 0.14000E+01, 0.28940E+03
 0.15000E+01, 0.36336E+03
 0.16000E+01, 0.42735E+03
 0.17000E+01, 0.47225E+03
 0.18000E+01, 0.50222E+03
 0.19000E+01, 0.52134E+03
 0.20000E+01, 0.52992E+03
 0.21000E+01, 0.53397E+03
 0.22000E+01, 0.53880E+03
 0.23000E+01, 0.54294E+03
 0.24000E+01, 0.54707E+03
 0.25000E+01, 0.55392E+03
 0.26000E+01, 0.56178E+03
 0.27000E+01, 0.59744E+03
 0.28000E+01, 0.62955E+03
