s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0010397E+001, 3.1550194E+002, 1.1941422E+002,-1.2488987E+000, 1.4508110E+002, 6.7742191E-003
 2.0001942E+001, 7.5064685E+002, 3.2168899E+002,-4.1925240E+000, 4.1574572E+002, 1.6198980E-002
 3.0001270E+001, 1.2388335E+003, 6.0298357E+002,-3.6183910E+000, 7.7627959E+002, 2.6663521E-002
 4.0005337E+001, 1.5459828E+003, 8.3720341E+002, 1.7451608E+001, 1.0784181E+003, 3.2511031E-002
 5.0002602E+001, 1.5890814E+003, 9.1701502E+002, 4.8731080E+001, 1.1861731E+003, 3.3561258E-002
 6.0002125E+001, 1.6370921E+003, 1.0027027E+003, 8.1734431E+001, 1.2960547E+003, 3.4609075E-002
 7.0009193E+001, 1.6946254E+003, 1.0695742E+003, 1.0623298E+002, 1.3777012E+003, 3.5647253E-002
 8.0002419E+001, 1.7364898E+003, 1.1212924E+003, 1.2666221E+002, 1.4381505E+003, 3.6698407E-002
 9.0008408E+001, 1.8251648E+003, 1.1968417E+003, 1.4420735E+002, 1.5216935E+003, 3.8727835E-002
 1.0000185E+002, 1.9507243E+003, 1.3006877E+003, 1.5664093E+002, 1.6291489E+003, 4.1716843E-002
 1.1000375E+002, 2.1049412E+003, 1.4203825E+003, 1.7387598E+002, 1.7645102E+003, 4.4709039E-002
 1.2000005E+002, 2.2020945E+003, 1.5152223E+003, 1.8478890E+002, 1.8634915E+003, 4.7686007E-002
 1.3000209E+002, 2.3340416E+003, 1.6219459E+003, 1.9712199E+002, 1.9695400E+003, 5.0685186E-002
 1.4000269E+002, 2.4755357E+003, 1.7306204E+003, 2.0834759E+002, 2.0818655E+003, 5.3680654E-002
 1.5000735E+002, 2.5613422E+003, 1.8088873E+003, 2.2870363E+002, 2.1633200E+003, 5.6665534E-002
 1.6000632E+002, 2.6182060E+003, 1.8795721E+003, 2.4470044E+002, 2.2437217E+003, 5.7342848E-002
 1.7000392E+002, 2.6485180E+003, 1.8963386E+003, 2.6007125E+002, 2.2503115E+003, 5.5717471E-002
 1.8000005E+002, 2.5420498E+003, 1.8376377E+003, 2.6148516E+002, 2.1925332E+003, 5.4089324E-002
 1.9000394E+002, 2.5289816E+003, 1.7989475E+003, 2.7295399E+002, 2.1373636E+003, 5.2460292E-002
 2.0000421E+002, 2.4295419E+003, 1.7323543E+003, 2.7170063E+002, 2.0652176E+003, 5.0836955E-002
 2.1000777E+002, 2.3853384E+003, 1.7092292E+003, 2.6700075E+002, 2.0468104E+003, 4.9200006E-002
 2.2000365E+002, 2.2545038E+003, 1.6231412E+003, 2.6065890E+002, 1.9464123E+003, 4.7578036E-002
 2.3000861E+002, 2.2375859E+003, 1.5952027E+003, 2.6777861E+002, 1.9116494E+003, 4.5951271E-002
 2.4000241E+002, 2.1673128E+003, 1.5295269E+003, 2.6413979E+002, 1.8433940E+003, 4.4320024E-002
 2.5000461E+002, 2.0541091E+003, 1.4524618E+003, 2.5638942E+002, 1.7604314E+003, 4.2693621E-002
 2.6000677E+002, 2.0051059E+003, 1.4132896E+003, 2.5546496E+002, 1.7164530E+003, 4.1058740E-002
 2.7000192E+002, 1.9090091E+003, 1.3511619E+003, 2.4418679E+002, 1.6406964E+003, 3.9428629E-002
 2.8000366E+002, 1.8174338E+003, 1.2800633E+003, 2.4331843E+002, 1.5600158E+003, 3.7802647E-002
 2.9000647E+002, 1.7489181E+003, 1.2204137E+003, 2.3625283E+002, 1.4936865E+003, 3.6177907E-002
 3.0000140E+002, 1.6569554E+003, 1.1537892E+003, 2.2794356E+002, 1.4157426E+003, 3.4546637E-002
 3.1000928E+002, 1.5914682E+003, 1.0968788E+003, 2.2820305E+002, 1.3522534E+003, 3.2912428E-002
 3.2000723E+002, 1.5020719E+003, 1.0273079E+003, 2.1904987E+002, 1.2744090E+003, 3.1285083E-002
 3.3000531E+002, 1.4180246E+003, 9.6149624E+002, 2.1294983E+002, 1.1987927E+003, 2.9657908E-002
 3.4000107E+002, 1.3486823E+003, 9.1338915E+002, 2.0837422E+002, 1.1401744E+003, 2.8024014E-002
 3.5000485E+002, 1.2603963E+003, 8.3998826E+002, 2.0105280E+002, 1.0587286E+003, 2.6408341E-002
 3.6000677E+002, 1.1929386E+003, 7.8447000E+002, 1.9857979E+002, 9.9369701E+002, 2.4779422E-002
 3.7000751E+002, 1.1061500E+003, 7.1616567E+002, 1.9819670E+002, 9.1828053E+002, 2.3150683E-002
 3.8000662E+002, 1.0314597E+003, 6.6628299E+002, 1.9137956E+002, 8.5913302E+002, 2.1520079E-002
 3.9000378E+002, 9.5220793E+002, 6.1404092E+002, 1.8386829E+002, 7.9819218E+002, 1.9890818E-002
 4.0000861E+002, 8.7343338E+002, 5.5586668E+002, 1.7919204E+002, 7.2892662E+002, 1.8258879E-002
