 Z,TEMPERATURE
 m,C
 0.00000E+00, 0.46216E+02
 0.10000E+00, 0.47169E+02
 0.20000E+00, 0.48212E+02
 0.30000E+00, 0.48529E+02
 0.40000E+00, 0.49294E+02
 0.50000E+00, 0.51305E+02
 0.60000E+00, 0.55108E+02
 0.70000E+00, 0.60442E+02
 0.80000E+00, 0.67952E+02
 0.90000E+00, 0.79109E+02
 0.10000E+01, 0.97082E+02
 0.11000E+01, 0.12373E+03
 0.12000E+01, 0.15969E+03
 0.13000E+01, 0.21239E+03
 0.14000E+01, 0.28141E+03
 0.15000E+01, 0.35810E+03
 0.16000E+01, 0.42750E+03
 0.17000E+01, 0.47280E+03
 0.18000E+01, 0.49591E+03
 0.19000E+01, 0.50420E+03
 0.20000E+01, 0.50654E+03
 0.21000E+01, 0.50894E+03
 0.22000E+01, 0.51053E+03
 0.23000E+01, 0.51156E+03
 0.24000E+01, 0.51180E+03
 0.25000E+01, 0.51226E+03
 0.26000E+01, 0.51552E+03
 0.27000E+01, 0.53879E+03
 0.28000E+01, 0.55935E+03
