s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.1785113E-001, 0.0000000E+000,-1.1332237E-009,-2.3608308E-007,-3.0709150E-010, 1.2405562E-003
 2.3570226E-001, 3.3581317E-001, 1.1746648E-001, 2.1114692E-005, 6.3875858E-005, 2.4474326E-003
 3.5355338E-001, 1.1969489E+000, 4.1837286E-001, 1.2447285E-003, 6.7642904E-004, 3.5905102E-003
 4.7140452E-001, 3.0706214E+000, 1.0657883E+000,-1.1210737E-004, 2.3793300E-001, 4.6460203E-003
 5.8925563E-001, 1.0265557E+001, 3.5912401E+000, 5.1489013E-002, 2.4885972E-001, 5.5980658E-003
 7.0710677E-001, 2.9275316E+001, 1.0245680E+001, 9.1406977E-001, 3.5561978E-001, 6.4387836E-003
 8.2495791E-001, 4.7685362E+001, 1.6354084E+001, 1.0171694E+000, 3.9547500E+000, 7.1674117E-003
 9.4280905E-001, 6.8272589E+001, 2.3891904E+001,-3.5796015E+000, 5.2731054E+000, 7.7887112E-003
 1.0069363E+000, 7.1986530E+001, 2.5406565E+001,-9.6406622E+000, 5.4591265E+000, 8.0846217E-003
 1.0647404E+000, 8.1978011E+001, 2.8358629E+001,-1.2147687E+001, 1.1888574E+001, 8.3276340E-003
 1.1062602E+000, 9.1419452E+001, 3.2895864E+001,-1.5985445E+001, 1.1878710E+001, 8.4890644E-003
 1.2029395E+000, 1.1145156E+002, 3.9886980E+001,-2.4556681E+001, 1.7598954E+001, 8.7254775E-003
 1.3227830E+000, 1.3613557E+002, 4.9549566E+001,-2.8158007E+001, 2.7356223E+001, 9.0415796E-003
 1.4111699E+000, 1.7017917E+002, 6.0711645E+001,-3.4239873E+000, 3.6280000E+001, 9.3131682E-003
 1.5093757E+000, 2.0247299E+002, 7.3331090E+001, 6.6642032E+000, 4.2795600E+001, 9.5119612E-003
 1.6030192E+000, 2.1305492E+002, 7.9912692E+001,-1.0820883E+000, 5.0928223E+001, 9.6914500E-003
 1.7035886E+000, 2.1690063E+002, 7.9657706E+001,-1.6193947E+000, 6.3789215E+001, 9.8402128E-003
 1.8125414E+000, 2.2704757E+002, 7.8255267E+001,-2.9244868E+000, 7.5592391E+001, 9.9729180E-003
 1.9059294E+000, 2.3953545E+002, 8.0655643E+001,-2.8394130E+000, 8.1851555E+001, 1.0080891E-002
 2.0003371E+000, 2.7461361E+002, 9.2795577E+001,-1.1066636E+000, 8.7002581E+001, 1.0164656E-002
 2.1083832E+000, 3.0737560E+002, 1.0438137E+002,-2.4353549E+000, 9.6162222E+001, 1.0236695E-002
 2.2092261E+000, 3.2721927E+002, 1.1073537E+002,-2.2781497E+000, 1.0800500E+002, 1.0299235E-002
 2.3016655E+000, 2.9518250E+002, 9.9449625E+001,-4.4664340E+000, 1.1422524E+002, 1.0347947E-002
 2.4020283E+000, 2.5218323E+002, 8.3648457E+001,-4.0523444E+000, 1.1374778E+002, 1.0387381E-002
 2.5037115E+000, 2.0620112E+002, 6.9147051E+001,-1.0409911E+001, 1.0733061E+002, 1.0421684E-002
 2.6155632E+000, 2.0591474E+002, 6.9807416E+001,-8.3223953E+000, 9.9245494E+001, 1.0451156E-002
 2.7114360E+000, 2.1789461E+002, 7.3869966E+001,-4.9962624E+000, 9.2842018E+001, 1.0474358E-002
 2.8137004E+000, 2.3151481E+002, 7.9834711E+001,-4.8037621E+000, 9.0784521E+001, 1.0492295E-002
 2.9099734E+000, 2.2541362E+002, 7.8711428E+001,-3.4691603E+000, 9.0870244E+001, 1.0507369E-002
 3.0081985E+000, 2.1241634E+002, 7.1624605E+001,-1.9920861E+000, 9.0409427E+001, 1.0519114E-002
 3.1064234E+000, 2.1226606E+002, 7.0747503E+001,-4.5445653E+000, 8.8460963E+001, 1.0529088E-002
 3.2046485E+000, 2.3261391E+002, 7.7471941E+001,-3.6607655E+000, 8.8154661E+001, 1.0537290E-002
 3.3028736E+000, 2.7892509E+002, 9.3961495E+001,-2.3892999E+000, 9.2174434E+001, 1.0544034E-002
