s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0941535E-005, 0.0000000E+000, 0.0000000E+000
 5.0052438E+000, 2.0804951E+002, 7.4999785E+001, 1.1218837E+002, 8.0450641E+001, 4.4297292E-003
 1.0002132E+001, 4.6988966E+002, 1.8471494E+002, 2.1941310E+002, 2.2897149E+002, 1.0230712E-002
 1.5004494E+001, 7.6689006E+002, 3.2621562E+002, 3.1701004E+002, 4.1504887E+002, 1.6655106E-002
 2.0002312E+001, 1.0815587E+003, 4.9468824E+002, 3.9660404E+002, 6.3169836E+002, 2.3382230E-002
 2.5003986E+001, 1.3840421E+003, 6.7423858E+002, 4.5723133E+002, 8.5031871E+002, 2.9950701E-002
 3.0008120E+001, 1.6770125E+003, 8.8548908E+002, 4.7387613E+002, 1.1133831E+003, 3.6585654E-002
 3.5001423E+001, 1.9654754E+003, 1.0854844E+003, 5.0439214E+002, 1.3514344E+003, 4.1319750E-002
 4.0008648E+001, 2.0451142E+003, 1.1807858E+003, 4.6995426E+002, 1.4782874E+003, 4.4118696E-002
 4.5006527E+001, 2.1713527E+003, 1.3252459E+003, 4.1944483E+002, 1.6391648E+003, 4.6931605E-002
 5.0007359E+001, 2.3285764E+003, 1.4593872E+003, 4.2389020E+002, 1.8025317E+003, 4.9736465E-002
 5.5000896E+001, 2.4264467E+003, 1.5667901E+003, 3.9405862E+002, 1.9132278E+003, 5.2516717E-002
 6.0008484E+001, 2.4770757E+003, 1.6386274E+003, 3.6411852E+002, 2.0044583E+003, 5.5328597E-002
 6.5006409E+001, 2.6903029E+003, 1.7745202E+003, 4.1411080E+002, 2.1437117E+003, 5.7371446E-002
 7.0008461E+001, 2.6606772E+003, 1.8398081E+003, 3.3374587E+002, 2.2379368E+003, 5.6297853E-002
 7.5007896E+001, 2.5582081E+003, 1.7951447E+003, 2.9265429E+002, 2.1847044E+003, 5.4882288E-002
 8.0001205E+001, 2.5216470E+003, 1.7770612E+003, 2.7323650E+002, 2.1630883E+003, 5.3466818E-002
 8.5009529E+001, 2.4972012E+003, 1.7532962E+003, 2.9331780E+002, 2.1232484E+003, 5.2050318E-002
 9.0005142E+001, 2.3767996E+003, 1.6888051E+003, 2.4693270E+002, 2.0610390E+003, 5.0636023E-002
 9.5003212E+001, 2.3635097E+003, 1.6818672E+003, 2.5469515E+002, 2.0487636E+003, 4.9223011E-002
