 Z,TEMPERATURE
 m,C
 0.00000E+00, 0.64025E+02
 0.10000E+00, 0.62730E+02
 0.20000E+00, 0.62179E+02
 0.30000E+00, 0.63079E+02
 0.40000E+00, 0.65091E+02
 0.50000E+00, 0.69710E+02
 0.60000E+00, 0.76190E+02
 0.70000E+00, 0.84401E+02
 0.80000E+00, 0.94894E+02
 0.90000E+00, 0.10819E+03
 0.10000E+01, 0.12902E+03
 0.11000E+01, 0.16392E+03
 0.12000E+01, 0.20707E+03
 0.13000E+01, 0.25738E+03
 0.14000E+01, 0.32575E+03
 0.15000E+01, 0.40718E+03
 0.16000E+01, 0.48587E+03
 0.17000E+01, 0.54858E+03
 0.18000E+01, 0.58967E+03
 0.19000E+01, 0.61958E+03
 0.20000E+01, 0.64211E+03
 0.21000E+01, 0.65579E+03
 0.22000E+01, 0.66531E+03
 0.23000E+01, 0.67347E+03
 0.24000E+01, 0.68270E+03
 0.25000E+01, 0.69251E+03
 0.26000E+01, 0.70528E+03
 0.27000E+01, 0.75256E+03
 0.28000E+01, 0.79189E+03
