s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8759393E-005, 0.0000000E+000, 0.0000000E+000
 5.0037384E+000, 1.3731550E+002, 4.8509337E+001, 7.1199792E+001, 4.8182310E+001, 2.8731300E-003
 1.0013728E+001, 3.1707914E+002, 1.1946271E+002, 1.6845646E+002, 1.4734991E+002, 6.7634846E-003
 1.5006627E+001, 5.2205559E+002, 2.1095346E+002, 2.4918207E+002, 2.7169353E+002, 1.1120865E-002
 2.0008184E+001, 7.3339075E+002, 3.1697160E+002, 3.0490644E+002, 4.1472503E+002, 1.5525813E-002
 2.5000357E+001, 9.3977032E+002, 4.3082220E+002, 3.5809748E+002, 5.5603896E+002, 1.9875687E-002
 3.0002073E+001, 1.1515694E+003, 5.5818273E+002, 3.9181947E+002, 7.1576627E+002, 2.4288076E-002
 3.5010113E+001, 1.3673559E+003, 7.1217238E+002, 4.0728386E+002, 8.9917408E+002, 2.8693091E-002
 4.0009220E+001, 1.5633452E+003, 8.4310783E+002, 4.2186431E+002, 1.0609191E+003, 3.2910694E-002
 4.5005104E+001, 1.6931059E+003, 9.8132227E+002, 3.9547656E+002, 1.2159842E+003, 3.5096727E-002
 5.0005844E+001, 1.7557577E+003, 1.0608646E+003, 3.4253936E+002, 1.3164828E+003, 3.6801486E-002
 5.5002010E+001, 1.8839212E+003, 1.1537328E+003, 3.7216304E+002, 1.4256748E+003, 3.8517813E-002
 6.0001854E+001, 1.9036734E+003, 1.2019983E+003, 3.1844238E+002, 1.4888910E+003, 4.0227440E-002
 6.5006729E+001, 1.9933237E+003, 1.3031816E+003, 3.0541126E+002, 1.5885116E+003, 4.1190114E-002
 7.0008484E+001, 1.9519122E+003, 1.3056986E+003, 2.6518164E+002, 1.5950999E+003, 4.1420193E-002
 7.5003647E+001, 2.0450319E+003, 1.3613962E+003, 2.9582333E+002, 1.6531088E+003, 4.1651700E-002
 8.0001457E+001, 1.9889438E+003, 1.3652982E+003, 2.4007640E+002, 1.6580706E+003, 4.1880987E-002
 8.5002533E+001, 2.0239820E+003, 1.3681753E+003, 2.8282885E+002, 1.6611489E+003, 4.2111234E-002
 9.0001305E+001, 2.0230034E+003, 1.3864249E+003, 2.5063394E+002, 1.6792681E+003, 4.2340272E-002
 9.5006599E+001, 2.0142123E+003, 1.3876943E+003, 2.5115495E+002, 1.6767918E+003, 4.2570217E-002
 1.0000758E+002, 2.0811881E+003, 1.4374293E+003, 2.6117495E+002, 1.7381466E+003, 4.2803139E-002
 1.0500715E+002, 2.0102787E+003, 1.4094298E+003, 2.3576400E+002, 1.6962820E+003, 4.3031292E-002
