s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0155559E+000, 4.0052007E+001, 1.4144565E+001, 1.1103508E-001, 1.3268594E+001, 8.8307250E-004
 1.0015191E+001, 4.8569043E+001, 1.7055042E+001,-4.2079637E-002, 1.9066824E+001, 1.3939544E-003
 1.5018447E+001, 5.0962003E+001, 1.7973280E+001,-2.3496169E-001, 2.0883386E+001, 1.5419740E-003
 2.0004274E+001, 5.2559886E+001, 1.8708990E+001,-4.3987477E-002, 2.3515954E+001, 1.6386326E-003
 2.5012854E+001, 5.4348266E+001, 1.9558402E+001,-1.8152349E-001, 2.5505210E+001, 1.7103700E-003
 3.0015762E+001, 6.4150171E+001, 2.3202098E+001, 2.1552559E-001, 3.0209941E+001, 2.1810494E-003
 3.5011047E+001, 7.2390998E+001, 2.6385163E+001,-4.1134289E-001, 3.5385229E+001, 2.2762912E-003
 4.0007450E+001, 9.1570276E+001, 3.3349682E+001, 1.2722265E-001, 4.3317491E+001, 3.0077093E-003
 4.5011986E+001, 1.1228746E+002, 4.1148123E+001,-1.5936988E-001, 5.4202427E+001, 3.7332162E-003
 5.0015877E+001, 1.1899124E+002, 4.4671444E+001,-2.3561495E-001, 6.0845320E+001, 3.8126383E-003
 5.5008091E+001, 1.3385653E+002, 5.1379676E+001,-4.3490268E-001, 7.2396523E+001, 4.2985481E-003
 6.0005604E+001, 1.5112045E+002, 5.9260398E+001,-6.4301765E-001, 8.3800822E+001, 4.7811537E-003
 6.5014709E+001, 1.7870081E+002, 7.1425944E+001,-2.3042728E-001, 1.0040458E+002, 5.8145595E-003
 7.0005669E+001, 1.9578754E+002, 8.1755599E+001,-1.0151665E+000, 1.1620069E+002, 6.2739737E-003
 7.5007164E+001, 2.1603129E+002, 9.4067424E+001,-1.1174354E+000, 1.3434326E+002, 6.7819369E-003
 8.0008621E+001, 2.4266547E+002, 1.0790242E+002, 1.5485114E-001, 1.5090334E+002, 7.8576715E-003
 8.5000282E+001, 3.1237387E+002, 1.4240431E+002,-1.1068371E-001, 1.9137997E+002, 1.0080931E-002
 9.0002678E+001, 3.7136253E+002, 1.7891819E+002, 1.1810182E-001, 2.3368285E+002, 1.1953708E-002
 9.5003006E+001, 4.0576622E+002, 2.0961499E+002,-1.8352834E+000, 2.6998510E+002, 1.2942770E-002
 1.0001068E+002, 4.5884746E+002, 2.4555931E+002,-1.0412052E+000, 3.0675438E+002, 1.4659011E-002
 1.0500671E+002, 4.9454009E+002, 2.8191736E+002,-1.9317354E+000, 3.4426681E+002, 1.6013107E-002
 1.1001130E+002, 5.4758629E+002, 3.1792178E+002,-1.1766868E+000, 3.7870731E+002, 1.7714385E-002
 1.1500496E+002, 6.2430023E+002, 3.7246235E+002,-1.8917940E-001, 4.2900863E+002, 2.0247671E-002
 1.2000555E+002, 7.4354019E+002, 4.5699671E+002, 1.1864082E-001, 5.0436271E+002, 2.3972450E-002
 1.2501160E+002, 7.9586042E+002, 5.1228467E+002,-1.2426826E+000, 5.5182152E+002, 2.6828873E-002
 1.3000766E+002, 7.4531101E+002, 5.1420054E+002,-5.0562643E+000, 5.5833096E+002, 2.8350628E-002
 1.3501157E+002, 5.0163197E+002, 3.8586849E+002,-1.1897509E+001, 4.4558718E+002, 2.5753160E-002
 1.4000092E+002, 3.0634592E+002, 2.6261541E+002,-1.5112664E+001, 3.2257495E+002, 2.2460142E-002
 1.4501443E+002, 2.0338056E+002, 1.8631385E+002,-9.2855293E+000, 2.3734556E+002, 1.5915169E-002
 1.5002255E+002, 1.6471571E+002, 1.4855768E+002,-9.7632396E+000, 1.9486813E+002, 1.3762806E-002
 1.5502461E+002, 1.2861443E+002, 1.1874984E+002,-1.0100916E+001, 1.5805839E+002, 4.7677633E-003
 1.6004031E+002, 1.3965720E+002, 1.0758968E+002,-3.6857038E+000, 1.4187046E+002, 1.8216620E-003
 1.6502573E+002, 1.4538608E+002, 1.0132976E+002,-1.7700183E+000, 1.3461988E+002, 8.5791539E-004
