s,s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,C,C,mol/mol,mol/mol,C,C,mol/mol,mol/mol,C,C,mol/mol,mol/mol,C,C,mol/mol,mol/mol
 4.5010162E+001, 4.2517586E+001, 3.8623089E+002, 2.8927359E+002, 2.5538978E+002, 2.4954563E+002, 2.2863396E+002, 1.6496212E+002, 7.3374104E+001, 5.1181495E+001, 2.0000190E+001, 1.9999705E+001, 1.9999988E+001, 1.9999997E+001, 1.9999839E+001, 1.9999604E+001, 1.9999909E+001, 1.9999606E+001, 2.9121491E+001, 1.9944479E+001, 2.0015516E+001, 2.0020901E+001, 2.0019883E+001, 2.0020747E+001, 2.0023037E+001, 2.0021923E+001, 2.0000061E+001, 1.9999707E+001, 1.9999409E+001, 1.9999863E+001, 2.0000415E+001, 1.9999880E+001, 1.9999986E+001, 2.0000096E+001, 2.4810605E+002, 2.4997069E+002, 3.1442791E-004, 3.3028766E-002, 1.9999671E+001, 1.9999714E+001, 1.5538633E-110, 1.6322402E-108, 2.0000063E+001, 2.0020207E+001, 1.1183903E-014, 1.1748019E-012, 1.9999825E+001, 1.9999833E+001, 3.1522472E-127, 3.3112466E-125, 2.0077240E+001, 2.0157319E+001, 7.0277163E-009, 7.3821943E-007
 5.0005180E+001, 4.7522450E+001, 4.2923507E+002, 2.9481651E+002, 2.8390851E+002, 2.7299496E+002, 2.3685560E+002, 1.7357066E+002, 9.3372373E+001, 4.7920114E+001, 2.0000221E+001, 1.9999717E+001, 2.0000176E+001, 2.0000459E+001, 2.0000489E+001, 2.0000237E+001, 2.0000459E+001, 2.0000033E+001, 3.0621642E+001, 1.9908515E+001, 2.0020890E+001, 2.0026956E+001, 2.0026443E+001, 2.0027606E+001, 2.0029924E+001, 2.0027371E+001, 1.9999907E+001, 1.9998630E+001, 1.9998763E+001, 1.9999148E+001, 1.9999280E+001, 1.9999427E+001, 1.9999734E+001, 1.9999747E+001, 2.7585776E+002, 2.7725968E+002, 3.8869548E-004, 4.0830128E-002, 1.9999659E+001, 2.0000106E+001, 2.0073592E-069, 2.1086104E-067, 1.9999737E+001, 2.0026114E+001, 6.1186317E-015, 6.4272554E-013, 1.9999170E+001, 1.9999203E+001, 3.2025649E-062, 3.3641022E-060, 2.3031290E+001, 2.3065140E+001, 5.1849307E-006, 5.4464586E-004
 5.5001205E+001, 5.2509169E+001, 4.6677936E+002, 3.3638472E+002, 3.0595648E+002, 2.8671982E+002, 2.4762311E+002, 1.9664642E+002, 9.4436565E+001, 4.4941689E+001, 2.0000371E+001, 1.9999923E+001, 2.0001088E+001, 2.0001975E+001, 2.0002275E+001, 2.0002045E+001, 2.0001979E+001, 2.0001251E+001, 3.4531543E+001, 1.9848971E+001, 2.0057767E+001, 2.0061793E+001, 2.0025333E+001, 2.0028960E+001, 2.0038045E+001, 2.0041710E+001, 1.9999571E+001, 1.9997883E+001, 1.9998652E+001, 2.0001253E+001, 2.0001140E+001, 2.0000605E+001, 1.9999769E+001, 1.9999303E+001, 2.8993678E+002, 2.9245789E+002, 4.3587791E-004, 4.5786359E-002, 1.9999662E+001, 2.0001527E+001, 1.4573876E-049, 1.5308983E-047, 2.0043150E+001, 2.0070510E+001, 6.9775732E-008, 7.3295220E-006, 1.9999630E+001, 1.9999643E+001, 7.1087245E-042, 7.4672886E-040, 2.8383133E+001, 2.8296471E+001, 1.4620848E-005, 1.5358323E-003
 6.0009186E+001, 5.7511172E+001, 4.5626376E+002, 3.5055627E+002, 3.2204969E+002, 2.9967683E+002, 2.6246022E+002, 2.0677238E+002, 9.1278137E+001, 4.6829779E+001, 2.0001010E+001, 2.0000879E+001, 2.0002572E+001, 2.0003662E+001, 2.0004292E+001, 2.0004194E+001, 2.0003925E+001, 2.0002856E+001, 3.8828584E+001, 2.0745253E+001, 2.0083516E+001, 2.0064743E+001, 2.0029066E+001, 2.0035573E+001, 2.0045148E+001, 2.0059524E+001, 1.9999572E+001, 1.9997577E+001, 1.9998116E+001, 1.9998339E+001, 1.9998755E+001, 2.0000639E+001, 2.0003021E+001, 2.0004485E+001, 3.0870301E+002, 3.1055692E+002, 5.0371212E-004, 5.2911936E-002, 1.9999786E+001, 2.0003203E+001, 3.1785732E-023, 3.3389004E-021, 2.0047876E+001, 2.0082860E+001, 7.7530553E-008, 8.1441194E-006, 1.9998231E+001, 1.9998294E+001, 1.3351082E-040, 1.4024510E-038, 2.1481203E+001, 2.1669892E+001, 2.9094587E-006, 3.0562118E-004
 6.5002357E+001, 6.2507409E+001, 4.8665518E+002, 3.6772789E+002, 3.3829287E+002, 3.0932147E+002, 2.7219550E+002, 2.0362054E+002, 1.0291459E+002, 5.5579037E+001, 2.1984469E+001, 2.0113389E+001, 2.0007343E+001, 2.0008278E+001, 2.0008990E+001, 2.0008429E+001, 2.0007385E+001, 2.0005875E+001, 4.1004277E+001, 2.3761930E+001, 2.0610590E+001, 2.0133402E+001, 2.0035970E+001, 2.0037608E+001, 2.0044422E+001, 2.0062446E+001, 1.9999874E+001, 1.9998592E+001, 1.9998056E+001, 1.9999379E+001, 1.9999967E+001, 2.0000756E+001, 1.9998582E+001, 2.0000302E+001, 3.2127488E+002, 3.2256526E+002, 5.5631582E-004, 5.8437639E-002, 2.0001118E+001, 2.0008068E+001, 1.0825752E-013, 1.1371803E-011, 2.0151460E+001, 2.0190583E+001, 2.7660747E-007, 2.9055955E-005, 1.9997933E+001, 1.9998250E+001, 1.5558316E-034, 1.6343077E-032, 3.0892458E+001, 3.0825025E+001, 2.4135647E-005, 2.5353049E-003
 7.0002533E+001, 6.7508352E+001, 5.0124592E+002, 3.6113493E+002, 3.3888321E+002, 3.0382860E+002, 2.7129211E+002, 2.2410713E+002, 1.1145721E+002, 5.7891740E+001, 2.6674661E+001, 2.0058874E+001, 2.0019594E+001, 2.0018294E+001, 2.0017833E+001, 2.0016439E+001, 2.0014865E+001, 2.0012290E+001, 4.9391296E+001, 2.5751425E+001, 2.0694793E+001, 2.0081526E+001, 2.0041080E+001, 2.0043315E+001, 2.0050088E+001, 2.0065798E+001, 2.0000595E+001, 2.0000621E+001, 2.0000740E+001, 2.0000290E+001, 2.0000403E+001, 2.0002003E+001, 2.0000649E+001, 2.0002214E+001, 3.1883962E+002, 3.2132976E+002, 5.8129898E-004, 6.1061970E-002, 2.0001617E+001, 2.0018165E+001, 1.0248785E-014, 1.0765734E-012, 2.0063715E+001, 2.0110238E+001, 1.5051831E-007, 1.5811045E-005, 1.9998416E+001, 1.9999889E+001, 2.4164520E-027, 2.5383378E-025, 1.9676364E+001, 2.0052417E+001, 4.1142093E-006, 4.3217300E-004
 7.5002708E+001, 7.2508529E+001, 5.2632565E+002, 3.7712887E+002, 3.5199996E+002, 3.2428624E+002, 2.7654192E+002, 2.4715503E+002, 1.0949683E+002, 6.3855299E+001, 3.1284700E+001, 2.1248176E+001, 2.0095276E+001, 2.0039965E+001, 2.0027949E+001, 2.0025395E+001, 2.0024384E+001, 2.0022734E+001, 4.9272010E+001, 2.9534084E+001, 2.1200467E+001, 2.0283914E+001, 2.0050326E+001, 2.0059753E+001, 2.0065975E+001, 2.0071021E+001, 2.0053749E+001, 2.0038079E+001, 2.0035874E+001, 2.0011783E+001, 2.0011446E+001, 2.0032697E+001, 2.0024511E+001, 2.0009437E+001, 3.3732612E+002, 3.3892223E+002, 6.3067424E-004, 6.6248545E-002, 2.0023866E+001, 2.0050853E+001, 3.2181833E-009, 3.3805085E-007, 2.0348642E+001, 2.0396374E+001, 7.1244581E-007, 7.4838158E-005, 2.0012696E+001, 2.0015227E+001, 1.1005118E-007, 1.1560217E-005, 2.7817873E+001, 2.7908433E+001, 2.2381628E-005, 2.3510557E-003
 8.0002884E+001, 7.7508705E+001, 5.6221887E+002, 3.8500442E+002, 3.5342114E+002, 3.2229838E+002, 2.9171612E+002, 2.5025995E+002, 1.1962728E+002, 6.8069669E+001, 3.4934922E+001, 2.4936502E+001, 2.2067835E+001, 2.0149170E+001, 2.0053306E+001, 2.0038922E+001, 2.0035787E+001, 2.0029902E+001, 5.0146739E+001, 3.2909666E+001, 2.2046481E+001, 2.0183994E+001, 2.0063501E+001, 2.0078935E+001, 2.0074959E+001, 2.0065830E+001, 2.1095557E+001, 2.0209977E+001, 2.0059098E+001, 2.0085773E+001, 2.0151211E+001, 2.0078906E+001, 1.9986147E+001, 1.9973486E+001, 3.2957415E+002, 3.3338812E+002, 6.4097918E-004, 6.7331017E-002, 2.0331855E+001, 2.0366299E+001, 7.4483483E-007, 7.8240430E-005, 2.0323807E+001, 2.0379203E+001, 6.3689684E-007, 6.6902191E-005, 2.0038544E+001, 2.0042511E+001, 1.7320345E-007, 1.8193983E-005, 2.2067245E+001, 2.2373398E+001, 1.2669302E-005, 1.3308341E-003
 8.5003059E+001, 8.2508882E+001, 5.3469395E+002, 3.9896122E+002, 3.6597812E+002, 3.3720021E+002, 3.0798809E+002, 2.4160279E+002, 1.3513212E+002, 7.2608378E+001, 3.9019479E+001, 3.0560450E+001, 2.4782583E+001, 2.1064218E+001, 2.0093205E+001, 2.0057463E+001, 2.0048004E+001, 2.0042310E+001, 5.4467370E+001, 3.4226005E+001, 2.5164816E+001, 2.0527142E+001, 2.0076092E+001, 2.0102364E+001, 2.0092914E+001, 2.0079163E+001, 2.6310361E+001, 2.1356945E+001, 2.0892649E+001, 2.0185336E+001, 2.0072172E+001, 2.0138146E+001, 2.0074749E+001, 2.0036569E+001, 3.4753759E+002, 3.5069380E+002, 6.7856979E-004, 7.1279686E-002, 2.2783347E+001, 2.2748064E+001, 6.9232804E-006, 7.2724906E-004, 2.1358232E+001, 2.1404332E+001, 3.0736862E-006, 3.2287230E-004, 2.0306851E+001, 2.0306119E+001, 9.7466279E-007, 1.0238248E-004, 1.9723303E+001, 2.0150186E+001, 1.2824175E-005, 1.3471027E-003
 9.0003235E+001, 8.7509058E+001, 5.9044438E+002, 4.0659847E+002, 3.7484070E+002, 3.4194599E+002, 3.1128917E+002, 2.5489393E+002, 1.2768552E+002, 7.9693065E+001, 4.0156270E+001, 3.3164050E+001, 2.7568680E+001, 2.3551785E+001, 2.2841459E+001, 2.0949021E+001, 2.0112284E+001, 2.0064640E+001, 5.5373210E+001, 3.6415958E+001, 2.8801049E+001, 2.1860009E+001, 2.0072443E+001, 2.0096393E+001, 2.0111079E+001, 2.0099092E+001, 2.5131136E+001, 2.0730411E+001, 2.0510743E+001, 2.0538512E+001, 2.0301225E+001, 2.0040929E+001, 2.0003828E+001, 2.0031459E+001, 3.5012368E+002, 3.5427200E+002, 7.1252857E-004, 7.4846851E-002, 2.4493574E+001, 2.4426908E+001, 1.2852213E-005, 1.3500478E-003, 2.3757653E+001, 2.3755675E+001, 8.7944424E-006, 9.2380341E-004, 2.0605525E+001, 2.0598195E+001, 1.7730579E-006, 1.8624909E-004, 1.9564184E+001, 1.9973431E+001, 1.6020356E-005, 1.6828423E-003
 9.5003410E+001, 9.2509235E+001, 5.7560777E+002, 4.1603662E+002, 3.7984267E+002, 3.5023150E+002, 3.1373219E+002, 2.5559390E+002, 1.1011693E+002, 7.8020958E+001, 4.2816055E+001, 3.4609054E+001, 2.9699278E+001, 2.8294997E+001, 2.5584381E+001, 2.4355372E+001, 2.0793003E+001, 2.0072939E+001, 5.7944048E+001, 3.9050650E+001, 3.0204601E+001, 2.2772956E+001, 2.0138823E+001, 2.0101611E+001, 2.0123165E+001, 2.0122367E+001, 2.6122018E+001, 2.0966225E+001, 2.0665097E+001, 2.0758980E+001, 2.0647447E+001, 2.0033579E+001, 2.0024400E+001, 2.0022474E+001, 3.6112273E+002, 3.6434125E+002, 7.6034878E-004, 7.9870077E-002, 3.0131921E+001, 2.9924748E+001, 2.9966772E-005, 3.1478296E-003, 2.4450163E+001, 2.4452772E+001, 1.0442169E-005, 1.0968873E-003, 2.1022537E+001, 2.1006821E+001, 2.9212573E-006, 3.0686055E-004, 1.7417645E+001, 1.7900515E+001, 8.1890505E-006, 8.6021062E-004
 1.0000359E+002, 9.7509411E+001, 6.3524077E+002, 4.1413643E+002, 3.8761608E+002, 3.5052580E+002, 3.3414674E+002, 2.6305946E+002, 1.3977658E+002, 8.8639169E+001, 4.5467874E+001, 3.9204554E+001, 3.4659825E+001, 3.2047568E+001, 2.8832750E+001, 2.5475737E+001, 2.1524453E+001, 2.0101000E+001, 5.9348556E+001, 3.9921833E+001, 3.3087789E+001, 2.4838148E+001, 2.0426302E+001, 2.0086957E+001, 2.0108944E+001, 2.0130849E+001, 2.8572439E+001, 2.2241650E+001, 2.1300500E+001, 2.1142226E+001, 2.1077032E+001, 2.0064930E+001, 2.0027743E+001, 2.0050640E+001, 3.6069888E+002, 3.6553384E+002, 7.6248296E-004, 8.0094260E-002, 3.3144306E+001, 3.2854724E+001, 4.1499223E-005, 4.3592444E-003, 2.7941507E+001, 2.7838022E+001, 2.0545545E-005, 2.1581862E-003, 2.1397602E+001, 2.1373702E+001, 4.0801630E-006, 4.2859664E-004, 1.9319915E+001, 1.9918830E+001, 3.0263952E-006, 3.1790465E-004
 1.0500350E+002, 1.0247333E+002, 6.4824801E+002, 4.4329633E+002, 3.9854900E+002, 3.6366780E+002, 3.2694989E+002, 2.7578067E+002, 1.4262188E+002, 9.0884648E+001, 4.7813781E+001, 3.9101206E+001, 3.4947573E+001, 3.3177461E+001, 3.1886487E+001, 2.3235229E+001, 2.1365648E+001, 2.0097417E+001, 5.9122540E+001, 4.0550572E+001, 3.3322225E+001, 2.5342175E+001, 2.0413142E+001, 2.0115937E+001, 2.0128158E+001, 2.0167782E+001, 2.8760582E+001, 2.4913607E+001, 2.4902643E+001, 2.2837641E+001, 2.1773601E+001, 2.0061271E+001, 2.0051660E+001, 2.0013989E+001, 3.7452620E+002, 3.7846254E+002, 8.3755394E-004, 8.7980016E-002, 3.4195846E+001, 3.3922941E+001, 4.5145641E-005, 4.7422787E-003, 2.7556454E+001, 2.7482334E+001, 2.1711756E-005, 2.2806897E-003, 2.3585139E+001, 2.3503563E+001, 1.1224389E-005, 1.1790548E-003, 1.8135179E+001, 1.8795593E+001, 4.1577359E-006, 4.3674521E-004
 1.1001002E+002, 1.0751774E+002, 6.4351121E+002, 4.4538847E+002, 4.0483518E+002, 3.6740014E+002, 3.2979738E+002, 2.8641087E+002, 1.3984141E+002, 8.4983797E+001, 4.7709987E+001, 3.9819822E+001, 3.6673498E+001, 3.5936574E+001, 3.5704164E+001, 2.8965449E+001, 2.1879962E+001, 2.0244754E+001, 6.3127693E+001, 4.1812703E+001, 3.6262197E+001, 2.6716708E+001, 2.1915795E+001, 2.0098711E+001, 2.0130725E+001, 2.0160186E+001, 3.1213206E+001, 2.6977593E+001, 2.4559940E+001, 2.3725711E+001, 2.1313085E+001, 2.0359365E+001, 2.0216199E+001, 2.0185701E+001, 3.7580488E+002, 3.8051629E+002, 8.3773497E-004, 8.7999032E-002, 3.6315803E+001, 3.5963231E+001, 5.4257364E-005, 5.6994106E-003, 3.0959483E+001, 3.0774165E+001, 3.4571087E-005, 3.6314852E-003, 2.3963655E+001, 2.3881967E+001, 1.2993489E-005, 1.3648881E-003, 1.9695093E+001, 2.0260726E+001, 6.6494939E-006, 6.9848944E-004
 1.1501218E+002, 1.1248968E+002, 6.4465849E+002, 4.4247441E+002, 4.0369294E+002, 3.7026694E+002, 3.4723118E+002, 2.9088720E+002, 1.3216848E+002, 9.1235174E+001, 4.9704104E+001, 4.0670232E+001, 3.7788413E+001, 3.8699889E+001, 3.8315031E+001, 3.4642315E+001, 2.4347376E+001, 2.1687644E+001, 6.0251600E+001, 4.4329936E+001, 3.6496097E+001, 2.6961953E+001, 2.2327375E+001, 2.0146850E+001, 2.0222760E+001, 2.0210112E+001, 3.2243457E+001, 2.8266397E+001, 2.5972219E+001, 2.3457147E+001, 2.2891494E+001, 2.1386252E+001, 2.0659956E+001, 2.0315760E+001, 3.7180562E+002, 3.7823449E+002, 8.1813056E-004, 8.5939707E-002, 3.8965065E+001, 3.8585207E+001, 6.5840152E-005, 6.9161129E-003, 2.9912765E+001, 2.9772345E+001, 3.2140307E-005, 3.3761464E-003, 2.4193161E+001, 2.4116630E+001, 1.4299555E-005, 1.5020825E-003, 1.9157997E+001, 1.9850824E+001, 5.3809671E-006, 5.6523831E-004
