s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8759393E-005, 0.0000000E+000, 0.0000000E+000
 5.0011864E+000, 2.0539707E+002, 7.3738461E+001, 1.1029258E+002, 7.5839897E+001, 4.3466140E-003
 1.0006726E+001, 4.7297210E+002, 1.8603540E+002, 2.3579555E+002, 2.2875439E+002, 1.0213209E-002
 1.5003133E+001, 7.7652791E+002, 3.3122341E+002, 3.4332444E+002, 4.1796094E+002, 1.6680057E-002
 2.0003397E+001, 1.0956319E+003, 5.0356144E+002, 4.1638320E+002, 6.3379857E+002, 2.3377807E-002
 2.5001059E+001, 1.4015621E+003, 6.9630415E+002, 4.6818549E+002, 8.5816335E+002, 2.9870405E-002
 3.0006121E+001, 1.7145994E+003, 9.1730690E+002, 5.0438665E+002, 1.1203285E+003, 3.6572258E-002
 3.5001999E+001, 1.9922297E+003, 1.1197865E+003, 5.2412352E+002, 1.3566702E+003, 4.1315485E-002
 4.0002132E+001, 2.0884222E+003, 1.2513008E+003, 4.4968581E+002, 1.5217624E+003, 4.4136232E-002
 4.5000046E+001, 2.2049853E+003, 1.3959732E+003, 4.0686427E+002, 1.6791160E+003, 4.6919232E-002
 5.0007084E+001, 2.3706917E+003, 1.5190278E+003, 4.2660149E+002, 1.8026810E+003, 4.9722236E-002
 5.5005001E+001, 2.5025224E+003, 1.6596094E+003, 3.8811145E+002, 1.9747463E+003, 5.2537831E-002
 6.0000652E+001, 2.4704889E+003, 1.7019449E+003, 3.1234609E+002, 2.0323240E+003, 5.5340798E-002
 6.5001877E+001, 2.6302907E+003, 1.7671362E+003, 4.0063696E+002, 2.0816815E+003, 5.7376180E-002
 7.0009926E+001, 2.7179215E+003, 1.8659148E+003, 3.7612865E+002, 2.2014999E+003, 5.6292650E-002
 7.5003571E+001, 2.6145031E+003, 1.8492077E+003, 3.0691170E+002, 2.1932572E+003, 5.4882124E-002
 8.0000694E+001, 2.5240609E+003, 1.7867870E+003, 2.9464848E+002, 2.1196840E+003, 5.3467806E-002
 8.5001465E+001, 2.3773809E+003, 1.6775657E+003, 2.8155108E+002, 2.0118213E+003, 5.2052051E-002
 9.0007141E+001, 2.3719990E+003, 1.7083136E+003, 2.4458706E+002, 2.0467414E+003, 5.0635805E-002
 9.5006721E+001, 2.3952540E+003, 1.6827943E+003, 2.9748106E+002, 2.0023824E+003, 4.9209697E-002
 1.0000102E+002, 2.2533679E+003, 1.6221819E+003, 2.4920316E+002, 1.9466515E+003, 4.7812546E-002
 1.0500635E+002, 2.2272452E+003, 1.5764819E+003, 2.5883205E+002, 1.8917699E+003, 4.6394748E-002
