 Z,TEMPERATURE
 m,C
 0.00000E+00, 0.49993E+02
 0.10000E+00, 0.49901E+02
 0.20000E+00, 0.49841E+02
 0.30000E+00, 0.49924E+02
 0.40000E+00, 0.50255E+02
 0.50000E+00, 0.50794E+02
 0.60000E+00, 0.51832E+02
 0.70000E+00, 0.54964E+02
 0.80000E+00, 0.63388E+02
 0.90000E+00, 0.76789E+02
 0.10000E+01, 0.92007E+02
 0.11000E+01, 0.11563E+03
 0.12000E+01, 0.16165E+03
 0.13000E+01, 0.22410E+03
 0.14000E+01, 0.30357E+03
 0.15000E+01, 0.39072E+03
 0.16000E+01, 0.47459E+03
 0.17000E+01, 0.55742E+03
 0.18000E+01, 0.63078E+03
 0.19000E+01, 0.68857E+03
 0.20000E+01, 0.72218E+03
 0.21000E+01, 0.73975E+03
 0.22000E+01, 0.75680E+03
 0.23000E+01, 0.76863E+03
 0.24000E+01, 0.77371E+03
 0.25000E+01, 0.78472E+03
 0.26000E+01, 0.81142E+03
 0.27000E+01, 0.89920E+03
 0.28000E+01, 0.96813E+03
