 Z,TEMPERATURE
 m,C
 0.00000E+00, 0.40317E+02
 0.10000E+00, 0.41061E+02
 0.20000E+00, 0.41839E+02
 0.30000E+00, 0.42301E+02
 0.40000E+00, 0.43111E+02
 0.50000E+00, 0.44372E+02
 0.60000E+00, 0.46341E+02
 0.70000E+00, 0.49438E+02
 0.80000E+00, 0.54631E+02
 0.90000E+00, 0.62437E+02
 0.10000E+01, 0.73586E+02
 0.11000E+01, 0.93924E+02
 0.12000E+01, 0.12691E+03
 0.13000E+01, 0.17910E+03
 0.14000E+01, 0.25026E+03
 0.15000E+01, 0.32400E+03
 0.16000E+01, 0.39408E+03
 0.17000E+01, 0.45411E+03
 0.18000E+01, 0.49717E+03
 0.19000E+01, 0.52440E+03
 0.20000E+01, 0.53964E+03
 0.21000E+01, 0.54785E+03
 0.22000E+01, 0.55478E+03
 0.23000E+01, 0.56073E+03
 0.24000E+01, 0.56279E+03
 0.25000E+01, 0.56276E+03
 0.26000E+01, 0.56556E+03
 0.27000E+01, 0.61459E+03
 0.28000E+01, 0.66045E+03
