Temperature (C),HRR (W/g)
134.41,1.1775
134.93,1.3143
135.41,1.3357
135.86,1.3047
136.36,1.1968
136.82,1.2268
137.32,1.3127
137.83,1.1836
138.29,1.2814
138.8,1.2933
139.28,1.2949
139.79,1.3878
140.26,1.4584
140.82,1.5582
141.27,1.6023
141.7,1.4427
142.23,1.4172
142.74,1.3972
143.22,1.3757
143.74,1.2093
144.21,1.3609
144.74,1.3435
145.25,1.4833
145.75,1.6123
146.26,1.7522
146.77,1.7371
147.27,1.7992
147.82,1.8142
148.28,1.747
148.83,1.7231
149.3,1.7408
149.86,1.7367
150.35,1.847
150.89,1.7943
151.37,1.8996
151.88,1.9136
152.43,2.0036
152.92,1.8298
153.44,2.0196
153.96,2.0402
154.47,1.921
155.04,1.8138
155.52,1.9402
156.07,1.8494
156.59,1.809
157.12,2.0045
157.66,2.0847
158.21,2.1568
158.72,2.1597
159.24,2.3283
159.79,2.1814
160.31,2.2991
160.85,2.4043
161.35,2.3724
161.95,2.5076
162.46,2.5664
162.98,2.6621
163.55,2.5597
164.04,2.6221
164.61,2.7438
165.15,2.803
165.7,2.8361
166.19,2.7833
166.76,2.9291
167.29,2.8744
167.79,2.8175
168.39,2.9826
168.87,3.0411
169.41,3.0755
169.97,3.1753
170.5,3.2336
171.05,3.2958
171.55,3.2559
172.21,3.3498
172.68,3.3995
173.26,3.5019
173.81,3.62
174.31,3.6151
174.89,3.5536
175.43,3.5609
175.98,3.7379
176.53,3.709
177.04,3.7529
177.61,3.9435
178.18,3.9662
178.75,3.8628
179.3,4.017
179.85,4.107
180.38,4.0244
180.93,4.1415
181.47,4.2548
182.05,4.3723
182.57,4.3831
183.15,4.4154
183.69,4.7387
184.23,4.6759
184.79,4.7418
185.33,4.8531
185.85,4.9728
186.44,5.1931
186.97,5.2716
187.53,5.3145
188.09,5.3782
188.61,5.572
189.23,5.4967
189.73,5.7088
190.31,5.7702
190.87,5.8512
191.41,5.7404
191.95,5.9857
192.49,6.071
193.07,5.9655
193.63,6.1553
194.2,6.224
194.72,6.3077
195.3,6.3702
195.82,6.4367
196.38,6.5527
196.95,6.6623
197.46,6.6651
198.05,6.8075
198.61,6.7684
199.14,6.7479
199.72,6.8124
200.25,6.7827
200.85,6.9779
201.38,6.9864
201.94,7.0623
202.48,7.0415
203.04,7.3053
203.58,7.3846
204.21,7.3442
204.74,7.4687
205.29,7.4886
205.85,7.4976
206.41,7.6605
206.93,7.6151
207.48,7.6902
208.06,7.7987
208.61,8.0298
209.17,7.9606
209.72,8.0206
210.26,8.15
210.8,8.1163
211.41,8.3182
212,8.4165
212.51,8.6173
213.05,8.6285
213.64,8.7948
214.2,8.8707
214.71,8.8726
215.25,8.8358
215.84,9.0232
216.36,8.8609
216.91,8.9118
217.49,9.1233
218.03,9.1297
218.59,9.1235
219.12,9.2409
219.65,9.2775
220.18,9.365
220.72,9.4041
221.32,9.5923
221.89,9.556
222.43,9.7223
222.96,9.6698
223.54,9.8033
224.07,9.9836
224.61,9.9249
225.17,9.9029
225.71,10.098
226.26,10.214
226.78,10.305
227.33,10.441
227.84,10.531
228.44,10.564
228.96,10.647
229.56,10.773
230.06,10.795
230.6,10.981
231.18,10.862
231.7,11.081
232.24,11.159
232.79,11.373
233.34,11.431
233.85,11.536
234.42,11.517
234.98,11.507
235.52,11.463
236.08,11.352
236.6,11.484
237.14,11.548
237.64,11.626
238.21,11.763
238.76,11.8
239.33,11.957
239.81,11.945
240.38,12.13
240.91,12.247
241.5,12.069
241.99,12.24
242.53,12.353
243.09,12.31
243.6,12.394
244.14,12.447
244.72,12.44
245.26,12.496
245.82,12.492
246.39,12.774
246.85,12.711
247.43,12.968
247.95,12.782
248.5,12.983
249.01,12.971
249.56,12.941
250.1,12.838
250.6,13.015
251.14,12.89
251.68,12.894
252.26,12.987
252.73,13.015
253.26,13.324
253.79,13.153
254.32,13.355
254.86,13.306
255.41,13.42
255.93,13.444
256.49,13.667
256.98,13.627
257.51,13.597
258.03,13.718
258.59,13.876
259.12,13.883
259.63,13.93
260.17,14.121
260.71,14.173
261.27,14.14
261.75,14.207
262.28,14.223
262.77,14.227
263.28,14.438
263.88,14.429
264.38,14.559
264.9,14.36
265.42,14.18
265.95,14.192
266.48,14.415
267.01,14.374
267.57,14.34
268.11,14.381
268.57,14.513
269.13,14.553
269.61,14.651
270.12,14.538
270.67,14.776
271.2,14.569
271.72,14.628
272.18,14.581
272.75,14.676
273.28,14.755
273.8,14.77
274.32,14.951
274.83,14.996
275.35,15.012
275.88,14.966
276.37,15.102
276.86,14.98
277.47,15.11
277.93,15.005
278.45,14.999
278.94,15.154
279.49,15.077
279.97,15.203
280.5,15.161
281.02,15.181
281.49,15.201
282.03,15.284
282.51,15.401
283.09,15.446
283.56,15.648
284.1,15.536
284.6,15.614
285.15,15.527
285.6,15.603
286.16,15.538
286.68,15.471
287.2,15.289
287.7,15.422
288.22,15.404
288.72,15.457
289.22,15.58
289.72,15.654
290.25,15.739
290.72,15.887
291.28,15.805
291.75,15.832
292.29,15.944
292.79,16.006
293.27,16.032
293.8,16.031
294.28,16.091
294.79,16.086
295.3,16.249
295.81,16.293
296.31,16.325
296.81,16.19
297.33,16.259
297.82,16.243
298.32,16.287
298.83,16.22
299.34,16.174
299.85,16.326
300.32,16.408
300.89,16.357
301.34,16.405
301.87,16.295
302.37,16.393
302.88,16.251
303.37,16.466
303.89,16.317
304.38,16.236
304.85,16.319
305.36,16.46
305.86,16.398
306.35,16.468
306.86,16.543
307.32,16.524
307.82,16.625
308.36,16.629
308.81,16.647
309.34,16.672
309.84,16.721
310.35,16.608
310.83,16.672
311.33,16.654
311.84,16.714
312.33,16.757
312.84,16.767
313.32,16.735
313.86,16.908
314.31,16.998
314.84,17.064
315.31,17.106
315.81,17.277
316.32,17.318
316.81,17.25
317.29,17.363
317.77,17.446
318.28,17.676
318.76,17.682
319.29,17.649
319.76,17.608
320.26,17.61
320.76,17.549
321.27,17.578
321.77,17.449
322.24,17.66
322.78,17.588
323.27,17.819
323.73,17.864
324.25,17.956
324.75,18.02
325.24,18.185
325.75,17.996
326.3,18.159
326.78,17.844
327.29,17.667
327.78,17.005
328.28,16.714
328.74,16.117
329.26,15.239
329.75,14.013
330.27,12.161
330.74,9.6609
331.28,6.6462
331.76,2.9877
332.27,-1.4775
332.77,-5.7054
333.29,-9.6857
333.79,-13.016
334.29,-14.534
334.78,-13.69
335.31,-10.235
335.82,-4.404
336.34,4.6838
336.85,16.69
337.39,30.595
337.89,45.598
338.44,64.313
338.95,88.87
339.49,117.57
340.05,149.27
340.62,184.17
341.15,219.5
341.71,249.49
342.26,275.64
342.8,297.9
343.32,314.84
343.9,326.74
344.44,336.83
345.04,345.07
345.56,349.1
346.05,346.38
346.57,333.35
347.05,307.11
347.6,268.96
348.13,224.27
348.64,179.74
349.16,139.52
349.68,105.83
350.19,78.717
350.69,57.796
351.18,42.066
351.7,30.519
352.2,22.219
352.69,16.376
353.2,12.117
353.67,9.4046
354.16,7.2798
354.65,5.965
355.14,5.3624
355.63,4.9086
356.14,4.7064
356.63,4.8707
357.11,4.6552
357.59,4.9917
358.07,5.3112
358.55,5.5885
359.01,5.8864
359.48,6.2482
359.99,6.565
360.44,6.8981
360.94,7.0412
361.4,7.355
361.85,7.354
362.32,7.4986
362.8,7.6261
363.25,7.6362
363.74,7.5335
364.2,7.6493
364.71,7.6673
365.18,7.9038
365.69,7.8588
366.19,7.8498
366.65,7.7438
367.12,7.9693
367.6,7.8028
368.05,7.706
368.52,7.6375
368.96,7.6708
369.47,7.6328
369.9,7.6201
370.38,7.5445
370.83,7.6067
371.32,7.6579
371.81,7.5783
372.28,7.687
372.74,7.7077
373.22,7.7192
373.73,7.715
374.17,7.9034
374.62,7.9223
375.11,8.0006
375.62,8.1796
376.08,8.2303
376.55,8.1592
377,8.1922
377.5,8.3433
377.95,8.3733
378.44,8.3795
378.9,8.4823
379.34,8.4776
379.83,8.4829
380.32,8.5672
380.8,8.6267
381.25,8.7177
381.72,8.8744
382.2,8.9658
382.7,8.9268
383.15,8.99
383.63,9.0813
384.1,9.1941
384.58,9.2596
385.03,9.3317
385.51,9.343
386,9.3163
386.46,9.5572
386.93,9.6069
387.43,9.7119
387.92,9.7672
388.38,9.7731
388.88,9.7931
389.35,9.9129
389.85,9.994
390.33,10.037
390.81,10.271
391.24,10.289
391.75,10.442
392.27,10.467
392.73,10.809
393.18,10.872
393.66,11.044
394.18,11.173
394.67,11.373
395.14,11.509
395.63,11.614
396.13,11.913
396.62,12.12
397.1,12.381
397.57,12.44
398.03,12.747
398.54,12.813
399.04,13.079
399.56,13.286
400.01,13.436
400.5,13.702
400.98,13.884
401.49,14.148
402,14.441
402.49,14.516
402.95,14.675
403.47,14.895
403.95,15.011
404.48,15.298
404.94,15.569
405.44,15.801
405.94,16.12
406.44,16.213
406.94,16.403
407.42,16.618
407.95,16.822
408.43,17.01
408.88,16.995
409.41,17.36
409.93,17.583
410.4,17.848
410.9,18.05
411.4,18.297
411.89,18.706
412.4,18.875
412.85,19.252
413.38,19.434
413.88,19.795
414.34,20.072
414.86,20.363
415.34,20.675
415.87,20.998
416.35,21.455
416.88,21.704
417.39,22.078
417.85,22.416
418.35,22.814
418.84,23.065
419.37,23.299
419.85,23.624
420.32,23.931
420.88,24.183
421.34,24.55
421.82,24.949
422.33,25.267
422.84,25.597
423.31,25.876
423.83,26.234
424.32,26.579
424.87,27.064
425.38,27.403
425.83,27.787
426.38,28.114
426.89,28.483
427.36,28.85
427.83,29.183
428.38,29.587
428.87,29.828
429.36,30.238
429.9,30.478
430.36,30.979
430.91,31.182
431.36,31.553
431.84,31.845
432.38,32.199
432.86,32.412
433.35,32.781
433.89,33.122
434.36,33.369
434.86,33.613
435.37,33.867
435.84,34.223
436.34,34.328
436.87,34.553
437.39,34.86
437.87,35.223
438.36,35.486
438.83,35.721
439.34,36.064
439.87,36.343
440.31,36.594
440.85,36.734
441.33,36.902
441.84,37.229
442.34,37.322
442.85,37.487
443.35,37.756
443.85,37.831
444.38,38.032
444.88,38.145
445.41,38.384
445.9,38.657
446.4,38.749
446.92,38.943
447.41,39.025
447.89,39.252
448.39,39.406
448.88,39.613
449.41,39.552
449.89,39.563
450.38,39.519
450.89,39.556
451.36,39.43
451.89,39.639
452.35,39.653
452.9,39.629
453.4,39.659
453.88,39.725
454.41,39.565
454.89,39.54
455.39,39.473
455.87,39.267
456.38,39.266
456.87,39.248
457.37,38.955
457.88,38.733
458.38,38.563
458.88,38.489
459.38,38.169
459.87,37.998
460.39,37.703
460.88,37.529
461.35,37.289
461.87,37.227
462.38,36.877
462.85,36.597
463.39,36.555
463.9,36.14
464.36,35.848
464.85,35.558
465.34,35.064
465.86,34.942
466.36,34.625
466.87,34.309
467.35,34.058
467.86,33.68
468.35,33.351
468.84,33.038
469.32,32.627
469.88,32.245
470.35,31.862
470.88,31.505
471.34,31.118
471.85,30.692
472.35,30.221
472.86,29.762
473.33,29.253
473.88,28.807
474.36,28.358
474.83,27.828
475.36,27.396
475.88,26.807
476.38,26.426
476.87,25.943
477.33,25.387
477.85,24.938
478.36,24.292
478.86,23.962
479.38,23.275
479.84,22.89
480.33,22.423
480.85,21.856
481.34,21.34
481.89,20.777
482.37,20.347
482.85,19.753
483.39,19.205
483.9,18.841
484.38,18.314
484.9,17.744
485.37,17.185
485.89,16.721
486.39,16.032
486.84,15.493
487.36,14.97
487.9,14.387
488.4,13.726
488.91,13.217
489.4,12.712
489.87,12.255
490.38,11.64
490.9,11.253
491.37,10.905
491.86,10.227
492.36,9.8607
492.85,9.4351
493.38,8.9205
493.9,8.5182
494.38,8.1457
494.85,7.6923
495.36,7.2452
495.87,7.0261
496.35,6.7625
496.86,6.5134
497.39,6.341
497.83,6.0622
498.38,5.9153
498.85,5.689
499.34,5.4551
499.85,5.2531
500.32,5.1498
500.81,5.03
501.31,5.067
501.77,5.0029
502.31,4.6661
502.81,4.5973
503.32,4.4751
503.83,4.303
504.31,4.0565
504.82,4.0093
505.3,3.8757
505.79,3.8501
506.29,3.8562
506.8,3.708
507.29,3.7993
507.8,3.7722
508.29,3.6615
508.77,3.4978
509.29,3.3825
509.83,3.2418
510.31,3.3414
510.77,3.2651
511.31,3.0913
511.83,3.1132
512.3,2.9987
512.83,2.9193
513.32,2.9614
513.82,2.8276
514.37,2.7197
514.81,2.5398
515.35,2.4731
515.83,2.3536
516.3,2.2704
516.81,2.2832
517.35,2.1284
517.85,2.1425
518.35,2.0067
518.82,1.8513
519.34,1.7529
519.84,1.743
520.32,1.7365
520.83,1.6173
521.36,1.7289
521.86,1.6609
522.4,1.8021
522.9,1.6171
523.38,1.5537
523.9,1.4693
524.4,1.4285
524.92,1.3912
525.43,1.446
525.9,1.5075
526.36,1.3755
526.92,1.5284
527.4,1.5229
527.91,1.3637
528.42,1.3156
528.91,1.2919
529.39,1.2432
529.91,1.275
530.4,1.3332
530.91,1.3012
531.43,1.2619
531.84,1.2607
532.42,1.111
532.93,1.1709
533.39,1.1459
533.94,1.28
534.44,1.266
534.91,1.2977
535.42,1.2485
535.93,1.2774
536.43,1.0575
536.91,1.065
537.41,1.1419
537.94,1.0255
538.44,0.99859
538.89,0.90063
539.41,1.0132
539.92,0.92213
540.4,0.9747
540.9,0.92975
541.39,0.98188
541.9,1.0079
542.37,0.83241
542.88,0.80032
543.36,0.84481
543.89,0.77024
544.4,0.76621
544.86,0.75499
545.38,0.82581
545.91,0.8082
546.4,0.69949
546.89,0.54261
547.37,0.48422
547.86,0.55853
548.38,0.55902
548.89,0.45791
549.38,0.57234
549.85,0.48002
550.36,0.50571
550.86,0.57284
551.37,0.58877
551.85,0.66712
552.36,0.76199
552.85,0.63839
553.37,0.74503
553.87,0.70909
554.35,0.66746
554.87,0.57725
555.37,0.54324
555.86,0.61961
556.35,0.59388
556.82,0.68442
557.3,0.56187
557.83,0.60136
558.35,0.50711
558.82,0.62082
559.31,0.5391
559.81,0.48603
560.29,0.37464
560.84,0.44561
561.35,0.44542
561.85,0.40351
562.35,0.4317
562.89,0.28998
563.34,0.38606
563.86,0.23769
564.34,0.13308
564.84,0.16318
565.34,0.17317
565.85,0.2571
566.34,0.21743
566.82,0.16892
567.32,0.19899
567.82,0.12092
568.32,0.15614
568.81,0.23335
569.29,0.20774
569.79,0.13895
570.29,0.096954
570.8,0.26886
571.28,0.33931
571.8,0.45102
572.28,0.51439
572.76,0.60881
573.29,0.61025
573.8,0.6912
574.28,0.69274
574.76,0.64113
575.26,0.71022
575.77,0.79999
576.24,0.65681
576.74,0.66286
577.24,0.66999
577.77,0.63744
578.26,0.53053
578.74,0.48002
579.23,0.53933
579.72,0.37163
580.24,0.2964
580.77,0.4448
581.32,0.36087
581.84,0.33854
582.28,0.30384
582.8,0.36246
583.29,0.37972
583.78,0.36401
584.31,0.1925
584.77,0.24129
585.28,0.24718
585.79,0.18409
586.27,0.26149
586.78,0.31542
587.23,0.28443
587.76,0.27704
588.25,0.20217
588.74,0.20745
589.28,0.23979
589.79,0.28768
590.28,0.38091
590.76,0.21831
591.28,0.19706
591.8,0.11666
592.27,0.1103
592.75,0.20585
593.25,0.10389
593.75,0.19704
594.24,0.14731
594.74,0.16032
595.22,0.12677
595.73,0.1706
596.23,0.29067
596.73,0.065853
597.23,0.1009
597.72,0.13013
598.23,0
