m,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Height,TCA_60,TCB_60,TCC_60,TCA_120,TCB_120,TCC_120,TCA_180,TCB_180,TCC_180,TCA_360,TCB_360,TCC_360,TCA_720,TCB_720,TCC_720,TCA_1080,TCB_1080,TCC_1080
2.4,209,87.5,64.41,307.1,90.7,61.11,307.2,103,67.1,359.1,141.3,89.9,517.9,230.9,199,669.2,466.4,336.3
2.1,155.5,73.5,44.87,200.9,68.82,39.53,209.9,79.3,38.14,262.9,107.9,48.12,495.6,243,180.5,713,451.7,289.6
1.8,120.9,50.99,35.6,136.1,37.26,35.5,150.3,43.14,36.31,216.1,63.57,40.9,446.6,165.9,155.3,712,370.9,237.9
1.5,92,31.65,25.25,78.2,30.47,29.38,89.7,32.54,31.27,140.3,37.96,34.93,373.3,48.8,131.3,775,127.8,197.5
1.2,58.45,24.63,23.22,51.77,26.35,25.44,54.12,27.56,27.07,83.4,30.78,29.71,291.6,36.84,49.37,776,90.9,112.7
0.9,39.03,23.3,22.64,37.14,25.13,24.2,41.02,26.4,25.74,52.44,28.33,28,206.2,34.24,37.58,476.7,81.6,82.3
0.6,25.97,23.51,22.25,27.94,25.13,23.41,29.33,26.07,24.4,33.12,29.48,26.22,72.6,37.5,34.45,158,115.7,82.4
0.3,25.97,21.6,21.89,27.94,22.92,22.23,29.33,23.37,22.89,33.12,25.25,25.32,72.6,32.35,32.08,158,72.3,54.6
