s,C,C,C,C,C,C
FDS Time,"Back","8 cm","6 cm","4 cm","2 cm","Front"
 0.0000000E+000, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001
 2.1147404E+000, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.0407367E+001
 4.4345608E+000, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.2951542E+001
 6.4345608E+000, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000003E+001, 9.8207277E+001
 8.4345608E+000, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000053E+001, 1.0091405E+002
 1.0434561E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000465E+001, 1.0280106E+002
 1.2434561E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0002323E+001, 1.0421599E+002
 1.4434561E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0007940E+001, 1.0532877E+002
 1.6434561E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0020827E+001, 1.0623405E+002
 1.8434561E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0045182E+001, 1.0698945E+002
 2.0434561E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0085218E+001, 1.0763236E+002
 2.2434561E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0144628E+001, 1.0818824E+002
 2.4434561E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000001E+001, 2.0226270E+001, 1.0867517E+002
 2.6434561E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000003E+001, 2.0332070E+001, 1.0910633E+002
 2.8434561E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000007E+001, 2.0463059E+001, 1.0949163E+002
 3.0434561E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000018E+001, 2.0619493E+001, 1.0983868E+002
 3.2434559E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000042E+001, 2.0801002E+001, 1.1015342E+002
 3.4434559E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000088E+001, 2.1006736E+001, 1.1044059E+002
 3.6434559E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000171E+001, 2.1235503E+001, 1.1070398E+002
 3.8434559E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000311E+001, 2.1485882E+001, 1.1094671E+002
 4.0434559E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000536E+001, 2.1756312E+001, 1.1117136E+002
 4.2434559E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000881E+001, 2.2045168E+001, 1.1138005E+002
 4.4434559E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0001388E+001, 2.2350808E+001, 1.1157461E+002
 4.6434559E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0002108E+001, 2.2671618E+001, 1.1175654E+002
 4.8434559E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0003099E+001, 2.3006036E+001, 1.1192718E+002
 5.0434559E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0004426E+001, 2.3352574E+001, 1.1208762E+002
 5.2434559E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0006160E+001, 2.3709823E+001, 1.1223887E+002
 5.4434559E+001, 2.0000000E+001, 2.0000000E+001, 2.0000001E+001, 2.0008378E+001, 2.4076467E+001, 1.1238175E+002
 5.6434559E+001, 2.0000000E+001, 2.0000000E+001, 2.0000001E+001, 2.0011161E+001, 2.4451280E+001, 1.1251702E+002
 5.8434559E+001, 2.0000000E+001, 2.0000000E+001, 2.0000002E+001, 2.0014592E+001, 2.4833129E+001, 1.1264533E+002
 6.0434559E+001, 2.0000000E+001, 2.0000000E+001, 2.0000004E+001, 2.0018757E+001, 2.5220970E+001, 1.1276725E+002
 6.2434559E+001, 2.0000000E+001, 2.0000000E+001, 2.0000006E+001, 2.0023743E+001, 2.5613844E+001, 1.1288330E+002
 6.4434563E+001, 2.0000000E+001, 2.0000000E+001, 2.0000009E+001, 2.0029637E+001, 2.6010876E+001, 1.1299394E+002
 6.6434563E+001, 2.0000000E+001, 2.0000000E+001, 2.0000015E+001, 2.0036525E+001, 2.6411267E+001, 1.1309957E+002
 6.8434563E+001, 2.0000000E+001, 2.0000000E+001, 2.0000022E+001, 2.0044491E+001, 2.6814289E+001, 1.1320056E+002
 7.0434563E+001, 2.0000000E+001, 2.0000000E+001, 2.0000032E+001, 2.0053614E+001, 2.7219284E+001, 1.1329724E+002
 7.2434563E+001, 2.0000000E+001, 2.0000000E+001, 2.0000046E+001, 2.0063975E+001, 2.7625652E+001, 1.1338991E+002
 7.4434563E+001, 2.0000000E+001, 2.0000000E+001, 2.0000066E+001, 2.0075646E+001, 2.8032854E+001, 1.1347883E+002
 7.6434563E+001, 2.0000000E+001, 2.0000000E+001, 2.0000091E+001, 2.0088698E+001, 2.8440402E+001, 1.1356427E+002
 7.8434563E+001, 2.0000000E+001, 2.0000000E+001, 2.0000125E+001, 2.0103196E+001, 2.8847856E+001, 1.1364642E+002
 8.0434563E+001, 2.0000000E+001, 2.0000000E+001, 2.0000169E+001, 2.0119201E+001, 2.9254820E+001, 1.1372551E+002
 8.2434563E+001, 2.0000000E+001, 2.0000000E+001, 2.0000224E+001, 2.0136767E+001, 2.9660940E+001, 1.1380172E+002
 8.4434563E+001, 2.0000000E+001, 2.0000000E+001, 2.0000294E+001, 2.0155946E+001, 3.0065897E+001, 1.1387522E+002
 8.6434563E+001, 2.0000000E+001, 2.0000000E+001, 2.0000382E+001, 2.0176782E+001, 3.0469406E+001, 1.1394616E+002
 8.8434563E+001, 2.0000000E+001, 2.0000000E+001, 2.0000489E+001, 2.0199316E+001, 3.0871215E+001, 1.1401469E+002
 9.0434563E+001, 2.0000000E+001, 2.0000000E+001, 2.0000621E+001, 2.0223583E+001, 3.1271095E+001, 1.1408094E+002
 9.2434563E+001, 2.0000000E+001, 2.0000000E+001, 2.0000780E+001, 2.0249612E+001, 3.1668848E+001, 1.1414505E+002
 9.4434563E+001, 2.0000000E+001, 2.0000001E+001, 2.0000971E+001, 2.0277430E+001, 3.2064295E+001, 1.1420711E+002
 9.6434563E+001, 2.0000000E+001, 2.0000001E+001, 2.0001198E+001, 2.0307057E+001, 3.2457279E+001, 1.1426724E+002
 9.8434563E+001, 2.0000000E+001, 2.0000001E+001, 2.0001466E+001, 2.0338509E+001, 3.2847662E+001, 1.1432554E+002
 1.0043456E+002, 2.0000000E+001, 2.0000001E+001, 2.0001780E+001, 2.0371799E+001, 3.3235323E+001, 1.1438209E+002
 1.0243456E+002, 2.0000000E+001, 2.0000002E+001, 2.0002146E+001, 2.0406934E+001, 3.3620159E+001, 1.1443698E+002
 1.0443456E+002, 2.0000000E+001, 2.0000003E+001, 2.0002570E+001, 2.0443919E+001, 3.4002077E+001, 1.1449030E+002
 1.0643456E+002, 2.0000000E+001, 2.0000004E+001, 2.0003057E+001, 2.0482754E+001, 3.4381000E+001, 1.1454211E+002
 1.0843456E+002, 2.0000000E+001, 2.0000005E+001, 2.0003614E+001, 2.0523436E+001, 3.4756861E+001, 1.1459248E+002
 1.1043456E+002, 2.0000000E+001, 2.0000006E+001, 2.0004247E+001, 2.0565960E+001, 3.5129605E+001, 1.1464149E+002
 1.1243456E+002, 2.0000000E+001, 2.0000008E+001, 2.0004965E+001, 2.0610316E+001, 3.5499185E+001, 1.1468919E+002
 1.1443456E+002, 2.0000000E+001, 2.0000010E+001, 2.0005772E+001, 2.0656494E+001, 3.5865564E+001, 1.1473563E+002
 1.1643456E+002, 2.0000000E+001, 2.0000013E+001, 2.0006678E+001, 2.0704479E+001, 3.6228712E+001, 1.1478088E+002
 1.1843456E+002, 2.0000000E+001, 2.0000017E+001, 2.0007689E+001, 2.0754255E+001, 3.6588605E+001, 1.1482498E+002
 1.2043456E+002, 2.0000000E+001, 2.0000021E+001, 2.0008814E+001, 2.0805803E+001, 3.6945228E+001, 1.1486798E+002
 1.2243456E+002, 2.0000000E+001, 2.0000027E+001, 2.0010059E+001, 2.0859104E+001, 3.7298569E+001, 1.1490993E+002
