Z,TEMP_LL,TEMP_MM,TEMP_RR
 m,C,C,C
 0.00000E+00, 0.20001E+02, 0.20000E+02, 0.20000E+02
 0.10000E+00, 0.20001E+02, 0.12715E+03, 0.12951E+03
 0.20000E+00, 0.20001E+02, 0.13476E+03, 0.13641E+03
 0.30000E+00, 0.15104E+03, 0.14532E+03, 0.14708E+03
 0.40000E+00, 0.15165E+03, 0.15087E+03, 0.15334E+03
 0.50000E+00, 0.15342E+03, 0.15621E+03, 0.15747E+03
 0.60000E+00, 0.15680E+03, 0.16020E+03, 0.16053E+03
 0.70000E+00, 0.16175E+03, 0.16171E+03, 0.16351E+03
 0.80000E+00, 0.16784E+03, 0.16340E+03, 0.16679E+03
 0.90000E+00, 0.17410E+03, 0.16601E+03, 0.16980E+03
 0.10000E+01, 0.17980E+03, 0.16806E+03, 0.17187E+03
 0.11000E+01, 0.18447E+03, 0.16996E+03, 0.17313E+03
 0.12000E+01, 0.18745E+03, 0.17179E+03, 0.17407E+03
 0.13000E+01, 0.18966E+03, 0.17382E+03, 0.17475E+03
 0.14000E+01, 0.19195E+03, 0.17620E+03, 0.17496E+03
 0.15000E+01, 0.19487E+03, 0.17847E+03, 0.17528E+03
 0.16000E+01, 0.19850E+03, 0.18054E+03, 0.17589E+03
 0.17000E+01, 0.20279E+03, 0.18262E+03, 0.17653E+03
 0.18000E+01, 0.20734E+03, 0.18458E+03, 0.17704E+03
 0.19000E+01, 0.21084E+03, 0.18613E+03, 0.17755E+03
 0.20000E+01, 0.21359E+03, 0.18693E+03, 0.17764E+03
 0.21000E+01, 0.21686E+03, 0.18740E+03, 0.17753E+03
 0.22000E+01, 0.21873E+03, 0.18631E+03, 0.17592E+03
 0.23000E+01, 0.17211E+03, 0.18488E+03, 0.17419E+03
 0.24000E+01, 0.17085E+03, 0.20000E+02, 0.20041E+02
