Z,TEMP_LL,TEMP_MM,TEMP_RR
 m,C,C,C
 0.00000E+00, 0.20002E+02, 0.20000E+02, 0.20000E+02
 0.10000E+00, 0.20001E+02, 0.38684E+02, 0.36347E+02
 0.20000E+00, 0.20001E+02, 0.37782E+02, 0.35693E+02
 0.30000E+00, 0.37354E+03, 0.38384E+02, 0.35950E+02
 0.40000E+00, 0.39394E+03, 0.40445E+02, 0.38388E+02
 0.50000E+00, 0.42693E+03, 0.41820E+02, 0.41677E+02
 0.60000E+00, 0.44634E+03, 0.43189E+02, 0.44508E+02
 0.70000E+00, 0.45566E+03, 0.43910E+02, 0.45839E+02
 0.80000E+00, 0.45988E+03, 0.44391E+02, 0.46861E+02
 0.90000E+00, 0.46350E+03, 0.46083E+02, 0.48537E+02
 0.10000E+01, 0.46660E+03, 0.48821E+02, 0.52822E+02
 0.11000E+01, 0.46629E+03, 0.62021E+02, 0.66354E+02
 0.12000E+01, 0.46299E+03, 0.10918E+03, 0.10040E+03
 0.13000E+01, 0.46030E+03, 0.19496E+03, 0.14639E+03
 0.14000E+01, 0.45993E+03, 0.29335E+03, 0.17802E+03
 0.15000E+01, 0.46231E+03, 0.36879E+03, 0.19489E+03
 0.16000E+01, 0.46567E+03, 0.39789E+03, 0.20957E+03
 0.17000E+01, 0.46782E+03, 0.39718E+03, 0.22431E+03
 0.18000E+01, 0.47064E+03, 0.39773E+03, 0.23917E+03
 0.19000E+01, 0.47792E+03, 0.40467E+03, 0.25523E+03
 0.20000E+01, 0.48988E+03, 0.41391E+03, 0.27521E+03
 0.21000E+01, 0.50202E+03, 0.42706E+03, 0.30407E+03
 0.22000E+01, 0.50731E+03, 0.43983E+03, 0.33534E+03
 0.23000E+01, 0.35916E+03, 0.44462E+03, 0.34914E+03
 0.24000E+01, 0.36593E+03, 0.20000E+02, 0.19403E+02
