s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.7344611E-006, 0.0000000E+000, 0.0000000E+000
 5.0108976E+000, 9.3108537E+002, 3.8975317E+002, 3.9998814E+002, 4.3024935E+002, 5.8078627E-002
 1.0003256E+001, 9.4872444E+002, 5.5617409E+002, 1.6464599E+002, 7.0314201E+002, 6.0979994E-002
 1.5000027E+001, 7.0605074E+002, 4.6371768E+002, 5.8631961E+001, 6.3191793E+002, 6.0980488E-002
 2.0003157E+001, 5.4735587E+002, 3.1847576E+002, 9.3951001E+001, 4.4583571E+002, 6.0980488E-002
 2.5015770E+001, 6.7786452E+002, 3.6425126E+002, 1.4625469E+002, 4.8024861E+002, 6.0980488E-002
 3.0015404E+001, 7.8180174E+002, 4.6867407E+002, 1.3492897E+002, 6.3535597E+002, 6.0980488E-002
 3.5021854E+001, 6.0516524E+002, 3.8288561E+002, 7.7145665E+001, 5.3831940E+002, 6.0980488E-002
 4.0009251E+001, 8.1260140E+002, 4.5117882E+002, 1.6607787E+002, 5.9617172E+002, 6.0980488E-002
 4.5015068E+001, 7.9601766E+002, 4.6469125E+002, 1.5055732E+002, 6.3433563E+002, 6.0980488E-002
 5.0021069E+001, 6.3820327E+002, 4.0084635E+002, 8.6687340E+001, 5.5492510E+002, 6.0980488E-002
 5.5015419E+001, 6.7995429E+002, 3.9858301E+002, 1.2142705E+002, 5.4463076E+002, 6.0980488E-002
 6.0020149E+001, 6.8965913E+002, 3.9927718E+002, 1.3384964E+002, 5.3750027E+002, 6.0980488E-002
 6.5014832E+001, 7.1154028E+002, 4.2274333E+002, 4.6232689E+001, 5.7255152E+002, 6.0980488E-002
 7.0010109E+001, 5.7131777E+002, 3.7342124E+002, 2.4695984E+001, 5.2305879E+002, 6.0980488E-002
 7.5020851E+001, 4.4084180E+002, 3.0095630E+002, 1.2333985E+001, 4.4093723E+002, 6.0980488E-002
 8.0004456E+001, 4.8878329E+002, 2.8425077E+002, 4.4926394E+001, 3.9183689E+002, 6.0980488E-002
 8.5011230E+001, 8.2888740E+002, 3.9728061E+002, 1.3664554E+002, 5.1523577E+002, 6.0980488E-002
 9.0007454E+001, 6.2721148E+002, 3.8819089E+002, 7.6385698E+001, 5.4681404E+002, 6.0980488E-002
 9.5014709E+001, 5.2384133E+002, 3.5808021E+002, 5.0090357E+001, 5.1751378E+002, 6.0980488E-002
 1.0000240E+002, 6.5527697E+001, 1.9984038E+002,-7.5338316E+001, 3.4397470E+002, 6.0980488E-002
 1.0501889E+002, 3.3796691E+001, 1.2343686E+002,-5.9348020E+001, 2.1576518E+002, 6.0980488E-002
 1.1001383E+002, 3.9223371E+001, 9.2408267E+001,-6.1788285E+001, 1.6359556E+002, 6.0980488E-002
 1.1502143E+002, 9.2449914E+001, 8.9795738E+001,-4.8990031E+001, 1.5559826E+002, 6.0980488E-002
 1.2000886E+002, 9.0909682E+001, 8.0836533E+001,-4.4161417E+001, 1.3946841E+002, 6.0980488E-002
 1.2500106E+002, 7.6565846E+001, 7.0341563E+001,-4.0920186E+001, 1.2361967E+002, 6.0980488E-002
 1.3000056E+002, 7.9172160E+001, 6.6223592E+001,-3.4755709E+001, 1.1567457E+002, 6.0980488E-002
 1.3500804E+002, 6.2335067E+001, 5.7234566E+001,-3.5026137E+001, 1.0089775E+002, 6.0980488E-002
 1.4000018E+002, 5.3746758E+001, 5.1350821E+001,-3.2924052E+001, 9.1943088E+001, 6.0980488E-002
 1.4500375E+002, 5.5499770E+001, 4.7676819E+001,-2.8865019E+001, 8.4580131E+001, 6.0980488E-002
 1.5000691E+002, 3.2561438E+001, 3.8138508E+001,-3.1046312E+001, 6.9926303E+001, 6.0980488E-002
 1.5500751E+002, 2.8885058E+001, 3.3930203E+001,-2.9481651E+001, 6.2413043E+001, 6.0980488E-002
 1.6000992E+002, 2.2850306E+001, 2.8874776E+001,-2.7282764E+001, 5.2470451E+001, 6.0980488E-002
 1.6500961E+002, 1.7748615E+001, 2.5075395E+001,-2.6359285E+001, 4.5941678E+001, 6.0980488E-002
 1.7002022E+002, 1.3394302E+001, 2.1338729E+001,-2.4163347E+001, 3.8941381E+001, 6.0980488E-002
 1.7503070E+002, 1.2514185E+001, 1.9318787E+001,-2.1573904E+001, 3.5102152E+001, 6.0980488E-002
 1.8001428E+002, 1.8290231E+001, 1.9527112E+001,-1.3886741E+001, 3.2271740E+001, 6.0980488E-002
 1.8502110E+002, 2.5458611E+001, 2.0493524E+001,-6.6549686E+000, 2.9351197E+001, 6.0980488E-002
 1.9001138E+002, 4.3094240E+001, 2.5193603E+001, 7.5444156E+000, 2.9004152E+001, 6.0980488E-002
 1.9500990E+002, 3.9036967E+001, 2.2649315E+001, 5.8981782E+000, 2.6729156E+001, 6.0980488E-002
 2.0001196E+002, 4.5398581E+001, 2.3756137E+001, 1.0896005E+001, 2.4903538E+001, 6.0980488E-002
 2.0501550E+002, 6.5710382E+001, 3.0074285E+001, 2.4995330E+001, 2.7021421E+001, 6.0980488E-002
 2.1001262E+002, 6.8933115E+001, 3.0293207E+001, 2.8886096E+001, 2.5203606E+001, 6.0980488E-002
 2.1500494E+002, 8.0559504E+001, 3.3730930E+001, 3.7244622E+001, 2.6476955E+001, 6.0980488E-002
 2.2001343E+002, 8.7452111E+001, 3.5563061E+001, 4.2680430E+001, 2.5544263E+001, 6.0980488E-002
 2.2500084E+002, 1.0243801E+002, 4.0274667E+001, 5.2262346E+001, 2.7756919E+001, 6.0980488E-002
 2.3000627E+002, 1.0720975E+002, 4.1416235E+001, 5.5679518E+001, 2.7189125E+001, 6.0980488E-002
 2.3501027E+002, 1.1530991E+002, 4.3747273E+001, 6.1269327E+001, 2.7486280E+001, 6.0980488E-002
 2.4000124E+002, 1.2580332E+002, 4.7043526E+001, 6.8364272E+001, 2.8025818E+001, 6.0980488E-002
 2.4500783E+002, 1.3163769E+002, 4.8644973E+001, 7.3085181E+001, 2.7584588E+001, 6.0980488E-002
 2.5000024E+002, 8.9480757E+002, 2.8659247E+002, 5.8722712E+002, 1.2518843E+002, 6.0980488E-002
 2.5500964E+002, 8.5681831E+002, 2.8088896E+002, 5.3924063E+002, 1.5264770E+002, 6.0980488E-002
 2.6000833E+002, 7.8100913E+002, 2.6107449E+002, 4.5313024E+002, 1.7242677E+002, 6.0980488E-002
 2.6500659E+002, 8.1848041E+002, 2.8008254E+002, 4.5916933E+002, 2.0497364E+002, 6.0980488E-002
 2.7000595E+002, 7.9187419E+002, 2.7968027E+002, 4.4640082E+002, 2.2549188E+002, 6.0980488E-002
 2.7500748E+002, 8.8694385E+002, 3.2611139E+002, 5.1051666E+002, 2.4354422E+002, 6.0980488E-002
 2.8001315E+002, 1.0292787E+003, 3.7772859E+002, 5.6764181E+002, 2.5762611E+002, 6.0980488E-002
 2.8500458E+002, 1.1096930E+003, 4.0791461E+002, 6.2264493E+002, 2.9566624E+002, 6.0980488E-002
 2.9000656E+002, 1.0956455E+003, 4.1215803E+002, 6.1823468E+002, 2.9045648E+002, 6.0980488E-002
 2.9500586E+002, 1.1793856E+003, 4.3676900E+002, 6.3282061E+002, 3.2412400E+002, 6.0980488E-002
 3.0000253E+002, 1.1441854E+003, 4.4086267E+002, 6.5961726E+002, 3.2776335E+002, 6.0980488E-002
 3.0500964E+002, 1.1911558E+003, 4.5612368E+002, 6.4358347E+002, 3.3467355E+002, 6.0980488E-002
 3.1001016E+002, 1.2229947E+003, 4.6586554E+002, 6.5527463E+002, 3.6107000E+002, 6.0980488E-002
 3.1500552E+002, 1.1273978E+003, 4.4789268E+002, 6.1070225E+002, 3.6427790E+002, 6.0980488E-002
 3.2000452E+002, 1.1235266E+003, 4.5015658E+002, 5.8874156E+002, 3.7358907E+002, 6.0980488E-002
 3.2500113E+002, 1.2426009E+003, 4.8200089E+002, 6.4159062E+002, 3.9573701E+002, 6.0980488E-002
 3.3000552E+002, 1.3993809E+003, 5.5155020E+002, 7.3155073E+002, 4.6468381E+002, 6.0980488E-002
 3.3501096E+002, 1.3390893E+003, 5.3851066E+002, 6.9343428E+002, 4.8317106E+002, 6.0980488E-002
 3.4000909E+002, 1.3887087E+003, 5.6871670E+002, 6.8437091E+002, 5.1239090E+002, 6.0980488E-002
 3.4500226E+002, 1.4039678E+003, 5.9372233E+002, 6.8332334E+002, 5.4768206E+002, 6.0980488E-002
 3.5000626E+002, 1.3979565E+003, 6.0683823E+002, 6.5404959E+002, 5.7397377E+002, 6.0980488E-002
 3.5501010E+002, 1.4171807E+003, 6.3197703E+002, 6.5101507E+002, 6.2771344E+002, 6.0980488E-002
 3.6000961E+002, 1.4129864E+003, 6.4818666E+002, 6.3192967E+002, 6.4394759E+002, 6.0980488E-002
 3.6500888E+002, 1.5105427E+003, 6.9484456E+002, 6.6417628E+002, 7.0055139E+002, 6.0980488E-002
