Z,TEMP_LL,TEMP_MM,TEMP_RR
 m,C,C,C
 0.00000E+00, 0.20000E+02, 0.20000E+02, 0.20000E+02
 0.10000E+00, 0.20000E+02, 0.48617E+02, 0.48220E+02
 0.20000E+00, 0.20000E+02, 0.51973E+02, 0.51812E+02
 0.30000E+00, 0.51472E+02, 0.56854E+02, 0.57089E+02
 0.40000E+00, 0.52534E+02, 0.59074E+02, 0.59967E+02
 0.50000E+00, 0.54763E+02, 0.60974E+02, 0.62138E+02
 0.60000E+00, 0.57234E+02, 0.63785E+02, 0.63576E+02
 0.70000E+00, 0.60309E+02, 0.66022E+02, 0.64377E+02
 0.80000E+00, 0.63703E+02, 0.66593E+02, 0.65336E+02
 0.90000E+00, 0.66769E+02, 0.66556E+02, 0.66779E+02
 0.10000E+01, 0.69310E+02, 0.66605E+02, 0.68958E+02
 0.11000E+01, 0.71487E+02, 0.67016E+02, 0.71762E+02
 0.12000E+01, 0.73681E+02, 0.68129E+02, 0.73810E+02
 0.13000E+01, 0.75616E+02, 0.69639E+02, 0.75206E+02
 0.14000E+01, 0.77086E+02, 0.70850E+02, 0.77142E+02
 0.15000E+01, 0.78261E+02, 0.71657E+02, 0.79516E+02
 0.16000E+01, 0.78987E+02, 0.72473E+02, 0.82372E+02
 0.17000E+01, 0.79630E+02, 0.73140E+02, 0.85125E+02
 0.18000E+01, 0.81168E+02, 0.73574E+02, 0.87005E+02
 0.19000E+01, 0.83786E+02, 0.73836E+02, 0.88296E+02
 0.20000E+01, 0.85918E+02, 0.74251E+02, 0.89599E+02
 0.21000E+01, 0.88196E+02, 0.75055E+02, 0.92460E+02
 0.22000E+01, 0.89864E+02, 0.75868E+02, 0.97572E+02
 0.23000E+01, 0.80076E+02, 0.76230E+02, 0.10058E+03
 0.24000E+01, 0.78522E+02, 0.20000E+02, 0.20000E+02
