s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2535543E-005, 0.0000000E+000, 0.0000000E+000
 5.0083709E+000, 4.7663647E+002, 1.8920990E+002, 2.1683263E+002, 2.1699089E+002, 2.9060593E-002
 1.0013607E+001, 5.0910820E+002, 2.4212812E+002, 1.2749999E+002, 3.3584248E+002, 3.0866394E-002
 1.5008835E+001, 5.4421618E+002, 3.1155492E+002, 7.5046518E+001, 4.3334416E+002, 3.3294486E-002
 2.0002609E+001, 4.9722424E+002, 3.2077809E+002, 2.8858216E+001, 4.5353849E+002, 3.6141277E-002
 2.5003132E+001, 4.1968492E+002, 2.6565146E+002, 2.9561867E+001, 3.8273411E+002, 3.5101922E-002
 3.0007078E+001, 3.2805279E+002, 1.9625576E+002, 3.2890765E+001, 2.9418311E+002, 3.1862269E-002
 3.5015862E+001, 3.3503386E+002, 1.6964680E+002, 7.3322202E+001, 2.4369217E+002, 3.0568533E-002
 4.0024014E+001, 5.8838317E+002, 2.6657034E+002, 1.8264884E+002, 3.5163063E+002, 3.0494259E-002
 4.5000538E+001, 5.1376437E+002, 2.9777206E+002, 8.7601480E+001, 4.1862680E+002, 3.0493843E-002
 5.0004871E+001, 4.6617631E+002, 2.7841688E+002, 6.1480508E+001, 4.0354519E+002, 3.0497877E-002
 5.5017761E+001, 5.0655613E+002, 2.8915790E+002, 8.6143284E+001, 4.0567735E+002, 3.0494792E-002
 6.0014782E+001, 4.5767643E+002, 2.7222806E+002, 7.0319593E+001, 3.8440002E+002, 3.0493258E-002
 6.5017197E+001, 5.4439264E+002, 3.1918019E+002, 3.7125495E+001, 4.4989836E+002, 3.0498428E-002
 7.0023590E+001, 3.6111525E+002, 2.6001660E+002,-1.1891917E+000, 3.9095021E+002, 3.0494986E-002
 7.5003738E+001, 2.8195114E+002, 1.9519440E+002,-6.4213956E+000, 2.8787874E+002, 3.0491939E-002
 8.0009438E+001, 2.1910578E+002, 1.6804514E+002,-1.6288318E+001, 2.7611291E+002, 3.0491030E-002
 8.5026962E+001, 2.0419521E+002, 1.3743757E+002,-9.3507677E+000, 2.1520549E+002, 3.0490460E-002
 9.0002838E+001, 1.5464495E+002, 1.1130803E+002,-1.8474295E+001, 1.8658681E+002, 3.0490326E-002
