s,s,s,s,s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
 2.6000961E+002, 2.5749126E+002, 2.5749126E+002, 2.5749126E+002, 2.5749126E+002, 5.3314716E+001, 6.6423216E+001, 5.9075752E+001, 5.4829109E+001, 5.2847250E+001, 5.2784571E+001, 4.9889728E+001, 5.3500445E+001, 5.4816771E+001, 5.1972682E+001, 5.0753192E+001, 4.9927978E+001, 4.7307700E+001, 4.3678784E+001, 5.0554296E+001, 5.1095479E+001, 5.0646026E+001, 5.0203908E+001, 4.8631751E+001, 4.7100180E+001, 4.4584973E+001
 2.6500616E+002, 2.6264539E+002, 2.6264539E+002, 2.6264539E+002, 2.6264539E+002, 5.2698331E+001, 6.4891387E+001, 5.9159998E+001, 5.3210763E+001, 5.3395078E+001, 5.2396916E+001, 4.8590634E+001, 5.3317928E+001, 5.3461851E+001, 5.1002960E+001, 4.9772497E+001, 4.8337008E+001, 4.6819689E+001, 4.3223681E+001, 5.1287547E+001, 4.9829798E+001, 4.9684243E+001, 4.9228665E+001, 4.7536547E+001, 4.6273046E+001, 4.3960000E+001
 2.7000543E+002, 2.6762629E+002, 2.6762629E+002, 2.6762629E+002, 2.6762629E+002, 5.1306656E+001, 6.3358098E+001, 5.8922992E+001, 5.2950460E+001, 5.3520861E+001, 5.1320421E+001, 4.7057523E+001, 5.3302419E+001, 5.2430561E+001, 5.0117630E+001, 4.8998556E+001, 4.7626020E+001, 4.5915387E+001, 4.2777312E+001, 4.8889786E+001, 4.8778171E+001, 4.8907148E+001, 4.8244261E+001, 4.6826989E+001, 4.5530092E+001, 4.3225715E+001
 2.7500040E+002, 2.7249446E+002, 2.7249446E+002, 2.7249446E+002, 2.7249446E+002, 4.9893961E+001, 6.2972284E+001, 5.7929617E+001, 5.4030771E+001, 5.2975963E+001, 5.0519392E+001, 4.6437124E+001, 5.2940261E+001, 5.1586030E+001, 4.9296492E+001, 4.7957125E+001, 4.7023551E+001, 4.4729066E+001, 4.2001468E+001, 4.7808493E+001, 4.8418062E+001, 4.7792903E+001, 4.7388791E+001, 4.6041170E+001, 4.4699745E+001, 4.2025337E+001
 2.8002347E+002, 2.7748978E+002, 2.7748978E+002, 2.7748978E+002, 2.7748978E+002, 5.0827840E+001, 6.2611992E+001, 5.7535172E+001, 5.4180442E+001, 5.2942351E+001, 4.9977021E+001, 4.6253786E+001, 5.2202699E+001, 5.1046480E+001, 4.9187649E+001, 4.7606641E+001, 4.6372967E+001, 4.4088886E+001, 4.1202188E+001, 4.7740215E+001, 4.6736663E+001, 4.6640264E+001, 4.5488288E+001, 4.5243307E+001, 4.3949610E+001, 4.1156524E+001
 2.8501331E+002, 2.8253517E+002, 2.8253517E+002, 2.8253517E+002, 2.8253517E+002, 5.1347249E+001, 5.9663977E+001, 5.6532290E+001, 5.5736040E+001, 5.2116340E+001, 4.8701154E+001, 4.5751645E+001, 5.1831271E+001, 5.0116264E+001, 4.8436963E+001, 4.6786601E+001, 4.5244930E+001, 4.3507342E+001, 4.0715621E+001, 4.6589602E+001, 4.6163570E+001, 4.6078149E+001, 4.5258272E+001, 4.4966251E+001, 4.3402269E+001, 4.1204901E+001
 2.9000677E+002, 2.8756869E+002, 2.8756869E+002, 2.8756869E+002, 2.8756869E+002, 5.3051469E+001, 5.7718813E+001, 5.5886374E+001, 5.5260294E+001, 5.1775066E+001, 4.8259562E+001, 4.5702291E+001, 5.1650824E+001, 4.9719509E+001, 4.8210355E+001, 4.6157891E+001, 4.4458549E+001, 4.2851153E+001, 4.0275754E+001, 4.5215680E+001, 4.5409757E+001, 4.5457603E+001, 4.4816694E+001, 4.4210168E+001, 4.3041829E+001, 4.1075093E+001
 2.9500775E+002, 2.9245124E+002, 2.9245124E+002, 2.9245124E+002, 2.9245124E+002, 5.2646581E+001, 5.7308156E+001, 5.5453795E+001, 5.4155924E+001, 5.1249962E+001, 4.8178199E+001, 4.5434330E+001, 5.1399386E+001, 4.9027180E+001, 4.7758252E+001, 4.5772146E+001, 4.3852703E+001, 4.2399722E+001, 3.9487908E+001, 4.4277228E+001, 4.5212601E+001, 4.4975314E+001, 4.3943518E+001, 4.3487210E+001, 4.2126440E+001, 3.9649324E+001
 3.0002420E+002, 2.9745394E+002, 2.9745394E+002, 2.9745394E+002, 2.9745394E+002, 5.2534530E+001, 5.6598782E+001, 5.4658118E+001, 5.2702459E+001, 5.0276645E+001, 4.7904003E+001, 4.5116264E+001, 5.1183237E+001, 4.8859951E+001, 4.7316122E+001, 4.5213108E+001, 4.3016812E+001, 4.1631157E+001, 3.8874355E+001, 4.4247696E+001, 4.4385685E+001, 4.3684208E+001, 4.3357409E+001, 4.2822648E+001, 4.1193814E+001, 3.9873219E+001
 3.0500229E+002, 3.0247083E+002, 3.0247083E+002, 3.0247083E+002, 3.0247083E+002, 5.3283159E+001, 5.6119252E+001, 5.4325518E+001, 5.2609119E+001, 4.9624741E+001, 4.7570099E+001, 4.4706474E+001, 5.0720516E+001, 4.8274793E+001, 4.6665051E+001, 4.4097286E+001, 4.2376508E+001, 4.0840764E+001, 3.8479126E+001, 4.3842569E+001, 4.4318660E+001, 4.3268929E+001, 4.2729558E+001, 4.2142831E+001, 4.0923162E+001, 3.9409316E+001
 3.1000897E+002, 3.0758900E+002, 3.0758900E+002, 3.0758900E+002, 3.0758900E+002, 5.2843439E+001, 5.5370790E+001, 5.4065171E+001, 5.1872298E+001, 4.8954896E+001, 4.7193272E+001, 4.3882656E+001, 5.0375802E+001, 4.7518060E+001, 4.6237438E+001, 4.3529705E+001, 4.1692163E+001, 4.0420795E+001, 3.8221488E+001, 4.3407220E+001, 4.3254394E+001, 4.2408016E+001, 4.2538295E+001, 4.1921981E+001, 4.0550754E+001, 3.8848377E+001
 3.1500009E+002, 3.1241528E+002, 3.1241528E+002, 3.1241528E+002, 3.1241528E+002, 5.4392189E+001, 5.5569973E+001, 5.3122313E+001, 5.0838234E+001, 4.8547822E+001, 4.7156194E+001, 4.3887279E+001, 4.9970597E+001, 4.7346231E+001, 4.5752157E+001, 4.3026997E+001, 4.1086005E+001, 3.9682259E+001, 3.8067649E+001, 4.3013067E+001, 4.2868839E+001, 4.2301082E+001, 4.2105501E+001, 4.1644577E+001, 4.0170099E+001, 3.8426900E+001
 3.2000201E+002, 3.1765146E+002, 3.1765146E+002, 3.1765146E+002, 3.1765146E+002, 5.3972181E+001, 5.4717653E+001, 5.1368301E+001, 4.8706094E+001, 4.8089904E+001, 4.6693082E+001, 4.3510472E+001, 4.9580709E+001, 4.7035623E+001, 4.5248592E+001, 4.2658124E+001, 4.0882250E+001, 3.9547684E+001, 3.7944767E+001, 4.2357963E+001, 4.1950572E+001, 4.1606044E+001, 4.1539479E+001, 4.0906543E+001, 3.9596687E+001, 3.8122177E+001
 3.2501947E+002, 3.2260005E+002, 3.2260005E+002, 3.2260005E+002, 3.2260005E+002, 5.3819632E+001, 5.5072088E+001, 5.0501641E+001, 4.8690828E+001, 4.7654937E+001, 4.6696619E+001, 4.3001050E+001, 4.9065695E+001, 4.6863532E+001, 4.4895628E+001, 4.2101088E+001, 4.0343744E+001, 3.9237770E+001, 3.7370580E+001, 4.1734646E+001, 4.1302745E+001, 4.1127053E+001, 4.0921639E+001, 4.0167797E+001, 3.9011681E+001, 3.7622226E+001
 3.3003146E+002, 3.2761101E+002, 3.2761101E+002, 3.2761101E+002, 3.2761101E+002, 5.1934790E+001, 5.4933287E+001, 5.0068472E+001, 4.8644770E+001, 4.7001953E+001, 4.6249950E+001, 4.2652346E+001, 4.8507394E+001, 4.6530881E+001, 4.4609964E+001, 4.1906591E+001, 4.0023229E+001, 3.8777296E+001, 3.6637899E+001, 4.1453203E+001, 4.1145742E+001, 4.1110811E+001, 4.0815474E+001, 4.0072781E+001, 3.8882806E+001, 3.7287456E+001
 3.3503052E+002, 3.3265093E+002, 3.3265093E+002, 3.3265093E+002, 3.3265093E+002, 5.0059718E+001, 5.4850285E+001, 4.9824253E+001, 4.7217153E+001, 4.6101813E+001, 4.6020106E+001, 4.2393791E+001, 4.7998761E+001, 4.6294951E+001, 4.4506671E+001, 4.1500282E+001, 3.9494677E+001, 3.8427462E+001, 3.6311669E+001, 4.2185388E+001, 4.1528469E+001, 4.0867692E+001, 4.0607655E+001, 3.9656912E+001, 3.8465312E+001, 3.6594478E+001
 3.4001123E+002, 3.3764127E+002, 3.3764127E+002, 3.3764127E+002, 3.3764127E+002, 4.9075403E+001, 5.4485196E+001, 5.0515637E+001, 4.6256392E+001, 4.5093546E+001, 4.5760780E+001, 4.2395262E+001, 4.7675113E+001, 4.6034434E+001, 4.4251291E+001, 4.0970420E+001, 3.8890179E+001, 3.8113099E+001, 3.6237669E+001, 4.0626411E+001, 4.1353550E+001, 4.0356815E+001, 4.0202130E+001, 3.9437574E+001, 3.8081572E+001, 3.6252853E+001
 3.4501929E+002, 3.4249518E+002, 3.4249518E+002, 3.4249518E+002, 3.4249518E+002, 4.8840973E+001, 5.4935989E+001, 5.0882592E+001, 4.5485305E+001, 4.3860886E+001, 4.5240187E+001, 4.2233936E+001, 4.7359253E+001, 4.5823912E+001, 4.4092038E+001, 4.0707231E+001, 3.8726011E+001, 3.7723657E+001, 3.5898727E+001, 4.0146636E+001, 4.0385888E+001, 4.0087390E+001, 4.0052732E+001, 3.9010701E+001, 3.7718273E+001, 3.6063927E+001
 3.5000421E+002, 3.4745050E+002, 3.4745050E+002, 3.4745050E+002, 3.4745050E+002, 4.9342048E+001, 5.4552788E+001, 5.0743021E+001, 4.5877370E+001, 4.2818247E+001, 4.4768869E+001, 4.1715691E+001, 4.6821424E+001, 4.5522620E+001, 4.3837918E+001, 4.0640442E+001, 3.8787996E+001, 3.7426198E+001, 3.5649672E+001, 4.0441085E+001, 4.0814401E+001, 3.9928227E+001, 3.9858898E+001, 3.8714462E+001, 3.7528028E+001, 3.5959110E+001
 3.5502335E+002, 3.5252332E+002, 3.5252332E+002, 3.5252332E+002, 3.5252332E+002, 5.0272109E+001, 5.3338953E+001, 5.0063944E+001, 4.5118467E+001, 4.2944291E+001, 4.4414951E+001, 4.1055969E+001, 4.6389305E+001, 4.5058090E+001, 4.3720460E+001, 4.0323855E+001, 3.8458366E+001, 3.7288773E+001, 3.5386896E+001, 3.9816515E+001, 4.0185489E+001, 3.9605322E+001, 3.9355252E+001, 3.8489730E+001, 3.7380341E+001, 3.5980941E+001
 3.6001160E+002, 3.5752759E+002, 3.5752759E+002, 3.5752759E+002, 3.5752759E+002, 4.9983711E+001, 5.3201728E+001, 4.9717112E+001, 4.5313769E+001, 4.3421008E+001, 4.4274226E+001, 4.0964967E+001, 4.6408757E+001, 4.4682655E+001, 4.3460528E+001, 4.0259679E+001, 3.8345876E+001, 3.7136428E+001, 3.5456910E+001, 4.0553918E+001, 4.0134056E+001, 3.9990249E+001, 3.8805582E+001, 3.8373068E+001, 3.7057501E+001, 3.5951146E+001
 3.6500620E+002, 3.6252365E+002, 3.6252365E+002, 3.6252365E+002, 3.6252365E+002, 5.0065985E+001, 5.3013581E+001, 4.9632500E+001, 4.5778723E+001, 4.2557952E+001, 4.4286040E+001, 4.0793899E+001, 4.6241656E+001, 4.4449255E+001, 4.3028484E+001, 4.0109569E+001, 3.8371096E+001, 3.7053627E+001, 3.5462641E+001, 4.0419970E+001, 4.0178458E+001, 3.9536428E+001, 3.8581948E+001, 3.8020984E+001, 3.6973974E+001, 3.5560101E+001
 3.7000082E+002, 3.6754406E+002, 3.6754406E+002, 3.6754406E+002, 3.6754406E+002, 5.0461647E+001, 5.2670016E+001, 4.9059671E+001, 4.6420214E+001, 4.2372545E+001, 4.4033265E+001, 4.0482592E+001, 4.6027876E+001, 4.4221980E+001, 4.2925759E+001, 3.9771178E+001, 3.7885855E+001, 3.6893072E+001, 3.5407216E+001, 4.1378454E+001, 3.9792236E+001, 3.9010475E+001, 3.8430312E+001, 3.7725568E+001, 3.6718232E+001, 3.5213356E+001
 3.7501575E+002, 3.7256223E+002, 3.7256223E+002, 3.7256223E+002, 3.7256223E+002, 5.0388877E+001, 5.2255710E+001, 4.8758713E+001, 4.6330844E+001, 4.2283693E+001, 4.3663547E+001, 4.0350441E+001, 4.5759066E+001, 4.4092572E+001, 4.2894649E+001, 3.9677836E+001, 3.7611715E+001, 3.6641975E+001, 3.5213423E+001, 3.9876247E+001, 3.9417967E+001, 3.8468049E+001, 3.8368687E+001, 3.7660660E+001, 3.6448058E+001, 3.5165394E+001
 3.8002689E+002, 3.7752825E+002, 3.7752825E+002, 3.7752825E+002, 3.7752825E+002, 4.9841526E+001, 5.2117441E+001, 4.8651279E+001, 4.6227036E+001, 4.2311996E+001, 4.3375531E+001, 4.0062322E+001, 4.5521735E+001, 4.3905698E+001, 4.2651757E+001, 3.9356486E+001, 3.7633865E+001, 3.6496301E+001, 3.5033057E+001, 3.9581432E+001, 3.9183930E+001, 3.8588900E+001, 3.8084096E+001, 3.7282918E+001, 3.6488369E+001, 3.5329969E+001
 3.8500674E+002, 3.8245485E+002, 3.8245485E+002, 3.8245485E+002, 3.8245485E+002, 4.9669993E+001, 5.1646736E+001, 4.8478289E+001, 4.5604689E+001, 4.2540095E+001, 4.3301987E+001, 3.9945010E+001, 4.5055219E+001, 4.3588248E+001, 4.2509958E+001, 3.8938994E+001, 3.7437165E+001, 3.6445285E+001, 3.4783310E+001, 3.9112483E+001, 3.9313004E+001, 3.8678339E+001, 3.7371708E+001, 3.6927986E+001, 3.6475848E+001, 3.5168628E+001
 3.9000098E+002, 3.8746987E+002, 3.8746987E+002, 3.8746987E+002, 3.8746987E+002, 4.9388205E+001, 5.1409250E+001, 4.8212887E+001, 4.5388905E+001, 4.2589786E+001, 4.3117818E+001, 3.9744557E+001, 4.4967671E+001, 4.3417321E+001, 4.2265814E+001, 3.8695961E+001, 3.7107455E+001, 3.6395938E+001, 3.4647377E+001, 3.8541451E+001, 3.8493942E+001, 3.8247071E+001, 3.7296486E+001, 3.6541577E+001, 3.6187755E+001, 3.4629099E+001
 3.9501077E+002, 3.9243342E+002, 3.9243342E+002, 3.9243342E+002, 3.9243342E+002, 4.8949460E+001, 5.0726096E+001, 4.7420611E+001, 4.4271620E+001, 4.2459307E+001, 4.3109354E+001, 3.9433845E+001, 4.4854359E+001, 4.3303270E+001, 4.2116952E+001, 3.8549509E+001, 3.6939362E+001, 3.6244176E+001, 3.4443720E+001, 3.8297816E+001, 3.8164062E+001, 3.7597457E+001, 3.6950764E+001, 3.6462059E+001, 3.5910568E+001, 3.4435350E+001
 4.0001266E+002, 3.9749814E+002, 3.9749814E+002, 3.9749814E+002, 3.9749814E+002, 4.8970100E+001, 5.0832720E+001, 4.7640684E+001, 4.3436944E+001, 4.1677444E+001, 4.2985361E+001, 3.9289582E+001, 4.4550653E+001, 4.3236855E+001, 4.2066620E+001, 3.8403204E+001, 3.6844008E+001, 3.5994584E+001, 3.4259014E+001, 3.8045230E+001, 3.7965943E+001, 3.7226999E+001, 3.6988689E+001, 3.6484800E+001, 3.5796739E+001, 3.4503233E+001
 4.0500772E+002, 4.0254284E+002, 4.0254284E+002, 4.0254284E+002, 4.0254284E+002, 4.8762866E+001, 5.0824647E+001, 4.7519803E+001, 4.2910894E+001, 4.0940001E+001, 4.2631901E+001, 3.9040636E+001, 4.4606576E+001, 4.3037731E+001, 4.2000120E+001, 3.8172710E+001, 3.6731965E+001, 3.5928356E+001, 3.4259434E+001, 3.7828555E+001, 3.7616220E+001, 3.6877627E+001, 3.6931128E+001, 3.6234647E+001, 3.5621859E+001, 3.4494175E+001
 4.1001086E+002, 4.0765709E+002, 4.0765709E+002, 4.0765709E+002, 4.0765709E+002, 4.7842629E+001, 5.0587632E+001, 4.7528687E+001, 4.2614944E+001, 4.0649307E+001, 4.2476890E+001, 3.8572506E+001, 4.4472780E+001, 4.2818792E+001, 4.1891487E+001, 3.8167692E+001, 3.6698400E+001, 3.6025434E+001, 3.4344519E+001, 3.9239845E+001, 3.9032182E+001, 3.7219012E+001, 3.6799479E+001, 3.6108320E+001, 3.5419474E+001, 3.4447519E+001
 4.1500418E+002, 4.1261607E+002, 4.1261607E+002, 4.1261607E+002, 4.1261607E+002, 4.7577285E+001, 5.0152292E+001, 4.7066714E+001, 4.1704114E+001, 4.0364433E+001, 4.2421956E+001, 3.8106891E+001, 4.4401082E+001, 4.2593547E+001, 4.1706505E+001, 3.7852569E+001, 3.6348798E+001, 3.5897886E+001, 3.4257568E+001, 3.7936828E+001, 3.7870679E+001, 3.7522249E+001, 3.6506450E+001, 3.5969824E+001, 3.5259768E+001, 3.4389522E+001
 4.2000568E+002, 4.1755214E+002, 4.1755214E+002, 4.1755214E+002, 4.1755214E+002, 4.7507361E+001, 4.9748004E+001, 4.6766218E+001, 4.1072527E+001, 4.0056724E+001, 4.2249579E+001, 3.7933274E+001, 4.4248987E+001, 4.2595166E+001, 4.1561201E+001, 3.7661119E+001, 3.6155146E+001, 3.5692135E+001, 3.4079450E+001, 3.7863918E+001, 3.7506339E+001, 3.7058299E+001, 3.6332711E+001, 3.5887391E+001, 3.5163829E+001, 3.4268674E+001
 4.2502017E+002, 4.2248362E+002, 4.2248362E+002, 4.2248362E+002, 4.2248362E+002, 4.8058509E+001, 4.9572851E+001, 4.6834571E+001, 4.1132624E+001, 4.0264771E+001, 4.2153220E+001, 3.7572176E+001, 4.3927215E+001, 4.2526894E+001, 4.1545550E+001, 3.7631163E+001, 3.6045561E+001, 3.5536147E+001, 3.3939601E+001, 3.7689999E+001, 3.7336330E+001, 3.6401667E+001, 3.6247060E+001, 3.5578308E+001, 3.4915758E+001, 3.3907853E+001
 4.3001788E+002, 4.2752509E+002, 4.2752509E+002, 4.2752509E+002, 4.2752509E+002, 4.8107061E+001, 4.9672786E+001, 4.6300861E+001, 4.1773307E+001, 3.9874577E+001, 4.2019616E+001, 3.7724743E+001, 4.3615719E+001, 4.2281503E+001, 4.1447490E+001, 3.7402442E+001, 3.5821903E+001, 3.5393502E+001, 3.3845842E+001, 3.7484932E+001, 3.7017503E+001, 3.6217479E+001, 3.5960239E+001, 3.5378703E+001, 3.4727192E+001, 3.3606346E+001
 4.3502042E+002, 4.3261465E+002, 4.3261465E+002, 4.3261465E+002, 4.3261465E+002, 4.7834104E+001, 4.9183614E+001, 4.6079403E+001, 4.1862388E+001, 4.0140000E+001, 4.1721010E+001, 3.7969728E+001, 4.3410251E+001, 4.1935436E+001, 4.1393265E+001, 3.7290632E+001, 3.5578127E+001, 3.5294544E+001, 3.3745970E+001, 3.7352171E+001, 3.6629532E+001, 3.6187183E+001, 3.5994128E+001, 3.5353320E+001, 3.4696905E+001, 3.3723287E+001
 4.4001205E+002, 4.3757410E+002, 4.3757410E+002, 4.3757410E+002, 4.3757410E+002, 4.7145824E+001, 4.8983167E+001, 4.5993868E+001, 4.1158254E+001, 3.9925967E+001, 4.1566036E+001, 3.8109212E+001, 4.3110366E+001, 4.1764363E+001, 4.1279402E+001, 3.6959448E+001, 3.5421523E+001, 3.5138669E+001, 3.3594530E+001, 3.7305566E+001, 3.6414190E+001, 3.6063797E+001, 3.5618196E+001, 3.5146566E+001, 3.4599490E+001, 3.3728293E+001
 4.4501712E+002, 4.4245617E+002, 4.4245617E+002, 4.4245617E+002, 4.4245617E+002, 4.7334459E+001, 4.8942216E+001, 4.5684628E+001, 4.0885222E+001, 3.9979600E+001, 4.1416600E+001, 3.8119572E+001, 4.3056359E+001, 4.1748240E+001, 4.1225901E+001, 3.6686092E+001, 3.5307235E+001, 3.4983267E+001, 3.3605759E+001, 3.7240655E+001, 3.6421869E+001, 3.5891766E+001, 3.5737627E+001, 3.5132933E+001, 3.4516435E+001, 3.3648773E+001
 4.5000009E+002, 4.4742345E+002, 4.4742345E+002, 4.4742345E+002, 4.4742345E+002, 4.6756016E+001, 4.8885589E+001, 4.5608065E+001, 4.0438057E+001, 3.9446672E+001, 4.1240977E+001, 3.8006747E+001, 4.3225079E+001, 4.1660936E+001, 4.1192716E+001, 3.6593810E+001, 3.5247700E+001, 3.4877312E+001, 3.3604999E+001, 3.7017914E+001, 3.6259126E+001, 3.5922494E+001, 3.5716504E+001, 3.5071016E+001, 3.4498722E+001, 3.3555423E+001
 4.5501111E+002, 4.5248659E+002, 4.5248659E+002, 4.5248659E+002, 4.5248659E+002, 4.6440233E+001, 4.8660628E+001, 4.5380948E+001, 4.1272710E+001, 3.8980604E+001, 4.1246235E+001, 3.7772319E+001, 4.2964626E+001, 4.1562268E+001, 4.1073460E+001, 3.6760243E+001, 3.5238864E+001, 3.4796608E+001, 3.3617415E+001, 3.6709155E+001, 3.6156999E+001, 3.5738928E+001, 3.5591891E+001, 3.4937552E+001, 3.4448434E+001, 3.3512035E+001
 4.6001831E+002, 4.5753884E+002, 4.5753884E+002, 4.5753884E+002, 4.5753884E+002, 4.6339208E+001, 4.8270514E+001, 4.5340207E+001, 4.2350323E+001, 3.8535716E+001, 4.1177587E+001, 3.7599728E+001, 4.2816487E+001, 4.1398818E+001, 4.1010559E+001, 3.6686387E+001, 3.5112946E+001, 3.4719972E+001, 3.3679807E+001, 3.6865491E+001, 3.6078058E+001, 3.5609874E+001, 3.5237879E+001, 3.4917228E+001, 3.4295277E+001, 3.3320438E+001
 4.6501581E+002, 4.6249114E+002, 4.6249114E+002, 4.6249114E+002, 4.6249114E+002, 4.6463484E+001, 4.8293994E+001, 4.4908831E+001, 4.1017941E+001, 3.8058891E+001, 4.1046291E+001, 3.7414574E+001, 4.2701842E+001, 4.1236506E+001, 4.0873895E+001, 3.6367257E+001, 3.4803684E+001, 3.4593429E+001, 3.3674304E+001, 3.7038418E+001, 3.6254139E+001, 3.5534724E+001, 3.4896031E+001, 3.4631119E+001, 3.4108625E+001, 3.2968634E+001
 4.7001315E+002, 4.6750917E+002, 4.6750917E+002, 4.6750917E+002, 4.6750917E+002, 4.6435962E+001, 4.7992716E+001, 4.4952300E+001, 4.0086510E+001, 3.8399946E+001, 4.0698698E+001, 3.7327239E+001, 4.2665379E+001, 4.1082839E+001, 4.0737833E+001, 3.6179871E+001, 3.4647792E+001, 3.4525027E+001, 3.3549102E+001, 3.6899626E+001, 3.6472231E+001, 3.5244706E+001, 3.4844071E+001, 3.4545834E+001, 3.4056691E+001, 3.2957189E+001
 4.7500159E+002, 4.7248118E+002, 4.7248118E+002, 4.7248118E+002, 4.7248118E+002, 4.6023589E+001, 4.7887877E+001, 4.4714020E+001, 3.9675095E+001, 3.7947026E+001, 4.0499401E+001, 3.7332447E+001, 4.2752712E+001, 4.1075462E+001, 4.0804910E+001, 3.5936982E+001, 3.4586168E+001, 3.4497848E+001, 3.3387947E+001, 3.6682673E+001, 3.5731469E+001, 3.4788736E+001, 3.4761842E+001, 3.4421491E+001, 3.3986200E+001, 3.3029096E+001
 4.8001840E+002, 4.7752393E+002, 4.7752393E+002, 4.7752393E+002, 4.7752393E+002, 4.5770210E+001, 4.7818867E+001, 4.4368242E+001, 3.9909654E+001, 3.7645934E+001, 4.0477779E+001, 3.7246674E+001, 4.2282844E+001, 4.1022459E+001, 4.0635872E+001, 3.6164593E+001, 3.4491318E+001, 3.4462381E+001, 3.3296058E+001, 3.6458129E+001, 3.6306280E+001, 3.4910338E+001, 3.4456097E+001, 3.4246906E+001, 3.3893673E+001, 3.3051933E+001
 4.8500754E+002, 4.8257007E+002, 4.8257007E+002, 4.8257007E+002, 4.8257007E+002, 4.5558761E+001, 4.7382039E+001, 4.4619769E+001, 3.9880940E+001, 3.6790694E+001, 4.0443607E+001, 3.7056845E+001, 4.1971410E+001, 4.0769652E+001, 4.0619963E+001, 3.6097085E+001, 3.4476263E+001, 3.4382843E+001, 3.3155824E+001, 3.6086599E+001, 3.5622425E+001, 3.4806050E+001, 3.4177071E+001, 3.4098857E+001, 3.3816310E+001, 3.3004201E+001
 4.9001920E+002, 4.8759935E+002, 4.8759935E+002, 4.8759935E+002, 4.8759935E+002, 4.5780042E+001, 4.7411371E+001, 4.4348602E+001, 4.0041983E+001, 3.5955386E+001, 4.0095606E+001, 3.6959026E+001, 4.1858917E+001, 4.0579818E+001, 4.0503919E+001, 3.5820334E+001, 3.4357456E+001, 3.4276925E+001, 3.2912125E+001, 3.6190033E+001, 3.5356241E+001, 3.4440242E+001, 3.4084815E+001, 3.4077451E+001, 3.3669682E+001, 3.2914558E+001
 4.9500079E+002, 4.9256129E+002, 4.9256129E+002, 4.9256129E+002, 4.9256129E+002, 4.5205289E+001, 4.7612760E+001, 4.4362007E+001, 3.9976565E+001, 3.6404057E+001, 3.9529632E+001, 3.6929813E+001, 4.1741159E+001, 4.0390543E+001, 4.0564911E+001, 3.5639267E+001, 3.4209828E+001, 3.4166760E+001, 3.2823337E+001, 3.6154491E+001, 3.5990809E+001, 3.4391025E+001, 3.4659944E+001, 3.4064604E+001, 3.3535917E+001, 3.2912673E+001
 5.0002209E+002, 4.9744328E+002, 4.9744328E+002, 4.9744328E+002, 4.9744328E+002, 4.5174705E+001, 4.7460433E+001, 4.4708108E+001, 3.9535302E+001, 3.6488358E+001, 3.9137742E+001, 3.6874756E+001, 4.1731469E+001, 4.0281626E+001, 4.0556713E+001, 3.5491078E+001, 3.4073134E+001, 3.4063073E+001, 3.2910890E+001, 3.6134792E+001, 3.5242186E+001, 3.4636874E+001, 3.4564473E+001, 3.4258775E+001, 3.3474944E+001, 3.2806925E+001
 5.0501007E+002, 5.0252291E+002, 5.0252291E+002, 5.0252291E+002, 5.0252291E+002, 4.5207655E+001, 4.7125656E+001, 4.4174235E+001, 3.9741702E+001, 3.5585145E+001, 3.8676261E+001, 3.6771280E+001, 4.1492855E+001, 4.0224236E+001, 4.0434880E+001, 3.5538960E+001, 3.4016645E+001, 3.3943585E+001, 3.3041682E+001, 3.6036119E+001, 3.4892880E+001, 3.4598584E+001, 3.4328654E+001, 3.4156783E+001, 3.3311823E+001, 3.2524114E+001
 5.1001590E+002, 5.0754196E+002, 5.0754196E+002, 5.0754196E+002, 5.0754196E+002, 4.5019512E+001, 4.7090414E+001, 4.3827828E+001, 3.9025293E+001, 3.5980646E+001, 3.8409897E+001, 3.6586969E+001, 4.1443255E+001, 4.0154757E+001, 4.0310560E+001, 3.5336144E+001, 3.3915615E+001, 3.3827581E+001, 3.3109765E+001, 3.5749446E+001, 3.5052133E+001, 3.4462112E+001, 3.4544064E+001, 3.3938158E+001, 3.3181440E+001, 3.2369625E+001
 5.1500500E+002, 5.1242786E+002, 5.1242786E+002, 5.1242786E+002, 5.1242786E+002, 4.5450318E+001, 4.6976819E+001, 4.4198335E+001, 3.9407162E+001, 3.6209824E+001, 3.7972880E+001, 3.6379631E+001, 4.1575996E+001, 4.0110537E+001, 4.0217194E+001, 3.4812806E+001, 3.3679808E+001, 3.3729789E+001, 3.3014640E+001, 3.5493922E+001, 3.4848044E+001, 3.4478011E+001, 3.4494033E+001, 3.3932248E+001, 3.3132555E+001, 3.2265439E+001
 5.2001044E+002, 5.1734406E+002, 5.1734406E+002, 5.1734406E+002, 5.1734406E+002, 4.5184169E+001, 4.6769996E+001, 4.4057633E+001, 3.9436247E+001, 3.6906167E+001, 3.6901928E+001, 3.6054230E+001, 4.1329151E+001, 4.0089951E+001, 4.0294371E+001, 3.4397320E+001, 3.3644103E+001, 3.3625869E+001, 3.2720814E+001, 3.5946892E+001, 3.4709471E+001, 3.4410084E+001, 3.4290079E+001, 3.3881000E+001, 3.3020009E+001, 3.2277221E+001
