Z,TEMP_LL,TEMP_MM,TEMP_RR
 m,C,C,C
 0.00000E+00, 0.20001E+02, 0.20000E+02, 0.20000E+02
 0.10000E+00, 0.20000E+02, 0.60730E+02, 0.56819E+02
 0.20000E+00, 0.20000E+02, 0.61077E+02, 0.58820E+02
 0.30000E+00, 0.47782E+02, 0.61358E+02, 0.62520E+02
 0.40000E+00, 0.48959E+02, 0.60889E+02, 0.65314E+02
 0.50000E+00, 0.51202E+02, 0.60289E+02, 0.66551E+02
 0.60000E+00, 0.52403E+02, 0.59994E+02, 0.66451E+02
 0.70000E+00, 0.52104E+02, 0.60064E+02, 0.65883E+02
 0.80000E+00, 0.50828E+02, 0.60684E+02, 0.65211E+02
 0.90000E+00, 0.57311E+02, 0.61660E+02, 0.64608E+02
 0.10000E+01, 0.67952E+02, 0.62699E+02, 0.64117E+02
 0.11000E+01, 0.73651E+02, 0.63461E+02, 0.63720E+02
 0.12000E+01, 0.77995E+02, 0.64239E+02, 0.63435E+02
 0.13000E+01, 0.81230E+02, 0.65425E+02, 0.63638E+02
 0.14000E+01, 0.83178E+02, 0.66483E+02, 0.64302E+02
 0.15000E+01, 0.84722E+02, 0.67681E+02, 0.64992E+02
 0.16000E+01, 0.86576E+02, 0.69378E+02, 0.65824E+02
 0.17000E+01, 0.88182E+02, 0.71346E+02, 0.66918E+02
 0.18000E+01, 0.89898E+02, 0.73317E+02, 0.68160E+02
 0.19000E+01, 0.91758E+02, 0.74621E+02, 0.69375E+02
 0.20000E+01, 0.93556E+02, 0.75185E+02, 0.70369E+02
 0.21000E+01, 0.97187E+02, 0.75761E+02, 0.71567E+02
 0.22000E+01, 0.99788E+02, 0.78129E+02, 0.73525E+02
 0.23000E+01, 0.74554E+02, 0.80083E+02, 0.74691E+02
 0.24000E+01, 0.77422E+02, 0.20000E+02, 0.20001E+02
