s,s,s,s,s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
 2.6000348E+002, 2.5751702E+002, 2.5751702E+002, 2.5751702E+002, 2.5751702E+002, 6.0277075E+001, 8.0573312E+001, 7.3205582E+001, 6.8335172E+001, 6.6853355E+001, 5.2345406E+001, 4.9313982E+001, 9.3062284E+001, 7.1894275E+001, 6.4847206E+001, 6.0065060E+001, 5.7602196E+001, 5.1094029E+001, 5.0250541E+001, 1.7989959E+002, 1.6052782E+002, 1.4712366E+002, 8.0641848E+001, 5.8423131E+001, 5.2553288E+001, 5.2313369E+001
 2.6500320E+002, 2.6254414E+002, 2.6254414E+002, 2.6254414E+002, 2.6254414E+002, 5.9433336E+001, 8.0296424E+001, 7.4785368E+001, 8.3137876E+001, 8.4100282E+001, 6.8557356E+001, 5.7459929E+001, 1.2185897E+002, 9.6176578E+001, 6.4657125E+001, 6.2551443E+001, 5.9300265E+001, 5.5857152E+001, 5.2356187E+001, 2.2195872E+002, 1.9875592E+002, 1.8041530E+002, 1.0013349E+002, 6.3218480E+001, 5.4391085E+001, 5.4122591E+001
 2.7000909E+002, 2.6750942E+002, 2.6750942E+002, 2.6750942E+002, 2.6750942E+002, 6.9880509E+001, 9.1954925E+001, 8.9423581E+001, 1.0573263E+002, 9.3346745E+001, 7.3993921E+001, 5.3416266E+001, 1.3067321E+002, 9.6803252E+001, 7.3792550E+001, 7.0378199E+001, 6.5865303E+001, 5.7957531E+001, 5.3147500E+001, 2.1798042E+002, 2.0922640E+002, 1.8269768E+002, 9.0996431E+001, 6.2577835E+001, 5.8498097E+001, 5.5604386E+001
 2.7500867E+002, 2.7252802E+002, 2.7252802E+002, 2.7252802E+002, 2.7252802E+002, 7.7912306E+001, 9.3727816E+001, 9.2075854E+001, 9.1698608E+001, 9.9476442E+001, 9.1815380E+001, 8.8794500E+001, 1.3071318E+002, 9.7830373E+001, 8.1661878E+001, 7.8065375E+001, 7.6176320E+001, 6.7805303E+001, 5.7885896E+001, 2.2890700E+002, 2.1876284E+002, 1.9668337E+002, 1.0030565E+002, 6.7082826E+001, 6.5868987E+001, 5.9914891E+001
 2.8000595E+002, 2.7753202E+002, 2.7753202E+002, 2.7753202E+002, 2.7753202E+002, 8.3526011E+001, 1.0304139E+002, 1.0281820E+002, 1.0712114E+002, 1.0870830E+002, 8.4336239E+001, 8.6452977E+001, 1.3954752E+002, 1.1846970E+002, 8.9858703E+001, 8.4523207E+001, 7.9875071E+001, 7.0985844E+001, 6.5342221E+001, 2.2785435E+002, 2.2755576E+002, 2.0631285E+002, 9.6516147E+001, 7.4382980E+001, 6.8049931E+001, 6.1752562E+001
 2.8500763E+002, 2.8249097E+002, 2.8249097E+002, 2.8249097E+002, 2.8249097E+002, 8.9659071E+001, 1.0599324E+002, 1.0200315E+002, 1.0878590E+002, 1.1359975E+002, 1.0833378E+002, 8.8511262E+001, 1.4435637E+002, 1.2057902E+002, 9.7195356E+001, 8.8518053E+001, 7.9464289E+001, 7.0723128E+001, 6.2052415E+001, 2.2925691E+002, 2.2075897E+002, 1.9937296E+002, 1.2699587E+002, 8.0435501E+001, 6.9014289E+001, 6.1845802E+001
 2.9000214E+002, 2.8750770E+002, 2.8750770E+002, 2.8750770E+002, 2.8750770E+002, 9.4510173E+001, 1.1009750E+002, 1.0845437E+002, 1.1986606E+002, 1.2749913E+002, 1.2131045E+002, 1.0215087E+002, 1.5794652E+002, 1.3057213E+002, 1.0295332E+002, 9.5158318E+001, 8.4495267E+001, 7.5268485E+001, 6.8827283E+001, 2.5950034E+002, 2.3537253E+002, 2.1372835E+002, 1.2480763E+002, 8.2206107E+001, 7.4351647E+001, 6.7050693E+001
 2.9500809E+002, 2.9252225E+002, 2.9252225E+002, 2.9252225E+002, 2.9252225E+002, 1.0123088E+002, 1.1246585E+002, 1.0847728E+002, 1.2532492E+002, 1.2675767E+002, 1.1218898E+002, 1.0503322E+002, 1.6269504E+002, 1.3379700E+002, 1.1494283E+002, 1.0394062E+002, 8.9155159E+001, 7.6697643E+001, 6.5821747E+001, 2.4062607E+002, 2.2575009E+002, 2.1681512E+002, 1.4315433E+002, 8.8735662E+001, 8.1276410E+001, 7.0695729E+001
 3.0000424E+002, 2.9753933E+002, 2.9753933E+002, 2.9753933E+002, 2.9753933E+002, 1.0603111E+002, 1.1912758E+002, 1.1291496E+002, 1.2401994E+002, 1.3459334E+002, 1.2867690E+002, 1.0848347E+002, 1.7846064E+002, 1.4711497E+002, 1.1757491E+002, 1.0873993E+002, 9.6162243E+001, 8.3134646E+001, 7.1030198E+001, 2.4196200E+002, 2.3097802E+002, 2.2603531E+002, 1.5345615E+002, 9.4252482E+001, 8.5917550E+001, 7.2395337E+001
 3.0500186E+002, 3.0250597E+002, 3.0250597E+002, 3.0250597E+002, 3.0250597E+002, 1.1342813E+002, 1.2551831E+002, 1.1888638E+002, 1.3626114E+002, 1.4447106E+002, 1.3176536E+002, 1.1369875E+002, 1.8563437E+002, 1.4581892E+002, 1.2636437E+002, 1.1341992E+002, 1.0264382E+002, 8.4785231E+001, 7.5803625E+001, 2.4897728E+002, 2.3901254E+002, 2.2085031E+002, 1.5637278E+002, 9.8388062E+001, 8.8916097E+001, 7.8087704E+001
 3.1000443E+002, 3.0753271E+002, 3.0753271E+002, 3.0753271E+002, 3.0753271E+002, 1.1667046E+002, 1.3017503E+002, 1.2665707E+002, 1.2729171E+002, 1.4459301E+002, 1.3390405E+002, 1.1531307E+002, 1.8306779E+002, 1.6128137E+002, 1.3026484E+002, 1.1785720E+002, 1.0079300E+002, 9.2467370E+001, 8.0366612E+001, 2.6673888E+002, 2.4561418E+002, 2.2765363E+002, 1.5633982E+002, 1.1357900E+002, 9.4687598E+001, 8.1007895E+001
 3.1500018E+002, 3.1246703E+002, 3.1246703E+002, 3.1246703E+002, 3.1246703E+002, 1.1790908E+002, 1.3457326E+002, 1.3000650E+002, 1.4342342E+002, 1.5796847E+002, 1.4515425E+002, 1.2589323E+002, 1.8786349E+002, 1.6516866E+002, 1.4044672E+002, 1.2852429E+002, 1.1220704E+002, 9.8838707E+001, 9.3000362E+001, 2.7073482E+002, 2.4947261E+002, 2.3018067E+002, 1.7174923E+002, 1.1263169E+002, 9.6977124E+001, 8.1891331E+001
 3.2000302E+002, 3.1752815E+002, 3.1752815E+002, 3.1752815E+002, 3.1752815E+002, 1.1569699E+002, 1.3950547E+002, 1.2985192E+002, 1.3591841E+002, 1.5840083E+002, 1.4381953E+002, 1.3404334E+002, 1.9193128E+002, 1.6724905E+002, 1.4231799E+002, 1.3305640E+002, 1.1469864E+002, 1.0169832E+002, 8.4161017E+001, 2.6854876E+002, 2.5764540E+002, 2.3416966E+002, 1.8067745E+002, 1.3096662E+002, 1.0522011E+002, 8.9725120E+001
 3.2500479E+002, 3.2250656E+002, 3.2250656E+002, 3.2250656E+002, 3.2250656E+002, 1.2354902E+002, 1.3691505E+002, 1.3386991E+002, 1.4050135E+002, 1.6165231E+002, 1.5663901E+002, 1.3842477E+002, 1.9876688E+002, 1.7553652E+002, 1.4741663E+002, 1.3686171E+002, 1.2244691E+002, 1.0610225E+002, 9.0179078E+001, 2.6646129E+002, 2.5853979E+002, 2.3091793E+002, 1.8995902E+002, 1.4502924E+002, 1.0725520E+002, 9.0853497E+001
 3.3000916E+002, 3.2752661E+002, 3.2752661E+002, 3.2752661E+002, 3.2752661E+002, 1.2192174E+002, 1.4228622E+002, 1.3911123E+002, 1.4412651E+002, 1.6557157E+002, 1.5559602E+002, 1.3731311E+002, 2.1300559E+002, 1.9511888E+002, 1.5062470E+002, 1.4254473E+002, 1.3146805E+002, 1.1654839E+002, 1.0019144E+002, 3.0047611E+002, 2.7938576E+002, 2.4504609E+002, 1.9431657E+002, 1.4545932E+002, 1.1600669E+002, 9.5620073E+001
 3.3500693E+002, 3.3253357E+002, 3.3253357E+002, 3.3253357E+002, 3.3253357E+002, 1.2757064E+002, 1.5205436E+002, 1.4463573E+002, 1.6323019E+002, 1.6547911E+002, 1.4495075E+002, 1.4495848E+002, 2.0018285E+002, 1.8444318E+002, 1.6152971E+002, 1.4858379E+002, 1.2803774E+002, 1.1588094E+002, 1.0986023E+002, 2.7305302E+002, 2.6664471E+002, 2.4921989E+002, 2.0034333E+002, 1.5321801E+002, 1.2194101E+002, 1.0972567E+002
 3.4000488E+002, 3.3748504E+002, 3.3748504E+002, 3.3748504E+002, 3.3748504E+002, 1.2489325E+002, 1.4985248E+002, 1.4897077E+002, 1.5761286E+002, 1.7704215E+002, 1.4186476E+002, 1.2717719E+002, 2.0727448E+002, 1.9074234E+002, 1.6537649E+002, 1.5160256E+002, 1.3716890E+002, 1.1854053E+002, 1.0541190E+002, 2.8397710E+002, 2.7985693E+002, 2.4941345E+002, 2.2287442E+002, 1.6211804E+002, 1.2391496E+002, 1.0684750E+002
 3.4500793E+002, 3.4251538E+002, 3.4251538E+002, 3.4251538E+002, 3.4251538E+002, 1.2113638E+002, 1.5437204E+002, 1.5298136E+002, 1.6358821E+002, 1.7430218E+002, 1.5988353E+002, 1.2839192E+002, 2.1976952E+002, 2.0338775E+002, 1.6991916E+002, 1.6297565E+002, 1.4962301E+002, 1.2661482E+002, 1.1434311E+002, 2.8997869E+002, 2.7602983E+002, 2.5307978E+002, 2.2535351E+002, 1.6410202E+002, 1.3702752E+002, 1.2123402E+002
 3.5000241E+002, 3.4750666E+002, 3.4750666E+002, 3.4750666E+002, 3.4750666E+002, 1.2168126E+002, 1.6240665E+002, 1.5690300E+002, 1.6104151E+002, 1.7507392E+002, 1.5141018E+002, 1.3452131E+002, 2.1856935E+002, 2.0246159E+002, 1.7558280E+002, 1.6479878E+002, 1.4981379E+002, 1.2659041E+002, 1.1962773E+002, 2.6977768E+002, 2.5009989E+002, 2.3882984E+002, 2.1966483E+002, 1.7478273E+002, 1.2851109E+002, 1.1512359E+002
 3.5500485E+002, 3.5249042E+002, 3.5249042E+002, 3.5249042E+002, 3.5249042E+002, 1.3486209E+002, 1.5905882E+002, 1.5409517E+002, 1.6204853E+002, 1.7163718E+002, 1.5913912E+002, 1.3750366E+002, 2.1250586E+002, 2.0271737E+002, 1.7606214E+002, 1.6293516E+002, 1.5192785E+002, 1.3868351E+002, 1.2136553E+002, 2.5670780E+002, 2.5332277E+002, 2.4182958E+002, 2.2769096E+002, 1.7340816E+002, 1.3963459E+002, 1.2747069E+002
 3.6000540E+002, 3.5753896E+002, 3.5753896E+002, 3.5753896E+002, 3.5753896E+002, 1.3477092E+002, 1.5547520E+002, 1.5283332E+002, 1.5395262E+002, 1.7469447E+002, 1.6829894E+002, 1.5137879E+002, 2.2318919E+002, 2.1827874E+002, 1.8989540E+002, 1.7627114E+002, 1.5705894E+002, 1.4316419E+002, 1.1897704E+002, 2.9345241E+002, 2.5905257E+002, 2.5108269E+002, 2.4068496E+002, 2.0198855E+002, 1.4998470E+002, 1.2128129E+002
 3.6500998E+002, 3.6248724E+002, 3.6248724E+002, 3.6248724E+002, 3.6248724E+002, 1.2372935E+002, 1.6244091E+002, 1.5776551E+002, 1.7294019E+002, 1.8578338E+002, 1.3951964E+002, 1.3284689E+002, 2.1903378E+002, 2.0202326E+002, 1.8758943E+002, 1.7435369E+002, 1.6174134E+002, 1.4266876E+002, 1.2893704E+002, 2.6289451E+002, 2.6236295E+002, 2.4717027E+002, 2.2849379E+002, 1.8064006E+002, 1.4532796E+002, 1.2471973E+002
 3.7000305E+002, 3.6751074E+002, 3.6751074E+002, 3.6751074E+002, 3.6751074E+002, 1.2304761E+002, 1.6064883E+002, 1.6233800E+002, 1.6492680E+002, 1.6963282E+002, 1.5451753E+002, 1.4819569E+002, 2.1820836E+002, 2.1285112E+002, 1.8682102E+002, 1.7355177E+002, 1.6596647E+002, 1.5513777E+002, 1.3670334E+002, 2.6904206E+002, 2.5032628E+002, 2.3410398E+002, 2.1805795E+002, 1.8987693E+002, 1.5590854E+002, 1.3470748E+002
 3.7500977E+002, 3.7248256E+002, 3.7248256E+002, 3.7248256E+002, 3.7248256E+002, 1.3166951E+002, 1.6276122E+002, 1.6017265E+002, 1.6430242E+002, 1.6814170E+002, 1.3849167E+002, 1.2962928E+002, 2.2028529E+002, 2.1929264E+002, 2.0045702E+002, 1.7861351E+002, 1.6708241E+002, 1.5397252E+002, 1.4052407E+002, 2.7502950E+002, 2.5834495E+002, 2.4826640E+002, 2.3988912E+002, 1.9146241E+002, 1.4913467E+002, 1.3823606E+002
 3.8000870E+002, 3.7752415E+002, 3.7752415E+002, 3.7752415E+002, 3.7752415E+002, 1.3106954E+002, 1.5977610E+002, 1.6033600E+002, 1.6340709E+002, 1.8727833E+002, 1.5370428E+002, 1.4869602E+002, 2.2171818E+002, 2.2498549E+002, 2.0301989E+002, 1.7803266E+002, 1.6608308E+002, 1.5270058E+002, 1.3365736E+002, 2.7711165E+002, 2.6217957E+002, 2.5088290E+002, 2.4058875E+002, 1.9634876E+002, 1.5529908E+002, 1.4080425E+002
 3.8501047E+002, 3.8257692E+002, 3.8257692E+002, 3.8257692E+002, 3.8257692E+002, 1.3083269E+002, 1.6257858E+002, 1.6106846E+002, 1.7139478E+002, 1.8009889E+002, 1.4173724E+002, 1.4585318E+002, 2.2810824E+002, 2.1821254E+002, 1.9177462E+002, 1.8568981E+002, 1.6787758E+002, 1.5180400E+002, 1.4163269E+002, 2.9294662E+002, 2.6597235E+002, 2.5099696E+002, 2.3621023E+002, 1.8824605E+002, 1.5844833E+002, 1.4179214E+002
 3.9001099E+002, 3.8750026E+002, 3.8750026E+002, 3.8750026E+002, 3.8750026E+002, 1.2857563E+002, 1.6467732E+002, 1.6349900E+002, 1.6327704E+002, 1.8106895E+002, 1.6152092E+002, 1.5295711E+002, 2.2395555E+002, 2.2124503E+002, 2.0831251E+002, 1.8899994E+002, 1.7348247E+002, 1.6305359E+002, 1.4250835E+002, 2.8754781E+002, 2.6406212E+002, 2.5030969E+002, 2.3980022E+002, 2.0165127E+002, 1.6271613E+002, 1.4483555E+002
 3.9500296E+002, 3.9252030E+002, 3.9252030E+002, 3.9252030E+002, 3.9252030E+002, 1.2668233E+002, 1.6482087E+002, 1.6714886E+002, 1.7755214E+002, 1.8846913E+002, 1.8247838E+002, 1.7482582E+002, 2.3651362E+002, 2.3610395E+002, 2.2500358E+002, 1.9646889E+002, 1.8592919E+002, 1.7274898E+002, 1.6007201E+002, 3.1479403E+002, 2.8520208E+002, 2.8764203E+002, 2.8073676E+002, 2.5660950E+002, 1.7177142E+002, 1.5420152E+002
 4.0000482E+002, 3.9758052E+002, 3.9758052E+002, 3.9758052E+002, 3.9758052E+002, 1.2968753E+002, 1.6748913E+002, 1.6455357E+002, 1.6888290E+002, 1.8590462E+002, 1.7389401E+002, 1.6699488E+002, 2.4509953E+002, 2.4171252E+002, 2.3431825E+002, 2.1963966E+002, 2.0021546E+002, 1.8144484E+002, 1.6272866E+002, 3.0321514E+002, 2.8898117E+002, 2.7791394E+002, 2.6725737E+002, 2.3774026E+002, 1.9422995E+002, 1.5765785E+002
 4.0501196E+002, 4.0249154E+002, 4.0249154E+002, 4.0249154E+002, 4.0249154E+002, 1.3606830E+002, 1.7593407E+002, 1.7852404E+002, 1.8572038E+002, 2.0445444E+002, 1.6200311E+002, 1.4887504E+002, 2.5098740E+002, 2.5071438E+002, 2.5083929E+002, 2.4681659E+002, 2.2492529E+002, 2.0257164E+002, 1.6820595E+002, 3.0905885E+002, 2.9980904E+002, 2.8972071E+002, 2.8074701E+002, 2.6456821E+002, 2.1557828E+002, 1.7830259E+002
 4.1001166E+002, 4.0753596E+002, 4.0753596E+002, 4.0753596E+002, 4.0753596E+002, 1.2968178E+002, 1.8593985E+002, 1.8086240E+002, 1.8616758E+002, 2.0306228E+002, 1.4811847E+002, 1.4663298E+002, 2.6641633E+002, 2.6899022E+002, 2.8570900E+002, 2.7868223E+002, 2.4968379E+002, 2.1177285E+002, 1.8574568E+002, 3.8303238E+002, 3.5983438E+002, 3.3354522E+002, 3.2551393E+002, 3.1282264E+002, 2.8821108E+002, 2.0528102E+002
 4.1500766E+002, 4.1250251E+002, 4.1250251E+002, 4.1250251E+002, 4.1250251E+002, 1.4920743E+002, 1.9266238E+002, 1.8706522E+002, 2.0092564E+002, 2.3467775E+002, 2.0710548E+002, 1.7376522E+002, 3.2549362E+002, 3.2821894E+002, 3.3373700E+002, 3.3619649E+002, 3.2542633E+002, 2.6229373E+002, 2.1616866E+002, 4.7922715E+002, 4.3291572E+002, 4.1691387E+002, 3.8448771E+002, 3.1930670E+002, 3.0493386E+002, 2.4704927E+002
 4.2000171E+002, 4.1751434E+002, 4.1751434E+002, 4.1751434E+002, 4.1751434E+002, 1.6009738E+002, 2.0912642E+002, 2.0663580E+002, 2.2005553E+002, 2.4318008E+002, 2.1573508E+002, 2.0783248E+002, 3.2801122E+002, 3.3627401E+002, 3.4697838E+002, 3.5403441E+002, 3.4207513E+002, 2.6842423E+002, 2.3454304E+002, 5.4082507E+002, 4.8070887E+002, 4.5483676E+002, 4.4977926E+002, 4.2049994E+002, 3.5137529E+002, 2.7903348E+002
 4.2501120E+002, 4.2249313E+002, 4.2249313E+002, 4.2249313E+002, 4.2249313E+002, 1.8856286E+002, 2.3041911E+002, 2.2666915E+002, 2.5898511E+002, 2.8472185E+002, 2.4358087E+002, 2.1136296E+002, 3.5666518E+002, 3.6025780E+002, 3.6330590E+002, 3.7480855E+002, 3.3062028E+002, 2.7626277E+002, 2.3257250E+002, 4.9533305E+002, 4.9077924E+002, 4.6806674E+002, 4.5250931E+002, 4.2305071E+002, 3.9282725E+002, 3.1690708E+002
 4.3001111E+002, 4.2751803E+002, 4.2751803E+002, 4.2751803E+002, 4.2751803E+002, 2.0264510E+002, 2.3786126E+002, 2.3283865E+002, 2.5476506E+002, 2.8606537E+002, 2.6571489E+002, 2.3869890E+002, 3.5418958E+002, 3.6273404E+002, 3.8163667E+002, 3.9291056E+002, 3.6585382E+002, 3.1054937E+002, 2.6247607E+002, 5.1080787E+002, 4.9433623E+002, 4.7201235E+002, 4.5332283E+002, 4.1103896E+002, 3.5714139E+002, 3.0487736E+002
 4.3500070E+002, 4.3246287E+002, 4.3246287E+002, 4.3246287E+002, 4.3246287E+002, 2.0387538E+002, 2.4577163E+002, 2.3504928E+002, 2.4025169E+002, 2.8311309E+002, 2.5286222E+002, 2.1204965E+002, 3.6024364E+002, 3.6176357E+002, 3.7904271E+002, 3.8030085E+002, 3.2953369E+002, 2.8100041E+002, 2.5265131E+002, 5.2271769E+002, 4.9686371E+002, 4.7858780E+002, 4.5952136E+002, 4.3622553E+002, 3.9127229E+002, 3.2764324E+002
 4.4001105E+002, 4.3751139E+002, 4.3751139E+002, 4.3751139E+002, 4.3751139E+002, 1.9971353E+002, 2.4276688E+002, 2.3921381E+002, 2.6128292E+002, 2.8343920E+002, 2.5026461E+002, 2.2599989E+002, 3.5417095E+002, 3.6100666E+002, 3.7863255E+002, 3.9433011E+002, 3.7736025E+002, 3.0213141E+002, 2.6757884E+002, 5.1084764E+002, 4.9407937E+002, 4.7018234E+002, 4.6429305E+002, 4.1699428E+002, 3.7079451E+002, 3.0750229E+002
 4.4501004E+002, 4.4253396E+002, 4.4253396E+002, 4.4253396E+002, 4.4253396E+002, 2.0108089E+002, 2.3909323E+002, 2.3501926E+002, 2.6188422E+002, 2.8402934E+002, 2.6253648E+002, 2.2927006E+002, 3.6149899E+002, 3.6497001E+002, 3.8949463E+002, 3.9471056E+002, 3.4631133E+002, 3.0080945E+002, 2.5342007E+002, 5.6740122E+002, 5.2634551E+002, 5.0343624E+002, 4.8652201E+002, 4.2242323E+002, 3.7652671E+002, 3.3822706E+002
 4.5000351E+002, 4.4751386E+002, 4.4751386E+002, 4.4751386E+002, 4.4751386E+002, 1.9264320E+002, 2.3907644E+002, 2.3530247E+002, 2.3381571E+002, 2.7298456E+002, 2.6263776E+002, 2.4420508E+002, 3.8205998E+002, 3.9102580E+002, 4.0025999E+002, 3.9413610E+002, 3.6142183E+002, 3.0860581E+002, 2.7503290E+002, 5.8778359E+002, 5.8353532E+002, 5.5167330E+002, 5.1187586E+002, 4.3224003E+002, 3.7148665E+002, 3.5134161E+002
 4.5500946E+002, 4.5253116E+002, 4.5253116E+002, 4.5253116E+002, 4.5253116E+002, 2.0274245E+002, 2.4550208E+002, 2.3907503E+002, 2.7605901E+002, 2.7855139E+002, 2.4604944E+002, 2.1830903E+002, 3.8840830E+002, 3.8509400E+002, 4.0084599E+002, 3.8028159E+002, 3.6681305E+002, 3.2447524E+002, 2.7496441E+002, 5.6419601E+002, 5.8184683E+002, 5.6108021E+002, 5.2937671E+002, 5.1488919E+002, 4.7909087E+002, 4.3131968E+002
 4.6000555E+002, 4.5758271E+002, 4.5758271E+002, 4.5758271E+002, 4.5758271E+002, 2.0800423E+002, 2.5780995E+002, 2.4803308E+002, 2.7457444E+002, 3.0618022E+002, 2.6784021E+002, 2.5829644E+002, 4.2343902E+002, 4.0323213E+002, 4.0037191E+002, 3.8071893E+002, 3.5540365E+002, 3.2214562E+002, 2.6731072E+002, 5.5345194E+002, 5.6800490E+002, 5.7863971E+002, 5.2855285E+002, 5.0265071E+002, 4.8518013E+002, 4.0895902E+002
 4.6500464E+002, 4.6253361E+002, 4.6253361E+002, 4.6253361E+002, 4.6253361E+002, 1.9878991E+002, 2.6496639E+002, 2.6941359E+002, 2.9051739E+002, 3.1436179E+002, 2.5454616E+002, 2.6023482E+002, 4.5086156E+002, 4.2259448E+002, 4.2134940E+002, 4.1836187E+002, 4.0589460E+002, 3.5279313E+002, 3.1337700E+002, 5.7392432E+002, 5.8323890E+002, 6.0834847E+002, 6.0429633E+002, 5.8431285E+002, 5.1631500E+002, 4.1741408E+002
 4.7000854E+002, 4.6748338E+002, 4.6748338E+002, 4.6748338E+002, 4.6748338E+002, 2.1192659E+002, 2.7220993E+002, 2.7213828E+002, 2.8555676E+002, 3.1490870E+002, 2.9392445E+002, 2.5694993E+002, 4.6002772E+002, 4.2395424E+002, 4.0049936E+002, 3.9568657E+002, 3.7585278E+002, 3.3866573E+002, 3.6711456E+002, 5.2490970E+002, 5.2908234E+002, 5.3507597E+002, 5.2375907E+002, 5.2799716E+002, 4.8983402E+002, 4.4350376E+002
 4.7500479E+002, 4.7236729E+002, 4.7236729E+002, 4.7236729E+002, 4.7236729E+002, 2.2712867E+002, 2.7420312E+002, 2.6144333E+002, 2.7815258E+002, 3.0329175E+002, 2.9515947E+002, 2.5037496E+002, 4.7748252E+002, 4.6829850E+002, 4.1084629E+002, 3.7483278E+002, 3.6094278E+002, 3.7726272E+002, 3.9278194E+002, 5.3036372E+002, 5.4437669E+002, 5.6823973E+002, 5.7577017E+002, 5.7215623E+002, 4.9675325E+002, 3.3263811E+002
 4.8000296E+002, 4.7746000E+002, 4.7746000E+002, 4.7746000E+002, 4.7746000E+002, 2.3286290E+002, 2.7313420E+002, 2.6736939E+002, 2.9726806E+002, 3.1636575E+002, 3.1853092E+002, 2.7760799E+002, 4.8031163E+002, 4.8728661E+002, 4.9149263E+002, 5.1870089E+002, 5.4972250E+002, 5.5348869E+002, 5.2780070E+002, 5.3474488E+002, 5.4201588E+002, 5.6881499E+002, 5.8767101E+002, 5.5780872E+002, 5.4233215E+002, 3.6327525E+002
 4.8500375E+002, 4.8251238E+002, 4.8251238E+002, 4.8251238E+002, 4.8251238E+002, 2.1497901E+002, 2.9659476E+002, 2.9167759E+002, 3.1655002E+002, 3.6918370E+002, 2.8058914E+002, 2.6433767E+002, 4.9700815E+002, 4.9480015E+002, 4.6858848E+002, 4.4326485E+002, 4.7598261E+002, 5.8795993E+002, 5.2057026E+002, 5.3586163E+002, 5.5241926E+002, 5.4265751E+002, 5.3045496E+002, 5.1724160E+002, 4.7845111E+002, 3.3500253E+002
 4.9000308E+002, 4.8750378E+002, 4.8750378E+002, 4.8750378E+002, 4.8750378E+002, 2.5215238E+002, 3.0578990E+002, 2.9720078E+002, 3.3191789E+002, 3.4610995E+002, 3.1901309E+002, 2.7993330E+002, 5.1168140E+002, 5.1706634E+002, 4.8510128E+002, 4.6889700E+002, 4.9584519E+002, 4.7135363E+002, 4.6905571E+002, 5.4124591E+002, 5.6229603E+002, 5.6962301E+002, 5.5919289E+002, 4.9841137E+002, 3.9812098E+002, 2.7192365E+002
 4.9501367E+002, 4.9244557E+002, 4.9244557E+002, 4.9244557E+002, 4.9244557E+002, 2.5572322E+002, 3.0272762E+002, 2.9632557E+002, 3.1995290E+002, 3.7728121E+002, 3.0708906E+002, 2.8690440E+002, 5.1920906E+002, 5.1459994E+002, 5.2827907E+002, 5.2072257E+002, 5.2129926E+002, 5.6302586E+002, 4.2823258E+002, 5.4980037E+002, 5.6348972E+002, 5.7107189E+002, 5.6196978E+002, 5.0904923E+002, 4.6388391E+002, 2.9681475E+002
 5.0001025E+002, 4.9756049E+002, 4.9756049E+002, 4.9756049E+002, 4.9756049E+002, 2.4847946E+002, 3.1514046E+002, 3.1221308E+002, 3.4698897E+002, 3.9747597E+002, 3.3121034E+002, 2.9704613E+002, 5.4143088E+002, 5.4366626E+002, 5.6265395E+002, 5.8752544E+002, 6.1682563E+002, 5.6746327E+002, 3.4186496E+002, 5.0765046E+002, 5.2355090E+002, 5.4542675E+002, 5.4241350E+002, 5.2531510E+002, 4.5042146E+002, 3.1788007E+002
 5.0501035E+002, 5.0249540E+002, 5.0249540E+002, 5.0249540E+002, 5.0249540E+002, 2.2240541E+002, 3.2120618E+002, 3.1402450E+002, 3.1655586E+002, 3.5825794E+002, 3.5701980E+002, 3.1283301E+002, 5.4804859E+002, 5.6177486E+002, 5.8000876E+002, 5.7371080E+002, 5.6659162E+002, 5.0605236E+002, 3.7385948E+002, 5.1536876E+002, 5.3116387E+002, 5.5507930E+002, 5.4109979E+002, 4.6425865E+002, 3.3978513E+002, 2.3217227E+002
 5.1000073E+002, 5.0751842E+002, 5.0751842E+002, 5.0751842E+002, 5.0751842E+002, 2.2248224E+002, 3.1346700E+002, 3.1108756E+002, 3.1497246E+002, 3.4312717E+002, 3.5470543E+002, 3.0512515E+002, 5.6377895E+002, 5.6700191E+002, 5.9274515E+002, 5.9984258E+002, 6.1780238E+002, 4.7808175E+002, 2.4102881E+002, 5.8172033E+002, 6.0150913E+002, 6.2779922E+002, 5.7581012E+002, 4.9033320E+002, 2.9582080E+002, 1.9424247E+002
 5.1501239E+002, 5.1250484E+002, 5.1250484E+002, 5.1250484E+002, 5.1250484E+002, 2.4534053E+002, 3.2007556E+002, 3.1602908E+002, 3.3889928E+002, 3.8298763E+002, 3.4758446E+002, 3.1455818E+002, 5.7478793E+002, 5.8908097E+002, 5.6481572E+002, 5.7521099E+002, 6.0711720E+002, 4.5228635E+002, 2.3506434E+002, 5.6598019E+002, 5.8374289E+002, 6.1013103E+002, 5.5226546E+002, 4.6307730E+002, 2.9760034E+002, 1.8696934E+002
 5.2001312E+002, 5.1756154E+002, 5.1756154E+002, 5.1756154E+002, 5.1756154E+002, 2.5374880E+002, 3.3788296E+002, 3.2698955E+002, 3.6824354E+002, 3.8542773E+002, 3.2175392E+002, 2.9167948E+002, 5.9867682E+002, 6.1986540E+002, 6.1638001E+002, 6.1927995E+002, 5.5990990E+002, 5.3247753E+002, 2.9261030E+002, 6.2568394E+002, 6.4790065E+002, 6.6237077E+002, 6.4238741E+002, 4.8603964E+002, 3.1809747E+002, 1.8351328E+002
