Z,TEMP_LL,TEMP_MM,TEMP_RR
 m,C,C,C
 0.00000E+00, 0.20001E+02, 0.20000E+02, 0.20000E+02
 0.10000E+00, 0.20001E+02, 0.17316E+03, 0.18613E+03
 0.20000E+00, 0.20000E+02, 0.17728E+03, 0.20172E+03
 0.30000E+00, 0.14387E+03, 0.18533E+03, 0.23328E+03
 0.40000E+00, 0.15275E+03, 0.19658E+03, 0.25922E+03
 0.50000E+00, 0.17026E+03, 0.20916E+03, 0.27783E+03
 0.60000E+00, 0.18478E+03, 0.22222E+03, 0.29332E+03
 0.70000E+00, 0.19732E+03, 0.23969E+03, 0.30465E+03
 0.80000E+00, 0.20763E+03, 0.25859E+03, 0.31514E+03
 0.90000E+00, 0.21155E+03, 0.27644E+03, 0.32464E+03
 0.10000E+01, 0.21221E+03, 0.29030E+03, 0.32940E+03
 0.11000E+01, 0.21137E+03, 0.29826E+03, 0.33158E+03
 0.12000E+01, 0.20889E+03, 0.30088E+03, 0.33368E+03
 0.13000E+01, 0.20666E+03, 0.29769E+03, 0.33778E+03
 0.14000E+01, 0.20335E+03, 0.29178E+03, 0.34252E+03
 0.15000E+01, 0.19793E+03, 0.28604E+03, 0.34647E+03
 0.16000E+01, 0.19276E+03, 0.28095E+03, 0.35138E+03
 0.17000E+01, 0.19012E+03, 0.27668E+03, 0.35502E+03
 0.18000E+01, 0.18937E+03, 0.27269E+03, 0.35614E+03
 0.19000E+01, 0.18964E+03, 0.26980E+03, 0.35728E+03
 0.20000E+01, 0.19043E+03, 0.26760E+03, 0.36059E+03
 0.21000E+01, 0.19188E+03, 0.26790E+03, 0.36889E+03
 0.22000E+01, 0.19299E+03, 0.26843E+03, 0.38104E+03
 0.23000E+01, 0.15478E+03, 0.26747E+03, 0.38731E+03
 0.24000E+01, 0.15459E+03, 0.20000E+02, 0.20052E+02
