s,kW,g/s,Pa,m3/h,m3/h,C,C,C,C,C,%,%,%,%,%,%,%,%
Time,"HRR","MLR","P_L1","DADM_L2","DEXT_L1","TG_L1","TG_L1_SE_105","TG_L1_SE_205","TG_L1_SE_380","TP_L1_WC_350","O2_MEAN","O2_L1_BAS","O2_L1_MILIEU","O2_L1_HAUT","CO2_MEAN","CO2_L1_BAS","CO2_L1_MILIEU","CO2_L1_HAUT"
 2.7700047E+003, 5.7299476E+002, 2.2082448E+001, 4.9700619E+002, 2.7220634E+003, 5.4339040E+003, 2.2338575E+002, 1.1556851E+002, 2.6313162E+002, 3.3630873E+002, 3.4782818E+002, 1.7263624E+001, 1.9161568E+001, 1.5837029E+001, 1.5854660E+001, 2.5766883E+000, 1.2721954E+000, 3.5587297E+000, 3.5466041E+000
 2.7800002E+003, 5.7058926E+002, 2.1933157E+001, 4.9016763E+002, 2.7354259E+003, 5.4271735E+003, 2.2254048E+002, 1.1636322E+002, 2.6599936E+002, 3.3382568E+002, 3.4690729E+002, 1.7299098E+001, 1.9161585E+001, 1.5951949E+001, 1.5951225E+001, 2.5522906E+000, 1.2721840E+000, 3.4796909E+000, 3.4801889E+000
 2.7900057E+003, 5.6407239E+002, 2.1689952E+001, 4.8980750E+002, 2.7361975E+003, 5.4211283E+003, 2.2145037E+002, 1.1245284E+002, 2.6043369E+002, 3.3585061E+002, 3.4576807E+002, 1.7339083E+001, 1.9161103E+001, 1.6040739E+001, 1.6006229E+001, 2.5248592E+000, 1.2725152E+000, 3.4186232E+000, 3.4423583E+000
 2.8000012E+003, 5.5138979E+002, 2.1197160E+001, 4.7788315E+002, 2.7594184E+003, 5.4009924E+003, 2.2057435E+002, 1.1363652E+002, 2.6028285E+002, 3.3938421E+002, 3.4460738E+002, 1.7377999E+001, 1.9217148E+001, 1.6030902E+001, 1.6051413E+001, 2.4980876E+000, 1.2339693E+000, 3.4253888E+000, 3.4112819E+000
 2.8100067E+003, 5.4943739E+002, 2.1107692E+001, 4.7749003E+002, 2.7602602E+003, 5.3950444E+003, 2.1970581E+002, 1.1330902E+002, 2.5509477E+002, 3.3060542E+002, 3.4342024E+002, 1.7415391E+001, 1.9239975E+001, 1.6094487E+001, 1.6051803E+001, 2.4723846E+000, 1.2182693E+000, 3.3816565E+000, 3.4110138E+000
 2.8200022E+003, 5.4311281E+002, 2.0927955E+001, 4.7266888E+002, 2.7696275E+003, 5.3831515E+003, 2.1901285E+002, 1.1201547E+002, 2.5851520E+002, 3.3349782E+002, 3.4265865E+002, 1.7445884E+001, 1.9242746E+001, 1.6104494E+001, 1.6110635E+001, 2.4513993E+000, 1.2163637E+000, 3.3747745E+000, 3.3705509E+000
 2.8300077E+003, 5.3226546E+002, 2.0433065E+001, 4.7127978E+002, 2.7723626E+003, 5.3799514E+003, 2.1772661E+002, 1.1379166E+002, 2.5740665E+002, 3.3051307E+002, 3.4183421E+002, 1.7491724E+001, 1.9274966E+001, 1.6111730E+001, 1.6147418E+001, 2.4199240E+000, 1.1942035E+000, 3.3697973E+000, 3.3452522E+000
 2.8400032E+003, 5.2671326E+002, 2.0246154E+001, 4.6789028E+002, 2.7791063E+003, 5.3756438E+003, 2.1621166E+002, 1.1346465E+002, 2.4793546E+002, 3.2983446E+002, 3.4063675E+002, 1.7536419E+001, 1.9297345E+001, 1.6267735E+001, 1.6167477E+001, 2.3891931E+000, 1.1788118E+000, 3.2625015E+000, 3.3314564E+000
 2.8500087E+003, 5.1841413E+002, 1.9960010E+001, 4.7157938E+002, 2.7719029E+003, 5.3737763E+003, 2.1509683E+002, 1.1161621E+002, 2.5302356E+002, 3.2826354E+002, 3.3929260E+002, 1.7582826E+001, 1.9339835E+001, 1.6249443E+001, 1.6253778E+001, 2.3572722E+000, 1.1495880E+000, 3.2750818E+000, 3.2721007E+000
 2.8600042E+003, 5.1059864E+002, 1.9630769E+001, 4.6214402E+002, 2.7901645E+003, 5.3590570E+003, 2.1360206E+002, 1.1221418E+002, 2.4223511E+002, 3.2368943E+002, 3.3830322E+002, 1.7640340E+001, 1.9371566E+001, 1.6329760E+001, 1.6374291E+001, 2.3177513E+000, 1.1277641E+000, 3.2198423E+000, 3.1892147E+000
 2.8700097E+003, 5.1046357E+002, 1.9630769E+001, 4.7545844E+002, 2.7646608E+003, 5.3792496E+003, 2.1252272E+002, 1.0875585E+002, 2.4391451E+002, 3.2390561E+002, 3.3728313E+002, 1.7683413E+001, 1.9384949E+001, 1.6467401E+001, 1.6362269E+001, 2.2881287E+000, 1.1185601E+000, 3.1251758E+000, 3.1974830E+000
 2.8800015E+003, 5.0149249E+002, 1.9260194E+001, 4.6949630E+002, 2.7760840E+003, 5.3594748E+003, 2.1191478E+002, 1.1040873E+002, 2.4775435E+002, 3.2196300E+002, 3.3623656E+002, 1.7723269E+001, 1.9403672E+001, 1.6456860E+001, 1.6466188E+001, 2.2607685E+000, 1.1056826E+000, 3.1324259E+000, 3.1260104E+000
 2.8900056E+003, 4.9413106E+002, 1.9015385E+001, 4.6048346E+002, 2.7934876E+003, 5.3426160E+003, 2.1062418E+002, 1.0837080E+002, 2.5360926E+002, 3.1958497E+002, 3.3494396E+002, 1.7766994E+001, 1.9423221E+001, 1.6526698E+001, 1.6512146E+001, 2.2307140E+000, 1.0922375E+000, 3.0843928E+000, 3.0944015E+000
 2.9000105E+003, 4.9440954E+002, 1.9015385E+001, 4.6879508E+002, 2.7777839E+003, 5.3531919E+003, 2.0990467E+002, 1.0863445E+002, 2.4346145E+002, 3.2120475E+002, 3.3399485E+002, 1.7804969E+001, 1.9459375E+001, 1.6599093E+001, 1.6543682E+001, 2.2045711E+000, 1.0673713E+000, 3.0346018E+000, 3.0727118E+000
 2.9100100E+003, 4.8521370E+002, 1.8655753E+001, 4.6102395E+002, 2.7926136E+003, 5.3423134E+003, 2.0889646E+002, 1.0836999E+002, 2.4146394E+002, 3.1923549E+002, 3.3314425E+002, 1.7846011E+001, 1.9472290E+001, 1.6598883E+001, 1.6605357E+001, 2.1763826E+000, 1.0584889E+000, 3.0347463E+000, 3.0302932E+000
 2.9200094E+003, 4.7410679E+002, 1.8223243E+001, 4.5250384E+002, 2.8091595E+003, 5.3217552E+003, 2.0760228E+002, 1.0664755E+002, 2.4357607E+002, 3.1369329E+002, 3.3187714E+002, 1.7892529E+001, 1.9508342E+001, 1.6638244E+001, 1.6685073E+001, 2.1444068E+000, 1.0336930E+000, 3.0076743E+000, 2.9754668E+000
 2.9300088E+003, 4.7178805E+002, 1.8153846E+001, 4.5646592E+002, 2.8014412E+003, 5.3292871E+003, 2.0625311E+002, 1.0416276E+002, 2.3242701E+002, 3.1695192E+002, 3.3080207E+002, 1.7942366E+001, 1.9521360E+001, 1.6776084E+001, 1.6761191E+001, 2.1101442E+000, 1.0247400E+000, 2.9128714E+000, 2.9231146E+000
 2.9400083E+003, 4.7003300E+002, 1.8074096E+001, 4.5805512E+002, 2.7985452E+003, 5.3247489E+003, 2.0546279E+002, 1.0766478E+002, 2.4193082E+002, 3.1220181E+002, 3.2981475E+002, 1.7980782E+001, 1.9543168E+001, 1.6810170E+001, 1.6813387E+001, 2.0837429E+000, 1.0097411E+000, 2.8894282E+000, 2.8872152E+000
 2.9500077E+003, 4.5959385E+002, 1.7661538E+001, 4.4981403E+002, 2.8142495E+003, 5.3101216E+003, 2.0420077E+002, 1.0782162E+002, 2.4221566E+002, 3.0834930E+002, 3.2873836E+002, 1.8021354E+001, 1.9560914E+001, 1.6863327E+001, 1.6882299E+001, 2.0558544E+000, 9.9753526E-001, 2.8528683E+000, 2.8398197E+000
 2.9600071E+003, 4.5900509E+002, 1.7661538E+001, 4.5385723E+002, 2.8065537E+003, 5.3096634E+003, 2.0302970E+002, 1.0653546E+002, 2.3464138E+002, 3.0805601E+002, 3.2746151E+002, 1.8064977E+001, 1.9587701E+001, 1.6869755E+001, 1.6883938E+001, 2.0258639E+000, 9.7911235E-001, 2.8484467E+000, 2.8386923E+000
 2.9700066E+003, 4.5622138E+002, 1.7554324E+001, 4.5448996E+002, 2.8050949E+003, 5.3109168E+003, 2.0247779E+002, 1.0213908E+002, 2.4212867E+002, 3.0950544E+002, 3.2646229E+002, 1.8103820E+001, 1.9607074E+001, 1.6888692E+001, 1.6918193E+001, 1.9991461E+000, 9.6578820E-001, 2.8354226E+000, 2.8151327E+000
 2.9800060E+003, 4.4963146E+002, 1.7292308E+001, 4.4876011E+002, 2.8164193E+003, 5.2994949E+003, 2.0144706E+002, 1.0621710E+002, 2.3909376E+002, 3.0573353E+002, 3.2543597E+002, 1.8145066E+001, 1.9626058E+001, 1.6924871E+001, 1.6963004E+001, 1.9707850E+000, 9.5273149E-001, 2.8105394E+000, 2.7843126E+000
 2.9900054E+003, 4.4994456E+002, 1.7291964E+001, 4.5021091E+002, 2.8137319E+003, 5.2959757E+003, 2.0061829E+002, 1.0400316E+002, 2.3925237E+002, 3.0745304E+002, 3.2456706E+002, 1.8180723E+001, 1.9640678E+001, 1.7043485E+001, 1.7056212E+001, 1.9462726E+000, 9.4267622E-001, 2.7289601E+000, 2.7202068E+000
 3.0000049E+003, 4.3939611E+002, 1.6900139E+001, 4.4326104E+002, 2.8267061E+003, 5.2831561E+003, 1.9969172E+002, 1.0309269E+002, 2.3214933E+002, 3.0260205E+002, 3.2359313E+002, 1.8210358E+001, 1.9665558E+001, 1.7136314E+001, 1.7083475E+001, 1.9258947E+000, 9.2556377E-001, 2.6651144E+000, 2.7014556E+000
 3.0100043E+003, 4.3353863E+002, 1.6676923E+001, 4.3561345E+002, 2.8413668E+003, 5.2746111E+003, 1.9844469E+002, 1.0052734E+002, 2.3418259E+002, 3.0453849E+002, 3.2277780E+002, 1.8246189E+001, 1.9705261E+001, 1.7098594E+001, 1.7094454E+001, 1.9012669E+000, 8.9825731E-001, 2.6910574E+000, 2.6939046E+000
 3.0200037E+003, 4.3224549E+002, 1.6620648E+001, 4.4684078E+002, 2.8201870E+003, 5.2840983E+003, 1.9736316E+002, 1.0150473E+002, 2.2531957E+002, 3.0288493E+002, 3.2191187E+002, 1.8283464E+001, 1.9716866E+001, 1.7220461E+001, 1.7138845E+001, 1.8756512E+000, 8.9027548E-001, 2.6072406E+000, 2.6633737E+000
 3.0300031E+003, 4.2283323E+002, 1.6267431E+001, 4.3563995E+002, 2.8414370E+003, 5.2655414E+003, 1.9626836E+002, 1.0016750E+002, 2.3281747E+002, 2.9773949E+002, 3.2078328E+002, 1.8326847E+001, 1.9716559E+001, 1.7199991E+001, 1.7193155E+001, 1.8458169E+000, 8.9048669E-001, 2.6213189E+000, 2.6260204E+000
 3.0400026E+003, 4.1763957E+002, 1.6061538E+001, 4.3662870E+002, 2.8396880E+003, 5.2606913E+003, 1.9478465E+002, 9.9234961E+001, 2.3191611E+002, 2.9214160E+002, 3.1961154E+002, 1.8377337E+001, 1.9740836E+001, 1.7242980E+001, 1.7270376E+001, 1.8111097E+000, 8.7379004E-001, 2.5917522E+000, 2.5729099E+000
 3.0500020E+003, 4.1502015E+002, 1.5964357E+001, 4.3847943E+002, 2.8362358E+003, 5.2584161E+003, 1.9414227E+002, 9.7090342E+001, 2.2552813E+002, 2.9708042E+002, 3.1862896E+002, 1.8415494E+001, 1.9773922E+001, 1.7348507E+001, 1.7359874E+001, 1.7848690E+000, 8.5103417E-001, 2.5191731E+000, 2.5113558E+000
 3.0600014E+003, 4.0762619E+002, 1.5692954E+001, 4.2916249E+002, 2.8537647E+003, 5.2472920E+003, 1.9282005E+002, 9.7998080E+001, 2.2744051E+002, 2.9480778E+002, 3.1752911E+002, 1.8456851E+001, 1.9791774E+001, 1.7428911E+001, 1.7391345E+001, 1.7564436E+000, 8.3875569E-001, 2.4638733E+000, 2.4897102E+000
 3.0700009E+003, 4.0167321E+002, 1.5447355E+001, 4.3048360E+002, 2.8513590E+003, 5.2397900E+003, 1.9170804E+002, 9.8894237E+001, 2.3028969E+002, 2.9262250E+002, 3.1661855E+002, 1.8495004E+001, 1.9802936E+001, 1.7453122E+001, 1.7422433E+001, 1.7302065E+000, 8.3107864E-001, 2.4472221E+000, 2.4683290E+000
 3.0800003E+003, 3.9881160E+002, 1.5335699E+001, 4.2901184E+002, 2.8542075E+003, 5.2360466E+003, 1.9111898E+002, 9.5668699E+001, 2.1976973E+002, 2.9289374E+002, 3.1576618E+002, 1.8524107E+001, 1.9830933E+001, 1.7563121E+001, 1.7507434E+001, 1.7102084E+000, 8.1182344E-001, 2.3715673E+000, 2.4098672E+000
 3.0900103E+003, 3.9084973E+002, 1.5024394E+001, 4.1854686E+002, 2.8738229E+003, 5.2189873E+003, 1.9006180E+002, 9.8715548E+001, 2.2614555E+002, 2.9478206E+002, 3.1486337E+002, 1.8557686E+001, 1.9849102E+001, 1.7533149E+001, 1.7503055E+001, 1.6871320E+000, 7.9932689E-001, 2.3921816E+000, 2.4128789E+000
 3.1000097E+003, 3.8550848E+002, 1.4830769E+001, 4.1812349E+002, 2.8748653E+003, 5.2129403E+003, 1.8888538E+002, 9.7872606E+001, 2.2284626E+002, 2.8384878E+002, 3.1396118E+002, 1.8593850E+001, 1.9877756E+001, 1.7548593E+001, 1.7539222E+001, 1.6622696E+000, 7.7961940E-001, 2.3815595E+000, 2.3880048E+000
 3.1100092E+003, 3.8307354E+002, 1.4733578E+001, 4.1922519E+002, 2.8726745E+003, 5.2138313E+003, 1.8795615E+002, 9.7899683E+001, 2.2355436E+002, 2.8809245E+002, 3.1289273E+002, 1.8625011E+001, 1.9883154E+001, 1.7541452E+001, 1.7589938E+001, 1.6408436E+000, 7.7590726E-001, 2.3864705E+000, 2.3531235E+000
 3.1200086E+003, 3.7667148E+002, 1.4481975E+001, 4.1407929E+002, 2.8822520E+003, 5.1974612E+003, 1.8670394E+002, 9.4777188E+001, 2.2387568E+002, 2.8613861E+002, 3.1184130E+002, 1.8661612E+001, 1.9898490E+001, 1.7597774E+001, 1.7629965E+001, 1.6156822E+000, 7.6535931E-001, 2.3477341E+000, 2.3255936E+000
 3.1300080E+003, 3.7251332E+002, 1.4338462E+001, 4.1678499E+002, 2.8772312E+003, 5.2003019E+003, 1.8553448E+002, 9.5413132E+001, 2.2153411E+002, 2.8058954E+002, 3.1090400E+002, 1.8700282E+001, 1.9934487E+001, 1.7648829E+001, 1.7720414E+001, 1.5890964E+000, 7.4060141E-001, 2.3126196E+000, 2.2633854E+000
 3.1400075E+003, 3.7279878E+002, 1.4338462E+001, 4.1857996E+002, 2.8741793E+003, 5.2013398E+003, 1.8431067E+002, 9.4682488E+001, 2.2032484E+002, 2.8217006E+002, 3.0977313E+002, 1.8736719E+001, 1.9946399E+001, 1.7724232E+001, 1.7735890E+001, 1.5640385E+000, 7.3240842E-001, 2.2607592E+000, 2.2527412E+000
 3.1500069E+003, 3.6762724E+002, 1.4138586E+001, 4.1730156E+002, 2.8764310E+003, 5.1939515E+003, 1.8348513E+002, 9.4309263E+001, 2.1270876E+002, 2.8061436E+002, 3.0883037E+002, 1.8771681E+001, 1.9977605E+001, 1.7874001E+001, 1.7769658E+001, 1.5399909E+000, 7.1094593E-001, 2.1577521E+000, 2.2295166E+000
 3.1600063E+003, 3.6280940E+002, 1.3969231E+001, 4.1464240E+002, 2.8814993E+003, 5.1887890E+003, 1.8235567E+002, 9.4130459E+001, 2.2103144E+002, 2.7664571E+002, 3.0770679E+002, 1.8805520E+001, 1.9983102E+001, 1.7813050E+001, 1.7847720E+001, 1.5167250E+000, 7.0716559E-001, 2.1996721E+000, 2.1758276E+000
 3.1700058E+003, 3.5868194E+002, 1.3786623E+001, 4.1114879E+002, 2.8880203E+003, 5.1800686E+003, 1.8139805E+002, 9.3170430E+001, 2.1985959E+002, 2.8115235E+002, 3.0676544E+002, 1.8837204E+001, 2.0004469E+001, 1.7873155E+001, 1.7876164E+001, 1.4949433E+000, 6.9246982E-001, 2.1583338E+000, 2.1562644E+000
 3.1800052E+003, 3.5127026E+002, 1.3507953E+001, 4.0711127E+002, 2.8955606E+003, 5.1670419E+003, 1.8042562E+002, 9.2964625E+001, 2.1633107E+002, 2.7730921E+002, 3.0600258E+002, 1.8867988E+001, 2.0032448E+001, 1.7893094E+001, 1.7885410E+001, 1.4737839E+000, 6.7322632E-001, 2.1446202E+000, 2.1499051E+000
 3.1900046E+003, 3.4714485E+002, 1.3353422E+001, 4.0195031E+002, 2.9051632E+003, 5.1602434E+003, 1.7931871E+002, 9.0801181E+001, 2.1540036E+002, 2.7438736E+002, 3.0492065E+002, 1.8901661E+001, 2.0053000E+001, 1.7909898E+001, 1.7933287E+001, 1.4506284E+000, 6.5909109E-001, 2.1330627E+000, 2.1169761E+000
 3.2000041E+003, 3.4111039E+002, 1.3112267E+001, 3.9864712E+002, 2.9112657E+003, 5.1486948E+003, 1.7813938E+002, 9.1312412E+001, 2.1152838E+002, 2.7598737E+002, 3.0404028E+002, 1.8937036E+001, 2.0060264E+001, 1.7942911E+001, 1.8002803E+001, 1.4263067E+000, 6.5409515E-001, 2.1103576E+000, 2.0691649E+000
 3.2100035E+003, 3.3746172E+002, 1.2984615E+001, 3.9943835E+002, 2.9099459E+003, 5.1452428E+003, 1.7681716E+002, 9.2031932E+001, 2.0707648E+002, 2.6798823E+002, 3.0307886E+002, 1.8972112E+001, 2.0084001E+001, 1.8023048E+001, 1.8060816E+001, 1.4021941E+000, 6.3776970E-001, 2.0552410E+000, 2.0292655E+000
 3.2200029E+003, 3.3602575E+002, 1.2926345E+001, 4.0510297E+002, 2.8995741E+003, 5.1518355E+003, 1.7598341E+002, 8.8435988E+001, 2.0828804E+002, 2.6933169E+002, 3.0207766E+002, 1.9003591E+001, 2.0095776E+001, 1.8018640E+001, 1.8032081E+001, 1.3805457E+000, 6.2967072E-001, 2.0582727E+000, 2.0490282E+000
 3.2300024E+003, 3.2433903E+002, 1.2480901E+001, 3.8752139E+002, 2.9318804E+003, 5.1208396E+003, 1.7492678E+002, 8.9949257E+001, 2.1458893E+002, 2.6865750E+002, 3.0118427E+002, 1.9034602E+001, 2.0118271E+001, 1.8042934E+001, 1.8089516E+001, 1.3592296E+000, 6.1419977E-001, 2.0415640E+000, 2.0095259E+000
 3.2400018E+003, 3.2176170E+002, 1.2369231E+001, 3.8720015E+002, 2.9325843E+003, 5.1165677E+003, 1.7361275E+002, 8.8710995E+001, 2.0155694E+002, 2.6683764E+002, 3.0028066E+002, 1.9069593E+001, 2.0134483E+001, 1.8166770E+001, 1.8153009E+001, 1.3351712E+000, 6.0304923E-001, 1.9563926E+000, 1.9658574E+000
 3.2500012E+003, 3.1849700E+002, 1.2250409E+001, 3.9157421E+002, 2.9245342E+003, 5.1204448E+003, 1.7246911E+002, 8.7229972E+001, 2.0571368E+002, 2.6732064E+002, 2.9934194E+002, 1.9101815E+001, 2.0152318E+001, 1.8157746E+001, 1.8169610E+001, 1.3130212E+000, 5.9078250E-001, 1.9625993E+000, 1.9544393E+000
 3.2600038E+003, 3.0862322E+002, 1.1870891E+001, 3.7842552E+002, 2.9486674E+003, 5.0952886E+003, 1.7108268E+002, 8.7227023E+001, 2.0228738E+002, 2.6599374E+002, 2.9843785E+002, 1.9136157E+001, 2.0163586E+001, 1.8169724E+001, 1.8197996E+001, 1.2894101E+000, 5.8303308E-001, 1.9543612E+000, 1.9349166E+000
 3.2700022E+003, 3.0555979E+002, 1.1753846E+001, 3.8003450E+002, 2.9457724E+003, 5.0938186E+003, 1.6986158E+002, 8.8071772E+001, 1.9981542E+002, 2.6320987E+002, 2.9751960E+002, 1.9170522E+001, 2.0184314E+001, 1.8262355E+001, 1.8305752E+001, 1.2657831E+000, 5.6877655E-001, 1.8906520E+000, 1.8608041E+000
 3.2800006E+003, 3.0202125E+002, 1.1615371E+001, 3.8273614E+002, 2.9408961E+003, 5.0929798E+003, 1.6895078E+002, 8.6600646E+001, 1.9973510E+002, 2.6114912E+002, 2.9658140E+002, 1.9196307E+001, 2.0197875E+001, 1.8337625E+001, 1.8372418E+001, 1.2480544E+000, 5.5944982E-001, 1.8388831E+000, 1.8149534E+000
 3.2900106E+003, 2.9278761E+002, 1.1261538E+001, 3.7374834E+002, 2.9573467E+003, 5.0725549E+003, 1.6743480E+002, 8.5660653E+001, 1.9764946E+002, 2.6085697E+002, 2.9549016E+002, 1.9229870E+001, 2.0215594E+001, 1.8387070E+001, 1.8315703E+001, 1.2249862E+000, 5.4726322E-001, 1.8048757E+000, 1.8539604E+000
 3.3000090E+003, 2.9266402E+002, 1.1261538E+001, 3.7651780E+002, 2.9523704E+003, 5.0754878E+003, 1.6633772E+002, 8.4513608E+001, 1.9426396E+002, 2.5725927E+002, 2.9448039E+002, 1.9258740E+001, 2.0226121E+001, 1.8443574E+001, 1.8396986E+001, 1.2051263E+000, 5.4002301E-001, 1.7660142E+000, 1.7980559E+000
 3.3100073E+003, 2.8945688E+002, 1.1135000E+001, 3.7673741E+002, 2.9520275E+003, 5.0722801E+003, 1.6550194E+002, 8.5348269E+001, 1.9346207E+002, 2.5511799E+002, 2.9355590E+002, 1.9280814E+001, 2.0236415E+001, 1.8425649E+001, 1.8435879E+001, 1.1899474E+000, 5.3294275E-001, 1.7783423E+000, 1.7713064E+000
 3.3200057E+003, 2.8640952E+002, 1.1015385E+001, 3.7570005E+002, 2.9538314E+003, 5.0658232E+003, 1.6440510E+002, 8.4639641E+001, 1.9531534E+002, 2.5287004E+002, 2.9252303E+002, 1.9309163E+001, 2.0248276E+001, 1.8435213E+001, 1.8451720E+001, 1.1704522E+000, 5.2478510E-001, 1.7717645E+000, 1.7604114E+000
 3.3300041E+003, 2.8339760E+002, 1.0903676E+001, 3.7461611E+002, 2.9559442E+003, 5.0609345E+003, 1.6355528E+002, 8.2734993E+001, 1.9213937E+002, 2.5296720E+002, 2.9162099E+002, 1.9336296E+001, 2.0273770E+001, 1.8502171E+001, 1.8485425E+001, 1.1517972E+000, 5.0725113E-001, 1.7257125E+000, 1.7372300E+000
 3.3400024E+003, 2.7840116E+002, 1.0701238E+001, 3.7181667E+002, 2.9607586E+003, 5.0532360E+003, 1.6278993E+002, 8.3876363E+001, 1.9474177E+002, 2.5295408E+002, 2.9081489E+002, 1.9359863E+001, 2.0292042E+001, 1.8565286E+001, 1.8505291E+001, 1.1355929E+000, 4.9468413E-001, 1.6823037E+000, 1.7235665E+000
 3.3500008E+003, 2.6995839E+002, 1.0388951E+001, 3.5761078E+002, 2.9868248E+003, 5.0257740E+003, 1.6158215E+002, 8.0661178E+001, 1.8928992E+002, 2.4825311E+002, 2.8982717E+002, 1.9389478E+001, 2.0297480E+001, 1.8573496E+001, 1.8531286E+001, 1.1152337E+000, 4.9094419E-001, 1.6766572E+000, 1.7056875E+000
 3.3600108E+003, 2.6710656E+002, 1.0276923E+001, 3.5725972E+002, 2.9873076E+003, 5.0220371E+003, 1.6040934E+002, 8.2502917E+001, 1.8948615E+002, 2.4805473E+002, 2.8891004E+002, 1.9419161E+001, 2.0319585E+001, 1.8590543E+001, 1.8607545E+001, 1.0948187E+000, 4.7574044E-001, 1.6649326E+000, 1.6532390E+000
 3.3700092E+003, 2.6424213E+002, 1.0158122E+001, 3.5899382E+002, 2.9842373E+003, 5.0204497E+003, 1.5939201E+002, 8.2171218E+001, 1.8485559E+002, 2.4593799E+002, 2.8804931E+002, 1.9448561E+001, 2.0329340E+001, 1.8672460E+001, 1.8652645E+001, 1.0746038E+000, 4.6903140E-001, 1.6085918E+000, 1.6222205E+000
 3.3800076E+003, 2.6001336E+002, 1.0006108E+001, 3.5410257E+002, 2.9931991E+003, 5.0102805E+003, 1.5835727E+002, 8.1965177E+001, 1.8742738E+002, 2.4415796E+002, 2.8716943E+002, 1.9478013E+001, 2.0350263E+001, 1.8668462E+001, 1.8674013E+001, 1.0543507E+000, 4.5464143E-001, 1.6113416E+000, 1.6075241E+000
 3.3900060E+003, 2.5349372E+002, 9.7511977E+000, 3.4994657E+002, 3.0008044E+003, 5.0010919E+003, 1.5712653E+002, 7.8347167E+001, 1.8215059E+002, 2.4229280E+002, 2.8628887E+002, 1.9507820E+001, 2.0365325E+001, 1.8735945E+001, 1.8738298E+001, 1.0338603E+000, 4.4428185E-001, 1.5649287E+000, 1.5633100E+000
 3.4000043E+003, 2.4745930E+002, 9.5162197E+000, 3.4466958E+002, 3.0101465E+003, 4.9881904E+003, 1.5582034E+002, 7.8622753E+001, 1.8315048E+002, 2.4199373E+002, 2.8541459E+002, 1.9535395E+001, 2.0379041E+001, 1.8718249E+001, 1.8711434E+001, 1.0149006E+000, 4.3484859E-001, 1.5770990E+000, 1.5817866E+000
 3.4100027E+003, 2.4405370E+002, 9.3863593E+000, 3.4373241E+002, 3.0118976E+003, 4.9828437E+003, 1.5443054E+002, 7.9120543E+001, 1.8130713E+002, 2.4255557E+002, 2.8454827E+002, 1.9567610E+001, 2.0397368E+001, 1.8825207E+001, 1.8751619E+001, 9.9274713E-001, 4.2224374E-001, 1.5035361E+000, 1.5541486E+000
 3.4200011E+003, 2.3651302E+002, 9.0938212E+000, 3.3668080E+002, 3.0246383E+003, 4.9692042E+003, 1.5298330E+002, 8.0733709E+001, 1.8053356E+002, 2.3787843E+002, 2.8367177E+002, 1.9597530E+001, 2.0406432E+001, 1.8894355E+001, 1.8793881E+001, 9.7217738E-001, 4.1600932E-001, 1.4559784E+000, 1.5250818E+000
 3.4300111E+003, 2.3101708E+002, 8.8921310E+000, 3.3865548E+002, 3.0212977E+003, 4.9659432E+003, 1.5171077E+002, 7.8949218E+001, 1.7675884E+002, 2.3466474E+002, 2.8277455E+002, 1.9630157E+001, 2.0408978E+001, 1.8872057E+001, 1.8845724E+001, 9.4974452E-001, 4.1425823E-001, 1.4713139E+000, 1.4894253E+000
 3.4400095E+003, 2.2814949E+002, 8.7753392E+000, 3.3686490E+002, 3.0244817E+003, 4.9580473E+003, 1.5033955E+002, 7.4480989E+001, 1.7451865E+002, 2.3491098E+002, 2.8193249E+002, 1.9661545E+001, 2.0433103E+001, 1.8881355E+001, 1.8896703E+001, 9.2816013E-001, 3.9766577E-001, 1.4649194E+000, 1.4543629E+000
 3.4500078E+003, 2.1996792E+002, 8.4528007E+000, 3.2916500E+002, 3.0381520E+003, 4.9420959E+003, 1.4895194E+002, 7.7448930E+001, 1.6923867E+002, 2.3174069E+002, 2.8101036E+002, 1.9690849E+001, 2.0449568E+001, 1.8952253E+001, 1.8959858E+001, 9.0801400E-001, 3.8634142E-001, 1.4161574E+000, 1.4109271E+000
 3.4600062E+003, 2.1548439E+002, 8.2853183E+000, 3.2863604E+002, 3.0390690E+003, 4.9340940E+003, 1.4759035E+002, 7.5612380E+001, 1.7234229E+002, 2.3002421E+002, 2.8012695E+002, 1.9718349E+001, 2.0454363E+001, 1.8995564E+001, 1.8933086E+001, 8.8910425E-001, 3.8304357E-001, 1.3863688E+000, 1.4293396E+000
 3.4700046E+003, 2.1261513E+002, 8.1844597E+000, 3.2586017E+002, 3.0442423E+003, 4.9205415E+003, 1.4627397E+002, 7.3894257E+001, 1.7038861E+002, 2.2738457E+002, 2.7917954E+002, 1.9747584E+001, 2.0467724E+001, 1.8980808E+001, 1.8979787E+001, 8.6899827E-001, 3.7385427E-001, 1.3965177E+000, 1.3972199E+000
 3.4800029E+003, 2.0684028E+002, 7.9524706E+000, 3.2412266E+002, 3.0473962E+003, 4.9159520E+003, 1.4485299E+002, 7.4351006E+001, 1.6700247E+002, 2.2329689E+002, 2.7826838E+002, 1.9777240E+001, 2.0476908E+001, 1.9169124E+001, 1.9079273E+001, 8.4860785E-001, 3.6753799E-001, 1.2669986E+000, 1.3287963E+000
