s,kW,kg/s,Pa,kg/s,kg/s,C,C,C,C,C,%,%,%,%,%,%,%,%
Time,"HRR","MLR","P_L1","Minlet","Moutlet","TG_L1","TG_L1_SE_105","TG_L1_SE_205","TG_L1_SE_390","TP_L1_WC_350","O2","O2_L1_BAS","O2_L1_MILIEU","O2_L1_HAUT","CO2","CO2_L1_BAS","CO2_L1_MILIEU","CO2_L1_HAUT"
 2.0900002E+003, 2.0210311E+002, 1.6187559E-002,-5.3927836E-001, 1.1812169E+000, 1.1469091E+000, 1.4400026E+002, 1.0485262E+002, 1.5560095E+002, 2.0129352E+002, 1.6787994E+002, 1.8806887E+001, 1.9451454E+001, 1.8512711E+001, 1.8248701E+001, 1.2162234E+000, 8.6306096E-001, 1.3777043E+000, 1.5224417E+000
 2.1000095E+003, 1.9550596E+002, 1.5601970E-002,-5.2267453E+000, 1.1837070E+000, 1.1457144E+000, 1.4247410E+002, 1.0684775E+002, 1.4941860E+002, 1.9856365E+002, 1.6696749E+002, 1.8853082E+001, 1.9489829E+001, 1.8676089E+001, 1.8378898E+001, 1.1909058E+000, 8.4202307E-001, 1.2881364E+000, 1.4510640E+000
 2.1100025E+003, 1.8648689E+002, 1.4932102E-002,-8.6254744E+000, 1.1853432E+000, 1.1453240E+000, 1.4107854E+002, 1.0981552E+002, 1.5673141E+002, 1.9021159E+002, 1.6612618E+002, 1.8897233E+001, 1.9509983E+001, 1.8625546E+001, 1.8388718E+001, 1.1667202E+000, 8.3097364E-001, 1.3158452E+000, 1.4456809E+000
 2.1200118E+003, 1.8507482E+002, 1.4790015E-002,-4.8350071E+000, 1.1835553E+000, 1.1516995E+000, 1.3957745E+002, 1.0520010E+002, 1.4743575E+002, 1.9663207E+002, 1.6527248E+002, 1.8943584E+001, 1.9556422E+001, 1.8717891E+001, 1.8460925E+001, 1.1413067E+000, 8.0551473E-001, 1.2652193E+000, 1.4060949E+000
 2.1300048E+003, 1.7986817E+002, 1.4401785E-002,-5.4430000E+000, 1.1838235E+000, 1.1521175E+000, 1.3838729E+002, 1.0464117E+002, 1.5277773E+002, 1.9068927E+002, 1.6449155E+002, 1.8982097E+001, 1.9572084E+001, 1.8709905E+001, 1.8495988E+001, 1.1202020E+000, 7.9692846E-001, 1.2695976E+000, 1.3868722E+000
 2.1400141E+003, 1.6853645E+002, 1.3460160E-002,-1.4712781E+001, 1.1884947E+000, 1.1486118E+000, 1.3701205E+002, 1.0165278E+002, 1.4763892E+002, 1.9256155E+002, 1.6354179E+002, 1.9026213E+001, 1.9653358E+001, 1.8827253E+001, 1.8553348E+001, 1.0960271E+000, 7.5237177E-001, 1.2052641E+000, 1.3554261E+000
 2.1500071E+003, 1.5968621E+002, 1.2790093E-002,-2.2397977E+001, 1.1922833E+000, 1.1476902E+000, 1.3518611E+002, 1.0255038E+002, 1.3815336E+002, 1.8308361E+002, 1.6263784E+002, 1.9079075E+001, 1.9614819E+001, 1.8911398E+001, 1.8660059E+001, 1.0670585E+000, 7.7350022E-001, 1.1591336E+000, 1.2969244E+000
 2.1600080E+003, 1.5537153E+002, 1.2401783E-002,-2.1686150E+001, 1.1920633E+000, 1.1465964E+000, 1.3324025E+002, 1.0564257E+002, 1.4120341E+002, 1.8370222E+002, 1.6162762E+002, 1.9132015E+001, 1.9633880E+001, 1.8945684E+001, 1.8695120E+001, 1.0380476E+000, 7.6305007E-001, 1.1403371E+000, 1.2777029E+000
 2.1700082E+003, 1.4347288E+002, 1.1459594E-002,-2.9456529E+001, 1.1957739E+000, 1.1461634E+000, 1.3142181E+002, 1.0329247E+002, 1.3558891E+002, 1.8118606E+002, 1.6089189E+002, 1.9183756E+001, 1.9695446E+001, 1.9053590E+001, 1.8759109E+001, 1.0096886E+000, 7.2929822E-001, 1.0811804E+000, 1.2426226E+000
 2.1800084E+003, 1.3481127E+002, 1.0795076E-002,-4.4634322E+001, 1.2032817E+000, 1.1426805E+000, 1.2900859E+002, 1.0289825E+002, 1.3144151E+002, 1.7680694E+002, 1.5984793E+002, 1.9244095E+001, 1.9694193E+001, 1.9114749E+001, 1.8835988E+001, 9.7661127E-001, 7.2998530E-001, 1.0476514E+000, 1.2004755E+000
 2.1900086E+003, 1.3250292E+002, 1.0600904E-002,-3.3023385E+001, 1.1977222E+000, 1.1509743E+000, 1.2702516E+002, 1.0224209E+002, 1.3183534E+002, 1.7342322E+002, 1.5897501E+002, 1.9297057E+001, 1.9717808E+001, 1.9190193E+001, 1.8908136E+001, 9.4758500E-001, 7.1703892E-001, 1.0062911E+000, 1.1609220E+000
 2.2000088E+003, 1.2521194E+002, 9.9938895E-003,-4.4356786E+001, 1.2032835E+000, 1.1441927E+000, 1.2496843E+002, 1.0064629E+002, 1.3047077E+002, 1.6931610E+002, 1.5802384E+002, 1.9347810E+001, 1.9761351E+001, 1.9198094E+001, 1.9005014E+001, 9.1976653E-001, 6.9316724E-001, 1.0019594E+000, 1.1078113E+000
 2.2100090E+003, 1.1745363E+002, 9.4000000E-003,-4.3298485E+001, 1.2028239E+000, 1.1458987E+000, 1.2283941E+002, 9.7686303E+001, 1.3129019E+002, 1.6496341E+002, 1.5703653E+002, 1.9404479E+001, 1.9821267E+001, 1.9221055E+001, 1.9029062E+001, 8.8870918E-001, 6.6031999E-001, 9.8937163E-001, 1.0946273E+000
 2.2200092E+003, 1.1758806E+002, 9.4000000E-003,-3.9236150E+001, 1.2009362E+000, 1.1515830E+000, 1.2098266E+002, 9.9228777E+001, 1.2662064E+002, 1.6280560E+002, 1.5612239E+002, 1.9456492E+001, 1.9866536E+001, 1.9259448E+001, 1.9124941E+001, 8.6018999E-001, 6.3550217E-001, 9.6832345E-001, 1.0420640E+000
 2.2300094E+003, 1.1590183E+002, 9.2639974E-003,-3.0651567E+001, 1.1967335E+000, 1.1578883E+000, 1.1964064E+002, 9.4792982E+001, 1.2420707E+002, 1.6193984E+002, 1.5527782E+002, 1.9502175E+001, 1.9858704E+001, 1.9376833E+001, 1.9192401E+001, 8.3515569E-001, 6.3979570E-001, 9.0397002E-001, 1.0050807E+000
 2.2400164E+003, 1.1253783E+002, 9.0000000E-003,-3.6752292E+001, 1.1997625E+000, 1.1578842E+000, 1.1815495E+002, 9.8784024E+001, 1.2065207E+002, 1.5912487E+002, 1.5442569E+002, 1.9546717E+001, 1.9907045E+001, 1.9470194E+001, 1.9208580E+001, 8.1073400E-001, 6.1329383E-001, 8.5278732E-001, 9.9621106E-001
 2.2500115E+003, 1.1237950E+002, 9.0000000E-003,-2.9742500E+001, 1.1964372E+000, 1.1625522E+000, 1.1683029E+002, 9.2443351E+001, 1.2006504E+002, 1.5956927E+002, 1.5372927E+002, 1.9585693E+001, 1.9948554E+001, 1.9498495E+001, 1.9272803E+001, 7.8936468E-001, 5.9053783E-001, 8.3727211E-001, 9.6100204E-001
 2.2600118E+003, 1.1260682E+002, 9.0000000E-003,-2.6151976E+001, 1.1946991E+000, 1.1659247E+000, 1.1595089E+002, 9.4324272E+001, 1.1766046E+002, 1.5837859E+002, 1.5294574E+002, 1.9619747E+001, 1.9939816E+001, 1.9567701E+001, 1.9294014E+001, 7.7069657E-001, 5.9532841E-001, 7.9933155E-001, 9.4937363E-001
 2.2700075E+003, 1.1176255E+002, 8.9348427E-003,-2.6761530E+001, 1.1950057E+000, 1.1687349E+000, 1.1506946E+002, 9.0187444E+001, 1.1983930E+002, 1.5677560E+002, 1.5222066E+002, 1.9650499E+001, 1.9998474E+001, 1.9519405E+001, 1.9327670E+001, 7.5384306E-001, 5.6317026E-001, 8.2580873E-001, 9.3092270E-001
 2.2800033E+003, 1.0644763E+002, 8.5074403E-003,-2.6569545E+001, 1.1948801E+000, 1.1682242E+000, 1.1401346E+002, 9.1694601E+001, 1.1873273E+002, 1.5631537E+002, 1.5141003E+002, 1.9683838E+001, 2.0039737E+001, 1.9560190E+001, 1.9362201E+001, 7.3557505E-001, 5.4054886E-001, 8.0344886E-001, 9.1199174E-001
 2.2900167E+003, 9.7389299E+001, 7.8000000E-003,-4.5045306E+001, 1.2039624E+000, 1.1602246E+000, 1.1255836E+002, 9.1229874E+001, 1.1783093E+002, 1.5340295E+002, 1.5057835E+002, 1.9720951E+001, 2.0041579E+001, 1.9675495E+001, 1.9423729E+001, 7.1523301E-001, 5.3953878E-001, 7.4023570E-001, 8.7826034E-001
 2.3000125E+003, 9.6845137E+001, 7.7346389E-003,-4.6294795E+001, 1.2046970E+000, 1.1607020E+000, 1.1088185E+002, 9.3210093E+001, 1.1177612E+002, 1.5131899E+002, 1.4981734E+002, 1.9756276E+001, 2.0073039E+001, 1.9687747E+001, 1.9466256E+001, 6.9586851E-001, 5.2229156E-001, 7.3351921E-001, 8.5494607E-001
 2.3100082E+003, 9.1194075E+001, 7.2883522E-003,-4.6085130E+001, 1.2046083E+000, 1.1634530E+000, 1.0922214E+002, 8.7024741E+001, 1.1204932E+002, 1.4845413E+002, 1.4903088E+002, 1.9792137E+001, 2.0094218E+001, 1.9717749E+001, 1.9449680E+001, 6.7621605E-001, 5.1068079E-001, 7.1707091E-001, 8.6403363E-001
 2.3200070E+003, 7.2674194E+001, 5.8040751E-003,-7.0394097E+001, 1.2162646E+000, 1.1503660E+000, 1.0708076E+002, 8.7928495E+001, 1.1195593E+002, 1.4476461E+002, 1.4811087E+002, 1.9838124E+001, 2.0095880E+001, 1.9782643E+001, 1.9534143E+001, 6.5102052E-001, 5.0977004E-001, 6.8149429E-001, 8.1772894E-001
 2.3300068E+003, 7.2197908E+001, 5.7673874E-003,-7.2803223E+001, 1.2175891E+000, 1.1505802E+000, 1.0477906E+002, 8.7474746E+001, 1.0674009E+002, 1.4276881E+002, 1.4732742E+002, 1.9886358E+001, 2.0118316E+001, 1.9852253E+001, 1.9632759E+001, 6.2457456E-001, 4.9746992E-001, 6.4333252E-001, 7.6366486E-001
 2.3400066E+003, 6.9250229E+001, 5.5351537E-003,-6.8933553E+001, 1.2158001E+000, 1.1552250E+000, 1.0291515E+002, 8.5040235E+001, 1.0454810E+002, 1.4135704E+002, 1.4656140E+002, 1.9927388E+001, 2.0172906E+001, 1.9903981E+001, 1.9699201E+001, 6.0208643E-001, 4.6754198E-001, 6.1497368E-001, 7.2723975E-001
 2.3500140E+003, 5.5151583E+001, 4.4041099E-003,-8.5179170E+001, 1.2235571E+000, 1.1491958E+000, 1.0066397E+002, 8.2715259E+001, 1.0062366E+002, 1.3646486E+002, 1.4572677E+002, 1.9974913E+001, 2.0201422E+001, 1.9904160E+001, 1.9690741E+001, 5.7604084E-001, 4.5190909E-001, 6.1487573E-001, 7.3187763E-001
 2.3600112E+003, 5.4985020E+001, 4.4000000E-003,-8.1987213E+001, 1.2221980E+000, 1.1542289E+000, 9.8393762E+001, 8.1985689E+001, 9.6582250E+001, 1.3233900E+002, 1.4484283E+002, 2.0024288E+001, 2.0197513E+001, 2.0026445E+001, 1.9768024E+001, 5.4897387E-001, 4.5405165E-001, 5.4783572E-001, 6.8950917E-001
 2.3700085E+003, 5.4973991E+001, 4.3906863E-003,-7.3301622E+001, 1.2180935E+000, 1.1603316E+000, 9.6422584E+001, 7.9958662E+001, 1.0181540E+002, 1.2899578E+002, 1.4396169E+002, 2.0067871E+001, 2.0246170E+001, 2.0026748E+001, 1.9840125E+001, 5.2507971E-001, 4.2737688E-001, 5.4766967E-001, 6.4998130E-001
 2.3800058E+003, 5.0031444E+001, 4.0019890E-003,-7.3171505E+001, 1.2180351E+000, 1.1632526E+000, 9.4718076E+001, 7.9010913E+001, 9.5772395E+001, 1.2501482E+002, 1.4312182E+002, 2.0108472E+001, 2.0272215E+001, 2.0048148E+001, 1.9902072E+001, 5.0282713E-001, 4.1309846E-001, 5.3593753E-001, 6.1602019E-001
 2.3900030E+003, 5.0069764E+001, 4.0000000E-003,-7.2155633E+001, 1.2176057E+000, 1.1623521E+000, 9.3093859E+001, 7.6707395E+001, 9.3904665E+001, 1.2415283E+002, 1.4230688E+002, 2.0147351E+001, 2.0328635E+001, 2.0119914E+001, 1.9977362E+001, 4.8151318E-001, 3.8216756E-001, 4.9659353E-001, 5.7474446E-001
 2.4000003E+003, 4.9942095E+001, 4.0000000E-003,-6.7133296E+001, 1.2153056E+000, 1.1687266E+000, 9.1708479E+001, 7.5315833E+001, 9.3764123E+001, 1.2254951E+002, 1.4155274E+002, 2.0180570E+001, 2.0340355E+001, 2.0156987E+001, 1.9957470E+001, 4.6330234E-001, 3.7574207E-001, 4.7626905E-001, 5.8565000E-001
 2.4100148E+003, 5.0009259E+001, 4.0000000E-003,-6.0728019E+001, 1.2121913E+000, 1.1735913E+000, 9.0493951E+001, 7.5171113E+001, 9.3712360E+001, 1.1894933E+002, 1.4082517E+002, 2.0210680E+001, 2.0369052E+001, 2.0168493E+001, 2.0007414E+001, 4.4679345E-001, 3.6000985E-001, 4.6996155E-001, 5.5826892E-001
 2.4200120E+003, 5.0007958E+001, 4.0000000E-003,-6.0540209E+001, 1.2121396E+000, 1.1756170E+000, 8.9517063E+001, 7.3485319E+001, 9.1942801E+001, 1.1905478E+002, 1.4008328E+002, 2.0237320E+001, 2.0406888E+001, 2.0180853E+001, 2.0061543E+001, 4.3218973E-001, 3.3926731E-001, 4.6318527E-001, 5.2859395E-001
 2.4300093E+003, 4.9946647E+001, 4.0000000E-003,-5.9645707E+001, 1.2117690E+000, 1.1791238E+000, 8.8494806E+001, 7.1876584E+001, 8.8719486E+001, 1.1689944E+002, 1.3936644E+002, 2.0260781E+001, 2.0428274E+001, 2.0226501E+001, 2.0082640E+001, 4.1932624E-001, 3.2754247E-001, 4.3815999E-001, 5.1702818E-001
 2.4400066E+003, 5.0047375E+001, 4.0000000E-003,-5.1809792E+001, 1.2080061E+000, 1.1836146E+000, 8.7719548E+001, 7.3891897E+001, 9.0305839E+001, 1.1664161E+002, 1.3864577E+002, 2.0282117E+001, 2.0422573E+001, 2.0248033E+001, 2.0099004E+001, 4.0762967E-001, 3.3066805E-001, 4.2635531E-001, 5.0805712E-001
 2.4500038E+003, 4.8578096E+001, 3.8778942E-003,-5.7559040E+001, 1.2108142E+000, 1.1822395E+000, 8.6963832E+001, 7.0444369E+001, 8.7664125E+001, 1.1472339E+002, 1.3796195E+002, 2.0301296E+001, 2.0443233E+001, 2.0277846E+001, 2.0131461E+001, 3.9711870E-001, 3.1934201E-001, 4.1001123E-001, 4.9026350E-001
 2.4600011E+003, 4.1419730E+001, 3.3055495E-003,-6.5460286E+001, 1.2146232E+000, 1.1799438E+000, 8.5851897E+001, 7.0477387E+001, 8.3830516E+001, 1.1294562E+002, 1.3730239E+002, 2.0323015E+001, 2.0469461E+001, 2.0309622E+001, 2.0161308E+001, 3.8522046E-001, 3.0496302E-001, 3.9259098E-001, 4.7390031E-001
 2.4700156E+003, 3.4971361E+001, 2.8000000E-003,-7.9060864E+001, 1.2212957E+000, 1.1735146E+000, 8.4302285E+001, 7.2168377E+001, 8.3243534E+001, 1.1248001E+002, 1.3667096E+002, 2.0350830E+001, 2.0485588E+001, 2.0345120E+001, 2.0216627E+001, 3.6997531E-001, 2.9612173E-001, 3.7312963E-001, 4.4357322E-001
 2.4800129E+003, 3.4269156E+001, 2.7387017E-003,-7.6040239E+001, 1.2199012E+000, 1.1767554E+000, 8.2884832E+001, 6.9680334E+001, 8.5209306E+001, 1.1097005E+002, 1.3598999E+002, 2.0377269E+001, 2.0510051E+001, 2.0370341E+001, 2.0182678E+001, 3.5547880E-001, 2.8271024E-001, 3.5930299E-001, 4.6218473E-001
 2.4900101E+003, 2.4993392E+001, 1.9824557E-003,-8.7911081E+001, 1.2255336E+000, 1.1693163E+000, 8.1436897E+001, 6.7648384E+001, 8.4755526E+001, 1.0898440E+002, 1.3532707E+002, 2.0404420E+001, 2.0522917E+001, 2.0392928E+001, 2.0200052E+001, 3.4060125E-001, 2.7565690E-001, 3.4692049E-001, 4.5265994E-001
 2.5000030E+003, 1.7504767E+001, 1.4000000E-003,-1.0446873E+002, 1.2335899E+000, 1.1638462E+000, 7.9471919E+001, 6.6913726E+001, 8.0228512E+001, 1.0784848E+002, 1.3471986E+002, 2.0438280E+001, 2.0551539E+001, 2.0426596E+001, 2.0259866E+001, 3.2204437E-001, 2.5996534E-001, 3.2846254E-001, 4.1986831E-001
 2.5100157E+003, 1.7506820E+001, 1.4000000E-003,-9.5474756E+001, 1.2293608E+000, 1.1691861E+000, 7.7685438E+001, 6.6612685E+001, 7.3934670E+001, 1.0692427E+002, 1.3401072E+002, 2.0470813E+001, 2.0580064E+001, 2.0454353E+001, 2.0285572E+001, 3.0421057E-001, 2.4432759E-001, 3.1324573E-001, 4.0577558E-001
 2.5200166E+003, 1.4623395E+001, 1.1648548E-003,-9.8433599E+001, 1.2308450E+000, 1.1707563E+000, 7.6005155E+001, 6.5278054E+001, 7.3713465E+001, 1.0384388E+002, 1.3334659E+002, 2.0501111E+001, 2.0595760E+001, 2.0497258E+001, 2.0325814E+001, 2.8760208E-001, 2.3572239E-001, 2.8972366E-001, 3.8371369E-001
 2.5300164E+003, 1.2490095E+001, 1.0000000E-003,-9.8036863E+001, 1.2307221E+000, 1.1717317E+000, 7.4312377E+001, 6.2450291E+001, 7.3604003E+001, 1.0210133E+002, 1.3265902E+002, 2.0532021E+001, 2.0637693E+001, 2.0531827E+001, 2.0384605E+001, 2.7065705E-001, 2.1273376E-001, 2.7077207E-001, 3.5148316E-001
 2.5400042E+003, 1.2504436E+001, 1.0000000E-003,-9.7925703E+001, 1.2307708E+000, 1.1744721E+000, 7.2816603E+001, 6.2343420E+001, 7.2682083E+001, 1.0207811E+002, 1.3199734E+002, 2.0559957E+001, 2.0626974E+001, 2.0566962E+001, 2.0446966E+001, 2.5534207E-001, 2.1861007E-001, 2.5151029E-001, 3.1729537E-001
 2.5500076E+003, 1.2491883E+001, 1.0000000E-003,-9.3226898E+001, 1.2285928E+000, 1.1774403E+000, 7.1431251E+001, 5.9884597E+001, 7.0299430E+001, 9.9083436E+001, 1.3144313E+002, 2.0585435E+001, 2.0668235E+001, 2.0580803E+001, 2.0444057E+001, 2.4137527E-001, 1.9598985E-001, 2.4392247E-001, 3.1889009E-001
 2.5600111E+003, 1.2517734E+001, 1.0000000E-003,-9.0600181E+001, 1.2274125E+000, 1.1797719E+000, 7.0241354E+001, 6.0893293E+001, 6.6889810E+001, 9.8637195E+001, 1.3082718E+002, 2.0608205E+001, 2.0665120E+001, 2.0613470E+001, 2.0499528E+001, 2.2889205E-001, 1.9769772E-001, 2.2601355E-001, 2.8847947E-001
 2.5700146E+003, 1.2505860E+001, 1.0000000E-003,-8.9498050E+001, 1.2269452E+000, 1.1825015E+000, 6.9135636E+001, 5.8401918E+001, 6.7288417E+001, 9.8454364E+001, 1.3023584E+002, 2.0628884E+001, 2.0706774E+001, 2.0636344E+001, 2.0542497E+001, 2.1755497E-001, 1.7486144E-001, 2.1347318E-001, 2.6492247E-001
 2.5800002E+003, 1.2520049E+001, 1.0000000E-003,-8.5855242E+001, 1.2252173E+000, 1.1865706E+000, 6.8161552E+001, 5.8714106E+001, 6.8851779E+001, 9.8077395E+001, 1.2958466E+002, 2.0647183E+001, 2.0719905E+001, 2.0659819E+001, 2.0545776E+001, 2.0752373E-001, 1.6766269E-001, 2.0060383E-001, 2.6312483E-001
 2.5900036E+003, 1.2490937E+001, 1.0000000E-003,-8.3176898E+001, 1.2239890E+000, 1.1898010E+000, 6.7307890E+001, 5.6591702E+001, 6.3926973E+001, 9.7987822E+001, 1.2901371E+002, 2.0663062E+001, 2.0737063E+001, 2.0669336E+001, 2.0591906E+001, 1.9881816E-001, 1.5825660E-001, 1.9538615E-001, 2.3783511E-001
 2.6000165E+003, 1.2494078E+001, 1.0000000E-003,-7.8303862E+001, 1.2217113E+000, 1.1939562E+000, 6.6575927E+001, 5.5321935E+001, 6.4474323E+001, 9.7483348E+001, 1.2845428E+002, 2.0677639E+001, 2.0750510E+001, 2.0700415E+001, 2.0600457E+001, 1.9082659E-001, 1.5088429E-001, 1.7834808E-001, 2.3314766E-001
 2.6100111E+003, 1.2496619E+001, 1.0000000E-003,-7.9318562E+001, 1.2221588E+000, 1.1944931E+000, 6.5887720E+001, 5.6139934E+001, 6.5464323E+001, 9.4515501E+001, 1.2791693E+002, 2.0690924E+001, 2.0751850E+001, 2.0695138E+001, 2.0606505E+001, 1.8354354E-001, 1.5015008E-001, 1.8124091E-001, 2.2983186E-001
 2.6200057E+003, 1.2485285E+001, 1.0000000E-003,-8.0628845E+001, 1.2228470E+000, 1.1961333E+000, 6.5153914E+001, 5.5142543E+001, 6.4405646E+001, 9.2014387E+001, 1.2730326E+002, 2.0703330E+001, 2.0773749E+001, 2.0711708E+001, 2.0571524E+001, 1.7674168E-001, 1.3814451E-001, 1.7215679E-001, 2.4900924E-001
 2.6300003E+003, 1.1413693E+001, 9.1038411E-004,-8.1203983E+001, 1.2231467E+000, 1.1959841E+000, 6.4443827E+001, 5.3740840E+001, 6.2765486E+001, 9.2553020E+001, 1.2672234E+002, 2.0714887E+001, 2.0777164E+001, 2.0740322E+001, 2.0627818E+001, 1.7040698E-001, 1.3627197E-001, 1.5646987E-001, 2.1814746E-001
 2.6400036E+003, 7.0655521E+000, 5.6020247E-004,-8.7188798E+001, 1.2260815E+000, 1.1941389E+000, 6.3564934E+001, 5.2739029E+001, 6.3101612E+001, 9.0984158E+001, 1.2620325E+002, 2.0728119E+001, 2.0780702E+001, 2.0740972E+001, 2.0680602E+001, 1.6315548E-001, 1.3433237E-001, 1.5611321E-001, 1.8920986E-001
 2.6500018E+003, 4.9997599E+000, 4.0000000E-004,-9.0096264E+001, 1.2274995E+000, 1.1936624E+000, 6.2662259E+001, 5.3037954E+001, 6.3230701E+001, 9.2451746E+001, 1.2565461E+002, 2.0743079E+001, 2.0793702E+001, 2.0751201E+001, 2.0661898E+001, 1.5495558E-001, 1.2720541E-001, 1.5050592E-001, 1.9946366E-001
 2.6600015E+003, 4.6742877E+000, 3.6917659E-004,-8.8714876E+001, 1.2268807E+000, 1.1953931E+000, 6.1755649E+001, 5.1731737E+001, 6.1572231E+001, 8.8551860E+001, 1.2511191E+002, 2.0757223E+001, 2.0801113E+001, 2.0765461E+001, 2.0674352E+001, 1.4720126E-001, 1.2314279E-001, 1.4268777E-001, 1.9263639E-001
 2.6700180E+003, 1.3621732E-003, 0.0000000E+000,-9.8968677E+001, 1.2317418E+000, 1.1903758E+000, 6.0687486E+001, 5.1571429E+001, 5.7584330E+001, 9.0599575E+001, 1.2458424E+002, 2.0772707E+001, 2.0813169E+001, 2.0776360E+001, 2.0700623E+001, 1.3871558E-001, 1.1653325E-001, 1.3671301E-001, 1.7823383E-001
 2.6800075E+003, 0.0000000E+000, 0.0000000E+000,-9.8489274E+001, 1.2316168E+000, 1.1919294E+000, 5.9558860E+001, 4.9001421E+001, 5.6415509E+001, 8.9134358E+001, 1.2402057E+002, 2.0788821E+001, 2.0824144E+001, 2.0789847E+001, 2.0741015E+001, 1.2988156E-001, 1.1051647E-001, 1.2931888E-001, 1.5608962E-001
 2.6900150E+003, 0.0000000E+000, 0.0000000E+000,-9.8587137E+001, 1.2317169E+000, 1.1930824E+000, 5.8579263E+001, 5.0549766E+001, 5.6818246E+001, 8.7694957E+001, 1.2349939E+002, 2.0803362E+001, 2.0834638E+001, 2.0796615E+001, 2.0765408E+001, 1.2190969E-001, 1.0476339E-001, 1.2560868E-001, 1.4271692E-001
 2.7000044E+003, 0.0000000E+000, 0.0000000E+000,-9.5719217E+001, 1.2304942E+000, 1.1955935E+000, 5.7596441E+001, 4.8876659E+001, 5.6347878E+001, 8.7990060E+001, 1.2297536E+002, 2.0816570E+001, 2.0841183E+001, 2.0813423E+001, 2.0773499E+001, 1.1466850E-001, 1.0117497E-001, 1.1639379E-001, 1.3828126E-001
 2.7100120E+003, 0.0000000E+000, 0.0000000E+000,-9.2507558E+001, 1.2288739E+000, 1.1994731E+000, 5.6836008E+001, 4.9272152E+001, 5.5162765E+001, 8.6303644E+001, 1.2245459E+002, 2.0828554E+001, 2.0853416E+001, 2.0824590E+001, 2.0781961E+001, 1.0809864E-001, 9.4468905E-002, 1.1027187E-001, 1.3364208E-001
 2.7200014E+003, 0.0000000E+000, 0.0000000E+000,-8.9457881E+001, 1.2275549E+000, 1.2016620E+000, 5.6149062E+001, 4.5942580E+001, 5.5127354E+001, 8.5276305E+001, 1.2190242E+002, 2.0839560E+001, 2.0862829E+001, 2.0824469E+001, 2.0797414E+001, 1.0206476E-001, 8.9308371E-002, 1.1033835E-001, 1.2517055E-001
 2.7300089E+003, 0.0000000E+000, 0.0000000E+000,-9.0828682E+001, 1.2281503E+000, 1.2014295E+000, 5.5475172E+001, 4.7509163E+001, 5.3662027E+001, 8.2705523E+001, 1.2141142E+002, 2.0849442E+001, 2.0869229E+001, 2.0841644E+001, 2.0819410E+001, 9.6647269E-002, 8.5799627E-002, 1.0092231E-001, 1.1311177E-001
 2.7400165E+003, 0.0000000E+000, 0.0000000E+000,-8.8285391E+001, 1.2270161E+000, 1.2046035E+000, 5.4870557E+001, 4.7909707E+001, 5.4235114E+001, 8.2137238E+001, 1.2095303E+002, 2.0858431E+001, 2.0877241E+001, 2.0846231E+001, 2.0832789E+001, 9.1719607E-002, 8.1407463E-002, 9.8407738E-002, 1.0577714E-001
 2.7500059E+003, 0.0000000E+000, 0.0000000E+000,-8.8923771E+001, 1.2273617E+000, 1.2049804E+000, 5.4290996E+001, 4.7381713E+001, 5.2923142E+001, 8.1072731E+001, 1.2045664E+002, 2.0866698E+001, 2.0876927E+001, 2.0864277E+001, 2.0836164E+001, 8.7187136E-002, 8.1579589E-002, 8.8514286E-002, 1.0392646E-001
 2.7600134E+003, 0.0000000E+000, 0.0000000E+000,-8.6623117E+001, 1.2262343E+000, 1.2079924E+000, 5.3717926E+001, 4.6795329E+001, 5.2927071E+001, 8.1018424E+001, 1.1993420E+002, 2.0874195E+001, 2.0890330E+001, 2.0867078E+001, 2.0845325E+001, 8.3077092E-002, 7.4231344E-002, 8.6978800E-002, 9.8904539E-002
 2.7700029E+003, 0.0000000E+000, 0.0000000E+000,-8.7986071E+001, 1.2269765E+000, 1.2071835E+000, 5.3158976E+001, 4.6914534E+001, 5.1383167E+001, 8.0227187E+001, 1.1949557E+002, 2.0881113E+001, 2.0895742E+001, 2.0877480E+001, 2.0847280E+001, 7.9284394E-002, 7.1264365E-002, 8.1276449E-002, 9.7832371E-002
 2.7800104E+003, 0.0000000E+000, 0.0000000E+000,-8.8191149E+001, 1.2270902E+000, 1.2090367E+000, 5.2631259E+001, 4.6092309E+001, 5.1170615E+001, 7.9218737E+001, 1.1898795E+002, 2.0887339E+001, 2.0900347E+001, 2.0883712E+001, 2.0852283E+001, 7.5871148E-002, 6.8739845E-002, 7.7859604E-002, 9.5089635E-002
 2.7900179E+003, 0.0000000E+000, 0.0000000E+000,-8.6239154E+001, 1.2261908E+000, 1.2106070E+000, 5.2131556E+001, 4.4988178E+001, 5.0928006E+001, 7.8190662E+001, 1.1850938E+002, 2.0893118E+001, 2.0902610E+001, 2.0891778E+001, 2.0857845E+001, 7.2702918E-002, 6.7499019E-002, 7.3437764E-002, 9.2040614E-002
 2.8000074E+003, 0.0000000E+000, 0.0000000E+000,-8.5231129E+001, 1.2257208E+000, 1.2122937E+000, 5.1772774E+001, 4.5569485E+001, 5.2069885E+001, 7.8122067E+001, 1.1802850E+002, 2.0898298E+001, 2.0908984E+001, 2.0889667E+001, 2.0866359E+001, 6.9863160E-002, 6.4004709E-002, 7.4595046E-002, 8.7373242E-002
