s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.1785113E-001, 0.0000000E+000,-1.8846944E-009,-1.6408955E-007,-5.8108837E-010, 1.2405562E-003
 2.3570226E-001, 3.7238885E-001, 1.3033610E-001, 4.7531582E-005, 6.6922009E-005, 2.4474326E-003
 3.5355338E-001, 1.3089545E+000, 4.5813408E-001, 1.6411935E-003, 7.4404210E-004, 3.5905102E-003
 4.7140452E-001, 3.4078448E+000, 1.1807104E+000, 3.4882344E-003, 2.6819320E-001, 4.6460203E-003
 5.8925563E-001, 1.1366538E+001, 3.9779926E+000, 8.3650566E-002, 2.8057660E-001, 5.5980658E-003
 7.0710677E-001, 3.1277139E+001, 1.0946796E+001, 1.1089659E+000, 4.1026762E-001, 6.4387836E-003
 8.2495791E-001, 4.8964198E+001, 1.6725022E+001, 8.2483896E-001, 4.0628552E+000, 7.1674117E-003
 9.4280905E-001, 7.0001077E+001, 2.4500056E+001,-4.8853264E+000, 5.5804803E+000, 7.7887112E-003
 1.0153494E+000, 7.1628489E+001, 2.5518523E+001,-1.4135872E+001, 5.7799942E+000, 8.1213562E-003
 1.0705968E+000, 8.2074537E+001, 2.8400443E+001,-1.6708074E+001, 1.2319822E+001, 8.3510533E-003
 1.1157463E+000, 9.3151574E+001, 3.3321489E+001,-2.1444950E+001, 1.2302944E+001, 8.5244676E-003
 1.2214434E+000, 1.0745972E+002, 3.8653761E+001,-3.5884471E+001, 1.8188132E+001, 8.7856724E-003
 1.3042034E+000, 1.3653946E+002, 5.6007365E+001,-3.3099223E+001, 2.4687067E+001, 9.0505944E-003
 1.4203526E+000, 2.0683556E+002, 7.6308722E+001,-1.8349919E+000, 3.3988350E+001, 9.3048935E-003
 1.5143694E+000, 3.1108805E+002, 1.1217265E+002, 8.7248668E+000, 4.6091279E+001, 9.5291405E-003
 1.6069888E+000, 3.8006996E+002, 1.3567645E+002,-8.1233267E+000, 6.7661020E+001, 9.6957997E-003
 1.7106642E+000, 3.5854496E+002, 1.2343822E+002,-2.2835972E+000, 9.5679029E+001, 9.8443880E-003
 1.8047867E+000, 3.6024896E+002, 1.2351032E+002,-2.7673131E+000, 1.1389378E+002, 9.9705606E-003
 1.9106747E+000, 3.8485448E+002, 1.2839435E+002, 2.0700639E+000, 1.2946827E+002, 1.0077394E-002
 2.0047975E+000, 3.9601049E+002, 1.3316512E+002,-3.1174445E+000, 1.3881978E+002, 1.0166026E-002
 2.1106853E+000, 3.9462988E+002, 1.3327080E+002,-4.2829123E+000, 1.4404620E+002, 1.0238885E-002
 2.2048080E+000, 3.8043108E+002, 1.2684964E+002,-6.6966996E+000, 1.4679902E+002, 1.0299149E-002
 2.3012836E+000, 3.5875754E+002, 1.2167724E+002,-1.0075711E+001, 1.4558105E+002, 1.0346180E-002
 2.4048185E+000, 3.3508144E+002, 1.1382327E+002,-1.1396704E+001, 1.4152023E+002, 1.0387767E-002
 2.5083535E+000, 2.9366765E+002, 1.0277335E+002,-1.1402467E+001, 1.3528209E+002, 1.0422562E-002
 2.6067116E+000, 2.4963752E+002, 8.7267078E+001,-4.8638176E+000, 1.2816316E+002, 1.0450311E-002
 2.7063639E+000, 2.0561295E+002, 6.9793720E+001,-6.2331052E+000, 1.1793908E+002, 1.0472761E-002
 2.8060162E+000, 1.7347448E+002, 5.8385656E+001,-5.1840404E+000, 1.0644627E+002, 1.0491190E-002
 2.9127867E+000, 2.0940936E+002, 7.0011431E+001,-6.8956664E-001, 9.7097697E+001, 1.0506711E-002
 3.0067446E+000, 2.4480480E+002, 8.2238806E+001,-2.6728381E+000, 9.2675879E+001, 1.0519289E-002
 3.1007025E+000, 2.6312562E+002, 8.8569568E+001,-7.2679725E-001, 9.2867510E+001, 1.0528839E-002
 3.2103200E+000, 2.7733249E+002, 9.4662992E+001, 9.6614579E-001, 9.6075090E+001, 1.0537335E-002
 3.3042779E+000, 2.9679636E+002, 1.0141753E+002, 1.4032152E+000, 1.0097905E+002, 1.0544308E-002
