s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kg,kg
Time,"O2 1","O2 2","CO 3","CO2 4","T","Smoke Concentration","Pressure","R1","R2","GAS SOOT","WALL SOOT"
 0.0000000E+000, 2.0755368E-001, 2.0755368E-001, 0.0000000E+000, 3.8640237E-004, 2.6000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0596725E+000, 2.0755368E-001, 2.0755368E-001, 0.0000000E+000, 3.8640237E-004, 2.5993601E+001, 0.0000000E+000,-7.6210957E+000, 1.1463985E-006, 1.1463985E-006, 2.9046385E-007, 1.0295470E-013
 2.0230112E+000, 2.0755368E-001, 2.0755368E-001, 0.0000000E+000, 3.8640237E-004, 2.6002618E+001, 0.0000000E+000, 3.0986966E+000, 4.6765125E-006, 4.6765125E-006, 2.6986986E-006, 3.4325845E-012
 3.0826838E+000, 2.0755368E-001, 2.0755368E-001, 5.2726720E-121, 3.8640237E-004, 2.6000762E+001, 0.0000000E+000, 8.3604223E-001, 8.1901003E-006, 8.1901003E-006, 8.8348706E-006, 3.5767036E-011
 4.0045386E+000, 2.0755368E-001, 2.0755368E-001, 5.3849124E-111, 3.8640237E-004, 2.6000442E+001, 0.0000000E+000, 3.1171144E-001, 8.5177817E-006, 8.5177817E-006, 1.5964602E-005, 1.4205943E-010
 5.0330202E+000, 2.0755368E-001, 2.0755368E-001, 5.0605281E-102, 3.8640237E-004, 2.6001294E+001, 0.0000000E+000, 1.0915714E+000, 1.0510593E-005, 1.0510593E-005, 2.4441608E-005, 2.4475408E-010
 6.0315657E+000, 2.0755368E-001, 2.0755368E-001, 5.6688169E-078, 3.8640237E-004, 2.6001859E+001, 0.0000000E+000, 1.4910832E+000, 1.2909928E-005, 1.2909928E-005, 3.5379654E-005, 3.4482311E-010
 7.0140335E+000, 2.0755368E-001, 2.0755368E-001, 8.1690432E-059, 3.8640237E-004, 2.6002629E+001, 0.0000000E+000, 2.0622349E+000, 1.5280629E-005, 1.5280629E-005, 4.8280405E-005, 4.6063172E-010
 8.0121625E+000, 2.0755368E-001, 2.0755368E-001, 1.5814032E-048, 3.8640237E-004, 2.6003494E+001, 2.3199333E-256, 2.6199353E+000, 1.7551890E-005, 1.7551890E-005, 6.3397850E-005, 1.7946267E-009
 9.0210527E+000, 2.0755368E-001, 2.0755368E-001, 5.5561265E-037, 3.8640237E-004, 2.6004518E+001, 1.9756457E-230, 3.1864050E+000, 1.9999540E-005, 1.9999540E-005, 8.0870639E-005, 8.0696908E-009
 1.0013383E+001, 2.0755368E-001, 2.0755368E-001, 1.3392946E-026, 3.8640237E-004, 2.6005927E+001, 8.5356927E-207, 3.8706651E+000, 2.2371113E-005, 2.2371113E-005, 1.0051262E-004, 1.6856102E-008
 1.1023255E+001, 2.0755368E-001, 2.0755368E-001, 4.6951904E-018, 3.8640237E-004, 2.6007873E+001, 3.6595770E-174, 4.6115475E+000, 2.4782366E-005, 2.4782366E-005, 1.2235464E-004, 2.6301689E-008
 1.2010539E+001, 2.0755368E-001, 2.0755368E-001, 2.5630863E-013, 3.8640243E-004, 2.6009524E+001, 7.1780894E-145, 5.3480683E+000, 2.7156049E-005, 2.7156049E-005, 1.4629779E-004, 3.9743548E-008
 1.3015246E+001, 2.0755367E-001, 2.0755368E-001, 2.0526706E-012, 3.8640286E-004, 2.6010730E+001, 1.9166628E-121, 6.0687141E+000, 2.9556703E-005, 2.9556703E-005, 1.7236560E-004, 6.0397296E-008
 1.4006624E+001, 2.0755367E-001, 2.0755368E-001, 4.1067353E-012, 3.8640335E-004, 2.6012210E+001, 4.1726771E-102, 6.7784574E+000, 3.1925181E-005, 3.1925181E-005, 2.0061143E-004, 8.8344002E-008
 1.5021029E+001, 2.0755367E-001, 2.0755368E-001, 7.4304991E-012, 3.8640415E-004, 2.6014088E+001, 2.3982543E-085, 7.7288121E+000, 3.4231020E-005, 3.4231020E-005, 2.3113106E-004, 1.2370073E-007
 1.6006509E+001, 2.0755367E-001, 2.0755368E-001, 1.0402435E-011, 3.8640486E-004, 2.6015941E+001, 4.4819772E-072, 8.7084392E+000, 3.6675616E-005, 3.6675616E-005, 2.6369427E-004, 1.5989238E-007
 1.7018510E+001, 2.0755367E-001, 2.0755368E-001, 1.3185295E-011, 3.8640552E-004, 2.6018040E+001, 6.4921213E-060, 9.7353764E+000, 3.9124020E-005, 3.9124020E-005, 2.9837355E-004, 2.0229971E-007
 1.8021029E+001, 2.0755367E-001, 2.0755368E-001, 2.1381674E-011, 3.8640749E-004, 2.6020595E+001, 3.3160960E-049, 1.0712543E+001, 4.1464559E-005, 4.1464559E-005, 3.3551418E-004, 2.5070254E-007
 1.9012581E+001, 2.0755366E-001, 2.0755368E-001, 3.1158226E-011, 3.8640982E-004, 2.6023474E+001, 2.9056788E-039, 1.1698236E+001, 4.3801028E-005, 4.3801028E-005, 3.7435319E-004, 3.1064098E-007
 2.0010992E+001, 2.0755366E-001, 2.0755368E-001, 4.1178005E-011, 3.8641222E-004, 2.6026204E+001, 8.3768348E-030, 1.2780657E+001, 4.6184224E-005, 4.6184224E-005, 4.1523551E-004, 3.7498699E-007
 2.1015195E+001, 2.0755366E-001, 2.0755368E-001, 4.3418847E-011, 3.8641276E-004, 2.6028833E+001, 4.2908530E-021, 1.3626495E+001, 4.8771859E-005, 4.8771859E-005, 4.5855428E-004, 4.5141031E-007
 2.2006992E+001, 2.0755364E-001, 2.0755368E-001, 7.4720591E-011, 3.8642025E-004, 2.6032241E+001, 3.0423128E-014, 1.4645443E+001, 5.0864796E-005, 5.0864796E-005, 5.0367616E-004, 5.4168878E-007
 2.3002742E+001, 2.0755363E-001, 2.0755368E-001, 1.1717555E-010, 3.8643040E-004, 2.6035148E+001, 2.3638100E-005, 1.5892629E+001, 5.3525296E-005, 5.3525296E-005, 5.5086822E-004, 6.3503899E-007
 2.4007697E+001, 2.0755358E-001, 2.0755368E-001, 2.2676941E-010, 3.8645662E-004, 2.6039789E+001, 1.2893861E+000, 1.7588865E+001, 5.5572243E-005, 5.5572243E-005, 6.0040688E-004, 7.2922669E-007
 2.5018259E+001, 2.0755350E-001, 2.0755368E-001, 4.2151718E-010, 3.8650321E-004, 2.6044896E+001, 2.7631349E+000, 1.8781463E+001, 5.8303502E-005, 5.8303502E-005, 6.5245406E-004, 8.3175207E-007
 2.6004233E+001, 2.0755329E-001, 2.0755368E-001, 9.4975430E-010, 3.8662958E-004, 2.6053294E+001, 2.9373255E+000, 2.0058131E+001, 6.0450703E-005, 6.0450703E-005, 7.0605838E-004, 9.3670814E-007
 2.7001317E+001, 2.0755204E-001, 2.0755368E-001, 3.9852407E-009, 3.8735576E-004, 2.6080873E+001, 2.9207460E+000, 2.1131310E+001, 6.2851869E-005, 6.2851869E-005, 7.6139638E-004, 1.0561837E-006
 2.8002511E+001, 2.0727425E-001, 2.0755368E-001, 6.8172801E-007, 5.4949513E-004, 2.8931983E+001, 3.4347463E+000, 2.2295934E+001, 6.5477093E-005, 6.5477093E-005, 8.1927500E-004, 1.1908957E-006
 2.9005751E+001, 2.0689091E-001, 2.0755368E-001, 1.6177906E-006, 7.7343411E-004, 3.2748364E+001, 4.6167575E+000, 2.3478139E+001, 6.7875545E-005, 6.7875545E-005, 8.7938721E-004, 1.3423653E-006
 3.0003984E+001, 2.0701073E-001, 2.0755368E-001, 1.3252777E-006, 7.0345483E-004, 3.1487751E+001, 4.2226403E+000, 2.4617976E+001, 7.0010015E-005, 7.0010015E-005, 9.4132809E-004, 1.5190726E-006
 3.1012136E+001, 2.0714917E-001, 2.0755368E-001, 9.8715990E-007, 6.2256516E-004, 3.0104906E+001, 5.2171504E+000, 2.5313376E+001, 7.2371543E-005, 7.2371543E-005, 1.0055265E-003, 1.7109531E-006
 3.2003596E+001, 2.0723441E-001, 2.0755368E-001, 7.7909594E-007, 5.7278902E-004, 2.9238948E+001, 5.5846787E+000, 2.6954068E+001, 7.4723838E-005, 7.4723838E-005, 1.0713853E-003, 1.9158962E-006
 3.3000077E+001, 2.0714640E-001, 2.0755368E-001, 9.9389459E-007, 6.2417630E-004, 3.0135454E+001, 6.5269094E+000, 2.9091953E+001, 7.7415742E-005, 7.7415742E-005, 1.1389063E-003, 2.1170624E-006
 3.4017075E+001, 2.0716946E-001, 2.0755368E-001, 9.3754167E-007, 6.1069468E-004, 2.9906140E+001, 4.7481086E+000, 3.0195975E+001, 7.9457401E-005, 7.9457401E-005, 1.2094426E-003, 2.3254824E-006
 3.5001032E+001, 2.0715129E-001, 2.0755368E-001, 9.8191959E-007, 6.2131143E-004, 3.0044927E+001, 4.7673395E+000, 3.1168486E+001, 8.1929188E-005, 8.1929188E-005, 1.2818072E-003, 2.5634571E-006
 3.6013560E+001, 2.0709040E-001, 2.0755368E-001, 1.1304932E-006, 6.5685537E-004, 3.0670967E+001, 4.8664198E+000, 3.2184003E+001, 8.4575254E-005, 8.4575254E-005, 1.3557436E-003, 2.8159099E-006
 3.7004144E+001, 2.0713972E-001, 2.0755368E-001, 1.0100433E-006, 6.2803950E-004, 3.0229505E+001, 7.0144712E+000, 3.3989808E+001, 8.6710203E-005, 8.6710203E-005, 1.4322884E-003, 3.0753235E-006
 3.8008459E+001, 2.0717965E-001, 2.0755368E-001, 9.1257802E-007, 6.0472243E-004, 2.9845574E+001, 9.0598605E+000, 3.5226265E+001, 8.9234270E-005, 8.9234270E-005, 1.5102035E-003, 3.3426483E-006
 3.9007775E+001, 2.0717739E-001, 2.0755368E-001, 9.1809581E-007, 6.0604248E-004, 2.9871732E+001, 8.9989976E+000, 3.7040444E+001, 9.1335185E-005, 9.1335185E-005, 1.5907460E-003, 3.6151248E-006
 4.0008945E+001, 2.0712281E-001, 2.0755368E-001, 1.0512048E-006, 6.3788668E-004, 3.0450940E+001, 1.0363134E+001, 3.8996560E+001, 9.3932973E-005, 9.3932973E-005, 1.6730850E-003, 3.9060816E-006
 4.1016676E+001, 2.0679953E-001, 2.0755368E-001, 1.8401106E-006, 8.2662021E-004, 3.3649535E+001, 1.0130348E+001, 4.0067088E+001, 9.6343643E-005, 9.6343643E-005, 1.7577396E-003, 4.1992766E-006
 4.2003298E+001, 2.0628990E-001, 2.0755368E-001, 3.0844616E-006, 1.1243125E-003, 3.8458513E+001, 9.7531066E+000, 4.1122145E+001, 9.8885898E-005, 9.8885898E-005, 1.8437560E-003, 4.5286100E-006
 4.3010298E+001, 2.0586814E-001, 2.0755368E-001, 4.1145657E-006, 1.3707496E-003, 4.2381385E+001, 9.6864280E+000, 4.2605727E+001, 1.0139154E-004, 1.0139154E-004, 1.9317270E-003, 4.8601965E-006
 4.4007817E+001, 2.0588422E-001, 2.0755368E-001, 4.0752135E-006, 1.3613351E-003, 4.2298090E+001, 9.8494175E+000, 4.4517825E+001, 1.0358392E-004, 1.0358392E-004, 2.0226031E-003, 5.2034028E-006
 4.5000227E+001, 2.0603847E-001, 2.0755368E-001, 3.6985492E-006, 1.2712238E-003, 4.0629366E+001, 1.0554034E+001, 4.6717929E+001, 1.0509823E-004, 1.0509823E-004, 2.1144677E-003, 5.5387929E-006
 4.6004759E+001, 2.0606543E-001, 2.0755368E-001, 3.6328158E-006, 1.2554982E-003, 4.0119883E+001, 1.1349436E+001, 4.8302410E+001, 1.0808392E-004, 1.0808392E-004, 2.2087058E-003, 5.8909910E-006
 4.7006363E+001, 2.0599220E-001, 2.0755368E-001, 3.8116379E-006, 1.2982787E-003, 4.0730043E+001, 1.0991464E+001, 4.9195831E+001, 1.1091778E-004, 1.1091778E-004, 2.3054458E-003, 6.2639281E-006
 4.8001726E+001, 2.0593717E-001, 2.0755368E-001, 3.9459938E-006, 1.3304213E-003, 4.1145301E+001, 1.1331021E+001, 5.1609484E+001, 1.1227782E-004, 1.1227782E-004, 2.4038229E-003, 6.6644819E-006
 4.9008001E+001, 2.0592226E-001, 2.0755368E-001, 3.9823628E-006, 1.3391220E-003, 4.1340721E+001, 1.0966407E+001, 5.2715949E+001, 1.1620087E-004, 1.1620087E-004, 2.5040944E-003, 7.0730882E-006
 5.0008993E+001, 2.0592333E-001, 2.0755368E-001, 3.9797447E-006, 1.3384957E-003, 4.1342904E+001, 1.1678847E+001, 5.4697399E+001, 1.1803933E-004, 1.1803933E-004, 2.6067334E-003, 7.4964047E-006
 5.1003165E+001, 2.0598255E-001, 2.0755368E-001, 3.8351216E-006, 1.3038968E-003, 4.0771288E+001, 1.2700177E+001, 5.6705252E+001, 1.2008687E-004, 1.2008687E-004, 2.7108733E-003, 7.9455288E-006
 5.2010152E+001, 2.0587213E-001, 2.0755368E-001, 4.1049488E-006, 1.3684490E-003, 4.1463776E+001, 1.0756792E+001, 5.8093662E+001, 1.2243959E-004, 1.2243959E-004, 2.8174386E-003, 8.3630630E-006
