s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kg,kg
 5.3011189E+001, 2.0579291E-001, 2.0755368E-001, 4.2984809E-006, 1.4147488E-003, 4.2005380E+001, 1.0573893E+001, 6.0599313E+001, 1.2524439E-004, 1.2524439E-004, 2.9264804E-003, 8.7939906E-006
 5.4015304E+001, 2.0570482E-001, 2.0755368E-001, 4.5134932E-006, 1.4661872E-003, 4.2788554E+001, 1.1894899E+001, 6.1541895E+001, 1.2768412E-004, 1.2768412E-004, 3.0369207E-003, 9.2627671E-006
 5.5011674E+001, 2.0572065E-001, 2.0755367E-001, 4.4747202E-006, 1.4569112E-003, 4.2678824E+001, 1.2703812E+001, 6.2585223E+001, 1.2960781E-004, 1.2960781E-004, 3.1492239E-003, 9.7532711E-006
 5.6001837E+001, 2.0564142E-001, 2.0755345E-001, 4.6681901E-006, 1.5031960E-003, 4.3332118E+001, 1.2299458E+001, 6.4075297E+001, 1.3114672E-004, 1.3114672E-004, 3.2629789E-003, 1.0259027E-005
 5.7012526E+001, 2.0554430E-001, 2.0755303E-001, 4.9056178E-006, 1.5599972E-003, 4.3865965E+001, 1.3730923E+001, 6.7087046E+001, 1.3414584E-004, 1.3414584E-004, 3.3792693E-003, 1.0797499E-005
 5.8002602E+001, 2.0547371E-001, 2.0755282E-001, 5.0782024E-006, 1.6012857E-003, 4.4169090E+001, 1.3670186E+001, 6.8170077E+001, 1.3727059E-004, 1.3727059E-004, 3.4969475E-003, 1.1341405E-005
 5.9007020E+001, 2.0533188E-001, 2.0755206E-001, 5.4245126E-006, 1.6841352E-003, 4.5446069E+001, 1.2847017E+001, 6.9473682E+001, 1.3886920E-004, 1.3886920E-004, 3.6168716E-003, 1.1919684E-005
 6.0007648E+001, 2.0523772E-001, 2.0755088E-001, 5.6544651E-006, 1.7391479E-003, 4.6183378E+001, 1.4376949E+001, 7.0229302E+001, 1.4049997E-004, 1.4049997E-004, 3.7385113E-003, 1.2524350E-005
 6.1002205E+001, 2.0506684E-001, 2.0755059E-001, 6.0718943E-006, 1.8390117E-003, 4.7444367E+001, 1.4777136E+001, 7.1567175E+001, 1.4504930E-004, 1.4504930E-004, 3.8618181E-003, 1.3130858E-005
 6.2012897E+001, 2.0497416E-001, 2.0755098E-001, 6.2983747E-006, 1.8931939E-003, 4.8159510E+001, 1.6618974E+001, 7.3653640E+001, 1.4654883E-004, 1.4654883E-004, 3.9883141E-003, 1.3766380E-005
 6.3005220E+001, 2.0497596E-001, 2.0755139E-001, 6.2940691E-006, 1.8921639E-003, 4.7961784E+001, 1.5732107E+001, 7.4656153E+001, 1.4916748E-004, 1.4916748E-004, 4.1163615E-003, 1.4414137E-005
 6.4013406E+001, 2.0482444E-001, 2.0755169E-001, 6.6638721E-006, 1.9806336E-003, 4.9231573E+001, 1.5825872E+001, 7.4568579E+001, 1.5101940E-004, 1.5101940E-004, 4.2456563E-003, 1.5089234E-005
 6.5007391E+001, 2.0465574E-001, 2.0755200E-001, 7.0755296E-006, 2.0791163E-003, 5.0789126E+001, 1.6131161E+001, 7.5356706E+001, 1.5315965E-004, 1.5315965E-004, 4.3771959E-003, 1.5819176E-005
 6.6000976E+001, 2.0441247E-001, 2.0755222E-001, 7.6693213E-006, 2.2211719E-003, 5.2756851E+001, 1.6026936E+001, 7.6813700E+001, 1.5524034E-004, 1.5524034E-004, 4.5098975E-003, 1.6591593E-005
 6.7005499E+001, 2.0422934E-001, 2.0755235E-001, 8.1166763E-006, 2.3281950E-003, 5.3553281E+001, 1.6856571E+001, 7.8720797E+001, 1.5897795E-004, 1.5897795E-004, 4.6449727E-003, 1.7434765E-005
 6.8006766E+001, 2.0433524E-001, 2.0755247E-001, 7.8582052E-006, 2.2663597E-003, 5.2532441E+001, 1.6218884E+001, 8.1104013E+001, 1.6148453E-004, 1.6148453E-004, 4.7823617E-003, 1.8285824E-005
 6.9004890E+001, 2.0444220E-001, 2.0755255E-001, 7.5970466E-006, 2.2038815E-003, 5.1712776E+001, 1.9243578E+001, 8.1832334E+001, 1.6290479E-004, 1.6290479E-004, 4.9208182E-003, 1.9169203E-005
 7.0004965E+001, 2.0444219E-001, 2.0755259E-001, 7.5969911E-006, 2.2038681E-003, 5.1714843E+001, 1.9851515E+001, 8.2803785E+001, 1.6452383E-004, 1.6452383E-004, 5.0608720E-003, 2.0089432E-005
 7.1005815E+001, 2.0439217E-001, 2.0755261E-001, 7.7190114E-006, 2.2330595E-003, 5.2146296E+001, 1.9644073E+001, 8.5221408E+001, 1.6746924E-004, 1.6746924E-004, 5.2025263E-003, 2.1002541E-005
 7.2000380E+001, 2.0434790E-001, 2.0755264E-001, 7.8269779E-006, 2.2588888E-003, 5.2618519E+001, 2.0454786E+001, 8.7070624E+001, 1.7189404E-004, 1.7189404E-004, 5.3471651E-003, 2.1977260E-005
 7.3000934E+001, 2.0434531E-001, 2.0755272E-001, 7.8332661E-006, 2.2603932E-003, 5.2710169E+001, 2.1065782E+001, 8.9267788E+001, 1.7136181E-004, 1.7136181E-004, 5.4937187E-003, 2.3030171E-005
 7.4002386E+001, 2.0434687E-001, 2.0755284E-001, 7.8294630E-006, 2.2594833E-003, 5.2728704E+001, 2.1183608E+001, 9.0845703E+001, 1.7337531E-004, 1.7337531E-004, 5.6410084E-003, 2.4076100E-005
 7.5002396E+001, 2.0433200E-001, 2.0755296E-001, 7.8657463E-006, 2.2681635E-003, 5.2836690E+001, 2.1211663E+001, 8.9902128E+001, 1.7624038E-004, 1.7624038E-004, 5.7896655E-003, 2.5139393E-005
 7.6001396E+001, 2.0429306E-001, 2.0755306E-001, 7.9607346E-006, 2.2908880E-003, 5.3100703E+001, 2.1233475E+001, 9.5272580E+001, 1.8234120E-004, 1.8234120E-004, 5.9421249E-003, 2.6193152E-005
 7.7012299E+001, 2.0423582E-001, 2.0755306E-001, 8.1003728E-006, 2.3242942E-003, 5.3577069E+001, 2.1486853E+001, 9.7974782E+001, 1.8082165E-004, 1.8082165E-004, 6.0961441E-003, 2.7229624E-005
 7.8004407E+001, 2.0404351E-001, 2.0755288E-001, 8.5698619E-006, 2.4366124E-003, 5.5134356E+001, 2.4678175E+001, 1.0203126E+002, 1.8658869E-004, 1.8658869E-004, 6.2519077E-003, 2.8257769E-005
 7.9002750E+001, 2.0383243E-001, 2.0755069E-001, 9.0852202E-006, 2.5599041E-003, 5.6637606E+001, 2.3778493E+001, 1.0447491E+002, 1.8521358E-004, 1.8521358E-004, 6.4083085E-003, 2.9345465E-005
 8.0001974E+001, 2.0370658E-001, 2.0754264E-001, 9.3924586E-006, 2.6334062E-003, 5.7459986E+001, 2.3276832E+001, 1.0495178E+002, 1.9020138E-004, 1.9020138E-004, 6.5660163E-003, 3.0479669E-005
 8.1005278E+001, 2.0355051E-001, 2.0753350E-001, 9.7735527E-006, 2.7245773E-003, 5.8497579E+001, 2.3592136E+001, 1.0699197E+002, 1.9079855E-004, 1.9079855E-004, 6.7265926E-003, 3.1617405E-005
 8.2003652E+001, 2.0343012E-001, 2.0752664E-001, 1.0067489E-005, 2.7948972E-003, 5.9360972E+001, 2.2838532E+001, 1.0854772E+002, 1.9245731E-004, 1.9245731E-004, 6.8881568E-003, 3.2749853E-005
 8.3002292E+001, 2.0360156E-001, 2.0752342E-001, 9.6487963E-006, 2.6947311E-003, 5.7931061E+001, 2.3391525E+001, 1.1293027E+002, 1.9764444E-004, 1.9764444E-004, 7.0529182E-003, 3.3856635E-005
 8.4008534E+001, 2.0368063E-001, 2.0752434E-001, 9.4559288E-006, 2.6485906E-003, 5.7043013E+001, 2.4547978E+001, 1.1175913E+002, 2.0119846E-004, 2.0119846E-004, 7.2190397E-003, 3.5041617E-005
 8.5001965E+001, 2.0355683E-001, 2.0753634E-001, 9.7582622E-006, 2.7209194E-003, 5.7833565E+001, 2.4469038E+001, 1.1001919E+002, 2.0136943E-004, 2.0136943E-004, 7.3869474E-003, 3.6358068E-005
 8.6004142E+001, 2.0342752E-001, 2.0754801E-001, 1.0074049E-005, 2.7964667E-003, 5.8639964E+001, 2.7277084E+001, 1.1046254E+002, 2.0193232E-004, 2.0193232E-004, 7.5556466E-003, 3.7671845E-005
 8.7004173E+001, 2.0325091E-001, 2.0755100E-001, 1.0505437E-005, 2.8996699E-003, 5.9703278E+001, 2.8282355E+001, 1.1467486E+002, 2.0601490E-004, 2.0601490E-004, 7.7288734E-003, 3.9017686E-005
 8.8000047E+001, 2.0328264E-001, 2.0755048E-001, 1.0428456E-005, 2.8812537E-003, 5.8989528E+001, 2.6802720E+001, 1.1522846E+002, 2.0796242E-004, 2.0796242E-004, 7.9008162E-003, 4.0431283E-005
 8.9007587E+001, 2.0331250E-001, 2.0754796E-001, 1.0355661E-005, 2.8638386E-003, 5.8724066E+001, 2.6292103E+001, 1.1851697E+002, 2.0866041E-004, 2.0866041E-004, 8.0758463E-003, 4.1917605E-005
 9.0011162E+001, 2.0324341E-001, 2.0753566E-001, 1.0524273E-005, 2.9041766E-003, 5.9234724E+001, 2.6269579E+001, 1.2083197E+002, 2.1440164E-004, 2.1440164E-004, 8.2532084E-003, 4.3444246E-005
 9.1009830E+001, 2.0308923E-001, 2.0751344E-001, 1.0900514E-005, 2.9941864E-003, 6.0504149E+001, 2.6104575E+001, 1.2171819E+002, 2.1666433E-004, 2.1666433E-004, 8.4318350E-003, 4.5042782E-005
 9.2006148E+001, 2.0280514E-001, 2.0749570E-001, 1.1594082E-005, 3.1601120E-003, 6.2740335E+001, 2.8909489E+001, 1.2366545E+002, 2.1597831E-004, 2.1597831E-004, 8.6105890E-003, 4.6594747E-005
 9.3005889E+001, 2.0255731E-001, 2.0749907E-001, 1.2199342E-005, 3.3049116E-003, 6.4369044E+001, 2.9244529E+001, 1.2720440E+002, 2.2273181E-004, 2.2273181E-004, 8.7927019E-003, 4.8166160E-005
 9.4004728E+001, 2.0214953E-001, 2.0751688E-001, 1.3195116E-005, 3.5431356E-003, 6.7180581E+001, 2.9596160E+001, 1.3163262E+002, 2.2283373E-004, 2.2283373E-004, 8.9766230E-003, 4.9832817E-005
 9.5000758E+001, 2.0204579E-001, 2.0751547E-001, 1.3448787E-005, 3.6038227E-003, 6.7492869E+001, 2.8533208E+001, 1.3441887E+002, 2.2383769E-004, 2.2383769E-004, 9.1605201E-003, 5.1517967E-005
 9.6007351E+001, 2.0223230E-001, 2.0750592E-001, 1.2993754E-005, 3.4949632E-003, 6.5518289E+001, 2.9664253E+001, 1.3276000E+002, 2.2440459E-004, 2.2440459E-004, 9.3472244E-003, 5.3308525E-005
 9.7005905E+001, 2.0200437E-001, 2.0750652E-001, 1.3549640E-005, 3.6279502E-003, 6.8181353E+001, 2.9978634E+001, 1.3208014E+002, 2.2808406E-004, 2.2808406E-004, 9.5347760E-003, 5.5185627E-005
 9.8008820E+001, 2.0203297E-001, 2.0751486E-001, 1.3479866E-005, 3.6112577E-003, 6.7926751E+001, 2.9648812E+001, 1.3402159E+002, 2.3296346E-004, 2.3296346E-004, 9.7239683E-003, 5.7102159E-005
 9.9001027E+001, 2.0216581E-001, 2.0753179E-001, 1.3156239E-005, 3.5338354E-003, 6.5926046E+001, 3.1232534E+001, 1.3607549E+002, 2.3568929E-004, 2.3568929E-004, 9.9146242E-003, 5.8958595E-005
 1.0001147E+002, 2.0212336E-001, 2.0754193E-001, 1.3259919E-005, 3.5586393E-003, 6.6054276E+001, 3.5576144E+001, 1.3923095E+002, 2.3672669E-004, 2.3672669E-004, 1.0108310E-002, 6.0837688E-005
 1.0100924E+002, 2.0181634E-001, 2.0754442E-001, 1.4008885E-005, 3.7378177E-003, 6.9334552E+001, 3.6018308E+001, 1.4369621E+002, 2.4015669E-004, 2.4015669E-004, 1.0304871E-002, 6.2810151E-005
 1.0200234E+002, 2.0170266E-001, 2.0754471E-001, 1.4286609E-005, 3.8042592E-003, 6.9929756E+001, 3.6187641E+001, 1.4501396E+002, 2.3960635E-004, 2.3960635E-004, 1.0498591E-002, 6.4785324E-005
 1.0300526E+002, 2.0161491E-001, 2.0754498E-001, 1.4501284E-005, 3.8556172E-003, 6.9796313E+001, 3.6001423E+001, 1.4816114E+002, 2.4580867E-004, 2.4580867E-004, 1.0697374E-002, 6.6813433E-005
 1.0400864E+002, 2.0151834E-001, 2.0754375E-001, 1.4737287E-005, 3.9120774E-003, 6.9924207E+001, 3.3998354E+001, 1.4899093E+002, 2.4684617E-004, 2.4684617E-004, 1.0898206E-002, 6.8966000E-005
 1.0500876E+002, 2.0129473E-001, 2.0753488E-001, 1.5283064E-005, 4.0426464E-003, 7.1589135E+001, 3.4320069E+001, 1.5126036E+002, 2.5028684E-004, 2.5028684E-004, 1.1100766E-002, 7.1245942E-005
 1.0601083E+002, 2.0084900E-001, 2.0751354E-001, 1.6370851E-005, 4.3028825E-003, 7.5602611E+001, 3.6312006E+001, 1.5294422E+002, 2.5412360E-004, 2.5412360E-004, 1.1302890E-002, 7.3516124E-005
 1.0700360E+002, 2.0083923E-001, 2.0748617E-001, 1.6394709E-005, 4.3085904E-003, 7.5661200E+001, 3.9355994E+001, 1.5666194E+002, 2.5195864E-004, 2.5195864E-004, 1.1506842E-002, 7.5765966E-005
 1.0800040E+002, 2.0080263E-001, 2.0745823E-001, 1.6484206E-005, 4.3300013E-003, 7.5730494E+001, 3.7095496E+001, 1.5635775E+002, 2.5479886E-004, 2.5479886E-004, 1.1709398E-002, 7.8073411E-005
 1.0900868E+002, 2.0077468E-001, 2.0744587E-001, 1.6552537E-005, 4.3463484E-003, 7.5670009E+001, 3.7048798E+001, 1.6007188E+002, 2.5339467E-004, 2.5339467E-004, 1.1918113E-002, 8.0441242E-005
 1.1001006E+002, 2.0086059E-001, 2.0745185E-001, 1.6342706E-005, 4.2961494E-003, 7.4895395E+001, 3.8234908E+001, 1.5973104E+002, 2.6324288E-004, 2.6324288E-004, 1.2126558E-002, 8.2937108E-005
 1.1100006E+002, 2.0079976E-001, 2.0746558E-001, 1.6491112E-005, 4.3316532E-003, 7.5322538E+001, 3.6898762E+001, 1.6299116E+002, 2.6707355E-004, 2.6707355E-004, 1.2337155E-002, 8.5532173E-005
 1.1200046E+002, 2.0061685E-001, 2.0747609E-001, 1.6937742E-005, 4.4385027E-003, 7.6400647E+001, 3.7381146E+001, 1.6811100E+002, 2.6104311E-004, 2.6104311E-004, 1.2550272E-002, 8.8104195E-005
 1.1301140E+002, 2.0044027E-001, 2.0747779E-001, 1.7368999E-005, 4.5416746E-003, 7.7288971E+001, 3.7438064E+001, 1.6812388E+002, 2.6716955E-004, 2.6716955E-004, 1.2762882E-002, 9.0812518E-005
 1.1400324E+002, 2.0036668E-001, 2.0747478E-001, 1.7548649E-005, 4.5846532E-003, 7.7742065E+001, 3.6259770E+001, 1.7174310E+002, 2.6898330E-004, 2.6898330E-004, 1.2979094E-002, 9.3578767E-005
