s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kg,kg
 5.3002796E+001, 2.0567419E-001, 2.0755368E-001, 4.5894518E-006, 1.4843600E-003, 4.3304905E+001, 1.3383126E+001, 5.9976087E+001, 1.2527344E-004, 1.2527344E-004, 2.9113255E-003, 1.7014461E-005
 5.4001784E+001, 2.0577506E-001, 2.0755368E-001, 4.3431200E-006, 1.4254288E-003, 4.2465927E+001, 1.3255626E+001, 6.1798134E+001, 1.2724515E-004, 1.2724515E-004, 3.0210528E-003, 1.7873076E-005
 5.5016050E+001, 2.0575832E-001, 2.0755368E-001, 4.3840142E-006, 1.4352121E-003, 4.2306304E+001, 1.2890915E+001, 6.3525261E+001, 1.2971088E-004, 1.2971088E-004, 3.1331086E-003, 1.8785715E-005
 5.6010047E+001, 2.0575910E-001, 2.0755368E-001, 4.3821312E-006, 1.4347617E-003, 4.2052907E+001, 1.4214482E+001, 6.7235421E+001, 1.3203837E-004, 1.3203837E-004, 3.2473490E-003, 1.9706382E-005
 5.7015295E+001, 2.0563131E-001, 2.0755367E-001, 4.6941859E-006, 1.5094161E-003, 4.3030434E+001, 1.5697114E+001, 6.9235466E+001, 1.3468555E-004, 1.3468555E-004, 3.3626786E-003, 2.0612457E-005
 5.8006990E+001, 2.0554272E-001, 2.0755324E-001, 4.9105186E-006, 1.5611705E-003, 4.3461501E+001, 1.6933012E+001, 7.0757462E+001, 1.3539399E-004, 1.3539399E-004, 3.4797081E-003, 2.1531722E-005
 5.9009796E+001, 2.0554422E-001, 2.0755209E-001, 4.9068590E-006, 1.5602950E-003, 4.3392251E+001, 1.7277191E+001, 6.9423435E+001, 1.3986161E-004, 1.3986161E-004, 3.5982783E-003, 2.2563734E-005
 6.0005603E+001, 2.0563704E-001, 2.0755139E-001, 4.6802130E-006, 1.5060733E-003, 4.2737858E+001, 1.7454686E+001, 7.1192880E+001, 1.4193506E-004, 1.4193506E-004, 3.7194470E-003, 2.3657989E-005
 6.1013726E+001, 2.0559285E-001, 2.0755098E-001, 4.7881134E-006, 1.5318869E-003, 4.3034259E+001, 1.7703086E+001, 7.1904361E+001, 1.4448589E-004, 1.4448589E-004, 3.8425109E-003, 2.4785937E-005
 6.2011228E+001, 2.0540123E-001, 2.0755094E-001, 5.2560239E-006, 1.6438274E-003, 4.4338089E+001, 1.8687650E+001, 7.2441778E+001, 1.4604727E-004, 1.4604727E-004, 3.9673304E-003, 2.5939534E-005
 6.3006143E+001, 2.0533864E-001, 2.0755127E-001, 5.4088941E-006, 1.6803994E-003, 4.4591027E+001, 1.7313244E+001, 7.5048585E+001, 1.4832126E-004, 1.4832126E-004, 4.0940184E-003, 2.7085642E-005
 6.4004907E+001, 2.0503110E-001, 2.0755167E-001, 6.1598956E-006, 1.8600653E-003, 4.6791583E+001, 1.8186958E+001, 7.5315624E+001, 1.4982236E-004, 1.4982236E-004, 4.2221904E-003, 2.8363160E-005
 6.5012778E+001, 2.0492725E-001, 2.0755200E-001, 6.4134955E-006, 1.9207352E-003, 4.7589149E+001, 1.8124635E+001, 7.6237608E+001, 1.5432521E-004, 1.5432521E-004, 4.3523694E-003, 2.9700623E-005
 6.6008180E+001, 2.0491226E-001, 2.0755230E-001, 6.4501014E-006, 1.9294927E-003, 4.7731089E+001, 1.9406893E+001, 7.8257249E+001, 1.5620014E-004, 1.5620014E-004, 4.4852961E-003, 3.1068685E-005
 6.7007885E+001, 2.0464603E-001, 2.0755252E-001, 7.1001695E-006, 2.0850117E-003, 5.0144102E+001, 1.9007486E+001, 7.8978957E+001, 1.5752277E-004, 1.5752277E-004, 4.6184091E-003, 3.2535473E-005
 6.8010342E+001, 2.0459531E-001, 2.0755264E-001, 7.2240343E-006, 2.1146445E-003, 5.0536800E+001, 1.9145477E+001, 7.9984905E+001, 1.6090796E-004, 1.6090796E-004, 4.7551318E-003, 3.4099361E-005
 6.9011943E+001, 2.0433547E-001, 2.0755269E-001, 7.8585065E-006, 2.2664325E-003, 5.2807955E+001, 1.9727191E+001, 8.0887655E+001, 1.6430173E-004, 1.6430173E-004, 4.8933447E-003, 3.5714055E-005
 7.0007805E+001, 2.0423144E-001, 2.0755270E-001, 8.1125340E-006, 2.3272047E-003, 5.3795669E+001, 2.0458150E+001, 8.2826497E+001, 1.6464660E-004, 1.6464660E-004, 5.0328046E-003, 3.7402609E-005
 7.1005021E+001, 2.0404836E-001, 2.0755273E-001, 8.5595713E-006, 2.4341517E-003, 5.5333784E+001, 2.3112938E+001, 8.3647187E+001, 1.6751873E-004, 1.6751873E-004, 5.1734241E-003, 3.9118001E-005
 7.2010515E+001, 2.0413238E-001, 2.0755281E-001, 8.3544243E-006, 2.3850734E-003, 5.4423907E+001, 2.3752986E+001, 8.6436831E+001, 1.7030822E-004, 1.7030822E-004, 5.3162029E-003, 4.0838679E-005
 7.3002186E+001, 2.0420754E-001, 2.0755291E-001, 8.1708848E-006, 2.3411643E-003, 5.3571543E+001, 2.4015869E+001, 8.9181822E+001, 1.7127882E-004, 1.7127882E-004, 5.4615801E-003, 4.2621132E-005
 7.4002815E+001, 2.0427574E-001, 2.0755304E-001, 8.0043587E-006, 2.3013254E-003, 5.2977794E+001, 2.3399794E+001, 9.0771904E+001, 1.7504529E-004, 1.7504529E-004, 5.6064421E-003, 4.4509563E-005
 7.5005771E+001, 2.0436633E-001, 2.0755323E-001, 7.7831435E-006, 2.2484030E-003, 5.2291116E+001, 2.3566569E+001, 9.2782247E+001, 1.7806614E-004, 1.7806614E-004, 5.7556011E-003, 4.6456447E-005
 7.6005556E+001, 2.0428822E-001, 2.0755336E-001, 7.9738839E-006, 2.2940348E-003, 5.2890135E+001, 2.5754500E+001, 9.3779830E+001, 1.8029020E-004, 1.8029020E-004, 5.9054501E-003, 4.8443910E-005
 7.7008339E+001, 2.0426911E-001, 2.0755343E-001, 8.0205291E-006, 2.3051939E-003, 5.3112800E+001, 2.2866145E+001, 9.6515008E+001, 1.8032187E-004, 1.8032187E-004, 6.0575051E-003, 5.0467701E-005
 7.8002340E+001, 2.0433027E-001, 2.0755308E-001, 7.8711964E-006, 2.2694683E-003, 5.2645907E+001, 2.2825998E+001, 9.8493065E+001, 1.8486406E-004, 1.8486406E-004, 6.2111034E-003, 5.2531283E-005
 7.9004245E+001, 2.0437913E-001, 2.0754001E-001, 7.7518853E-006, 2.2409249E-003, 5.2313777E+001, 2.3873815E+001, 1.0008988E+002, 1.8820620E-004, 1.8820620E-004, 6.3668216E-003, 5.4592253E-005
 8.0006462E+001, 2.0439882E-001, 2.0751909E-001, 7.7037918E-006, 2.2294193E-003, 5.2165919E+001, 2.5627510E+001, 1.0427450E+002, 1.8876632E-004, 1.8876632E-004, 6.5248894E-003, 5.6712293E-005
 8.1003191E+001, 2.0436172E-001, 2.0751963E-001, 7.7944029E-006, 2.2510966E-003, 5.2286983E+001, 2.5797804E+001, 1.0635922E+002, 1.9008767E-004, 1.9008767E-004, 6.6828414E-003, 5.8845489E-005
 8.2003564E+001, 2.0427163E-001, 2.0753089E-001, 8.0144051E-006, 2.3037289E-003, 5.2716064E+001, 2.8948885E+001, 1.0658820E+002, 1.9454231E-004, 1.9454231E-004, 6.8427360E-003, 6.1103759E-005
 8.3012080E+001, 2.0421908E-001, 2.0753537E-001, 8.1427219E-006, 2.3344268E-003, 5.3074583E+001, 2.8315059E+001, 1.0777438E+002, 2.0009254E-004, 2.0009254E-004, 7.0069838E-003, 6.3517798E-005
 8.4010582E+001, 2.0409166E-001, 2.0753420E-001, 8.4539020E-006, 2.4088720E-003, 5.3725226E+001, 2.8696827E+001, 1.0978549E+002, 1.9627372E-004, 1.9627372E-004, 7.1721395E-003, 6.5963489E-005
 8.5011744E+001, 2.0381067E-001, 2.0753889E-001, 9.1401229E-006, 2.5730401E-003, 5.4967190E+001, 2.9352494E+001, 1.0904274E+002, 1.9970387E-004, 1.9970387E-004, 7.3369643E-003, 6.8473604E-005
 8.6003159E+001, 2.0357787E-001, 2.0754324E-001, 9.7085065E-006, 2.7090173E-003, 5.7319182E+001, 2.9244276E+001, 1.1024061E+002, 2.0563836E-004, 2.0563836E-004, 7.5038498E-003, 7.1117643E-005
 8.7001096E+001, 2.0341350E-001, 2.0754375E-001, 1.0109882E-005, 2.8050403E-003, 5.8260422E+001, 3.1658556E+001, 1.1533680E+002, 2.0550428E-004, 2.0550428E-004, 7.6722985E-003, 7.3740641E-005
 8.8012664E+001, 2.0338116E-001, 2.0754337E-001, 1.0188895E-005, 2.8239431E-003, 5.8027705E+001, 3.1277682E+001, 1.1684873E+002, 2.0361834E-004, 2.0361834E-004, 7.8434118E-003, 7.6370177E-005
 8.9006626E+001, 2.0325587E-001, 2.0754285E-001, 1.0494831E-005, 2.8971338E-003, 5.9240155E+001, 3.1489001E+001, 1.1904668E+002, 2.1137058E-004, 2.1137058E-004, 8.0162570E-003, 7.9114158E-005
 9.0008163E+001, 2.0295529E-001, 2.0754128E-001, 1.1228838E-005, 3.0727339E-003, 6.1047478E+001, 3.0396545E+001, 1.2214952E+002, 2.1671621E-004, 2.1671621E-004, 8.1913305E-003, 8.1889790E-005
 9.1007269E+001, 2.0263919E-001, 2.0754044E-001, 1.2000724E-005, 3.2573962E-003, 6.3694752E+001, 3.1197809E+001, 1.2264127E+002, 2.1386452E-004, 2.1386452E-004, 8.3664245E-003, 8.4835467E-005
 9.2000103E+001, 2.0232953E-001, 2.0754094E-001, 1.2756869E-005, 3.4382926E-003, 6.6348409E+001, 3.1021335E+001, 1.2639168E+002, 2.1633956E-004, 2.1633956E-004, 8.5429064E-003, 8.7793781E-005
 9.3010667E+001, 2.0191958E-001, 2.0754282E-001, 1.3757889E-005, 3.6777716E-003, 6.9343033E+001, 3.2708918E+001, 1.2783318E+002, 2.2323479E-004, 2.2323479E-004, 8.7225504E-003, 9.0764081E-005
 9.4008846E+001, 2.0176778E-001, 2.0754671E-001, 1.4128570E-005, 3.7664514E-003, 7.0355581E+001, 3.3877875E+001, 1.3122081E+002, 2.2371490E-004, 2.2371490E-004, 8.9056556E-003, 9.3715457E-005
 9.5006578E+001, 2.0179477E-001, 2.0754813E-001, 1.4062678E-005, 3.7506876E-003, 7.0103729E+001, 3.0518620E+001, 1.3350331E+002, 2.2417525E-004, 2.2417525E-004, 9.0883556E-003, 9.6673590E-005
 9.6005865E+001, 2.0189558E-001, 2.0754793E-001, 1.3816500E-005, 3.6917933E-003, 6.9288270E+001, 3.2962802E+001, 1.3353598E+002, 2.2487581E-004, 2.2487581E-004, 9.2716760E-003, 9.9680510E-005
 9.7005918E+001, 2.0208409E-001, 2.0754762E-001, 1.3356201E-005, 3.5816738E-003, 6.7629608E+001, 3.6245370E+001, 1.3408809E+002, 2.2928785E-004, 2.2928785E-004, 9.4560103E-003, 1.0280830E-004
 9.8010573E+001, 2.0223724E-001, 2.0754734E-001, 1.2982206E-005, 3.4922010E-003, 6.6596806E+001, 3.5907406E+001, 1.3763787E+002, 2.3740661E-004, 2.3740661E-004, 9.6455080E-003, 1.0615524E-004
 9.9004275E+001, 2.0219158E-001, 2.0754656E-001, 1.3093702E-005, 3.5188747E-003, 6.7004395E+001, 3.5878569E+001, 1.4178037E+002, 2.3593494E-004, 2.3593494E-004, 9.8362652E-003, 1.0964892E-004
 1.0000607E+002, 2.0206939E-001, 2.0754531E-001, 1.3392052E-005, 3.5902505E-003, 6.8034487E+001, 3.6876565E+001, 1.3970283E+002, 2.3205515E-004, 2.3205515E-004, 1.0024213E-002, 1.1308863E-004
 1.0100475E+002, 2.0198003E-001, 2.0754432E-001, 1.3610295E-005, 3.6424620E-003, 6.8370754E+001, 3.7341011E+001, 1.4572040E+002, 2.3771715E-004, 2.3771715E-004, 1.0217728E-002, 1.1645035E-004
 1.0201084E+002, 2.0178623E-001, 2.0754348E-001, 1.4083608E-005, 3.7556951E-003, 6.9540552E+001, 3.6743411E+001, 1.4886759E+002, 2.4438357E-004, 2.4438357E-004, 1.0412131E-002, 1.1987936E-004
 1.0301204E+002, 2.0121383E-001, 2.0754131E-001, 1.5481300E-005, 4.0900718E-003, 7.4078336E+001, 3.4773814E+001, 1.5188587E+002, 2.4387410E-004, 2.4387410E-004, 1.0609122E-002, 1.2353553E-004
 1.0401342E+002, 2.0073309E-001, 2.0753454E-001, 1.6655238E-005, 4.3709189E-003, 7.6241456E+001, 3.4250733E+001, 1.5135190E+002, 2.4438583E-004, 2.4438583E-004, 1.0805902E-002, 1.2724510E-004
 1.0500122E+002, 2.0087267E-001, 2.0751871E-001, 1.6314457E-005, 4.2893922E-003, 7.4647669E+001, 3.5606783E+001, 1.5533834E+002, 2.5174914E-004, 2.5174914E-004, 1.1004987E-002, 1.3101855E-004
 1.0601126E+002, 2.0122859E-001, 2.0749566E-001, 1.5445341E-005, 4.0814692E-003, 7.2075946E+001, 3.9611329E+001, 1.5463599E+002, 2.4527177E-004, 2.4527177E-004, 1.1205043E-002, 1.3496078E-004
 1.0700504E+002, 2.0128330E-001, 2.0747514E-001, 1.5311756E-005, 4.0495111E-003, 7.1497952E+001, 3.9319858E+001, 1.5549800E+002, 2.6111316E-004, 2.6111316E-004, 1.1406531E-002, 1.3904249E-004
 1.0800553E+002, 2.0131711E-001, 2.0745069E-001, 1.5229248E-005, 4.0297724E-003, 7.0642878E+001, 4.0337056E+001, 1.5786409E+002, 2.5179256E-004, 2.5179256E-004, 1.1609904E-002, 1.4322462E-004
 1.0900794E+002, 2.0114983E-001, 2.0741416E-001, 1.5637624E-005, 4.1274700E-003, 7.2491812E+001, 4.0544484E+001, 1.5662128E+002, 2.5667673E-004, 2.5667673E-004, 1.1812612E-002, 1.4747527E-004
 1.1000016E+002, 2.0091047E-001, 2.0736951E-001, 1.6222089E-005, 4.2672944E-003, 7.4519567E+001, 3.8045653E+001, 1.6151836E+002, 2.6555000E-004, 2.6555000E-004, 1.2019617E-002, 1.5183399E-004
 1.1100574E+002, 2.0088355E-001, 2.0733820E-001, 1.6287825E-005, 4.2830210E-003, 7.4551713E+001, 3.9882615E+001, 1.6604853E+002, 2.6441307E-004, 2.6441307E-004, 1.2229483E-002, 1.5621114E-004
 1.1200256E+002, 2.0097465E-001, 2.0732704E-001, 1.6065440E-005, 4.2298186E-003, 7.3342971E+001, 4.3387067E+001, 1.6878673E+002, 2.6602566E-004, 2.6602566E-004, 1.2440515E-002, 1.6070616E-004
 1.1301183E+002, 2.0090617E-001, 2.0732551E-001, 1.6232727E-005, 4.2698397E-003, 7.3320970E+001, 4.4314316E+001, 1.7033999E+002, 2.6455215E-004, 2.6455215E-004, 1.2651039E-002, 1.6525828E-004
 1.1400248E+002, 2.0077292E-001, 2.0732803E-001, 1.6558163E-005, 4.3476952E-003, 7.3666675E+001, 4.4841895E+001, 1.7207003E+002, 2.7235103E-004, 2.7235103E-004, 1.2861848E-002, 1.6986281E-004
