s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kg
 2.5100330E+002, 1.8050442E-001, 1.8908801E-001, 6.6051120E-005, 1.6188145E-002, 1.6943535E+002, 1.0796692E+002, 1.3917576E+002, 4.4580367E-004, 4.4580367E-004, 5.2443160E-002
 2.5200615E+002, 1.8035218E-001, 1.8897478E-001, 6.6422855E-005, 1.6277076E-002, 1.7072657E+002, 1.0895493E+002, 1.3256661E+002, 4.3958278E-004, 4.3958278E-004, 5.2755737E-002
 2.5300924E+002, 1.8035140E-001, 1.8867822E-001, 6.6424760E-005, 1.6277532E-002, 1.7038498E+002, 1.0796941E+002, 1.2523178E+002, 4.2196448E-004, 4.2196448E-004, 5.3068755E-002
 2.5401049E+002, 1.8031716E-001, 1.8867157E-001, 6.6508387E-005, 1.6297539E-002, 1.6689801E+002, 1.0891906E+002, 1.2537538E+002, 4.2872140E-004, 4.2872140E-004, 5.3385491E-002
 2.5500687E+002, 1.7985416E-001, 1.8882921E-001, 6.7638986E-005, 1.6568017E-002, 1.6517410E+002, 1.0964881E+002, 1.1480290E+002, 4.1556549E-004, 4.1556549E-004, 5.3692669E-002
 2.5601024E+002, 1.8002442E-001, 1.8845302E-001, 6.7223227E-005, 1.6468553E-002, 1.6933581E+002, 1.1175717E+002, 1.1878949E+002, 4.3981632E-004, 4.3981632E-004, 5.4011449E-002
 2.5700097E+002, 1.8080162E-001, 1.8833689E-001, 6.5325378E-005, 1.6014521E-002, 1.7318801E+002, 1.1328117E+002, 1.2236980E+002, 4.4012624E-004, 4.4012624E-004, 5.4329872E-002
 2.5800548E+002, 1.8108982E-001, 1.8828118E-001, 6.4621617E-005, 1.5846157E-002, 1.7920348E+002, 1.1121630E+002, 1.1460376E+002, 4.3150625E-004, 4.3150625E-004, 5.4640518E-002
 2.5900566E+002, 1.8079955E-001, 1.8820985E-001, 6.5330441E-005, 1.6015733E-002, 1.7536376E+002, 1.0994825E+002, 1.2112504E+002, 4.2842871E-004, 4.2842871E-004, 5.4962768E-002
 2.6000428E+002, 1.8029422E-001, 1.8754787E-001, 6.6564382E-005, 1.6310935E-002, 1.7721745E+002, 1.0830615E+002, 1.1463637E+002, 4.2049739E-004, 4.2049739E-004, 5.5272925E-002
 2.6100388E+002, 1.8032002E-001, 1.8682774E-001, 6.6501389E-005, 1.6295864E-002, 1.7824027E+002, 1.1072994E+002, 1.1049056E+002, 4.2836140E-004, 4.2836140E-004, 5.5583105E-002
 2.6200891E+002, 1.7970441E-001, 1.8642854E-001, 6.8004630E-005, 1.6655492E-002, 1.7687531E+002, 1.1199477E+002, 1.1637734E+002, 4.3081537E-004, 4.3081537E-004, 5.5904051E-002
 2.6300129E+002, 1.7960324E-001, 1.8542168E-001, 6.8251680E-005, 1.6714595E-002, 1.7822748E+002, 1.1562319E+002, 1.0593988E+002, 4.2707511E-004, 4.2707511E-004, 5.6213732E-002
 2.6400567E+002, 1.7953596E-001, 1.8487934E-001, 6.8415960E-005, 1.6753897E-002, 1.7852214E+002, 1.1333599E+002, 1.0989763E+002, 4.3547212E-004, 4.3547212E-004, 5.6532437E-002
 2.6500477E+002, 1.7838171E-001, 1.8453335E-001, 7.1234536E-005, 1.7428199E-002, 1.7469571E+002, 1.1274566E+002, 9.3356935E+001, 4.1586493E-004, 4.1586493E-004, 5.6835285E-002
 2.6600386E+002, 1.7773575E-001, 1.8469747E-001, 7.2811869E-005, 1.7805552E-002, 1.7567304E+002, 1.1256423E+002, 1.0385122E+002, 4.4772560E-004, 4.4772560E-004, 5.7157077E-002
 2.6700776E+002, 1.7769643E-001, 1.8487719E-001, 7.2907872E-005, 1.7828520E-002, 1.7998208E+002, 1.1394453E+002, 1.1367486E+002, 4.3205163E-004, 4.3205163E-004, 5.7482620E-002
 2.6800368E+002, 1.7757447E-001, 1.8485015E-001, 7.3205682E-005, 1.7899766E-002, 1.8133587E+002, 1.1406800E+002, 1.0637516E+002, 4.3374795E-004, 4.3374795E-004, 5.7796157E-002
 2.6900104E+002, 1.7725204E-001, 1.8493677E-001, 7.3993036E-005, 1.8088129E-002, 1.8023436E+002, 1.1711421E+002, 1.0069521E+002, 4.2620832E-004, 4.2620832E-004, 5.8109170E-002
 2.7000380E+002, 1.7673488E-001, 1.8475309E-001, 7.5255858E-005, 1.8390240E-002, 1.8458990E+002, 1.1661256E+002, 9.4452885E+001, 4.3016961E-004, 4.3016961E-004, 5.8424323E-002
 2.7100909E+002, 1.7627704E-001, 1.8443142E-001, 7.6373854E-005, 1.8657704E-002, 1.8449713E+002, 1.1610269E+002, 8.8463278E+001, 4.1973388E-004, 4.1973388E-004, 5.8740848E-002
 2.7200992E+002, 1.7612432E-001, 1.8419977E-001, 7.6746775E-005, 1.8746920E-002, 1.8228108E+002, 1.1527061E+002, 8.9933609E+001, 4.3999702E-004, 4.3999702E-004, 5.9061943E-002
 2.7300291E+002, 1.7624840E-001, 1.8392512E-001, 7.6443785E-005, 1.8674434E-002, 1.8123384E+002, 1.1530955E+002, 8.7648541E+001, 4.3229619E-004, 4.3229619E-004, 5.9377619E-002
 2.7400942E+002, 1.7624991E-001, 1.8360220E-001, 7.6440095E-005, 1.8673551E-002, 1.8369494E+002, 1.1648159E+002, 9.3253260E+001, 4.3666864E-004, 4.3666864E-004, 5.9701057E-002
 2.7500687E+002, 1.7626968E-001, 1.8339439E-001, 7.6391818E-005, 1.8662002E-002, 1.8627419E+002, 1.1668657E+002, 9.8167582E+001, 4.4882699E-004, 4.4882699E-004, 6.0027016E-002
 2.7600306E+002, 1.7616440E-001, 1.8338078E-001, 7.6648896E-005, 1.8723504E-002, 1.8451367E+002, 1.1679559E+002, 1.0420869E+002, 4.3460235E-004, 4.3460235E-004, 6.0352514E-002
 2.7700008E+002, 1.7574255E-001, 1.8329152E-001, 7.7679031E-005, 1.8969948E-002, 1.8390552E+002, 1.1649639E+002, 8.4820381E+001, 4.1077085E-004, 4.1077085E-004, 6.0658901E-002
 2.7800145E+002, 1.7538577E-001, 1.8341367E-001, 7.8550242E-005, 1.9178372E-002, 1.8188549E+002, 1.1722685E+002, 7.4106169E+001, 4.2094843E-004, 4.2094843E-004, 6.0971635E-002
 2.7900128E+002, 1.7504579E-001, 1.8355303E-001, 7.9380461E-005, 1.9376990E-002, 1.7947335E+002, 1.1959213E+002, 7.1994753E+001, 4.2812553E-004, 4.2812553E-004, 6.1288604E-002
 2.8000110E+002, 1.7527174E-001, 1.8379800E-001, 7.8828701E-005, 1.9244989E-002, 1.8140836E+002, 1.1917484E+002, 9.1896500E+001, 4.6455166E-004, 4.6455166E-004, 6.1624644E-002
 2.8101109E+002, 1.7533770E-001, 1.8425902E-001, 7.8667615E-005, 1.9206452E-002, 1.8456753E+002, 1.2197826E+002, 8.4802768E+001, 4.1443758E-004, 4.1443758E-004, 6.1943905E-002
 2.8200209E+002, 1.7473566E-001, 1.8474574E-001, 8.0137704E-005, 1.9558149E-002, 1.9096456E+002, 1.2203853E+002, 7.8202200E+001, 4.2321792E-004, 4.2321792E-004, 6.2260168E-002
 2.8300893E+002, 1.7538102E-001, 1.8452416E-001, 7.8561837E-005, 1.9181146E-002, 1.8538291E+002, 1.2273045E+002, 7.4335889E+001, 4.3192282E-004, 4.3192282E-004, 6.2578620E-002
 2.8401105E+002, 1.7522945E-001, 1.8392352E-001, 7.8931948E-005, 1.9269690E-002, 1.8781584E+002, 1.1939520E+002, 8.3076570E+001, 4.4774734E-004, 4.4774734E-004, 6.2909545E-002
 2.8500598E+002, 1.7559355E-001, 1.8313113E-001, 7.8042853E-005, 1.9056987E-002, 1.8531322E+002, 1.1958524E+002, 6.9709123E+001, 4.1971465E-004, 4.1971465E-004, 6.3220545E-002
 2.8600794E+002, 1.7531076E-001, 1.8260239E-001, 7.8733405E-005, 1.9222191E-002, 1.8282353E+002, 1.2379682E+002, 6.7758633E+001, 4.2237362E-004, 4.2237362E-004, 6.3538457E-002
 2.8700713E+002, 1.7492647E-001, 1.8255037E-001, 7.9671778E-005, 1.9446683E-002, 1.8529289E+002, 1.2408470E+002, 7.6729577E+001, 4.5056756E-004, 4.5056756E-004, 6.3866823E-002
 2.8800588E+002, 1.7479122E-001, 1.8289767E-001, 8.0002035E-005, 1.9525692E-002, 1.8685794E+002, 1.2244265E+002, 8.6209976E+001, 4.1010063E-004, 4.1010063E-004, 6.4194521E-002
 2.8900754E+002, 1.7470396E-001, 1.8358829E-001, 8.0215142E-005, 1.9576675E-002, 1.8572185E+002, 1.2270981E+002, 6.1171505E+001, 4.2425119E-004, 4.2425119E-004, 6.4500268E-002
 2.9000374E+002, 1.7355047E-001, 1.8370855E-001, 8.3031828E-005, 2.0250525E-002, 1.8646263E+002, 1.1994190E+002, 6.7425341E+001, 4.4377902E-004, 4.4377902E-004, 6.4826931E-002
 2.9100525E+002, 1.7363078E-001, 1.8323555E-001, 8.2835702E-005, 2.0203605E-002, 1.9034497E+002, 1.2321887E+002, 8.2553110E+001, 4.4769836E-004, 4.4769836E-004, 6.5160933E-002
 2.9200514E+002, 1.7335154E-001, 1.8274049E-001, 8.3517563E-005, 2.0366730E-002, 1.9639678E+002, 1.2416224E+002, 6.9089059E+001, 4.1921148E-004, 4.1921148E-004, 6.5477250E-002
 2.9300903E+002, 1.7401000E-001, 1.8245351E-001, 8.1909677E-005, 1.9982067E-002, 1.9089752E+002, 1.2538188E+002, 5.7857628E+001, 4.1716707E-004, 4.1716707E-004, 6.5793634E-002
 2.9400551E+002, 1.7311832E-001, 1.8249745E-001, 8.4087062E-005, 2.0502974E-002, 1.9882003E+002, 1.2669912E+002, 5.2978906E+001, 4.3090351E-004, 4.3090351E-004, 6.6112238E-002
 2.9500583E+002, 1.7276339E-001, 1.8237399E-001, 8.4953745E-005, 2.0710314E-002, 2.0161354E+002, 1.2414622E+002, 6.4705485E+001, 4.4152483E-004, 4.4152483E-004, 6.6444384E-002
 2.9600181E+002, 1.7435661E-001, 1.8221237E-001, 8.1063343E-005, 1.9779594E-002, 1.8443948E+002, 1.2398160E+002, 6.8552876E+001, 4.4001026E-004, 4.4001026E-004, 6.6771805E-002
 2.9700753E+002, 1.7492770E-001, 1.8194067E-001, 7.9668818E-005, 1.9445975E-002, 1.8289024E+002, 1.2676818E+002, 6.1594574E+001, 4.1012012E-004, 4.1012012E-004, 6.7092340E-002
 2.9800594E+002, 1.7330492E-001, 1.8132718E-001, 8.3631428E-005, 2.0393970E-002, 1.9557380E+002, 1.2709088E+002, 5.9614184E+001, 4.4951946E-004, 4.4951946E-004, 6.7420132E-002
 2.9900099E+002, 1.7334452E-001, 1.8089960E-001, 8.3534730E-005, 2.0370836E-002, 1.9046239E+002, 1.2857653E+002, 6.6252562E+001, 4.2070435E-004, 4.2070435E-004, 6.7749793E-002
 3.0000824E+002, 1.7383333E-001, 1.8058807E-001, 8.2341144E-005, 2.0085289E-002, 1.8286942E+002, 1.2800053E+002, 5.7045991E+001, 4.3181322E-004, 4.3181322E-004, 6.8070953E-002
 3.0100984E+002, 1.6983714E-001, 1.8023098E-001, 9.2099313E-005, 2.2419785E-002, 2.1490734E+002, 1.2902952E+002, 4.9537180E+001, 4.3084519E-004, 4.3084519E-004, 6.8391957E-002
 3.0200445E+002, 1.7175244E-001, 1.7942125E-001, 8.7422427E-005, 2.1300910E-002, 1.8822661E+002, 1.2771143E+002, 5.3390109E+001, 4.1607133E-004, 4.1607133E-004, 6.8719309E-002
 3.0301279E+002, 1.7259133E-001, 1.7868993E-001, 8.5373952E-005, 2.0810843E-002, 1.8534206E+002, 1.2707750E+002, 5.6852264E+001, 4.2364521E-004, 4.2364521E-004, 6.9049927E-002
 3.0400623E+002, 1.7218387E-001, 1.7859384E-001, 8.6368917E-005, 2.1048873E-002, 1.9031295E+002, 1.2749923E+002, 4.4426085E+001, 4.3979090E-004, 4.3979090E-004, 6.9367747E-002
 3.0500134E+002, 1.7190069E-001, 1.7908455E-001, 8.7060382E-005, 2.1214296E-002, 1.9339547E+002, 1.2867909E+002, 5.6990025E+001, 4.3562408E-004, 4.3562408E-004, 6.9701273E-002
 3.0600255E+002, 1.7217868E-001, 1.7921209E-001, 8.6381560E-005, 2.1051898E-002, 1.9246055E+002, 1.2736627E+002, 4.6943980E+001, 4.4476346E-004, 4.4476346E-004, 7.0023603E-002
 3.0700056E+002, 1.7265081E-001, 1.7933345E-001, 8.5228713E-005, 2.0776097E-002, 1.8915926E+002, 1.2983455E+002, 5.4664672E+001, 4.2502066E-004, 4.2502066E-004, 7.0360284E-002
 3.0800464E+002, 1.7275543E-001, 1.7923008E-001, 8.4973254E-005, 2.0714982E-002, 1.9085148E+002, 1.3070220E+002, 4.6432020E+001, 4.3675093E-004, 4.3675093E-004, 7.0686707E-002
 3.0900324E+002, 1.7229275E-001, 1.7876562E-001, 8.6103041E-005, 2.0985266E-002, 1.9178177E+002, 1.2932810E+002, 4.6821257E+001, 4.1609460E-004, 4.1609460E-004, 7.1018580E-002
 3.1000342E+002, 1.7161458E-001, 1.7870577E-001, 8.7759042E-005, 2.1381440E-002, 1.9202585E+002, 1.3055281E+002, 4.1102931E+001, 4.4320148E-004, 4.4320148E-004, 7.1345354E-002
 3.1100524E+002, 1.7180337E-001, 1.7869017E-001, 8.7298060E-005, 2.1271157E-002, 1.9000148E+002, 1.2954906E+002, 4.5213009E+001, 4.3021308E-004, 4.3021308E-004, 7.1679218E-002
 3.1200150E+002, 1.7250436E-001, 1.7875080E-001, 8.5586330E-005, 2.0861651E-002, 1.8857667E+002, 1.3152600E+002, 4.5769732E+001, 4.2341800E-004, 4.2341800E-004, 7.2010302E-002
 3.1300545E+002, 1.7246697E-001, 1.7920091E-001, 8.5677613E-005, 2.0883489E-002, 1.8940650E+002, 1.3311701E+002, 3.3143222E+001, 4.0042120E-004, 4.0042120E-004, 7.2331707E-002
 3.1400832E+002, 1.7262548E-001, 1.7893610E-001, 8.5290574E-005, 2.0790896E-002, 1.8994065E+002, 1.3318568E+002, 3.0404127E+001, 4.3752715E-004, 4.3752715E-004, 7.2661084E-002
 3.1500183E+002, 1.7193782E-001, 1.7820438E-001, 8.6969733E-005, 2.1192609E-002, 1.9181090E+002, 1.3281216E+002, 5.2042904E+001, 4.3645536E-004, 4.3645536E-004, 7.3008222E-002
 3.1600386E+002, 1.7259933E-001, 1.7764938E-001, 8.5354417E-005, 2.0806169E-002, 1.8979211E+002, 1.3182588E+002, 3.9935116E+001, 4.2852251E-004, 4.2852251E-004, 7.3331897E-002
 3.1700191E+002, 1.7321648E-001, 1.7686635E-001, 8.3847416E-005, 2.0445642E-002, 1.8750188E+002, 1.3345035E+002, 3.7568195E+001, 4.2903646E-004, 4.2903646E-004, 7.3664298E-002
 3.1800682E+002, 1.7229188E-001, 1.7613028E-001, 8.6105177E-005, 2.0985778E-002, 1.8839440E+002, 1.3393881E+002, 3.9168586E+001, 4.5045216E-004, 4.5045216E-004, 7.4000542E-002
 3.1900931E+002, 1.7027557E-001, 1.7548744E-001, 9.1028776E-005, 2.2163675E-002, 1.8787596E+002, 1.3428619E+002, 4.1968682E+001, 4.1983707E-004, 4.1983707E-004, 7.4337432E-002
 3.2001210E+002, 1.7182894E-001, 1.7530547E-001, 8.7235631E-005, 2.1256222E-002, 1.8913184E+002, 1.3667897E+002, 2.9643646E+001, 4.2539266E-004, 4.2539266E-004, 7.4662937E-002
 3.2100070E+002, 1.7104592E-001, 1.7531574E-001, 8.9147664E-005, 2.1713647E-002, 1.8964563E+002, 1.3683470E+002, 3.6825006E+001, 4.3239223E-004, 4.3239223E-004, 7.5000127E-002
 3.2200566E+002, 1.7225276E-001, 1.7518553E-001, 8.6200687E-005, 2.1008627E-002, 1.8999127E+002, 1.3809963E+002, 3.7059580E+001, 4.4987660E-004, 4.4987660E-004, 7.5335974E-002
 3.2301096E+002, 1.7121513E-001, 1.7516291E-001, 8.8734455E-005, 2.1614793E-002, 1.9025218E+002, 1.3832055E+002, 3.4981984E+001, 4.2018825E-004, 4.2018825E-004, 7.5671540E-002
 3.2400002E+002, 1.6880468E-001, 1.7529866E-001, 9.4620494E-005, 2.3022940E-002, 1.9164249E+002, 1.4086949E+002, 2.1110624E+001, 4.2113627E-004, 4.2113627E-004, 7.5992831E-002
 3.2500099E+002, 1.6765344E-001, 1.7575359E-001, 9.7431697E-005, 2.3695478E-002, 1.9190980E+002, 1.3882814E+002, 4.2113993E+001, 4.3612003E-004, 4.3612003E-004, 7.6340285E-002
 3.2600915E+002, 1.6571077E-001, 1.7613641E-001, 1.0217548E-004, 2.4830358E-002, 1.9224445E+002, 1.3953640E+002, 2.6517434E+001, 4.1719249E-004, 4.1719249E-004, 7.6666038E-002
 3.2701187E+002, 1.6546337E-001, 1.7659928E-001, 1.0277961E-004, 2.4974887E-002, 1.9433629E+002, 1.4070619E+002, 3.3605682E+001, 4.4306157E-004, 4.4306157E-004, 7.7010971E-002
 3.2800293E+002, 1.6455426E-001, 1.7673449E-001, 1.0499957E-004, 2.5505978E-002, 1.9490306E+002, 1.4191135E+002, 2.7102087E+001, 4.2326841E-004, 4.2326841E-004, 7.7341559E-002
 3.2900163E+002, 1.6475939E-001, 1.7623974E-001, 1.0449865E-004, 2.5386141E-002, 1.9618403E+002, 1.4032580E+002, 3.0814828E+001, 4.4128002E-004, 4.4128002E-004, 7.7679016E-002
 3.3000372E+002, 1.6494613E-001, 1.7548603E-001, 1.0404263E-004, 2.5277045E-002, 1.9803911E+002, 1.4125544E+002, 2.5559871E+001, 4.1307696E-004, 4.1307696E-004, 7.8010788E-002
 3.3100370E+002, 1.6544089E-001, 1.7507124E-001, 1.0283445E-004, 2.4988006E-002, 2.0270585E+002, 1.4918979E+002, 2.5808730E+001, 4.3507822E-004, 4.3507822E-004, 7.8345956E-002
 3.3201053E+002, 1.6385546E-001, 1.7486646E-001, 1.0670592E-004, 2.5914198E-002, 2.0173027E+002, 1.5048701E+002, 3.9139128E+001, 4.3299420E-004, 4.3299420E-004, 7.8694538E-002
 3.3300193E+002, 1.6351977E-001, 1.7474258E-001, 1.0752563E-004, 2.6110301E-002, 2.0362390E+002, 1.4904072E+002, 2.7562621E+001, 4.3010827E-004, 4.3010827E-004, 7.9024196E-002
 3.3401048E+002, 1.6290102E-001, 1.7487731E-001, 1.0903654E-004, 2.6471762E-002, 2.0905325E+002, 1.4995353E+002, 1.9045761E+001, 4.0928298E-004, 4.0928298E-004, 7.9354387E-002
 3.3500879E+002, 1.6354668E-001, 1.7489005E-001, 1.0745992E-004, 2.6094580E-002, 2.0312194E+002, 1.4819925E+002, 3.6211364E+001, 4.5271307E-004, 4.5271307E-004, 7.9705118E-002
 3.3600260E+002, 1.6392770E-001, 1.7487307E-001, 1.0652952E-004, 2.5871996E-002, 1.9934395E+002, 1.4956833E+002, 2.4663197E+001, 4.1585331E-004, 4.1585331E-004, 8.0033611E-002
 3.3700269E+002, 1.6349119E-001, 1.7451914E-001, 1.0759544E-004, 2.6127002E-002, 1.9544231E+002, 1.5164037E+002, 1.1550481E+001, 4.2578819E-004, 4.2578819E-004, 8.0362342E-002
 3.3801215E+002, 1.6346479E-001, 1.7394732E-001, 1.0765988E-004, 2.6142417E-002, 2.0087785E+002, 1.5253615E+002, 3.6231976E+001, 4.5088620E-004, 4.5088620E-004, 8.0722137E-002
 3.3900326E+002, 1.6382646E-001, 1.7334925E-001, 1.0677672E-004, 2.5931135E-002, 2.0246534E+002, 1.5012180E+002, 2.5664760E+001, 4.0819086E-004, 4.0819086E-004, 8.1053105E-002
 3.4001181E+002, 1.6421504E-001, 1.7294755E-001, 1.0582780E-004, 2.5704120E-002, 2.0959069E+002, 1.5220100E+002, 1.9915504E+001, 4.5026025E-004, 4.5026025E-004, 8.1390994E-002
 3.4101000E+002, 1.6390773E-001, 1.7287412E-001, 1.0657822E-004, 2.5883646E-002, 2.1145376E+002, 1.5127491E+002, 2.9119378E+001, 4.2988051E-004, 4.2988051E-004, 8.1737731E-002
 3.4200586E+002, 1.6434233E-001, 1.7275551E-001, 1.0551698E-004, 2.5629760E-002, 2.1268266E+002, 1.5321542E+002, 2.8406902E+001, 4.5099864E-004, 4.5099864E-004, 8.2076689E-002
 3.4300645E+002, 1.6535369E-001, 1.7226371E-001, 1.0304738E-004, 2.5038946E-002, 2.0536225E+002, 1.5745395E+002, 1.6711676E+001, 4.1800591E-004, 4.1800591E-004, 8.2406853E-002
 3.4400695E+002, 1.6535139E-001, 1.7190524E-001, 1.0305300E-004, 2.5040290E-002, 2.0539241E+002, 1.5600771E+002, 2.5742866E+001, 4.1966980E-004, 4.1966980E-004, 8.2752595E-002
 3.4500873E+002, 1.6501908E-001, 1.7130194E-001, 1.0386446E-004, 2.5234421E-002, 1.9792374E+002, 1.5743415E+002, 2.3972524E+001, 4.2481345E-004, 4.2481345E-004, 8.3090267E-002
 3.4600963E+002, 1.6481675E-001, 1.7073996E-001, 1.0435855E-004, 2.5352623E-002, 1.9598197E+002, 1.5644653E+002, 1.4776490E+001, 4.3123013E-004, 4.3123013E-004, 8.3425023E-002
 3.4700588E+002, 1.6485827E-001, 1.7063654E-001, 1.0425717E-004, 2.5328370E-002, 1.9698042E+002, 1.5329511E+002, 2.1003093E+001, 4.3203897E-004, 4.3203897E-004, 8.3769709E-002
 3.4800265E+002, 1.6602434E-001, 1.7062022E-001, 1.0140976E-004, 2.4647170E-002, 2.0050248E+002, 1.5415607E+002, 1.7860704E+001, 4.1352873E-004, 4.1352873E-004, 8.4105170E-002
 3.4900212E+002, 1.6746249E-001, 1.7080343E-001, 9.7897979E-005, 2.3807029E-002, 2.0020361E+002, 1.5074599E+002, 2.3775319E+001, 4.4005009E-004, 4.4005009E-004, 8.4448762E-002
 3.5000266E+002, 1.6696023E-001, 1.7084990E-001, 9.9124430E-005, 2.4100439E-002, 1.9946556E+002, 1.5243737E+002, 1.5324799E+001, 4.1542792E-004, 4.1542792E-004, 8.4782910E-002
 3.5100150E+002, 1.6579016E-001, 1.7067954E-001, 1.0198162E-004, 2.4783979E-002, 1.9767867E+002, 1.5345685E+002, 1.7111722E+001, 4.2955871E-004, 4.2955871E-004, 8.5123749E-002
 3.5200700E+002, 1.6524483E-001, 1.6921222E-001, 1.0331322E-004, 2.5102544E-002, 1.9896815E+002, 1.5531798E+002, 2.6375484E+001, 4.4524761E-004, 4.4524761E-004, 8.5470865E-002
 3.5300029E+002, 1.6506579E-001, 1.6872094E-001, 1.0375043E-004, 2.5207141E-002, 1.9951761E+002, 1.5527693E+002, 1.3081100E+001, 4.2293506E-004, 4.2293506E-004, 8.5800630E-002
 3.5401019E+002, 1.6501833E-001, 1.6861865E-001, 1.0386634E-004, 2.5234870E-002, 2.0043148E+002, 1.5561531E+002, 2.7841123E+001, 4.3530438E-004, 4.3530438E-004, 8.6154343E-002
 3.5500940E+002, 1.6475279E-001, 1.6838250E-001, 1.0451475E-004, 2.5389992E-002, 2.0055340E+002, 1.5606967E+002, 1.8889009E+001, 4.3123242E-004, 4.3123242E-004, 8.6493589E-002
 3.5600986E+002, 1.6418063E-001, 1.6805489E-001, 1.0591190E-004, 2.5724239E-002, 1.9546604E+002, 1.5469272E+002, 4.1382154E+000, 4.0889636E-004, 4.0889636E-004, 8.6827203E-002
 3.5700147E+002, 1.6387477E-001, 1.6814245E-001, 1.0665878E-004, 2.5902918E-002, 1.9629130E+002, 1.5586973E+002, 1.6390742E+001, 4.4784859E-004, 4.4784859E-004, 8.7178178E-002
 3.5800927E+002, 1.6404646E-001, 1.6826384E-001, 1.0623951E-004, 2.5802615E-002, 1.9987923E+002, 1.5678363E+002, 2.6177700E+001, 4.4750665E-004, 4.4750665E-004, 8.7528251E-002
 3.5900703E+002, 1.6386762E-001, 1.6830923E-001, 1.0667622E-004, 2.5907091E-002, 1.9705574E+002, 1.5974389E+002, 1.4566970E+001, 4.2402216E-004, 4.2402216E-004, 8.7865657E-002
 3.6000225E+002, 1.6428028E-001, 1.6832511E-001, 1.0566856E-004, 2.5666023E-002, 2.0079685E+002, 1.6241040E+002, 1.4830509E+001, 4.1238170E-004, 4.1238170E-004, 8.8208849E-002
 3.6100491E+002, 1.6370168E-001, 1.6794783E-001, 1.0708142E-004, 2.6004030E-002, 2.0398446E+002, 1.6524562E+002, 1.5308126E+001, 4.4182609E-004, 4.4182609E-004, 8.8554304E-002
 3.6200399E+002, 1.6330853E-001, 1.6758238E-001, 1.0804144E-004, 2.6233700E-002, 2.0374038E+002, 1.7019437E+002, 1.5527657E+001, 4.1877010E-004, 4.1877010E-004, 8.8899839E-002
 3.6300455E+002, 1.6323488E-001, 1.6752490E-001, 1.0822130E-004, 2.6276729E-002, 2.0340346E+002, 1.6763826E+002, 1.1060795E+001, 4.4161374E-004, 4.4161374E-004, 8.9242972E-002
 3.6400449E+002, 1.6341826E-001, 1.6732281E-001, 1.0777350E-004, 2.6169600E-002, 2.0428289E+002, 1.6237491E+002, 1.3475202E+001, 4.2761883E-004, 4.2761883E-004, 8.9588314E-002
 3.6500853E+002, 1.6314513E-001, 1.6741937E-001, 1.0844045E-004, 2.6329157E-002, 2.1147764E+002, 1.6473169E+002, 2.3096248E+001, 4.3177972E-004, 4.3177972E-004, 8.9939502E-002
 3.6600046E+002, 1.6219233E-001, 1.6700226E-001, 1.1076703E-004, 2.6885757E-002, 2.1577556E+002, 1.6802577E+002, 5.0827352E+000, 4.0339043E-004, 4.0339043E-004, 9.0264888E-002
 3.6700904E+002, 1.6037756E-001, 1.6650016E-001, 1.1519846E-004, 2.7945910E-002, 2.2196165E+002, 1.6538642E+002, 1.6479676E+001, 4.4611021E-004, 4.4611021E-004, 9.0614412E-002
 3.6800767E+002, 1.6089285E-001, 1.6610824E-001, 1.1394017E-004, 2.7644884E-002, 2.1940475E+002, 1.6466391E+002, 2.1824732E+001, 4.4649713E-004, 4.4649713E-004, 9.0959541E-002
 3.6900418E+002, 1.6183594E-001, 1.6566829E-001, 1.1163727E-004, 2.7093947E-002, 2.1996913E+002, 1.6410069E+002, 1.3581726E+001, 4.0995619E-004, 4.0995619E-004, 9.1291718E-002
 3.7000469E+002, 1.6205716E-001, 1.6505548E-001, 1.1109706E-004, 2.6964711E-002, 2.2288081E+002, 1.6525902E+002, 7.1148404E+000, 4.2929234E-004, 4.2929234E-004, 9.1630181E-002
 3.7100895E+002, 1.6414712E-001, 1.6506617E-001, 1.0599366E-004, 2.5743798E-002, 2.1899131E+002, 1.6624232E+002, 8.9613181E+000, 4.0634463E-004, 4.0634463E-004, 9.1972949E-002
 3.7200271E+002, 1.6446646E-001, 1.6526477E-001, 1.0521386E-004, 2.5557244E-002, 2.1579205E+002, 1.6577915E+002, 3.0920673E+001, 4.5446944E-004, 4.5446944E-004, 9.2331632E-002
 3.7300759E+002, 1.6424539E-001, 1.6604527E-001, 1.0575371E-004, 2.5686395E-002, 2.1446072E+002, 1.6649537E+002, 8.3160472E+000, 4.2831446E-004, 4.2831446E-004, 9.2654799E-002
 3.7400051E+002, 1.6355142E-001, 1.6602999E-001, 1.0744828E-004, 2.6091796E-002, 2.1534392E+002, 1.6753807E+002, 3.0040415E+001, 4.3903430E-004, 4.3903430E-004, 9.3011496E-002
 3.7500949E+002, 1.6175602E-001, 1.6444364E-001, 1.1183245E-004, 2.7140642E-002, 2.1850984E+002, 1.6923664E+002, 7.5169014E+000, 4.1387605E-004, 4.1387605E-004, 9.3338944E-002
 3.7600013E+002, 1.6096893E-001, 1.6406786E-001, 1.1375441E-004, 2.7600442E-002, 2.1803578E+002, 1.6998245E+002, 7.7169342E+000, 4.0800526E-004, 4.0800526E-004, 9.3683512E-002
