s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kW,kW,kW,kW,kg
 9.2008646E+001, 2.0196274E-001, 2.0754663E-001, 1.3652221E-005, 3.6525515E-003, 6.8302917E+001, 3.2542728E+001, 1.2092346E+002, 6.1189065E+002, 2.1993340E-003, 2.1993340E-003, 2.1993340E-003, 2.1993340E-003, 2.1993340E-003, 8.6157790E-003
 9.3011130E+001, 2.0196031E-001, 2.0754317E-001, 1.3658158E-005, 3.6539715E-003, 6.8172631E+001, 3.3170484E+001, 1.2339768E+002, 6.0722905E+002, 2.8613601E-003, 2.8613601E-003, 2.8613601E-003, 2.8613601E-003, 2.8613601E-003, 8.7992995E-003
 9.4000144E+001, 2.0194477E-001, 2.0754081E-001, 1.3696115E-005, 3.6630525E-003, 6.8314605E+001, 3.3232283E+001, 1.2812233E+002, 6.1241664E+002, 2.6161084E-003, 2.6161084E-003, 2.6161084E-003, 2.6161084E-003, 2.6161084E-003, 8.9817440E-003
 9.5008891E+001, 2.0192504E-001, 2.0754014E-001, 1.3744295E-005, 3.6745793E-003, 6.8327079E+001, 3.3248011E+001, 1.3286653E+002, 6.3183510E+002, 3.2985031E-003, 3.2985031E-003, 3.2985031E-003, 3.2985031E-003, 3.2985031E-003, 9.1673865E-003
 9.6005182E+001, 2.0176903E-001, 2.0754004E-001, 1.4125237E-005, 3.7657176E-003, 6.9316019E+001, 3.2698095E+001, 1.3474363E+002, 6.3070096E+002, 3.0476194E-003, 3.0476194E-003, 3.0476194E-003, 3.0476194E-003, 3.0476194E-003, 9.3551515E-003
 9.7009798E+001, 2.0160502E-001, 2.0754118E-001, 1.4525736E-005, 3.8615347E-003, 7.0122909E+001, 3.3823849E+001, 1.3413660E+002, 6.2597635E+002, 2.7493623E-003, 2.7493623E-003, 2.7493623E-003, 2.7493623E-003, 2.7493623E-003, 9.5416949E-003
 9.8012994E+001, 2.0159358E-001, 2.0753811E-001, 1.4553674E-005, 3.8682188E-003, 6.9812072E+001, 3.5202539E+001, 1.3968741E+002, 6.5300400E+002, 2.7571510E-003, 2.7571510E-003, 2.7571510E-003, 2.7571510E-003, 2.7571510E-003, 9.7326409E-003
 9.9003569E+001, 2.0135159E-001, 2.0753432E-001, 1.5144568E-005, 4.0095884E-003, 7.2042819E+001, 3.5941942E+001, 1.4327434E+002, 6.3944410E+002, 2.8189498E-003, 2.8189498E-003, 2.8189498E-003, 2.8189498E-003, 2.8189498E-003, 9.9245043E-003
 1.0000438E+002, 2.0122769E-001, 2.0752833E-001, 1.5447118E-005, 4.0819726E-003, 7.2972274E+001, 3.7623207E+001, 1.4233158E+002, 6.5597407E+002, 3.3789194E-003, 3.3789194E-003, 3.3789194E-003, 3.3789194E-003, 3.3789194E-003, 1.0116121E-002
 1.0101124E+002, 2.0127937E-001, 2.0751920E-001, 1.5320924E-005, 4.0517812E-003, 7.2588070E+001, 3.8318766E+001, 1.4209463E+002, 6.5933053E+002, 3.6022907E-003, 3.6022907E-003, 3.6022907E-003, 3.6022907E-003, 3.6022907E-003, 1.0312576E-002
 1.0200170E+002, 2.0132206E-001, 2.0751187E-001, 1.5216679E-005, 4.0268407E-003, 7.1699161E+001, 3.9261071E+001, 1.4299651E+002, 6.7410894E+002, 3.3011779E-003, 3.3011779E-003, 3.3011779E-003, 3.3011779E-003, 3.3011779E-003, 1.0508158E-002
 1.0300104E+002, 2.0121859E-001, 2.0751048E-001, 1.5469319E-005, 4.0872839E-003, 7.2621097E+001, 3.8378342E+001, 1.4735304E+002, 6.8452037E+002, 3.9098924E-003, 3.9098924E-003, 3.9098924E-003, 3.9098924E-003, 3.9098924E-003, 1.0707247E-002
 1.0400894E+002, 2.0118279E-001, 2.0751521E-001, 1.5556746E-005, 4.1082006E-003, 7.2555957E+001, 3.9190870E+001, 1.5336581E+002, 6.8485349E+002, 2.9793489E-003, 2.9793489E-003, 2.9793489E-003, 2.9793489E-003, 2.9793489E-003, 1.0908161E-002
 1.0500517E+002, 2.0125400E-001, 2.0752072E-001, 1.5382906E-005, 4.0666093E-003, 7.0974922E+001, 4.3634586E+001, 1.5587105E+002, 6.8309349E+002, 3.3286884E-003, 3.3286884E-003, 3.3286884E-003, 3.3286884E-003, 3.3286884E-003, 1.1111020E-002
 1.0600700E+002, 2.0118385E-001, 2.0752122E-001, 1.5554189E-005, 4.1075880E-003, 7.1430456E+001, 4.0558455E+001, 1.5341238E+002, 6.9434399E+002, 3.9530288E-003, 3.9530288E-003, 3.9530288E-003, 3.9530288E-003, 3.9530288E-003, 1.1311917E-002
 1.0700033E+002, 2.0103866E-001, 2.0751122E-001, 1.5908702E-005, 4.1924043E-003, 7.3248510E+001, 3.9524776E+001, 1.5512697E+002, 6.9857187E+002, 3.5895699E-003, 3.5895699E-003, 3.5895699E-003, 3.5895699E-003, 3.5895699E-003, 1.1515098E-002
 1.0800614E+002, 2.0047879E-001, 2.0748487E-001, 1.7275779E-005, 4.5194722E-003, 7.7954348E+001, 3.8950190E+001, 1.5980934E+002, 7.1429637E+002, 3.9485439E-003, 3.9485439E-003, 3.9485439E-003, 3.9485439E-003, 3.9485439E-003, 1.1723278E-002
 1.0900702E+002, 2.0087190E-001, 2.0745084E-001, 1.6315880E-005, 4.2898198E-003, 7.4226418E+001, 3.8665573E+001, 1.6014023E+002, 7.2107459E+002, 4.1014734E-003, 4.1014734E-003, 4.1014734E-003, 4.1014734E-003, 4.1014734E-003, 1.1931362E-002
 1.1000984E+002, 2.0070577E-001, 2.0742954E-001, 1.6721548E-005, 4.3868744E-003, 7.5086613E+001, 3.8587742E+001, 1.6086798E+002, 7.1958116E+002, 4.0372962E-003, 4.0372962E-003, 4.0372962E-003, 4.0372962E-003, 4.0372962E-003, 1.2141008E-002
 1.1100097E+002, 2.0022732E-001, 2.0742623E-001, 1.7889823E-005, 4.6663798E-003, 7.8748436E+001, 3.9187099E+001, 1.6283655E+002, 7.2546179E+002, 3.8513392E-003, 3.8513392E-003, 3.8513392E-003, 3.8513392E-003, 3.8513392E-003, 1.2351853E-002
 1.1200991E+002, 2.0011431E-001, 2.0743239E-001, 1.8165771E-005, 4.7323994E-003, 7.9550065E+001, 4.2512687E+001, 1.6559140E+002, 7.5124655E+002, 4.9883014E-003, 4.9883014E-003, 4.9883014E-003, 4.9883014E-003, 4.9883014E-003, 1.2563177E-002
 1.1300623E+002, 2.0024446E-001, 2.0743777E-001, 1.7847922E-005, 4.6563561E-003, 7.8503228E+001, 4.4571150E+001, 1.6919571E+002, 7.4239535E+002, 5.5834503E-003, 5.5834503E-003, 5.5834503E-003, 5.5834503E-003, 5.5834503E-003, 1.2779388E-002
 1.1400243E+002, 2.0038226E-001, 2.0743848E-001, 1.7511517E-005, 4.5758714E-003, 7.6192796E+001, 4.4465538E+001, 1.7068984E+002, 7.4893959E+002, 4.6444928E-003, 4.6444928E-003, 4.6444928E-003, 4.6444928E-003, 4.6444928E-003, 1.2994574E-002
 1.1500215E+002, 2.0038525E-001, 2.0742914E-001, 1.7504259E-005, 4.5741346E-003, 7.5561114E+001, 4.4916734E+001, 1.7234381E+002, 7.4250050E+002, 4.4131020E-003, 4.4131020E-003, 4.4131020E-003, 4.4131020E-003, 4.4131020E-003, 1.3210837E-002
 1.1600305E+002, 2.0032497E-001, 2.0741988E-001, 1.7651403E-005, 4.6093382E-003, 7.6603478E+001, 4.5218210E+001, 1.7510908E+002, 7.6111621E+002, 4.9190379E-003, 4.9190379E-003, 4.9190379E-003, 4.9190379E-003, 4.9190379E-003, 1.3429530E-002
 1.1701260E+002, 2.0020155E-001, 2.0741677E-001, 1.7952721E-005, 4.6814279E-003, 7.7672832E+001, 4.6903727E+001, 1.7823951E+002, 7.7467467E+002, 5.4010467E-003, 5.4010467E-003, 5.4010467E-003, 5.4010467E-003, 5.4010467E-003, 1.3652502E-002
 1.1800328E+002, 1.9981061E-001, 2.0741811E-001, 1.8907358E-005, 4.9098213E-003, 7.9887067E+001, 4.6558420E+001, 1.8062753E+002, 7.7458978E+002, 4.7669595E-003, 4.7669595E-003, 4.7669595E-003, 4.7669595E-003, 4.7669595E-003, 1.3874817E-002
 1.1901020E+002, 1.9969475E-001, 2.0742021E-001, 1.9190300E-005, 4.9775142E-003, 8.0040401E+001, 4.6956480E+001, 1.8368992E+002, 7.9313933E+002, 5.0580673E-003, 5.0580673E-003, 5.0580673E-003, 5.0580673E-003, 5.0580673E-003, 1.4097691E-002
 1.2001179E+002, 1.9946454E-001, 2.0741868E-001, 1.9752442E-005, 5.1120072E-003, 8.1317084E+001, 4.8379431E+001, 1.8724862E+002, 7.7655012E+002, 4.1439946E-003, 4.1439946E-003, 4.1439946E-003, 4.1439946E-003, 4.1439946E-003, 1.4323452E-002
 1.2100516E+002, 1.9919390E-001, 2.0741492E-001, 2.0413311E-005, 5.2701204E-003, 8.3078643E+001, 4.8712380E+001, 1.8913311E+002, 7.8957516E+002, 4.8609726E-003, 4.8609726E-003, 4.8609726E-003, 4.8609726E-003, 4.8609726E-003, 1.4546873E-002
 1.2200227E+002, 1.9921894E-001, 2.0741308E-001, 2.0352125E-005, 5.2554816E-003, 8.2816774E+001, 4.8777110E+001, 1.9325341E+002, 8.0278864E+002, 6.6729375E-003, 6.6729375E-003, 6.6729375E-003, 6.6729375E-003, 6.6729375E-003, 1.4774714E-002
 1.2300305E+002, 1.9922828E-001, 2.0741299E-001, 2.0329320E-005, 5.2500255E-003, 8.2848088E+001, 4.8789870E+001, 1.9344245E+002, 8.0094229E+002, 6.9606550E-003, 6.9606550E-003, 6.9606550E-003, 6.9606550E-003, 6.9606550E-003, 1.5001856E-002
 1.2400771E+002, 1.9921129E-001, 2.0741446E-001, 2.0370837E-005, 5.2599569E-003, 8.1712027E+001, 4.7716747E+001, 1.9992488E+002, 8.3310490E+002, 8.7257899E-003, 8.7257899E-003, 8.7257899E-003, 8.7257899E-003, 8.7257899E-003, 1.5235753E-002
 1.2500736E+002, 1.9915091E-001, 2.0741733E-001, 2.0518295E-005, 5.2952343E-003, 8.0169287E+001, 4.7507249E+001, 2.0387386E+002, 8.3028679E+002, 7.9820562E-003, 7.9820562E-003, 7.9820562E-003, 7.9820562E-003, 7.9820562E-003, 1.5469168E-002
 1.2600087E+002, 1.9908805E-001, 2.0742200E-001, 2.0671800E-005, 5.3319597E-003, 8.0570344E+001, 4.7075627E+001, 2.0486632E+002, 8.0964500E+002, 6.6705055E-003, 6.6705055E-003, 6.6705055E-003, 6.6705055E-003, 6.6705055E-003, 1.5701286E-002
 1.2700068E+002, 1.9904149E-001, 2.0742664E-001, 2.0785510E-005, 5.3591653E-003, 8.1412896E+001, 4.6485673E+001, 2.0613570E+002, 8.3861506E+002, 6.8750735E-003, 6.8750735E-003, 6.8750735E-003, 6.8750735E-003, 6.8750735E-003, 1.5934727E-002
 1.2800478E+002, 1.9856714E-001, 2.0743145E-001, 2.1943713E-005, 5.6362728E-003, 8.7227824E+001, 4.9693612E+001, 2.1115068E+002, 8.4721904E+002, 7.3115588E-003, 7.3115588E-003, 7.3115588E-003, 7.3115588E-003, 7.3115588E-003, 1.6173194E-002
 1.2900787E+002, 1.9816573E-001, 2.0743492E-001, 2.2923873E-005, 5.8707833E-003, 9.1398618E+001, 4.8562799E+001, 2.1463906E+002, 8.4524007E+002, 9.0005960E-003, 9.0005960E-003, 9.0005960E-003, 9.0005960E-003, 9.0005960E-003, 1.6412655E-002
 1.3000014E+002, 1.9810822E-001, 2.0743674E-001, 2.3064232E-005, 5.9043642E-003, 9.1596611E+001, 4.9304962E+001, 2.1556743E+002, 8.3650318E+002, 9.3117914E-003, 9.3117914E-003, 9.3117914E-003, 9.3117914E-003, 9.3117914E-003, 1.6650681E-002
 1.3100688E+002, 1.9824648E-001, 2.0743652E-001, 2.2726641E-005, 5.8235879E-003, 8.9286706E+001, 5.0581549E+001, 2.1411775E+002, 8.5016127E+002, 1.0021847E-002, 1.0021847E-002, 1.0021847E-002, 1.0021847E-002, 1.0021847E-002, 1.6888272E-002
 1.3200598E+002, 1.9790063E-001, 2.0743394E-001, 2.3571223E-005, 6.0256528E-003, 8.9316308E+001, 5.0505268E+001, 2.2107217E+002, 9.0954479E+002, 1.3422493E-002, 1.3422493E-002, 1.3422493E-002, 1.3422493E-002, 1.3422493E-002, 1.7134668E-002
 1.3300121E+002, 1.9765172E-001, 2.0743093E-001, 2.4179000E-005, 6.1710690E-003, 9.1234990E+001, 5.0860279E+001, 2.2592005E+002, 8.7413837E+002, 9.5512958E-003, 9.5512958E-003, 9.5512958E-003, 9.5512958E-003, 9.5512958E-003, 1.7380201E-002
 1.3400175E+002, 1.9748959E-001, 2.0742913E-001, 2.4574943E-005, 6.2657976E-003, 9.0190581E+001, 5.2090823E+001, 2.2610997E+002, 8.7770026E+002, 1.1957340E-002, 1.1957340E-002, 1.1957340E-002, 1.1957340E-002, 1.1957340E-002, 1.7623842E-002
 1.3501198E+002, 1.9722806E-001, 2.0742832E-001, 2.5213637E-005, 6.4186014E-003, 8.9048040E+001, 5.0688852E+001, 2.2267687E+002, 8.6121966E+002, 9.6665686E-003, 9.6665686E-003, 9.6665686E-003, 9.6665686E-003, 9.6665686E-003, 1.7866798E-002
 1.3600481E+002, 1.9724159E-001, 2.0742715E-001, 2.5180627E-005, 6.4107068E-003, 8.8882626E+001, 5.3222823E+001, 2.2691897E+002, 9.0286416E+002, 1.3568785E-002, 1.3568785E-002, 1.3568785E-002, 1.3568785E-002, 1.3568785E-002, 1.8114871E-002
 1.3700460E+002, 1.9726711E-001, 2.0742400E-001, 2.5118300E-005, 6.3957963E-003, 8.8696514E+001, 5.3712268E+001, 2.3476739E+002, 9.0008660E+002, 1.1514275E-002, 1.1514275E-002, 1.1514275E-002, 1.1514275E-002, 1.1514275E-002, 1.8366873E-002
 1.3800139E+002, 1.9724121E-001, 2.0741820E-001, 2.5181519E-005, 6.4109245E-003, 9.0514857E+001, 5.4381610E+001, 2.3236820E+002, 9.1774149E+002, 1.4556465E-002, 1.4556465E-002, 1.4556465E-002, 1.4556465E-002, 1.4556465E-002, 1.8614740E-002
 1.3900661E+002, 1.9722147E-001, 2.0741209E-001, 2.5229706E-005, 6.4224563E-003, 9.1715633E+001, 5.6416970E+001, 2.3177261E+002, 9.1642579E+002, 1.5653202E-002, 1.5653202E-002, 1.5653202E-002, 1.5653202E-002, 1.5653202E-002, 1.8864416E-002
 1.4000722E+002, 1.9713219E-001, 2.0740734E-001, 2.5447677E-005, 6.4746102E-003, 9.2801425E+001, 5.3837590E+001, 2.3679003E+002, 9.0645946E+002, 1.2978051E-002, 1.2978051E-002, 1.2978051E-002, 1.2978051E-002, 1.2978051E-002, 1.9120051E-002
 1.4100952E+002, 1.9690456E-001, 2.0740325E-001, 2.6003442E-005, 6.6075814E-003, 9.2508935E+001, 5.6161233E+001, 2.3723393E+002, 9.4937863E+002, 1.2343233E-002, 1.2343233E-002, 1.2343233E-002, 1.2343233E-002, 1.2343233E-002, 1.9372264E-002
 1.4200332E+002, 1.9670201E-001, 2.0739977E-001, 2.6498098E-005, 6.7259302E-003, 9.3044977E+001, 5.6944391E+001, 2.4538464E+002, 9.2645880E+002, 1.2771966E-002, 1.2771966E-002, 1.2771966E-002, 1.2771966E-002, 1.2771966E-002, 1.9629910E-002
 1.4300974E+002, 1.9655622E-001, 2.0739394E-001, 2.6854105E-005, 6.8111153E-003, 9.4806363E+001, 5.8316493E+001, 2.4913478E+002, 9.4101158E+002, 1.8104661E-002, 1.8104661E-002, 1.8104661E-002, 1.8104661E-002, 1.8104661E-002, 1.9887462E-002
 1.4401081E+002, 1.9633174E-001, 2.0738189E-001, 2.7402260E-005, 6.9422653E-003, 9.5276933E+001, 5.9150804E+001, 2.5248380E+002, 9.4353422E+002, 1.3676370E-002, 1.3676370E-002, 1.3676370E-002, 1.3676370E-002, 1.3676370E-002, 2.0146838E-002
 1.4500601E+002, 1.9639657E-001, 2.0736691E-001, 2.7243932E-005, 6.9043783E-003, 9.2946692E+001, 5.7703527E+001, 2.5175791E+002, 9.5449471E+002, 1.5595261E-002, 1.5595261E-002, 1.5595261E-002, 1.5595261E-002, 1.5595261E-002, 2.0403983E-002
 1.4600135E+002, 1.9621588E-001, 2.0735540E-001, 2.7685041E-005, 7.0099319E-003, 9.6902688E+001, 5.8475149E+001, 2.6052989E+002, 9.7887544E+002, 1.4095835E-002, 1.4095835E-002, 1.4095835E-002, 1.4095835E-002, 1.4095835E-002, 2.0667686E-002
 1.4700316E+002, 1.9567979E-001, 2.0734594E-001, 2.8993865E-005, 7.3231113E-003, 1.0326745E+002, 5.9319199E+001, 2.6242752E+002, 9.3991530E+002, 1.3298717E-002, 1.3298717E-002, 1.3298717E-002, 1.3298717E-002, 1.3298717E-002, 2.0929953E-002
 1.4800354E+002, 1.9552489E-001, 2.0733758E-001, 2.9372060E-005, 7.4136056E-003, 1.0461602E+002, 5.9125180E+001, 2.6299779E+002, 9.5772531E+002, 1.6642888E-002, 1.6642888E-002, 1.6642888E-002, 1.6642888E-002, 1.6642888E-002, 2.1193378E-002
 1.4900350E+002, 1.9509455E-001, 2.0732811E-001, 3.0422880E-005, 7.6650419E-003, 1.0754215E+002, 6.1169418E+001, 2.5996544E+002, 9.9628894E+002, 1.8071922E-002, 1.8071922E-002, 1.8071922E-002, 1.8071922E-002, 1.8071922E-002, 2.1455361E-002
 1.5000020E+002, 1.9483416E-001, 2.0731716E-001, 3.1058794E-005, 7.8172032E-003, 1.0922508E+002, 6.0925871E+001, 2.6809753E+002, 9.9207465E+002, 1.6978478E-002, 1.6978478E-002, 1.6978478E-002, 1.6978478E-002, 1.6978478E-002, 2.1726357E-002
 1.5100107E+002, 1.9471505E-001, 2.0729876E-001, 3.1349561E-005, 7.8867790E-003, 1.1000393E+002, 6.0273822E+001, 2.7291532E+002, 1.0088995E+003, 1.6718035E-002, 1.6718035E-002, 1.6718035E-002, 1.6718035E-002, 1.6718035E-002, 2.1997034E-002
 1.5200775E+002, 1.9458439E-001, 2.0723999E-001, 3.1668531E-005, 7.9631046E-003, 1.1119333E+002, 5.9917815E+001, 2.7267034E+002, 9.9919575E+002, 1.7785625E-002, 1.7785625E-002, 1.7785625E-002, 1.7785625E-002, 1.7785625E-002, 2.2265877E-002
 1.5301121E+002, 1.9444990E-001, 2.0699968E-001, 3.1996877E-005, 8.0416697E-003, 1.1212443E+002, 6.1555021E+001, 2.7259654E+002, 9.9530901E+002, 1.8454194E-002, 1.8454194E-002, 1.8454194E-002, 1.8454194E-002, 1.8454194E-002, 2.2535283E-002
 1.5400625E+002, 1.9448939E-001, 2.0659826E-001, 3.1900517E-005, 8.0186061E-003, 1.1021718E+002, 6.3960735E+001, 2.7426007E+002, 1.0129093E+003, 1.5578888E-002, 1.5578888E-002, 1.5578888E-002, 1.5578888E-002, 1.5578888E-002, 2.2806268E-002
 1.5500266E+002, 1.9454974E-001, 2.0626316E-001, 3.1753213E-005, 7.9833577E-003, 1.0892846E+002, 6.2067406E+001, 2.7535519E+002, 9.9265563E+002, 1.9860590E-002, 1.9860590E-002, 1.9860590E-002, 1.9860590E-002, 1.9860590E-002, 2.3077017E-002
 1.5600953E+002, 1.9456843E-001, 2.0618181E-001, 3.1707602E-005, 7.9724423E-003, 1.0751943E+002, 6.2125809E+001, 2.8110682E+002, 1.0345822E+003, 2.3413576E-002, 2.3413576E-002, 2.3413576E-002, 2.3413576E-002, 2.3413576E-002, 2.3353122E-002
 1.5700813E+002, 1.9450846E-001, 2.0633337E-001, 3.1854061E-005, 8.0074835E-003, 1.0698105E+002, 6.2896138E+001, 2.8657923E+002, 1.0262686E+003, 2.1136115E-002, 2.1136115E-002, 2.1136115E-002, 2.1136115E-002, 2.1136115E-002, 2.3631990E-002
 1.5800838E+002, 1.9418807E-001, 2.0648159E-001, 3.2636306E-005, 8.1946690E-003, 1.1171549E+002, 6.3607594E+001, 2.9102497E+002, 1.0912144E+003, 2.2818756E-002, 2.2818756E-002, 2.2818756E-002, 2.2818756E-002, 2.2818756E-002, 2.3910189E-002
 1.5900940E+002, 1.9377906E-001, 2.0654419E-001, 3.3634810E-005, 8.4336047E-003, 1.1658245E+002, 6.3568507E+001, 2.9771527E+002, 1.0435435E+003, 2.2688239E-002, 2.2688239E-002, 2.2688239E-002, 2.2688239E-002, 2.2688239E-002, 2.4192139E-002
 1.6000326E+002, 1.9406014E-001, 2.0655919E-001, 3.2948502E-005, 8.2693829E-003, 1.1400432E+002, 6.3620559E+001, 2.8795002E+002, 1.0103849E+003, 1.6743188E-002, 1.6743188E-002, 1.6743188E-002, 1.6743188E-002, 1.6743188E-002, 2.4462409E-002
 1.6100975E+002, 1.9398379E-001, 2.0655544E-001, 3.3134859E-005, 8.3139836E-003, 1.1400352E+002, 6.5353764E+001, 2.8649728E+002, 1.0615853E+003, 2.4131482E-002, 2.4131482E-002, 2.4131482E-002, 2.4131482E-002, 2.4131482E-002, 2.4739379E-002
 1.6200666E+002, 1.9369621E-001, 2.0649387E-001, 3.3837057E-005, 8.4820165E-003, 1.1599899E+002, 6.6967374E+001, 2.9520000E+002, 1.0774358E+003, 2.5746533E-002, 2.5746533E-002, 2.5746533E-002, 2.5746533E-002, 2.5746533E-002, 2.5025462E-002
 1.6300098E+002, 1.9351601E-001, 2.0624086E-001, 3.4277123E-005, 8.5873060E-003, 1.1533241E+002, 6.7435382E+001, 3.0287166E+002, 1.1009195E+003, 3.0707307E-002, 3.0707307E-002, 3.0707307E-002, 3.0707307E-002, 3.0707307E-002, 2.5311802E-002
 1.6401007E+002, 1.9326084E-001, 2.0569877E-001, 3.4900233E-005, 8.7363927E-003, 1.1528293E+002, 6.8211375E+001, 3.0638466E+002, 1.0887513E+003, 2.5411289E-002, 2.5411289E-002, 2.5411289E-002, 2.5411289E-002, 2.5411289E-002, 2.5598072E-002
 1.6500789E+002, 1.9330177E-001, 2.0525785E-001, 3.4800348E-005, 8.7124907E-003, 1.1514304E+002, 6.7629157E+001, 3.0624933E+002, 1.0664206E+003, 2.3773292E-002, 2.3773292E-002, 2.3773292E-002, 2.3773292E-002, 2.3773292E-002, 2.5884380E-002
 1.6600397E+002, 1.9336993E-001, 2.0496399E-001, 3.4633872E-005, 8.6726646E-003, 1.1607463E+002, 6.4138656E+001, 2.9305188E+002, 1.0616207E+003, 2.8770115E-002, 2.8770115E-002, 2.8770115E-002, 2.8770115E-002, 2.8770115E-002, 2.6159279E-002
 1.6700758E+002, 1.9337121E-001, 2.0454249E-001, 3.4630747E-005, 8.6719093E-003, 1.1446281E+002, 6.2775083E+001, 3.0911511E+002, 1.1262355E+003, 3.6820816E-002, 3.6820816E-002, 3.6820816E-002, 3.6820816E-002, 3.6820816E-002, 2.6455759E-002
 1.6800842E+002, 1.9327127E-001, 2.0420517E-001, 3.4874893E-005, 8.7303227E-003, 1.1454464E+002, 6.6175369E+001, 3.1463503E+002, 1.1187763E+003, 3.0008893E-002, 3.0008893E-002, 3.0008893E-002, 3.0008893E-002, 3.0008893E-002, 2.6749584E-002
 1.6900593E+002, 1.9307247E-001, 2.0430112E-001, 3.5360491E-005, 8.8465172E-003, 1.1636166E+002, 6.7991386E+001, 3.0955354E+002, 1.0894277E+003, 2.6525225E-002, 2.6525225E-002, 2.6525225E-002, 2.6525225E-002, 2.6525225E-002, 2.7035538E-002
 1.7000766E+002, 1.9295395E-001, 2.0468665E-001, 3.5649594E-005, 8.9157032E-003, 1.1521213E+002, 6.9209560E+001, 3.1001862E+002, 1.1496528E+003, 3.4185004E-002, 3.4185004E-002, 3.4185004E-002, 3.4185004E-002, 3.4185004E-002, 2.7325568E-002
 1.7100219E+002, 1.9236278E-001, 2.0502042E-001, 3.7092792E-005, 9.2610992E-003, 1.2318214E+002, 6.9914913E+001, 3.2637882E+002, 1.1094015E+003, 4.2421659E-002, 4.2421659E-002, 4.2421659E-002, 4.2421659E-002, 4.2421659E-002, 2.7626721E-002
 1.7200058E+002, 1.9207444E-001, 2.0503828E-001, 3.7796923E-005, 9.4295929E-003, 1.2439585E+002, 6.9307995E+001, 3.1387682E+002, 1.1024487E+003, 2.7961554E-002, 2.7961554E-002, 2.7961554E-002, 2.7961554E-002, 2.7961554E-002, 2.7908905E-002
 1.7300150E+002, 1.9173711E-001, 2.0438570E-001, 3.8620512E-005, 9.6266555E-003, 1.2443234E+002, 7.2461007E+001, 3.1279281E+002, 1.1836135E+003, 3.3746316E-002, 3.3746316E-002, 3.3746316E-002, 3.3746316E-002, 3.3746316E-002, 2.8199717E-002
 1.7400831E+002, 1.9167693E-001, 2.0331466E-001, 3.8767405E-005, 9.6618025E-003, 1.2441863E+002, 7.0690315E+001, 3.2666027E+002, 1.1495444E+003, 4.2573022E-002, 4.2573022E-002, 4.2573022E-002, 4.2573022E-002, 4.2573022E-002, 2.8502776E-002
 1.7501000E+002, 1.9165058E-001, 2.0272195E-001, 3.8831922E-005, 9.6772352E-003, 1.2394580E+002, 6.9594897E+001, 3.2791476E+002, 1.1147121E+003, 4.0538160E-002, 4.0538160E-002, 4.0538160E-002, 4.0538160E-002, 4.0538160E-002, 2.8800442E-002
 1.7601101E+002, 1.9176922E-001, 2.0321290E-001, 3.8542174E-005, 9.6079093E-003, 1.2394487E+002, 7.1383712E+001, 3.2439533E+002, 1.1399689E+003, 2.9514341E-002, 2.9514341E-002, 2.9514341E-002, 2.9514341E-002, 2.9514341E-002, 2.9095781E-002
 1.7701038E+002, 1.9179176E-001, 2.0428623E-001, 3.8487152E-005, 9.5947456E-003, 1.2361036E+002, 7.4236632E+001, 3.2744834E+002, 1.2300940E+003, 4.6719300E-002, 4.6719300E-002, 4.6719300E-002, 4.6719300E-002, 4.6719300E-002, 2.9396212E-002
 1.7800417E+002, 1.9143388E-001, 2.0458309E-001, 3.9361031E-005, 9.8038780E-003, 1.2613894E+002, 7.4208161E+001, 3.3924723E+002, 1.1744561E+003, 4.5103704E-002, 4.5103704E-002, 4.5103704E-002, 4.5103704E-002, 4.5103704E-002, 2.9700377E-002
 1.7900528E+002, 1.9136820E-001, 2.0403214E-001, 3.9521483E-005, 9.8422712E-003, 1.2428936E+002, 7.3472556E+001, 3.3574909E+002, 1.1351773E+003, 4.0945640E-002, 4.0945640E-002, 4.0945640E-002, 4.0945640E-002, 4.0945640E-002, 2.9996532E-002
 1.8000914E+002, 1.9107891E-001, 2.0298101E-001, 4.0227532E-005, 1.0011231E-002, 1.2539330E+002, 7.3041633E+001, 3.3364745E+002, 1.1958237E+003, 4.4690636E-002, 4.4690636E-002, 4.4690636E-002, 4.4690636E-002, 4.4690636E-002, 3.0297163E-002
 1.8100548E+002, 1.9109931E-001, 2.0203514E-001, 4.0177866E-005, 9.9993403E-003, 1.2471706E+002, 7.4395178E+001, 3.3990250E+002, 1.2105005E+003, 5.7402913E-002, 5.7402913E-002, 5.7402913E-002, 5.7402913E-002, 5.7402913E-002, 3.0603834E-002
 1.8200730E+002, 1.9098642E-001, 2.0161140E-001, 4.0453645E-005, 1.0065341E-002, 1.2730925E+002, 7.6886039E+001, 3.3300111E+002, 1.1986779E+003, 5.1450240E-002, 5.1450240E-002, 5.1450240E-002, 5.1450240E-002, 5.1450240E-002, 3.0902599E-002
 1.8300690E+002, 1.9053338E-001, 2.0162337E-001, 4.1559244E-005, 1.0329980E-002, 1.3376596E+002, 7.4805750E+001, 3.3509277E+002, 1.1486585E+003, 4.9254322E-002, 4.9254322E-002, 4.9254322E-002, 4.9254322E-002, 4.9254322E-002, 3.1207087E-002
