s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kg,kg
 1.1500801E+002, 2.0032786E-001, 2.0746661E-001, 1.7644956E-005, 4.6077060E-003, 7.5164801E+001, 4.3107580E+001, 1.7072890E+002, 7.5346773E+002, 3.3331128E-003, 1.3069181E-002, 1.6866076E-004
 1.1600584E+002, 2.0010180E-001, 2.0745995E-001, 1.8196977E-005, 4.7397696E-003, 7.6495112E+001, 4.4624846E+001, 1.7071084E+002, 7.5406277E+002, 3.6740062E-003, 1.3281694E-002, 1.7365745E-004
 1.1700703E+002, 1.9999889E-001, 2.0744106E-001, 1.8448261E-005, 4.7998859E-003, 7.7360988E+001, 4.4791569E+001, 1.7475987E+002, 7.6695897E+002, 3.5878923E-003, 1.3497366E-002, 1.7860225E-004
 1.1800484E+002, 1.9990786E-001, 2.0741168E-001, 1.8670559E-005, 4.8530677E-003, 7.8153208E+001, 4.6720314E+001, 1.8144641E+002, 7.9077382E+002, 3.5673902E-003, 1.3716654E-002, 1.8346557E-004
 1.1900032E+002, 1.9984083E-001, 2.0739308E-001, 1.8834240E-005, 4.8922262E-003, 7.8789535E+001, 4.8082188E+001, 1.8136601E+002, 7.8365650E+002, 2.7569908E-003, 1.3931972E-002, 1.8843740E-004
 1.2000767E+002, 1.9976379E-001, 2.0738557E-001, 1.9022353E-005, 4.9372295E-003, 7.9414886E+001, 4.7970525E+001, 1.8861544E+002, 7.9767385E+002, 4.1175991E-003, 1.4156543E-002, 1.9352732E-004
 1.2100075E+002, 1.9967702E-001, 2.0739045E-001, 1.9234261E-005, 4.9879259E-003, 7.9618481E+001, 4.7307290E+001, 1.8983351E+002, 7.8407906E+002, 3.7565560E-003, 1.4379506E-002, 1.9896801E-004
 1.2201114E+002, 1.9951183E-001, 2.0739692E-001, 1.9637674E-005, 5.0844372E-003, 7.9920363E+001, 4.8513944E+001, 1.8916492E+002, 7.9288410E+002, 3.1034123E-003, 1.4601785E-002, 2.0445811E-004
 1.2300809E+002, 1.9927194E-001, 2.0739260E-001, 2.0223448E-005, 5.2245761E-003, 8.2098429E+001, 4.9117721E+001, 1.9145741E+002, 7.9909811E+002, 4.2383684E-003, 1.4826790E-002, 2.0993149E-004
 1.2400138E+002, 1.9905633E-001, 2.0738367E-001, 2.0749907E-005, 5.3505248E-003, 8.4381390E+001, 4.9841772E+001, 1.9526188E+002, 8.2569499E+002, 3.6664035E-003, 1.5052071E-002, 2.1551959E-004
 1.2501276E+002, 1.9881526E-001, 2.0738209E-001, 2.1338574E-005, 5.4913561E-003, 8.6572209E+001, 4.7956829E+001, 1.9944880E+002, 8.2004469E+002, 4.2070248E-003, 1.5280184E-002, 2.2096733E-004
 1.2600121E+002, 1.9855570E-001, 2.0738649E-001, 2.1972386E-005, 5.6429874E-003, 8.8129115E+001, 4.8478131E+001, 2.0546946E+002, 8.3269489E+002, 4.5023317E-003, 1.5511559E-002, 2.2669315E-004
 1.2700018E+002, 1.9862150E-001, 2.0739365E-001, 2.1811754E-005, 5.6045582E-003, 8.7142989E+001, 4.9164774E+001, 2.0741385E+002, 8.4505890E+002, 4.8536677E-003, 1.5740711E-002, 2.3239110E-004
 1.2800761E+002, 1.9853079E-001, 2.0740065E-001, 2.2033286E-005, 5.6575566E-003, 8.7182597E+001, 4.9300744E+001, 2.1412305E+002, 8.4091596E+002, 4.8833872E-003, 1.5976431E-002, 2.3806054E-004
 1.2900156E+002, 1.9854133E-001, 2.0740223E-001, 2.2007566E-005, 5.6514033E-003, 8.6975522E+001, 4.8854177E+001, 2.1272943E+002, 8.2703249E+002, 4.3011466E-003, 1.6207070E-002, 2.4377237E-004
 1.3000950E+002, 1.9839386E-001, 2.0740264E-001, 2.2367772E-005, 5.7375775E-003, 8.5584036E+001, 4.9111553E+001, 2.1735641E+002, 8.6362692E+002, 5.9646258E-003, 1.6444311E-002, 2.4969281E-004
 1.3100467E+002, 1.9824269E-001, 2.0740574E-001, 2.2736977E-005, 5.8259049E-003, 8.5299813E+001, 5.0318378E+001, 2.1507041E+002, 8.6320467E+002, 4.4723142E-003, 1.6677787E-002, 2.5581452E-004
 1.3200462E+002, 1.9821015E-001, 2.0740916E-001, 2.2816382E-005, 5.8449018E-003, 8.6271766E+001, 5.2714811E+001, 2.2351007E+002, 8.8307505E+002, 6.9351937E-003, 1.6920779E-002, 2.6228622E-004
 1.3300079E+002, 1.9794384E-001, 2.0740607E-001, 2.3466686E-005, 6.0004791E-003, 8.8709219E+001, 5.2443960E+001, 2.2596560E+002, 8.7596380E+002, 7.2854210E-003, 1.7161790E-002, 2.6911543E-004
 1.3400284E+002, 1.9745145E-001, 2.0740145E-001, 2.4669101E-005, 6.2881413E-003, 9.0794941E+001, 5.0935886E+001, 2.1982586E+002, 8.7425785E+002, 6.2341158E-003, 1.7396855E-002, 2.7588316E-004
 1.3500277E+002, 1.9737374E-001, 2.0740378E-001, 2.4858995E-005, 6.3335711E-003, 8.9258362E+001, 5.1558235E+001, 2.2279394E+002, 8.9847497E+002, 6.7172883E-003, 1.7637960E-002, 2.8281442E-004
 1.3600745E+002, 1.9721778E-001, 2.0741022E-001, 2.5239875E-005, 6.4246922E-003, 8.9541176E+001, 5.0887814E+001, 2.2785841E+002, 8.8920257E+002, 8.6337088E-003, 1.7882902E-002, 2.8990958E-004
 1.3700295E+002, 1.9714963E-001, 2.0740946E-001, 2.5406290E-005, 6.4645050E-003, 9.0100772E+001, 5.2467462E+001, 2.2641511E+002, 8.8976568E+002, 8.0368881E-003, 1.8123663E-002, 2.9703624E-004
 1.3800027E+002, 1.9704874E-001, 2.0740201E-001, 2.5652626E-005, 6.5234385E-003, 9.0917946E+001, 5.3405154E+001, 2.3483860E+002, 9.1251670E+002, 9.3583737E-003, 1.8372266E-002, 3.0436861E-004
 1.3900688E+002, 1.9699728E-001, 2.0739334E-001, 2.5778275E-005, 6.5534985E-003, 9.1840975E+001, 5.3469257E+001, 2.3738114E+002, 8.9798818E+002, 8.4913456E-003, 1.8619313E-002, 3.1194218E-004
 1.4000939E+002, 1.9632948E-001, 2.0738757E-001, 2.7408775E-005, 6.9435773E-003, 1.0014019E+002, 5.5695691E+001, 2.4030747E+002, 9.5426908E+002, 6.6306628E-003, 1.8867981E-002, 3.1928579E-004
 1.4100591E+002, 1.9566190E-001, 2.0738270E-001, 2.9038920E-005, 7.3335716E-003, 1.0536448E+002, 5.3026831E+001, 2.4713616E+002, 9.3022960E+002, 1.0028524E-002, 1.9120726E-002, 3.2658460E-004
 1.4201176E+002, 1.9577224E-001, 2.0737690E-001, 2.8769542E-005, 7.2691255E-003, 1.0354904E+002, 5.6259649E+001, 2.4893992E+002, 9.1829881E+002, 7.4378300E-003, 1.9372202E-002, 3.3438057E-004
 1.4300393E+002, 1.9613792E-001, 2.0737028E-001, 2.7876765E-005, 7.0555376E-003, 9.7054828E+001, 5.3057737E+001, 2.4805157E+002, 9.4810000E+002, 7.3347334E-003, 1.9622524E-002, 3.4221468E-004
 1.4401067E+002, 1.9612546E-001, 2.0736433E-001, 2.7907214E-005, 7.0628221E-003, 9.6453979E+001, 5.3074471E+001, 2.5012940E+002, 9.2766248E+002, 7.3335707E-003, 1.9874736E-002, 3.5001502E-004
 1.4500258E+002, 1.9597499E-001, 2.0736021E-001, 2.8274629E-005, 7.1507225E-003, 9.8534953E+001, 5.6666541E+001, 2.4884723E+002, 9.5077231E+002, 8.2182043E-003, 2.0125539E-002, 3.5793127E-004
 1.4600863E+002, 1.9591864E-001, 2.0735548E-001, 2.8412172E-005, 7.1836292E-003, 1.0011514E+002, 5.7833669E+001, 2.5614832E+002, 9.7490685E+002, 7.4977101E-003, 2.0384189E-002, 3.6611819E-004
 1.4700187E+002, 1.9576587E-001, 2.0734265E-001, 2.8785314E-005, 7.2728990E-003, 9.9476847E+001, 5.9275561E+001, 2.5501382E+002, 9.6354584E+002, 9.1468372E-003, 2.0638289E-002, 3.7424928E-004
 1.4800433E+002, 1.9570986E-001, 2.0731927E-001, 2.8922054E-005, 7.3056127E-003, 1.0020984E+002, 5.9074147E+001, 2.6321789E+002, 9.6889619E+002, 1.0522693E-002, 2.0900568E-002, 3.8287463E-004
 1.4900794E+002, 1.9542083E-001, 2.0725733E-001, 2.9627853E-005, 7.4744686E-003, 1.0261247E+002, 5.8318777E+001, 2.6394923E+002, 9.9556820E+002, 9.6480914E-003, 2.1161296E-002, 3.9174733E-004
 1.5000076E+002, 1.9535832E-001, 2.0720481E-001, 2.9780491E-005, 7.5109852E-003, 1.0277214E+002, 5.8726385E+001, 2.6129274E+002, 9.4707048E+002, 8.4070813E-003, 2.1417854E-002, 4.0069581E-004
 1.5101000E+002, 1.9513036E-001, 2.0718364E-001, 3.0337084E-005, 7.6441452E-003, 1.0519106E+002, 6.2051575E+001, 2.6854262E+002, 1.0278168E+003, 1.0918440E-002, 2.1683701E-002, 4.0970844E-004
 1.5200317E+002, 1.9491998E-001, 2.0716909E-001, 3.0850907E-005, 7.7670713E-003, 1.0495547E+002, 6.3582047E+001, 2.6452671E+002, 9.8158885E+002, 1.2488191E-002, 2.1942535E-002, 4.1907557E-004
 1.5300606E+002, 1.9485441E-001, 2.0714681E-001, 3.1011097E-005, 7.8053946E-003, 1.0421008E+002, 6.2092784E+001, 2.7097985E+002, 1.0184649E+003, 1.1713760E-002, 2.2208575E-002, 4.2851594E-004
 1.5400096E+002, 1.9478148E-001, 2.0706667E-001, 3.1189192E-005, 7.8480031E-003, 1.0514963E+002, 6.1609870E+001, 2.7598162E+002, 1.0255522E+003, 1.3247555E-002, 2.2474615E-002, 4.3786783E-004
 1.5500736E+002, 1.9470529E-001, 2.0691583E-001, 3.1375237E-005, 7.8925121E-003, 1.0575695E+002, 6.1068756E+001, 2.7938104E+002, 9.9566685E+002, 1.4487203E-002, 2.2741575E-002, 4.4745074E-004
 1.5601030E+002, 1.9444379E-001, 2.0675569E-001, 3.2013772E-005, 8.0452748E-003, 1.0827426E+002, 6.2900099E+001, 2.8132804E+002, 1.0144588E+003, 1.2585530E-002, 2.3010384E-002, 4.5718364E-004
 1.5700515E+002, 1.9417537E-001, 2.0663952E-001, 3.2669190E-005, 8.2020769E-003, 1.1089895E+002, 6.3135527E+001, 2.8827485E+002, 1.0756047E+003, 1.2441369E-002, 2.3283211E-002, 4.6718241E-004
 1.5800684E+002, 1.9416108E-001, 2.0654740E-001, 3.2704106E-005, 8.2104302E-003, 1.1132877E+002, 6.4947382E+001, 2.9150567E+002, 1.0027884E+003, 9.9219070E-003, 2.3555086E-002, 4.7725757E-004
 1.5900187E+002, 1.9387020E-001, 2.0647719E-001, 3.3414360E-005, 8.3803526E-003, 1.1463435E+002, 6.5724271E+001, 2.8495417E+002, 1.0597063E+003, 1.1498732E-002, 2.3819916E-002, 4.8741534E-004
 1.6000522E+002, 1.9367300E-001, 2.0633840E-001, 3.3895875E-005, 8.4955518E-003, 1.1607399E+002, 6.4634025E+001, 2.8823161E+002, 1.0327651E+003, 1.0270592E-002, 2.4091210E-002, 4.9764345E-004
 1.6100398E+002, 1.9378110E-001, 2.0608834E-001, 3.3631966E-005, 8.4324133E-003, 1.1382636E+002, 6.4960040E+001, 2.9393415E+002, 1.0801068E+003, 1.5164559E-002, 2.4367086E-002, 5.0791550E-004
 1.6200368E+002, 1.9355662E-001, 2.0565350E-001, 3.4180118E-005, 8.5635552E-003, 1.1578005E+002, 6.4735676E+001, 3.0078982E+002, 1.0703935E+003, 1.7682415E-002, 2.4645689E-002, 5.1851374E-004
 1.6300144E+002, 1.9336236E-001, 2.0522937E-001, 3.4654482E-005, 8.6770427E-003, 1.1667605E+002, 6.6581342E+001, 2.9947228E+002, 1.0659251E+003, 1.3550690E-002, 2.4919440E-002, 5.2967584E-004
 1.6400550E+002, 1.9326994E-001, 2.0496011E-001, 3.4880162E-005, 8.7310353E-003, 1.1785663E+002, 6.8401051E+001, 3.0511055E+002, 1.0716258E+003, 1.9082626E-002, 2.5199547E-002, 5.4092009E-004
 1.6500344E+002, 1.9319186E-001, 2.0466398E-001, 3.5070888E-005, 8.7766648E-003, 1.1731468E+002, 6.8645604E+001, 3.0133343E+002, 1.0792841E+003, 1.5607821E-002, 2.5473934E-002, 5.5248188E-004
 1.6600330E+002, 1.9313692E-001, 2.0433787E-001, 3.5205087E-005, 8.8087690E-003, 1.1559881E+002, 6.7531270E+001, 3.0284819E+002, 1.1097059E+003, 1.5642256E-002, 2.5753210E-002, 5.6394884E-004
 1.6700961E+002, 1.9312826E-001, 2.0408150E-001, 3.5226232E-005, 8.8138289E-003, 1.1726934E+002, 6.9249506E+001, 3.0749783E+002, 1.1086555E+003, 1.7790555E-002, 2.6037069E-002, 5.7562247E-004
 1.6800714E+002, 1.9261904E-001, 2.0393141E-001, 3.6469685E-005, 9.1113162E-003, 1.2142109E+002, 6.9986717E+001, 3.1549040E+002, 1.0991056E+003, 1.6787719E-002, 2.6323228E-002, 5.8713250E-004
 1.6900178E+002, 1.9167189E-001, 2.0414035E-001, 3.8782496E-005, 9.6646406E-003, 1.2827696E+002, 7.0254435E+001, 3.1649018E+002, 1.1529932E+003, 2.1641774E-002, 2.6606260E-002, 5.9881357E-004
 1.7000971E+002, 1.9148412E-001, 2.0463892E-001, 3.9241033E-005, 9.7743415E-003, 1.2905811E+002, 7.0317037E+001, 3.2066120E+002, 1.0808670E+003, 2.1586046E-002, 2.6893793E-002, 6.1129283E-004
 1.7100291E+002, 1.9177598E-001, 2.0513817E-001, 3.8528374E-005, 9.6038419E-003, 1.2634127E+002, 6.9870137E+001, 3.1651059E+002, 1.1009423E+003, 1.7170020E-002, 2.7174927E-002, 6.2391506E-004
 1.7200901E+002, 1.9196008E-001, 2.0558095E-001, 3.8078809E-005, 9.4962866E-003, 1.2459101E+002, 6.9495075E+001, 3.1125424E+002, 1.1091105E+003, 1.9401553E-002, 2.7454837E-002, 6.3639675E-004
 1.7300289E+002, 1.9190938E-001, 2.0561133E-001, 3.8202722E-005, 9.5259308E-003, 1.2370456E+002, 6.9939692E+001, 3.1747402E+002, 1.2049282E+003, 1.7852995E-002, 2.7744634E-002, 6.4903055E-004
 1.7400833E+002, 1.9200937E-001, 2.0503300E-001, 3.7958602E-005, 9.4675263E-003, 1.2250256E+002, 7.2312797E+001, 3.3412128E+002, 1.1528473E+003, 2.7474845E-002, 2.8045354E-002, 6.6216002E-004
 1.7500744E+002, 1.9202428E-001, 2.0441659E-001, 3.7922238E-005, 9.4588260E-003, 1.2150345E+002, 7.2790299E+001, 3.2441222E+002, 1.1411010E+003, 2.1269089E-002, 2.8328626E-002, 6.7601483E-004
 1.7601046E+002, 1.9196512E-001, 2.0395116E-001, 3.8066724E-005, 9.4933929E-003, 1.2083195E+002, 7.3141649E+001, 3.2332478E+002, 1.1472010E+003, 1.9030111E-002, 2.8617430E-002, 6.8958014E-004
 1.7701146E+002, 1.9171362E-001, 2.0351045E-001, 3.8680824E-005, 9.6403114E-003, 1.2415506E+002, 7.3796328E+001, 3.2646156E+002, 1.1270518E+003, 2.2696499E-002, 2.8909892E-002, 7.0277759E-004
 1.7800712E+002, 1.9117051E-001, 2.0288812E-001, 4.0006976E-005, 9.9575852E-003, 1.2991412E+002, 7.4018052E+001, 3.1970309E+002, 1.1525036E+003, 2.4534543E-002, 2.9195051E-002, 7.1624886E-004
 1.7900956E+002, 1.9081316E-001, 2.0236257E-001, 4.0879531E-005, 1.0166342E-002, 1.3249193E+002, 7.3886128E+001, 3.2342109E+002, 1.2209462E+003, 2.7386828E-002, 2.9488660E-002, 7.3019186E-004
 1.8000500E+002, 1.9069810E-001, 2.0224806E-001, 4.1160488E-005, 1.0233563E-002, 1.3437104E+002, 7.3453752E+001, 3.4451323E+002, 1.2125994E+003, 2.6747642E-002, 2.9796920E-002, 7.4448122E-004
 1.8100267E+002, 1.9064232E-001, 2.0265559E-001, 4.1296649E-005, 1.0266140E-002, 1.3553316E+002, 7.4475263E+001, 3.4205590E+002, 1.1973179E+003, 2.7920761E-002, 3.0090797E-002, 7.5875025E-004
 1.8200266E+002, 1.9052425E-001, 2.0295715E-001, 4.1585027E-005, 1.0335131E-002, 1.3516404E+002, 7.3804003E+001, 3.3654106E+002, 1.1729784E+003, 2.7157692E-002, 3.0383374E-002, 7.7361071E-004
 1.8300471E+002, 1.9084226E-001, 2.0294065E-001, 4.0808734E-005, 1.0149404E-002, 1.2701574E+002, 7.6509716E+001, 3.3732647E+002, 1.2209742E+003, 2.9950194E-002, 3.0681547E-002, 7.8862150E-004
 1.8401013E+002, 1.9087831E-001, 2.0275934E-001, 4.0720832E-005, 1.0128372E-002, 1.2565634E+002, 7.9728658E+001, 3.3845602E+002, 1.2048738E+003, 2.5188157E-002, 3.0980161E-002, 8.0356848E-004
 1.8500140E+002, 1.9092133E-001, 2.0247276E-001, 4.0615761E-005, 1.0103235E-002, 1.2602925E+002, 7.6424086E+001, 3.3408804E+002, 1.1432038E+003, 2.8343713E-002, 3.1271793E-002, 8.1830852E-004
 1.8600729E+002, 1.9082811E-001, 2.0224579E-001, 4.0843325E-005, 1.0157679E-002, 1.2762633E+002, 7.5906044E+001, 3.1658240E+002, 1.2059110E+003, 2.9836282E-002, 3.1554197E-002, 8.3352536E-004
 1.8700734E+002, 1.9035296E-001, 2.0215005E-001, 4.2003469E-005, 1.0435243E-002, 1.3362036E+002, 7.8658703E+001, 3.3411650E+002, 1.2100103E+003, 3.3285685E-002, 3.1863836E-002, 8.4895532E-004
 1.8800455E+002, 1.8948744E-001, 2.0221820E-001, 4.4116916E-005, 1.0940884E-002, 1.4226768E+002, 7.8678657E+001, 3.3043938E+002, 1.2094688E+003, 2.9952959E-002, 3.2159051E-002, 8.6495315E-004
 1.8900140E+002, 1.8923704E-001, 2.0249960E-001, 4.4728426E-005, 1.1087188E-002, 1.4313827E+002, 7.9586105E+001, 3.1788543E+002, 1.1651628E+003, 3.0129875E-002, 3.2447277E-002, 8.8109223E-004
 1.9000792E+002, 1.8927262E-001, 2.0258014E-001, 4.4641695E-005, 1.1066432E-002, 1.3985211E+002, 8.0084262E+001, 3.0133780E+002, 1.1451278E+003, 2.8166893E-002, 3.2730405E-002, 8.9683333E-004
 1.9100575E+002, 1.8904047E-001, 2.0233231E-001, 4.5209022E-005, 1.1202157E-002, 1.3470773E+002, 8.1858076E+001, 3.1503806E+002, 1.2440022E+003, 3.5258957E-002, 3.3034765E-002, 9.1220548E-004
 1.9200582E+002, 1.8868580E-001, 2.0187555E-001, 4.6075497E-005, 1.1409454E-002, 1.3101263E+002, 8.1915026E+001, 3.1153379E+002, 1.1975473E+003, 4.2138998E-002, 3.3327997E-002, 9.2832671E-004
 1.9300031E+002, 1.8860190E-001, 2.0133403E-001, 4.6280112E-005, 1.1458408E-002, 1.3359566E+002, 8.3008650E+001, 3.0105538E+002, 1.1718067E+003, 3.9955467E-002, 3.3616566E-002, 9.4530872E-004
 1.9400787E+002, 1.8854554E-001, 2.0114178E-001, 4.6417647E-005, 1.1491315E-002, 1.3531741E+002, 8.1704165E+001, 2.9884007E+002, 1.1937809E+003, 3.5530449E-002, 3.3909593E-002, 9.6266061E-004
 1.9500468E+002, 1.8854877E-001, 2.0101358E-001, 4.6409725E-005, 1.1489420E-002, 1.3564935E+002, 8.0553133E+001, 2.9623448E+002, 1.2118318E+003, 3.8727692E-002, 3.4203151E-002, 9.7969436E-004
 1.9600893E+002, 1.8845777E-001, 2.0057036E-001, 4.6631901E-005, 1.1542577E-002, 1.3732505E+002, 7.8935292E+001, 2.9100366E+002, 1.1846822E+003, 3.4898971E-002, 3.4492010E-002, 9.9635903E-004
 1.9700751E+002, 1.8833080E-001, 2.0007084E-001, 4.6941952E-005, 1.1616756E-002, 1.3805297E+002, 8.0065161E+001, 2.8652836E+002, 1.1747146E+003, 3.5246267E-002, 3.4782293E-002, 1.0131771E-003
 1.9800754E+002, 1.8800885E-001, 1.9989888E-001, 4.7728004E-005, 1.1804824E-002, 1.4255064E+002, 8.1419393E+001, 2.8839769E+002, 1.1834800E+003, 2.5992166E-002, 3.5076662E-002, 1.0301642E-003
 1.9901051E+002, 1.8791545E-001, 2.0027819E-001, 4.7956036E-005, 1.1859386E-002, 1.4417009E+002, 8.4681634E+001, 2.8204527E+002, 1.2007322E+003, 3.0144535E-002, 3.5366531E-002, 1.0470644E-003
 2.0000042E+002, 1.8773654E-001, 2.0061300E-001, 4.8393149E-005, 1.1963962E-002, 1.4201736E+002, 8.6840332E+001, 2.8111232E+002, 1.2320339E+003, 3.5026294E-002, 3.5659166E-002, 1.0641760E-003
 2.0100806E+002, 1.8749709E-001, 2.0045045E-001, 4.8977651E-005, 1.2103814E-002, 1.4904224E+002, 8.7160354E+001, 2.7231669E+002, 1.1347893E+003, 2.9869364E-002, 3.5945029E-002, 1.0817579E-003
 2.0200084E+002, 1.8743416E-001, 1.9991795E-001, 4.9131286E-005, 1.2140572E-002, 1.4930714E+002, 8.5233061E+001, 2.6834984E+002, 1.2625403E+003, 4.3259350E-002, 3.6234983E-002, 1.0996724E-003
 2.0300610E+002, 1.8750289E-001, 1.9939220E-001, 4.8963463E-005, 1.2100419E-002, 1.4837596E+002, 8.5566437E+001, 2.7396491E+002, 1.1943110E+003, 3.3982466E-002, 3.6529993E-002, 1.1175781E-003
 2.0400726E+002, 1.8746062E-001, 1.9921535E-001, 4.9066659E-005, 1.2125109E-002, 1.4902084E+002, 8.4048118E+001, 2.6254532E+002, 1.1889452E+003, 3.4562621E-002, 3.6815956E-002, 1.1357727E-003
 2.0500303E+002, 1.8747454E-001, 1.9907099E-001, 4.9032725E-005, 1.2116990E-002, 1.4687937E+002, 8.6119723E+001, 2.5829755E+002, 1.1742676E+003, 3.3800903E-002, 3.7104168E-002, 1.1540266E-003
 2.0600667E+002, 1.8681905E-001, 1.9827513E-001, 5.0633974E-005, 1.2500079E-002, 1.4313264E+002, 8.6253329E+001, 2.5945414E+002, 1.2173013E+003, 3.3058309E-002, 3.7396638E-002, 1.1722128E-003
 2.0700604E+002, 1.8659520E-001, 1.9814049E-001, 5.1180714E-005, 1.2630886E-002, 1.4261509E+002, 8.6324458E+001, 2.5675577E+002, 1.1515176E+003, 3.7649053E-002, 3.7686929E-002, 1.1904226E-003
 2.0800438E+002, 1.8672503E-001, 1.9864698E-001, 5.0863463E-005, 1.2554986E-002, 1.4475516E+002, 8.5565279E+001, 2.5047852E+002, 1.2004687E+003, 3.9488040E-002, 3.7975773E-002, 1.2092682E-003
 2.0900070E+002, 1.8658407E-001, 1.9878832E-001, 5.1207435E-005, 1.2637279E-002, 1.5150989E+002, 8.5281816E+001, 2.4627482E+002, 1.1979046E+003, 5.2762000E-002, 3.8265992E-002, 1.2288366E-003
 2.1000370E+002, 1.8615619E-001, 1.9860012E-001, 5.2252157E-005, 1.2887229E-002, 1.5562067E+002, 8.7792326E+001, 2.4088008E+002, 1.1913429E+003, 5.5584731E-002, 3.8555787E-002, 1.2490566E-003
 2.1100587E+002, 1.8589454E-001, 1.9841981E-001, 5.2891180E-005, 1.3040118E-002, 1.5411233E+002, 8.9582587E+001, 2.3881314E+002, 1.2042200E+003, 4.7796862E-002, 3.8846446E-002, 1.2691705E-003
 2.1200234E+002, 1.8568280E-001, 1.9825992E-001, 5.3408549E-005, 1.3163903E-002, 1.5049277E+002, 9.0387635E+001, 2.3064991E+002, 1.1962666E+003, 3.9286509E-002, 3.9131634E-002, 1.2890514E-003
 2.1300542E+002, 1.8554796E-001, 1.9765918E-001, 5.3737821E-005, 1.3242680E-002, 1.5159903E+002, 8.9409151E+001, 2.2936604E+002, 1.1929330E+003, 4.6124422E-002, 3.9421311E-002, 1.3088776E-003
 2.1400865E+002, 1.8518712E-001, 1.9638850E-001, 5.4618844E-005, 1.3453458E-002, 1.5582383E+002, 8.9222639E+001, 2.2334646E+002, 1.1984551E+003, 4.5421186E-002, 3.9708500E-002, 1.3293258E-003
 2.1500081E+002, 1.8525492E-001, 1.9542878E-001, 5.4453358E-005, 1.3413869E-002, 1.5334043E+002, 8.8562368E+001, 2.1663942E+002, 1.1696311E+003, 4.3248308E-002, 3.9991455E-002, 1.3491860E-003
 2.1600302E+002, 1.8538201E-001, 1.9591315E-001, 5.4142919E-005, 1.3339594E-002, 1.5431918E+002, 9.1707728E+001, 2.2819016E+002, 1.2153809E+003, 5.2459014E-002, 4.0288968E-002, 1.3689406E-003
 2.1700207E+002, 1.8452740E-001, 1.9738830E-001, 5.6229563E-005, 1.3838846E-002, 1.6385639E+002, 9.3223067E+001, 2.2857327E+002, 1.2114648E+003, 5.6876878E-002, 4.0582414E-002, 1.3898332E-003
 2.1800573E+002, 1.8387074E-001, 1.9879303E-001, 5.7833017E-005, 1.4222487E-002, 1.6930434E+002, 9.3249942E+001, 2.1837590E+002, 1.1379732E+003, 5.2357154E-002, 4.0867588E-002, 1.4111134E-003
 2.1900220E+002, 1.8456109E-001, 1.9866395E-001, 5.6147477E-005, 1.3819205E-002, 1.6197105E+002, 9.1944066E+001, 1.9888257E+002, 1.1950131E+003, 4.8053866E-002, 4.1143404E-002, 1.4322537E-003
 2.2000777E+002, 1.8428897E-001, 1.9686567E-001, 5.6811912E-005, 1.3978176E-002, 1.6494174E+002, 9.3285793E+001, 1.9915091E+002, 1.1838282E+003, 4.8142272E-002, 4.1431943E-002, 1.4531845E-003
 2.2101056E+002, 1.8444213E-001, 1.9539859E-001, 5.6437998E-005, 1.3888711E-002, 1.6208946E+002, 9.4111730E+001, 2.0351197E+002, 1.2325067E+003, 5.5408755E-002, 4.1724862E-002, 1.4743526E-003
 2.2200642E+002, 1.8424789E-001, 1.9414602E-001, 5.6912721E-005, 1.4002282E-002, 1.5616436E+002, 9.4245321E+001, 2.2037699E+002, 1.2190408E+003, 5.2682412E-002, 4.2027132E-002, 1.4958675E-003
 2.2300070E+002, 1.8394296E-001, 1.9382155E-001, 5.7657638E-005, 1.4180500E-002, 1.5291896E+002, 9.4629881E+001, 2.0872319E+002, 1.2013554E+003, 4.4625098E-002, 4.2309131E-002, 1.5173887E-003
 2.2400556E+002, 1.8410081E-001, 1.9424294E-001, 5.7271922E-005, 1.4088224E-002, 1.5522211E+002, 9.2808765E+001, 1.9776947E+002, 1.1404391E+003, 5.5158015E-002, 4.2591689E-002, 1.5387701E-003
 2.2500113E+002, 1.8401344E-001, 1.9445059E-001, 5.7485108E-005, 1.4139232E-002, 1.5945694E+002, 9.3625361E+001, 1.9163813E+002, 1.2071974E+003, 6.3505249E-002, 4.2876758E-002, 1.5604114E-003
 2.2600638E+002, 1.8345839E-001, 1.9485300E-001, 5.8840246E-005, 1.4463467E-002, 1.6775934E+002, 9.4951090E+001, 1.9196207E+002, 1.1741905E+003, 4.2511090E-002, 4.3165123E-002, 1.5821890E-003
 2.2700678E+002, 1.8373828E-001, 1.9534479E-001, 5.8156954E-005, 1.4299981E-002, 1.6328924E+002, 9.5175168E+001, 1.9034695E+002, 1.2073900E+003, 5.3570419E-002, 4.3454394E-002, 1.6039081E-003
 2.2800922E+002, 1.8285327E-001, 1.9536568E-001, 6.0318044E-005, 1.4817053E-002, 1.7003739E+002, 9.4645293E+001, 1.9005035E+002, 1.1808635E+003, 6.7494985E-002, 4.3743340E-002, 1.6257526E-003
 2.2900180E+002, 1.8282317E-001, 1.9402917E-001, 6.0391631E-005, 1.4834653E-002, 1.6606477E+002, 9.8090713E+001, 1.9104254E+002, 1.1953413E+003, 6.4085712E-002, 4.4033951E-002, 1.6480590E-003
 2.3000494E+002, 1.8290068E-001, 1.9233713E-001, 6.0202700E-005, 1.4789438E-002, 1.6065120E+002, 9.8482434E+001, 1.8283536E+002, 1.2157950E+003, 6.9992257E-002, 4.4317925E-002, 1.6709190E-003
