s,C,C,C,C,C,C
FDS Time,"Back","8 cm","6 cm","4 cm","2 cm","Front"
 0.0000000E+000, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001
 5.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000001E+001, 2.0003362E+001, 2.0531387E+001
 1.0000000E+002, 2.0000000E+001, 2.0000000E+001, 2.0000001E+001, 2.0000563E+001, 2.0051636E+001, 2.0965943E+001
 1.5000000E+002, 2.0000000E+001, 2.0000000E+001, 2.0000081E+001, 2.0006142E+001, 2.0148802E+001, 2.1247675E+001
 2.0000000E+002, 2.0000000E+001, 2.0000011E+001, 2.0000765E+001, 2.0021854E+001, 2.0262564E+001, 2.1474629E+001
 2.5000000E+002, 2.0000003E+001, 2.0000098E+001, 2.0003097E+001, 2.0048203E+001, 2.0379860E+001, 2.1669910E+001
 3.0000000E+002, 2.0000023E+001, 2.0000433E+001, 2.0008052E+001, 2.0083404E+001, 2.0496091E+001, 2.1843817E+001
 3.5000000E+002, 2.0000111E+001, 2.0001275E+001, 2.0016193E+001, 2.0125402E+001, 2.0609570E+001, 2.2002032E+001
 4.0000000E+002, 2.0000362E+001, 2.0002907E+001, 2.0027698E+001, 2.0172461E+001, 2.0719720E+001, 2.2148089E+001
 4.5000000E+002, 2.0000922E+001, 2.0005583E+001, 2.0042493E+001, 2.0223232E+001, 2.0826423E+001, 2.2284364E+001
 5.0000000E+002, 2.0001963E+001, 2.0009504E+001, 2.0060365E+001, 2.0276700E+001, 2.0929759E+001, 2.2412547E+001
 5.5000000E+002, 2.0003669E+001, 2.0014815E+001, 2.0081039E+001, 2.0332101E+001, 2.1029887E+001, 2.2533891E+001
 6.0000000E+002, 2.0006218E+001, 2.0021611E+001, 2.0104227E+001, 2.0388862E+001, 2.1126996E+001, 2.2649355E+001
 6.5000000E+002, 2.0009770E+001, 2.0029948E+001, 2.0129649E+001, 2.0446552E+001, 2.1221278E+001, 2.2759693E+001
 7.0000000E+002, 2.0014459E+001, 2.0039850E+001, 2.0157046E+001, 2.0504842E+001, 2.1312919E+001, 2.2865511E+001
 7.5000000E+002, 2.0020396E+001, 2.0051318E+001, 2.0186187E+001, 2.0563482E+001, 2.1402096E+001, 2.2967303E+001
 8.0000000E+002, 2.0027661E+001, 2.0064336E+001, 2.0216867E+001, 2.0622283E+001, 2.1488970E+001, 2.3065481E+001
 8.5000000E+002, 2.0036313E+001, 2.0078878E+001, 2.0248907E+001, 2.0681100E+001, 2.1573689E+001, 2.3160390E+001
 9.0000000E+002, 2.0046390E+001, 2.0094905E+001, 2.0282154E+001, 2.0739822E+001, 2.1656390E+001, 2.3252323E+001
 9.5000000E+002, 2.0057909E+001, 2.0112376E+001, 2.0316474E+001, 2.0798365E+001, 2.1737197E+001, 2.3341534E+001
 1.0000000E+003, 2.0070873E+001, 2.0131244E+001, 2.0351751E+001, 2.0856668E+001, 2.1816226E+001, 2.3428242E+001
 1.0500000E+003, 2.0085274E+001, 2.0151459E+001, 2.0387887E+001, 2.0914684E+001, 2.1893580E+001, 2.3512639E+001
 1.1000000E+003, 2.0101090E+001, 2.0172970E+001, 2.0424796E+001, 2.0972381E+001, 2.1969357E+001, 2.3594892E+001
 1.1500000E+003, 2.0118295E+001, 2.0195726E+001, 2.0462403E+001, 2.1029736E+001, 2.2043646E+001, 2.3675154E+001
 1.2000000E+003, 2.0136854E+001, 2.0219676E+001, 2.0500645E+001, 2.1086735E+001, 2.2116530E+001, 2.3753558E+001
 1.2500000E+003, 2.0156730E+001, 2.0244769E+001, 2.0539464E+001, 2.1143369E+001, 2.2188086E+001, 2.3830225E+001
 1.3000000E+003, 2.0177880E+001, 2.0270954E+001, 2.0578812E+001, 2.1199634E+001, 2.2258385E+001, 2.3905264E+001
 1.3500000E+003, 2.0200262E+001, 2.0298184E+001, 2.0618645E+001, 2.1255531E+001, 2.2327493E+001, 2.3978774E+001
 1.4000000E+003, 2.0223829E+001, 2.0326409E+001, 2.0658926E+001, 2.1311064E+001, 2.2395473E+001, 2.4050845E+001
 1.4500000E+003, 2.0248536E+001, 2.0355585E+001, 2.0699619E+001, 2.1366239E+001, 2.2462383E+001, 2.4121562E+001
 1.5000000E+003, 2.0274337E+001, 2.0385666E+001, 2.0740695E+001, 2.1421062E+001, 2.2528279E+001, 2.4191001E+001
 1.5500000E+003, 2.0301186E+001, 2.0416610E+001, 2.0782126E+001, 2.1475543E+001, 2.2593211E+001, 2.4259232E+001
 1.6000000E+003, 2.0329037E+001, 2.0448375E+001, 2.0823887E+001, 2.1529690E+001, 2.2657228E+001, 2.4326321E+001
 1.6500000E+003, 2.0357848E+001, 2.0480922E+001, 2.0865957E+001, 2.1583516E+001, 2.2720375E+001, 2.4392329E+001
 1.7000000E+003, 2.0387573E+001, 2.0514212E+001, 2.0908314E+001, 2.1637029E+001, 2.2782697E+001, 2.4457314E+001
 1.7500000E+003, 2.0418173E+001, 2.0548210E+001, 2.0950941E+001, 2.1690242E+001, 2.2844232E+001, 2.4521328E+001
 1.8000000E+003, 2.0449605E+001, 2.0582880E+001, 2.0993819E+001, 2.1743164E+001, 2.2905021E+001, 2.4584422E+001
 1.8500000E+003, 2.0481830E+001, 2.0618188E+001, 2.1036934E+001, 2.1795807E+001, 2.2965099E+001, 2.4646643E+001
 1.9000000E+003, 2.0514811E+001, 2.0654104E+001, 2.1080271E+001, 2.1848181E+001, 2.3024501E+001, 2.4708034E+001
 1.9500000E+003, 2.0548512E+001, 2.0690597E+001, 2.1123816E+001, 2.1900298E+001, 2.3083259E+001, 2.4768637E+001
 2.0000000E+003, 2.0582897E+001, 2.0727637E+001, 2.1167557E+001, 2.1952166E+001, 2.3141405E+001, 2.4828491E+001
 2.0500000E+003, 2.0617933E+001, 2.0765197E+001, 2.1211481E+001, 2.2003798E+001, 2.3198968E+001, 2.4887633E+001
 2.1000000E+003, 2.0653588E+001, 2.0803251E+001, 2.1255578E+001, 2.2055201E+001, 2.3255975E+001, 2.4946098E+001
 2.1500000E+003, 2.0689831E+001, 2.0841773E+001, 2.1299838E+001, 2.2106386E+001, 2.3312453E+001, 2.5003920E+001
 2.2000000E+003, 2.0726634E+001, 2.0880740E+001, 2.1344251E+001, 2.2157361E+001, 2.3368427E+001, 2.5061128E+001
 2.2500000E+003, 2.0763967E+001, 2.0920129E+001, 2.1388808E+001, 2.2208136E+001, 2.3423922E+001, 2.5117753E+001
 2.3000000E+003, 2.0801804E+001, 2.0959918E+001, 2.1433499E+001, 2.2258719E+001, 2.3478958E+001, 2.5173824E+001
 2.3500000E+003, 2.0840120E+001, 2.1000087E+001, 2.1478318E+001, 2.2309117E+001, 2.3533559E+001, 2.5229365E+001
 2.4000000E+003, 2.0878890E+001, 2.1040615E+001, 2.1523257E+001, 2.2359338E+001, 2.3587745E+001, 2.5284403E+001
 2.4500000E+003, 2.0918091E+001, 2.1081484E+001, 2.1568308E+001, 2.2409390E+001, 2.3641534E+001, 2.5338962E+001
 2.5000000E+003, 2.0957702E+001, 2.1122676E+001, 2.1613464E+001, 2.2459280E+001, 2.3694945E+001, 2.5393063E+001
 2.5500000E+003, 2.0997701E+001, 2.1164175E+001, 2.1658720E+001, 2.2509014E+001, 2.3747996E+001, 2.5446730E+001
 2.6000000E+003, 2.1038067E+001, 2.1205964E+001, 2.1704068E+001, 2.2558599E+001, 2.3800704E+001, 2.5499981E+001
 2.6500000E+003, 2.1078783E+001, 2.1248028E+001, 2.1749504E+001, 2.2608041E+001, 2.3853083E+001, 2.5552837E+001
 2.7000000E+003, 2.1119829E+001, 2.1290352E+001, 2.1795021E+001, 2.2657346E+001, 2.3905150E+001, 2.5605316E+001
 2.7500000E+003, 2.1161189E+001, 2.1332923E+001, 2.1840615E+001, 2.2706520E+001, 2.3956919E+001, 2.5657435E+001
 2.8000000E+003, 2.1202846E+001, 2.1375726E+001, 2.1886281E+001, 2.2755567E+001, 2.4008402E+001, 2.5709212E+001
 2.8500000E+003, 2.1244784E+001, 2.1418750E+001, 2.1932013E+001, 2.2804493E+001, 2.4059614E+001, 2.5760661E+001
 2.9000000E+003, 2.1286988E+001, 2.1461983E+001, 2.1977808E+001, 2.2853302E+001, 2.4110565E+001, 2.5811798E+001
 2.9500000E+003, 2.1329445E+001, 2.1505413E+001, 2.2023662E+001, 2.2901999E+001, 2.4161269E+001, 2.5862638E+001
 3.0000000E+003, 2.1372141E+001, 2.1549030E+001, 2.2069569E+001, 2.2950589E+001, 2.4211736E+001, 2.5913193E+001
 3.0500000E+003, 2.1415063E+001, 2.1592823E+001, 2.2115528E+001, 2.2999076E+001, 2.4261976E+001, 2.5963478E+001
