s,C,C
FDS Time,"surf","back"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0000000E+000, 6.1283776E+000, 0.0000000E+000
 2.0000000E+000, 9.8550876E+000, 0.0000000E+000
 3.0100000E+000, 1.2497751E+001, 0.0000000E+000
 4.0100002E+000, 1.4645697E+001, 0.0000000E+000
 5.0100002E+000, 1.6488827E+001, 0.0000000E+000
 6.0100002E+000, 1.8131524E+001, 0.0000000E+000
 7.0100002E+000, 1.9625864E+001, 0.0000000E+000
 8.0100002E+000, 2.1004635E+001, 0.0000000E+000
 9.0100002E+000, 2.2290172E+001, 0.0000000E+000
 1.0010000E+001, 2.3498377E+001, 0.0000000E+000
 1.1010000E+001, 2.4641144E+001, 0.0000000E+000
 1.2010000E+001, 2.5727598E+001, 0.0000000E+000
 1.3010000E+001, 2.6764902E+001, 0.0000000E+000
 1.4010000E+001, 2.7758879E+001, 0.0000000E+000
 1.5010000E+001, 2.8714259E+001, 0.0000000E+000
 1.6010000E+001, 2.9634979E+001, 0.0000000E+000
 1.7010000E+001, 3.0524332E+001, 0.0000000E+000
 1.8000000E+001, 3.1380956E+001, 0.0000000E+000
 1.9000000E+001, 3.2211650E+001, 0.0000000E+000
 2.0000000E+001, 3.3022591E+001, 0.0000000E+000
 2.1000000E+001, 3.3811371E+001, 0.0000000E+000
 2.2000000E+001, 3.4579542E+001, 0.0000000E+000
 2.3000000E+001, 3.5328581E+001, 0.0000000E+000
 2.4000000E+001, 3.6059751E+001, 0.0000000E+000
 2.5000000E+001, 3.6774207E+001, 0.0000000E+000
 2.6000000E+001, 3.7472958E+001, 0.0000000E+000
 2.7000000E+001, 3.8156922E+001, 0.0000000E+000
 2.8000000E+001, 3.8826969E+001, 0.0000000E+000
 2.9000000E+001, 3.9483836E+001, 0.0000000E+000
 3.0000000E+001, 4.0128199E+001, 0.0000000E+000
 3.1000000E+001, 4.0760723E+001, 0.0000000E+000
 3.2000000E+001, 4.1382005E+001, 0.0000000E+000
 3.3000000E+001, 4.1992558E+001, 7.1850081E-013
 3.4000000E+001, 4.2592920E+001, 1.8189894E-012
 3.5000000E+001, 4.3183501E+001, 1.8189894E-012
 3.6000000E+001, 4.3764742E+001, 1.8189894E-012
 3.7000000E+001, 4.4337072E+001, 1.8189894E-012
 3.8000000E+001, 4.4900822E+001, 1.8189894E-012
 3.9000000E+001, 4.5456368E+001, 1.8189894E-012
 4.0000000E+001, 4.6004015E+001, 1.8189894E-012
 4.1000000E+001, 4.6544093E+001, 1.8189894E-012
 4.2000000E+001, 4.7076860E+001, 1.8189894E-012
 4.3000000E+001, 4.7602576E+001, 1.8189894E-012
 4.4009998E+001, 4.8124081E+001, 1.8189894E-012
 4.5009998E+001, 4.8638990E+001, 1.8189894E-012
 4.6009998E+001, 4.9144997E+001, 1.8189894E-012
 4.7009998E+001, 4.9644879E+001, 1.8189894E-012
 4.8009998E+001, 5.0138865E+001, 1.8189894E-012
 4.9009998E+001, 5.0627129E+001, 1.8189894E-012
 5.0009998E+001, 5.1109842E+001, 1.8189894E-012
 5.1009998E+001, 5.1587205E+001, 1.8189894E-012
 5.2009998E+001, 5.2059344E+001, 1.8189894E-012
 5.3009998E+001, 5.2526425E+001, 1.8189894E-012
 5.4009998E+001, 5.2988613E+001, 1.8189894E-012
 5.5009998E+001, 5.3446025E+001, 1.8189894E-012
 5.6009998E+001, 5.3898805E+001, 1.8189894E-012
 5.7009998E+001, 5.4347077E+001, 1.8189894E-012
 5.8009998E+001, 5.4790968E+001, 1.8189894E-012
 5.9009998E+001, 5.5230595E+001, 1.8189894E-012
 6.0009998E+001, 5.5666063E+001, 1.8189894E-012
 6.1009998E+001, 5.6097489E+001, 1.8189894E-012
 6.2009998E+001, 5.6524961E+001, 1.8189894E-012
 6.3009998E+001, 5.6948590E+001, 1.8189894E-012
 6.4010002E+001, 5.7368453E+001, 1.8184210E-012
 6.5010002E+001, 5.7784669E+001, 7.3328010E-013
 6.6010002E+001, 5.8197297E+001, 6.2527761E-013
 6.7010002E+001, 5.8606449E+001, 6.2527761E-013
 6.8010002E+001, 5.9012189E+001, 6.2527761E-013
 6.9010002E+001, 5.9414580E+001, 6.2527761E-013
 7.0010002E+001, 5.9813719E+001, 6.2527761E-013
 7.1010002E+001, 6.0209679E+001, 6.2527761E-013
 7.2010002E+001, 6.0602514E+001, 6.2527761E-013
 7.3000000E+001, 6.0990361E+001, 6.2527761E-013
 7.4000000E+001, 6.1375243E+001, 6.2527761E-013
 7.5000000E+001, 6.1759165E+001, 6.2527761E-013
 7.6000000E+001, 6.2140209E+001, 6.2527761E-013
 7.7000000E+001, 6.2518445E+001, 6.2527761E-013
 7.8000000E+001, 6.2893940E+001, 6.2527761E-013
 7.9000000E+001, 6.3266731E+001, 6.2527761E-013
 8.0000000E+001, 6.3636893E+001, 1.2664714E-012
 8.1000000E+001, 6.4004461E+001, 6.1777428E-012
 8.2000000E+001, 6.4369479E+001, 1.2130386E-011
 8.3000000E+001, 6.4732022E+001, 1.8616788E-011
 8.4000000E+001, 6.5092101E+001, 2.7010856E-011
 8.5000000E+001, 6.5449798E+001, 3.8988901E-011
 8.6000000E+001, 6.5805135E+001, 5.5688929E-011
 8.7000000E+001, 6.6158150E+001, 7.8884455E-011
 8.8000000E+001, 6.6508902E+001, 1.1177576E-010
 8.9000000E+001, 6.6857428E+001, 1.5486421E-010
 9.0000000E+001, 6.7203747E+001, 2.1078392E-010
 9.1000000E+001, 6.7547923E+001, 2.8659656E-010
 9.2000000E+001, 6.7889971E+001, 3.8705707E-010
 9.3000000E+001, 6.8229933E+001, 5.1839834E-010
 9.4000000E+001, 6.8567852E+001, 6.8727502E-010
 9.5000000E+001, 6.8903754E+001, 9.0642402E-010
 9.6000000E+001, 6.9237684E+001, 1.1869412E-009
 9.7000000E+001, 6.9569661E+001, 1.5455583E-009
 9.8000000E+001, 6.9899735E+001, 2.0005126E-009
 9.9000000E+001, 7.0227898E+001, 2.5750404E-009
 1.0000000E+002, 7.0554198E+001, 3.2974117E-009
 1.0100000E+002, 7.0878693E+001, 4.2015290E-009
 1.0200000E+002, 7.1201376E+001, 5.3279462E-009
 1.0300000E+002, 7.1522285E+001, 6.7254228E-009
 1.0400000E+002, 7.1841452E+001, 8.4519252E-009
 1.0500000E+002, 7.2158893E+001, 1.0576603E-008
 1.0600000E+002, 7.2474647E+001, 1.3181341E-008
 1.0700000E+002, 7.2788732E+001, 1.6361920E-008
 1.0800000E+002, 7.3101176E+001, 2.0231741E-008
 1.0900000E+002, 7.3411994E+001, 2.4923341E-008
 1.1000000E+002, 7.3721215E+001, 3.0591398E-008
 1.1100000E+002, 7.4028858E+001, 3.7415055E-008
 1.1200000E+002, 7.4334953E+001, 4.5603904E-008
 1.1300000E+002, 7.4639500E+001, 5.5399152E-008
 1.1400000E+002, 7.4942571E+001, 6.7079579E-008
 1.1500000E+002, 7.5244116E+001, 8.0964158E-008
 1.1600000E+002, 7.5544210E+001, 9.7420021E-008
 1.1700000E+002, 7.5842855E+001, 1.1686717E-007
 1.1800000E+002, 7.6140066E+001, 1.3978404E-007
 1.1900000E+002, 7.6435863E+001, 1.6671510E-007
 1.2000000E+002, 7.6730272E+001, 1.9827773E-007
 1.2100000E+002, 7.7023299E+001, 2.3517144E-007
 1.2200000E+002, 7.7314986E+001, 2.7818568E-007
 1.2300000E+002, 7.7605314E+001, 3.2820937E-007
 1.2400000E+002, 7.7894331E+001, 3.8624249E-007
 1.2500000E+002, 7.8182046E+001, 4.5340690E-007
 1.2600000E+002, 7.8468462E+001, 5.3095720E-007
 1.2700000E+002, 7.8753609E+001, 6.2029487E-007
 1.2800000E+002, 7.9037492E+001, 7.2298154E-007
 1.2900000E+002, 7.9320140E+001, 8.4075570E-007
 1.3000000E+002, 7.9601562E+001, 9.7554378E-007
 1.3100000E+002, 7.9881773E+001, 1.1294839E-006
 1.3200000E+002, 8.0160783E+001, 1.3049397E-006
 1.3300000E+002, 8.0438610E+001, 1.5045188E-006
 1.3400000E+002, 8.0715258E+001, 1.7310945E-006
 1.3500000E+002, 8.0990765E+001, 1.9878281E-006
 1.3600000E+002, 8.1265122E+001, 2.2781908E-006
 1.3700000E+002, 8.1538350E+001, 2.6059879E-006
 1.3800000E+002, 8.1810464E+001, 2.9753847E-006
 1.3900000E+002, 8.2081473E+001, 3.3909320E-006
 1.4000000E+002, 8.2351390E+001, 3.8575959E-006
