s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.5811388E-001, 0.0000000E+000, 0.0000000E+000,-1.4083552E-008, 8.3663975E-011, 0.0000000E+000
 2.3717083E-001, 7.3353697E+000, 2.5673794E+000,-6.8461804E-008, 1.6732737E-010, 1.6483977E-004
 3.1622776E-001, 1.3963564E+001, 4.8870843E+000,-9.9745024E-008, 3.0987665E-001, 3.1607554E-004
 3.9528471E-001, 1.9208635E+001, 6.7222719E+000,-1.2839529E-007, 3.0987665E-001, 4.8543218E-004
 4.7434166E-001, 2.2995300E+001, 8.0477490E+000,-1.6957080E-007, 3.0986792E-001, 6.3038545E-004
 5.5339861E-001, 2.5983329E+001, 9.0935879E+000,-3.6559409E-007, 9.0228477E-001, 7.7070805E-004
 6.3245553E-001, 3.0924404E+001, 1.0823075E+001,-6.4144797E-007, 9.0282696E-001, 9.5926600E-004
 7.3073524E-001, 5.5909916E+001, 1.9558086E+001, 3.6318623E-006, 1.5069689E+000, 1.2872822E-003
 8.3753163E-001, 7.0120782E+001, 2.4722573E+001, 4.0342044E-006, 2.6296805E+000, 1.6435313E-003
 9.0071118E-001, 6.8527609E+001, 2.4723159E+001,-3.9145502E-006, 3.6682512E+000, 1.6023217E-003
 9.9548048E-001, 7.4940851E+001, 2.6451013E+001, 2.4095030E-005, 5.3037629E+000, 2.0280590E-003
 1.1078906E+000, 8.2410043E+001, 2.8739724E+001,-1.6287786E-004, 7.4522446E+000, 1.8492548E-003
 1.1921982E+000, 9.1219608E+001, 3.1709953E+001, 3.7829294E-004, 8.7942433E+000, 2.3146164E-003
 1.2659427E+000, 1.1423659E+002, 4.0126411E+001, 7.5202859E-004, 9.7595786E+000, 2.2877364E-003
 1.3523295E+000, 1.1568492E+002, 4.1494685E+001,-2.0098453E-004, 1.0895199E+001, 2.3894199E-003
 1.4603130E+000, 1.0842037E+002, 3.7953820E+001, 1.1144060E-004, 1.1994263E+001, 2.6143778E-003
 1.5411584E+000, 1.2694677E+002, 4.4155640E+001, 1.0227678E-003, 1.3256919E+001, 3.4819079E-003
 1.6352887E+000, 1.3239628E+002, 4.6084952E+001,-2.2389018E-004, 1.4107671E+001, 2.8832045E-003
 1.7105929E+000, 1.4160899E+002, 4.9315494E+001, 1.1188628E-003, 1.5049301E+001, 3.4218538E-003
 1.8047231E+000, 1.5611864E+002, 5.4403146E+001, 1.3734943E-003, 1.6305281E+001, 3.5076525E-003
 1.8988534E+000, 1.7034709E+002, 5.9409724E+001, 1.1010575E-003, 1.7489328E+001, 3.8415408E-003
 1.9929837E+000, 1.6373789E+002, 5.7039672E+001, 1.2811602E-003, 1.8756880E+001, 3.5625242E-003
 2.0871139E+000, 1.7206914E+002, 5.9858660E+001, 4.2001368E-004, 1.9876578E+001, 4.5345801E-003
 2.1624181E+000, 1.8382051E+002, 6.3961181E+001, 2.5018491E-003, 2.0650045E+001, 4.8800114E-003
 2.2565484E+000, 1.9734973E+002, 6.8643371E+001,-5.9976591E-003, 2.1597221E+001, 4.0583785E-003
 2.3444157E+000, 2.0777268E+002, 7.2315347E+001, 1.3553424E-002, 2.2344561E+001, 4.8730180E-003
 2.4448457E+000, 2.1667778E+002, 7.5510411E+001, 4.0661222E+000, 2.3420745E+001, 4.9695212E-003
 2.5234418E+000, 2.2316363E+002, 7.7802662E+001, 2.9469561E+001, 2.4312557E+001, 5.0435720E-003
 2.6136808E+000, 2.3075694E+002, 8.0367996E+001, 5.2774640E+001, 2.5741537E+001, 5.3515185E-003
 2.7039196E+000, 2.3792472E+002, 8.2809838E+001, 6.5563088E+001, 2.6902210E+001, 5.7092940E-003
 2.7941587E+000, 2.4682148E+002, 8.5943519E+001, 7.3523886E+001, 2.7984877E+001, 5.5079365E-003
 2.8843975E+000, 2.6095293E+002, 9.0867363E+001, 9.3383296E+001, 2.8913612E+001, 6.4565029E-003
 2.9746363E+000, 2.6242143E+002, 9.1516220E+001, 1.1297224E+002, 3.0087019E+001, 6.1210980E-003
