s,C,C,C,C,C,C
 5.3001001E+002, 1.3043330E+002, 2.5833091E-001, 1.4353197E+002, 1.2392910E+000, 1.5787265E+002, 3.5697106E+000
 5.4001001E+002, 1.3135310E+002, 2.8908040E-001, 1.4469389E+002, 1.3788396E+000, 1.5931919E+002, 3.9448244E+000
 5.5001001E+002, 1.3226110E+002, 3.2227905E-001, 1.4584424E+002, 1.5285822E+000, 1.6075514E+002, 4.3442959E+000
 5.6001001E+002, 1.3315761E+002, 3.5801442E-001, 1.4698339E+002, 1.6888046E+000, 1.6218087E+002, 4.7685441E+000
 5.7001001E+002, 1.3404297E+002, 3.9637115E-001, 1.4811169E+002, 1.8597774E+000, 1.6359674E+002, 5.2179401E+000
 5.8001001E+002, 1.3491753E+002, 4.3743100E-001, 1.4922944E+002, 2.0417557E+000, 1.6500308E+002, 5.6928069E+000
 5.9001001E+002, 1.3578157E+002, 4.8127253E-001, 1.5033699E+002, 2.2349784E+000, 1.6640022E+002, 6.1934205E+000
 6.0001001E+002, 1.3663539E+002, 5.2797115E-001, 1.5143461E+002, 2.4396689E+000, 1.6778846E+002, 6.7200101E+000
 6.1001001E+002, 1.3747926E+002, 5.7759890E-001, 1.5252259E+002, 2.6560341E+000, 1.6916810E+002, 7.2727595E+000
 6.2001001E+002, 1.3831348E+002, 6.3022470E-001, 1.5360122E+002, 2.8842654E+000, 1.7053943E+002, 7.8518077E+000
 6.3001001E+002, 1.3913827E+002, 6.8591390E-001, 1.5467075E+002, 3.1245380E+000, 1.7190273E+002, 8.4572503E+000
 6.4001001E+002, 1.3995388E+002, 7.4472838E-001, 1.5573144E+002, 3.3770119E+000, 1.7325824E+002, 9.0891402E+000
 6.5001001E+002, 1.4076056E+002, 8.0672697E-001, 1.5678352E+002, 3.6418309E+000, 1.7460624E+002, 9.7474898E+000
 6.6001001E+002, 1.4155853E+002, 8.7196463E-001, 1.5782723E+002, 3.9191242E+000, 1.7594695E+002, 1.0432272E+001
 6.7001001E+002, 1.4234800E+002, 9.4049338E-001, 1.5886280E+002, 4.2090055E+000, 1.7728061E+002, 1.1143421E+001
 6.8001001E+002, 1.4312918E+002, 1.0123616E+000, 1.5989044E+002, 4.5115739E+000, 1.7860745E+002, 1.1880835E+001
 6.9001001E+002, 1.4390228E+002, 1.0876144E+000, 1.6091034E+002, 4.8269142E+000, 1.7992768E+002, 1.2644378E+001
 7.0001001E+002, 1.4466748E+002, 1.1662938E+000, 1.6192273E+002, 5.1550970E+000, 1.8124152E+002, 1.3433881E+001
 7.1001001E+002, 1.4542496E+002, 1.2484381E+000, 1.6292778E+002, 5.4961792E+000, 1.8254917E+002, 1.4249142E+001
 7.2001001E+002, 1.4617493E+002, 1.3340830E+000, 1.6392568E+002, 5.8502043E+000, 1.8385082E+002, 1.5089930E+001
 7.3001001E+002, 1.4691752E+002, 1.4232609E+000, 1.6491660E+002, 6.2172029E+000, 1.8514666E+002, 1.5955988E+001
 7.4001001E+002, 1.4765292E+002, 1.5160006E+000, 1.6590073E+002, 6.5971933E+000, 1.8643687E+002, 1.6847030E+001
 7.5001001E+002, 1.4838129E+002, 1.6123289E+000, 1.6687823E+002, 6.9901813E+000, 1.8772163E+002, 1.7762748E+001
 7.6001001E+002, 1.4910278E+002, 1.7122688E+000, 1.6784925E+002, 7.3961611E+000, 1.8900111E+002, 1.8702811E+001
 7.7001001E+002, 1.4981753E+002, 1.8158411E+000, 1.6881396E+002, 7.8151158E+000, 1.9027548E+002, 1.9666867E+001
 7.8001001E+002, 1.5052570E+002, 1.9230632E+000, 1.6977249E+002, 8.2470174E+000, 1.9154490E+002, 2.0654544E+001
 7.9001001E+002, 1.5122741E+002, 2.0339504E+000, 1.7072501E+002, 8.6918277E+000, 1.9280952E+002, 2.1665454E+001
 8.0001001E+002, 1.5192282E+002, 2.1485151E+000, 1.7167164E+002, 9.1494981E+000, 1.9406950E+002, 2.2699195E+001
 8.1001001E+002, 1.5261203E+002, 2.2667673E+000, 1.7261253E+002, 9.6199710E+000, 1.9532498E+002, 2.3755348E+001
 8.2001001E+002, 1.5329519E+002, 2.3887144E+000, 1.7354781E+002, 1.0103179E+001, 1.9657611E+002, 2.4833484E+001
 8.3001001E+002, 1.5397240E+002, 2.5143615E+000, 1.7447761E+002, 1.0599047E+001, 1.9782302E+002, 2.5933164E+001
 8.4001001E+002, 1.5464380E+002, 2.6437116E+000, 1.7540204E+002, 1.1107491E+001, 1.9906585E+002, 2.7053939E+001
 8.5001001E+002, 1.5530949E+002, 2.7767653E+000, 1.7632123E+002, 1.1628418E+001, 2.0030473E+002, 2.8195352E+001
 8.6001001E+002, 1.5596959E+002, 2.9135207E+000, 1.7723531E+002, 1.2161730E+001, 2.0154127E+002, 2.9356942E+001
 8.7001001E+002, 1.5662419E+002, 3.0539751E+000, 1.7814437E+002, 1.2707320E+001, 2.0277890E+002, 3.0538242E+001
 8.8001001E+002, 1.5727342E+002, 3.1981223E+000, 1.7904854E+002, 1.3265075E+001, 2.0401374E+002, 3.1738783E+001
 8.9001001E+002, 1.5791736E+002, 3.3459554E+000, 1.7994791E+002, 1.3834875E+001, 2.0524891E+002, 3.2958094E+001
 9.0001001E+002, 1.5855611E+002, 3.4974651E+000, 1.8084261E+002, 1.4416597E+001, 2.0648159E+002, 3.4195705E+001
 9.1001001E+002, 1.5918978E+002, 3.6526404E+000, 1.8173271E+002, 1.5010108E+001, 2.0771383E+002, 3.5451143E+001
 9.2001001E+002, 1.5981845E+002, 3.8114689E+000, 1.8261834E+002, 1.5615274E+001, 2.0894404E+002, 3.6723943E+001
 9.3001001E+002, 1.6044221E+002, 3.9739365E+000, 1.8349957E+002, 1.6231954E+001, 2.1017319E+002, 3.8013637E+001
 9.4001001E+002, 1.6106115E+002, 4.1400275E+000, 1.8437652E+002, 1.6860003E+001, 2.1140066E+002, 3.9319766E+001
 9.5001001E+002, 1.6167536E+002, 4.3097248E+000, 1.8524925E+002, 1.7499272E+001, 2.1262667E+002, 4.0641873E+001
 9.6001001E+002, 1.6228491E+002, 4.4830100E+000, 1.8611788E+002, 1.8149609E+001, 2.1385120E+002, 4.1979511E+001
 9.7001001E+002, 1.6288990E+002, 4.6598635E+000, 1.8698248E+002, 1.8810858E+001, 2.1507406E+002, 4.3332237E+001
 9.8001001E+002, 1.6349039E+002, 4.8402640E+000, 1.8784315E+002, 1.9482860E+001, 2.1629552E+002, 4.4699617E+001
 9.9001001E+002, 1.6408646E+002, 5.0241896E+000, 1.8869995E+002, 2.0165453E+001, 2.1751524E+002, 4.6081226E+001
 1.0000100E+003, 1.6467819E+002, 5.2116170E+000, 1.8955298E+002, 2.0858473E+001, 2.1873355E+002, 4.7476650E+001
