s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0000409E+001, 5.6342809E+001, 5.8576486E+000, 3.5712518E+001, 8.4588387E+000, 2.1110411E-003
 2.0004129E+001, 1.1521159E+002, 2.0553070E+001, 7.9873103E+001, 1.9478994E+001, 4.3135301E-003
 3.0004175E+001, 1.5557655E+002, 3.2541727E+001, 1.0576699E+002, 2.5549712E+001, 5.8209993E-003
 4.0003223E+001, 1.8170778E+002, 3.9569772E+001, 1.2274382E+002, 2.7599982E+001, 6.7947976E-003
 5.0001797E+001, 2.0124900E+002, 4.4587577E+001, 1.3770348E+002, 2.8341311E+001, 7.5041188E-003
 6.0000473E+001, 2.1502545E+002, 4.8823808E+001, 1.4503628E+002, 2.9086788E+001, 8.0271148E-003
 7.0002510E+001, 2.2792103E+002, 5.2346002E+001, 1.5400934E+002, 2.9309208E+001, 8.4978442E-003
 8.0003822E+001, 2.4116304E+002, 5.5705635E+001, 1.6228701E+002, 2.9179003E+001, 9.0209815E-003
 9.0001259E+001, 2.5475827E+002, 6.0344678E+001, 1.6946870E+002, 3.0359114E+001, 9.4820440E-003
 1.0000256E+002, 2.6836298E+002, 6.5305087E+001, 1.7601831E+002, 3.1194416E+001, 1.0021313E-002
 1.1000381E+002, 2.8222177E+002, 6.7968627E+001, 1.8669023E+002, 3.1342909E+001, 1.0508458E-002
 1.2000244E+002, 2.9640639E+002, 7.2248381E+001, 1.9501520E+002, 3.2171359E+001, 1.1040008E-002
 1.3000470E+002, 3.0995282E+002, 7.7798275E+001, 2.0132192E+002, 3.3257063E+001, 1.1562301E-002
 1.4000340E+002, 3.2622135E+002, 8.2090773E+001, 2.1269484E+002, 3.3479974E+001, 1.2152923E-002
 1.5000392E+002, 3.4031474E+002, 8.6961137E+001, 2.2050956E+002, 3.4524352E+001, 1.2665014E-002
 1.6000432E+002, 3.5966126E+002, 9.2222642E+001, 2.3079858E+002, 3.4895375E+001, 1.3384551E-002
 1.7000417E+002, 3.7567323E+002, 9.7481183E+001, 2.4141575E+002, 3.5913616E+001, 1.4061631E-002
 1.8000325E+002, 4.0201399E+002, 1.0483029E+002, 2.5746152E+002, 3.6726251E+001, 1.4933545E-002
 1.9000389E+002, 4.3568681E+002, 1.1320866E+002, 2.7440329E+002, 3.8641450E+001, 1.6312125E-002
 2.0000316E+002, 4.6507306E+002, 1.2198873E+002, 2.9462271E+002, 4.0130423E+001, 1.7186004E-002
 2.1000018E+002, 4.5704334E+002, 1.2111582E+002, 2.8985686E+002, 3.9097651E+001, 1.7012350E-002
 2.2000136E+002, 4.5813679E+002, 1.2211645E+002, 2.8805837E+002, 3.9066210E+001, 1.7034938E-002
 2.3000014E+002, 4.3851962E+002, 1.1482107E+002, 2.7702027E+002, 3.6599181E+001, 1.6321713E-002
 2.4000349E+002, 4.1742771E+002, 1.0722186E+002, 2.6971315E+002, 3.4585924E+001, 1.5453623E-002
 2.5000175E+002, 4.2352218E+002, 1.0663743E+002, 2.7287435E+002, 3.3674389E+001, 1.5795697E-002
 2.6000232E+002, 3.8083069E+002, 9.3921717E+001, 2.4898447E+002, 3.0880802E+001, 1.4105823E-002
 2.7000342E+002, 4.0190442E+002, 9.9158708E+001, 2.6040349E+002, 3.1720346E+001, 1.4932517E-002
 2.8000256E+002, 3.4033930E+002, 7.5714602E+001, 2.3198755E+002, 2.5239586E+001, 1.2622714E-002
 2.9000238E+002, 3.3233022E+002, 7.4509731E+001, 2.2593387E+002, 2.4775870E+001, 1.2365225E-002
 3.0000256E+002, 3.0645247E+002, 6.2183223E+001, 2.1437653E+002, 2.0230863E+001, 1.1358612E-002
 3.1000009E+002, 2.2628390E+002, 3.6706934E+001, 1.6956526E+002, 1.1573522E+001, 8.4396755E-003
 3.2000439E+002, 1.9883642E+002, 2.8521386E+001, 1.5455343E+002, 7.6168711E+000, 7.3216385E-003
 3.3000568E+002, 1.2970693E+002, 1.4165146E+001, 1.1084501E+002, 2.1542150E+000, 4.7935889E-003
