s,C,C,C,C,C,C
 1.2441598E+002, 2.0000000E+001, 2.0000033E+001, 2.0011420E+001, 2.0913608E+001, 3.7645336E+001, 1.1495048E+002
 1.2641598E+002, 2.0000000E+001, 2.0000041E+001, 2.0012931E+001, 2.0970329E+001, 3.7992133E+001, 1.1499046E+002
 1.2841597E+002, 2.0000000E+001, 2.0000050E+001, 2.0014587E+001, 2.1028733E+001, 3.8335646E+001, 1.1502949E+002
 1.3041597E+002, 2.0000000E+001, 2.0000062E+001, 2.0016396E+001, 2.1088792E+001, 3.8675881E+001, 1.1506763E+002
 1.3241597E+002, 2.0000000E+001, 2.0000075E+001, 2.0018366E+001, 2.1150480E+001, 3.9012849E+001, 1.1510491E+002
 1.3441597E+002, 2.0000000E+001, 2.0000090E+001, 2.0020507E+001, 2.1213768E+001, 3.9346562E+001, 1.1514135E+002
 1.3641597E+002, 2.0000000E+001, 2.0000108E+001, 2.0022826E+001, 2.1278627E+001, 3.9677038E+001, 1.1517699E+002
 1.3841597E+002, 2.0000000E+001, 2.0000129E+001, 2.0025332E+001, 2.1345028E+001, 4.0004294E+001, 1.1521185E+002
 1.4041597E+002, 2.0000000E+001, 2.0000153E+001, 2.0028032E+001, 2.1412939E+001, 4.0328351E+001, 1.1524597E+002
 1.4241597E+002, 2.0000001E+001, 2.0000181E+001, 2.0030935E+001, 2.1482331E+001, 4.0649232E+001, 1.1527937E+002
 1.4441597E+002, 2.0000001E+001, 2.0000213E+001, 2.0034049E+001, 2.1553171E+001, 4.0966960E+001, 1.1531208E+002
 1.4641597E+002, 2.0000001E+001, 2.0000249E+001, 2.0037381E+001, 2.1625429E+001, 4.1281562E+001, 1.1534412E+002
 1.4841597E+002, 2.0000001E+001, 2.0000291E+001, 2.0040941E+001, 2.1699072E+001, 4.1593064E+001, 1.1537551E+002
 1.5041597E+002, 2.0000001E+001, 2.0000338E+001, 2.0044735E+001, 2.1774068E+001, 4.1901495E+001, 1.1540627E+002
 1.5241597E+002, 2.0000002E+001, 2.0000391E+001, 2.0048770E+001, 2.1850386E+001, 4.2206883E+001, 1.1543643E+002
 1.5441597E+002, 2.0000002E+001, 2.0000451E+001, 2.0053056E+001, 2.1927992E+001, 4.2509258E+001, 1.1546600E+002
 1.5641597E+002, 2.0000003E+001, 2.0000519E+001, 2.0057598E+001, 2.2006856E+001, 4.2808651E+001, 1.1549500E+002
 1.5841597E+002, 2.0000003E+001, 2.0000594E+001, 2.0062404E+001, 2.2086944E+001, 4.3105093E+001, 1.1552345E+002
 1.6041597E+002, 2.0000004E+001, 2.0000679E+001, 2.0067482E+001, 2.2168226E+001, 4.3398616E+001, 1.1555137E+002
 1.6241597E+002, 2.0000005E+001, 2.0000773E+001, 2.0072837E+001, 2.2250669E+001, 4.3689252E+001, 1.1557878E+002
 1.6441597E+002, 2.0000006E+001, 2.0000877E+001, 2.0078476E+001, 2.2334242E+001, 4.3977033E+001, 1.1560568E+002
 1.6641597E+002, 2.0000007E+001, 2.0000992E+001, 2.0084406E+001, 2.2418914E+001, 4.4261993E+001, 1.1563210E+002
 1.6841597E+002, 2.0000008E+001, 2.0001119E+001, 2.0090633E+001, 2.2504654E+001, 4.4544163E+001, 1.1565805E+002
 1.7041597E+002, 2.0000010E+001, 2.0001259E+001, 2.0097163E+001, 2.2591431E+001, 4.4823576E+001, 1.1568354E+002
 1.7241597E+002, 2.0000012E+001, 2.0001413E+001, 2.0104001E+001, 2.2679215E+001, 4.5100267E+001, 1.1570859E+002
 1.7441597E+002, 2.0000014E+001, 2.0001581E+001, 2.0111154E+001, 2.2767976E+001, 4.5374267E+001, 1.1573320E+002
 1.7641597E+002, 2.0000016E+001, 2.0001766E+001, 2.0118627E+001, 2.2857685E+001, 4.5645611E+001, 1.1575740E+002
 1.7841597E+002, 2.0000019E+001, 2.0001967E+001, 2.0126424E+001, 2.2948312E+001, 4.5914329E+001, 1.1578119E+002
 1.8041597E+002, 2.0000023E+001, 2.0002186E+001, 2.0134551E+001, 2.3039829E+001, 4.6180457E+001, 1.1580458E+002
 1.8241597E+002, 2.0000026E+001, 2.0002423E+001, 2.0143012E+001, 2.3132208E+001, 4.6444026E+001, 1.1582759E+002
 1.8441597E+002, 2.0000031E+001, 2.0002681E+001, 2.0151811E+001, 2.3225421E+001, 4.6705068E+001, 1.1585023E+002
 1.8641597E+002, 2.0000036E+001, 2.0002960E+001, 2.0160954E+001, 2.3319440E+001, 4.6963616E+001, 1.1587250E+002
 1.8841597E+002, 2.0000042E+001, 2.0003261E+001, 2.0170444E+001, 2.3414239E+001, 4.7219702E+001, 1.1589441E+002
 1.9041597E+002, 2.0000048E+001, 2.0003586E+001, 2.0180284E+001, 2.3509792E+001, 4.7473357E+001, 1.1591598E+002
 1.9241597E+002, 2.0000055E+001, 2.0003936E+001, 2.0190479E+001, 2.3606072E+001, 4.7724614E+001, 1.1593722E+002
 1.9441597E+002, 2.0000064E+001, 2.0004312E+001, 2.0201032E+001, 2.3703054E+001, 4.7973503E+001, 1.1595812E+002
 1.9641597E+002, 2.0000073E+001, 2.0004716E+001, 2.0211945E+001, 2.3800712E+001, 4.8220055E+001, 1.1597871E+002
 1.9841597E+002, 2.0000083E+001, 2.0005148E+001, 2.0223223E+001, 2.3899024E+001, 4.8464301E+001, 1.1599899E+002
 2.0041597E+002, 2.0000095E+001, 2.0005610E+001, 2.0234867E+001, 2.3997964E+001, 4.8706271E+001, 1.1601896E+002
 2.0241597E+002, 2.0000108E+001, 2.0006103E+001, 2.0246879E+001, 2.4097510E+001, 4.8945994E+001, 1.1603863E+002
 2.0441597E+002, 2.0000123E+001, 2.0006630E+001, 2.0259263E+001, 2.4197637E+001, 4.9183502E+001, 1.1605802E+002
 2.0641597E+002, 2.0000139E+001, 2.0007190E+001, 2.0272021E+001, 2.4298324E+001, 4.9418822E+001, 1.1607712E+002
 2.0841597E+002, 2.0000157E+001, 2.0007786E+001, 2.0285154E+001, 2.4399549E+001, 4.9651984E+001, 1.1609595E+002
 2.1041597E+002, 2.0000177E+001, 2.0008420E+001, 2.0298663E+001, 2.4501290E+001, 4.9883015E+001, 1.1611452E+002
 2.1241597E+002, 2.0000199E+001, 2.0009092E+001, 2.0312552E+001, 2.4603526E+001, 5.0111945E+001, 1.1613281E+002
 2.1441597E+002, 2.0000223E+001, 2.0009803E+001, 2.0326820E+001, 2.4706236E+001, 5.0338802E+001, 1.1615086E+002
 2.1641597E+002, 2.0000250E+001, 2.0010557E+001, 2.0341469E+001, 2.4809401E+001, 5.0563611E+001, 1.1616865E+002
 2.1841597E+002, 2.0000279E+001, 2.0011353E+001, 2.0356500E+001, 2.4913000E+001, 5.0786401E+001, 1.1618620E+002
 2.2041597E+002, 2.0000312E+001, 2.0012194E+001, 2.0371914E+001, 2.5017014E+001, 5.1007198E+001, 1.1620351E+002
 2.2241597E+002, 2.0000347E+001, 2.0013081E+001, 2.0387712E+001, 2.5121424E+001, 5.1226028E+001, 1.1622058E+002
 2.2441597E+002, 2.0000385E+001, 2.0014015E+001, 2.0403893E+001, 2.5226213E+001, 5.1442918E+001, 1.1623743E+002
 2.2641597E+002, 2.0000427E+001, 2.0014998E+001, 2.0420459E+001, 2.5331362E+001, 5.1657893E+001, 1.1625405E+002
 2.2841597E+002, 2.0000473E+001, 2.0016032E+001, 2.0437409E+001, 2.5436853E+001, 5.1870977E+001, 1.1627046E+002
 2.3041597E+002, 2.0000523E+001, 2.0017118E+001, 2.0454743E+001, 2.5542670E+001, 5.2082197E+001, 1.1628665E+002
 2.3241597E+002, 2.0000577E+001, 2.0018257E+001, 2.0472462E+001, 2.5648796E+001, 5.2291576E+001, 1.1630263E+002
 2.3441597E+002, 2.0000636E+001, 2.0019452E+001, 2.0490565E+001, 2.5755215E+001, 5.2499138E+001, 1.1631841E+002
 2.3641597E+002, 2.0000699E+001, 2.0020703E+001, 2.0509051E+001, 2.5861910E+001, 5.2704907E+001, 1.1633399E+002
 2.3841597E+002, 2.0000768E+001, 2.0022013E+001, 2.0527920E+001, 2.5968867E+001, 5.2908907E+001, 1.1634937E+002
 2.4041597E+002, 2.0000842E+001, 2.0023382E+001, 2.0547172E+001, 2.6076070E+001, 5.3111161E+001, 1.1636456E+002
 2.4241597E+002, 2.0000922E+001, 2.0024813E+001, 2.0566805E+001, 2.6183504E+001, 5.3311691E+001, 1.1637956E+002
 2.4441597E+002, 2.0001008E+001, 2.0026306E+001, 2.0586819E+001, 2.6291156E+001, 5.3510519E+001, 1.1639438E+002
 2.4641597E+002, 2.0001100E+001, 2.0027864E+001, 2.0607212E+001, 2.6399011E+001, 5.3707668E+001, 1.1640901E+002
 2.4841597E+002, 2.0001200E+001, 2.0029488E+001, 2.0627983E+001, 2.6507055E+001, 5.3903159E+001, 1.1642347E+002
 2.5041597E+002, 2.0001306E+001, 2.0031178E+001, 2.0649132E+001, 2.6615276E+001, 5.4097013E+001, 1.1643776E+002
 2.5241597E+002, 2.0001420E+001, 2.0032938E+001, 2.0670657E+001, 2.6723660E+001, 5.4289253E+001, 1.1645188E+002
 2.5441597E+002, 2.0001542E+001, 2.0034768E+001, 2.0692555E+001, 2.6832196E+001, 5.4479897E+001, 1.1646583E+002
 2.5641599E+002, 2.0001673E+001, 2.0036670E+001, 2.0714827E+001, 2.6940870E+001, 5.4668967E+001, 1.1647962E+002
 2.5841599E+002, 2.0001812E+001, 2.0038645E+001, 2.0737469E+001, 2.7049670E+001, 5.4856483E+001, 1.1649324E+002
 2.6041599E+002, 2.0001961E+001, 2.0040694E+001, 2.0760481E+001, 2.7158586E+001, 5.5042464E+001, 1.1650671E+002
 2.6241599E+002, 2.0002119E+001, 2.0042820E+001, 2.0783861E+001, 2.7267605E+001, 5.5226929E+001, 1.1652003E+002
 2.6441599E+002, 2.0002288E+001, 2.0045023E+001, 2.0807606E+001, 2.7376717E+001, 5.5409899E+001, 1.1653319E+002
 2.6641599E+002, 2.0002467E+001, 2.0047306E+001, 2.0831714E+001, 2.7485912E+001, 5.5591391E+001, 1.1654621E+002
 2.6841599E+002, 2.0002657E+001, 2.0049668E+001, 2.0856185E+001, 2.7595178E+001, 5.5771424E+001, 1.1655908E+002
 2.7041599E+002, 2.0002859E+001, 2.0052113E+001, 2.0881014E+001, 2.7704505E+001, 5.5950017E+001, 1.1657181E+002
 2.7241599E+002, 2.0003073E+001, 2.0054640E+001, 2.0906201E+001, 2.7813884E+001, 5.6127188E+001, 1.1658440E+002
 2.7441599E+002, 2.0003299E+001, 2.0057252E+001, 2.0931743E+001, 2.7923305E+001, 5.6302953E+001, 1.1659685E+002
 2.7641599E+002, 2.0003539E+001, 2.0059950E+001, 2.0957637E+001, 2.8032759E+001, 5.6477331E+001, 1.1660916E+002
 2.7841599E+002, 2.0003793E+001, 2.0062735E+001, 2.0983882E+001, 2.8142237E+001, 5.6650339E+001, 1.1662135E+002
 2.8041599E+002, 2.0004060E+001, 2.0065608E+001, 2.1010475E+001, 2.8251729E+001, 5.6821993E+001, 1.1663340E+002
 2.8241599E+002, 2.0004343E+001, 2.0068571E+001, 2.1037413E+001, 2.8361228E+001, 5.6992310E+001, 1.1664532E+002
 2.8441599E+002, 2.0004641E+001, 2.0071624E+001, 2.1064694E+001, 2.8470724E+001, 5.7161306E+001, 1.1665712E+002
 2.8641599E+002, 2.0004955E+001, 2.0074770E+001, 2.1092315E+001, 2.8580210E+001, 5.7328998E+001, 1.1666879E+002
 2.8841599E+002, 2.0005285E+001, 2.0078010E+001, 2.1120274E+001, 2.8689678E+001, 5.7495402E+001, 1.1668035E+002
 2.9041599E+002, 2.0005633E+001, 2.0081344E+001, 2.1148568E+001, 2.8799121E+001, 5.7660532E+001, 1.1669178E+002
 2.9241599E+002, 2.0005998E+001, 2.0084773E+001, 2.1177194E+001, 2.8908530E+001, 5.7824404E+001, 1.1670310E+002
 2.9441599E+002, 2.0006382E+001, 2.0088300E+001, 2.1206150E+001, 2.9017899E+001, 5.7987034E+001, 1.1671430E+002
 2.9641599E+002, 2.0006785E+001, 2.0091924E+001, 2.1235432E+001, 2.9127220E+001, 5.8148436E+001, 1.1672539E+002
 2.9841599E+002, 2.0007208E+001, 2.0095648E+001, 2.1265038E+001, 2.9236488E+001, 5.8308625E+001, 1.1673636E+002
 3.0041599E+002, 2.0007651E+001, 2.0099472E+001, 2.1294966E+001, 2.9345694E+001, 5.8467616E+001, 1.1674723E+002
 3.0241599E+002, 2.0008115E+001, 2.0103397E+001, 2.1325212E+001, 2.9454833E+001, 5.8625422E+001, 1.1675799E+002
 3.0441599E+002, 2.0008601E+001, 2.0107424E+001, 2.1355773E+001, 2.9563899E+001, 5.8782057E+001, 1.1676864E+002
 3.0641599E+002, 2.0009109E+001, 2.0111555E+001, 2.1386647E+001, 2.9672885E+001, 5.8937536E+001, 1.1677919E+002
 3.0841599E+002, 2.0009640E+001, 2.0115791E+001, 2.1417831E+001, 2.9781785E+001, 5.9091871E+001, 1.1678963E+002
 3.1041599E+002, 2.0010194E+001, 2.0120132E+001, 2.1449321E+001, 2.9890595E+001, 5.9245077E+001, 1.1679998E+002
 3.1241599E+002, 2.0010774E+001, 2.0124579E+001, 2.1481115E+001, 2.9999307E+001, 5.9397166E+001, 1.1681022E+002
 3.1441599E+002, 2.0011378E+001, 2.0129133E+001, 2.1513209E+001, 3.0107918E+001, 5.9548152E+001, 1.1682037E+002
 3.1641599E+002, 2.0012008E+001, 2.0133795E+001, 2.1545601E+001, 3.0216421E+001, 5.9698046E+001, 1.1683042E+002
 3.1841599E+002, 2.0012665E+001, 2.0138567E+001, 2.1578288E+001, 3.0324812E+001, 5.9846862E+001, 1.1684038E+002
 3.2041599E+002, 2.0013349E+001, 2.0143449E+001, 2.1611267E+001, 3.0433086E+001, 5.9994612E+001, 1.1685024E+002
 3.2241599E+002, 2.0014061E+001, 2.0148441E+001, 2.1644535E+001, 3.0541238E+001, 6.0141308E+001, 1.1686001E+002
 3.2441599E+002, 2.0014802E+001, 2.0153545E+001, 2.1678088E+001, 3.0649263E+001, 6.0286962E+001, 1.1686969E+002
 3.2641599E+002, 2.0015573E+001, 2.0158761E+001, 2.1711924E+001, 3.0757157E+001, 6.0431586E+001, 1.1687929E+002
 3.2841599E+002, 2.0016373E+001, 2.0164091E+001, 2.1746039E+001, 3.0864916E+001, 6.0575192E+001, 1.1688879E+002
 3.3041599E+002, 2.0017205E+001, 2.0169535E+001, 2.1780431E+001, 3.0972536E+001, 6.0717791E+001, 1.1689821E+002
 3.3241599E+002, 2.0018068E+001, 2.0175093E+001, 2.1815097E+001, 3.1080012E+001, 6.0859394E+001, 1.1690754E+002
 3.3441599E+002, 2.0018965E+001, 2.0180767E+001, 2.1850033E+001, 3.1187340E+001, 6.1000013E+001, 1.1691679E+002
 3.3641599E+002, 2.0019894E+001, 2.0186557E+001, 2.1885237E+001, 3.1294517E+001, 6.1139658E+001, 1.1692596E+002
 3.3841599E+002, 2.0020857E+001, 2.0192463E+001, 2.1920705E+001, 3.1401539E+001, 6.1278341E+001, 1.1693504E+002
 3.4041599E+002, 2.0021856E+001, 2.0198487E+001, 2.1956435E+001, 3.1508402E+001, 6.1416071E+001, 1.1694405E+002
 3.4241599E+002, 2.0022890E+001, 2.0204630E+001, 2.1992423E+001, 3.1615104E+001, 6.1552860E+001, 1.1695298E+002
 3.4441599E+002, 2.0023960E+001, 2.0210890E+001, 2.2028666E+001, 3.1721640E+001, 6.1688718E+001, 1.1696183E+002
 3.4641599E+002, 2.0025068E+001, 2.0217271E+001, 2.2065161E+001, 3.1828007E+001, 6.1823655E+001, 1.1697060E+002
 3.4841599E+002, 2.0026214E+001, 2.0223771E+001, 2.2101906E+001, 3.1934203E+001, 6.1957680E+001, 1.1697929E+002
 3.5041599E+002, 2.0027398E+001, 2.0230391E+001, 2.2138898E+001, 3.2040225E+001, 6.2090805E+001, 1.1698792E+002
 3.5241599E+002, 2.0028622E+001, 2.0237133E+001, 2.2176132E+001, 3.2146068E+001, 6.2223038E+001, 1.1699647E+002
 3.5441599E+002, 2.0029887E+001, 2.0243995E+001, 2.2213607E+001, 3.2251732E+001, 6.2354389E+001, 1.1700494E+002
 3.5641599E+002, 2.0031192E+001, 2.0250980E+001, 2.2251319E+001, 3.2357212E+001, 6.2484868E+001, 1.1701335E+002
 3.5841599E+002, 2.0032540E+001, 2.0258087E+001, 2.2289266E+001, 3.2462506E+001, 6.2614484E+001, 1.1702168E+002
 3.6041599E+002, 2.0033930E+001, 2.0265317E+001, 2.2327444E+001, 3.2567613E+001, 6.2743246E+001, 1.1702995E+002
 3.6241599E+002, 2.0035364E+001, 2.0272670E+001, 2.2365851E+001, 3.2672528E+001, 6.2871164E+001, 1.1703814E+002
 3.6441599E+002, 2.0036843E+001, 2.0280147E+001, 2.2404483E+001, 3.2777251E+001, 6.2998245E+001, 1.1704627E+002
 3.6641599E+002, 2.0038366E+001, 2.0287748E+001, 2.2443338E+001, 3.2881778E+001, 6.3124500E+001, 1.1705434E+002
 3.6841599E+002, 2.0039936E+001, 2.0295474E+001, 2.2482412E+001, 3.2986108E+001, 6.3249937E+001, 1.1706233E+002
 3.7041599E+002, 2.0041552E+001, 2.0303324E+001, 2.2521704E+001, 3.3090238E+001, 6.3374564E+001, 1.1707026E+002
 3.7241599E+002, 2.0043216E+001, 2.0311299E+001, 2.2561209E+001, 3.3194166E+001, 6.3498389E+001, 1.1707813E+002
 3.7441599E+002, 2.0044928E+001, 2.0319400E+001, 2.2600926E+001, 3.3297891E+001, 6.3621422E+001, 1.1708594E+002
 3.7641599E+002, 2.0046689E+001, 2.0327626E+001, 2.2640851E+001, 3.3401411E+001, 6.3743670E+001, 1.1709368E+002
 3.7841599E+002, 2.0048500E+001, 2.0335979E+001, 2.2680981E+001, 3.3504723E+001, 6.3865141E+001, 1.1710136E+002
 3.8041599E+002, 2.0050362E+001, 2.0344457E+001, 2.2721314E+001, 3.3607827E+001, 6.3985844E+001, 1.1710898E+002
 3.8241599E+002, 2.0052276E+001, 2.0353063E+001, 2.2761846E+001, 3.3710719E+001, 6.4105786E+001, 1.1711655E+002
 3.8441599E+002, 2.0054242E+001, 2.0361795E+001, 2.2802576E+001, 3.3813400E+001, 6.4224975E+001, 1.1712405E+002
 3.8641599E+002, 2.0056260E+001, 2.0370654E+001, 2.2843501E+001, 3.3915866E+001, 6.4343419E+001, 1.1713149E+002
 3.8841599E+002, 2.0058333E+001, 2.0379640E+001, 2.2884616E+001, 3.4018118E+001, 6.4461124E+001, 1.1713888E+002
 3.9041599E+002, 2.0060461E+001, 2.0388753E+001, 2.2925921E+001, 3.4120153E+001, 6.4578100E+001, 1.1714621E+002
 3.9241599E+002, 2.0062643E+001, 2.0397994E+001, 2.2967412E+001, 3.4221970E+001, 6.4694352E+001, 1.1715348E+002
 3.9441599E+002, 2.0064883E+001, 2.0407363E+001, 2.3009086E+001, 3.4323567E+001, 6.4809889E+001, 1.1716070E+002
 3.9641599E+002, 2.0067179E+001, 2.0416859E+001, 2.3050941E+001, 3.4424944E+001, 6.4924717E+001, 1.1716786E+002
