s,C,C
FDS Time,"temp","back"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0000000E+000, 6.1113652E+000, 9.2143182E-013
 2.0000000E+000, 9.8045456E+000, 1.7621460E-012
 3.0100000E+000, 1.2414072E+001, 1.5679779E-012
 4.0100002E+000, 1.4529270E+001, 1.1937118E-012
 5.0100002E+000, 1.6340167E+001, 1.1937118E-012
 6.0100002E+000, 1.7950914E+001, 1.1937118E-012
 7.0100002E+000, 1.9413492E+001, 1.1937118E-012
 8.0100002E+000, 2.0760759E+001, 1.1937118E-012
 9.0100002E+000, 2.2014972E+001, 1.1937118E-012
 1.0010000E+001, 2.3192035E+001, 1.1937118E-012
 1.1010000E+001, 2.4303826E+001, 1.1937118E-012
 1.2010000E+001, 2.5359451E+001, 1.1937118E-012
 1.3010000E+001, 2.6366097E+001, 1.1937118E-012
 1.4010000E+001, 2.7329522E+001, 1.1937118E-012
 1.5010000E+001, 2.8254486E+001, 1.1937118E-012
 1.6010000E+001, 2.9144902E+001, 1.1937118E-012
 1.7010000E+001, 3.0004089E+001, 1.1937118E-012
 1.8000000E+001, 3.0830779E+001, 1.1937118E-012
 1.9000000E+001, 3.1631680E+001, 1.1937118E-012
 2.0000000E+001, 3.2412759E+001, 1.1937118E-012
 2.1000000E+001, 3.3171762E+001, 1.1937118E-012
 2.2000000E+001, 3.3910285E+001, 1.1937118E-012
 2.3000000E+001, 3.4629755E+001, 1.1937118E-012
 2.4000000E+001, 3.5331443E+001, 1.1937118E-012
 2.5000000E+001, 3.6016504E+001, 1.1937118E-012
 2.6000000E+001, 3.6685933E+001, 1.1937118E-012
 2.7000000E+001, 3.7340673E+001, 1.1937118E-012
 2.8000000E+001, 3.7981561E+001, 1.1937118E-012
 2.9000000E+001, 3.8609343E+001, 1.1937118E-012
 3.0000000E+001, 3.9224705E+001, 1.1937118E-012
 3.1000000E+001, 3.9828308E+001, 1.1937118E-012
 3.2000000E+001, 4.0420722E+001, 1.1937118E-012
 3.3000000E+001, 4.1002481E+001, 3.6266101E-012
 3.4000000E+001, 4.1574093E+001, 8.0888185E-012
 3.5000000E+001, 4.2136011E+001, 1.0118129E-011
 3.6000000E+001, 4.2688653E+001, 1.0118129E-011
 3.7000000E+001, 4.3232430E+001, 1.0118129E-011
 3.8000000E+001, 4.3767698E+001, 1.0118129E-011
 3.9000000E+001, 4.4294819E+001, 1.0118129E-011
 4.0000000E+001, 4.4814102E+001, 1.0118129E-011
 4.1000000E+001, 4.5325859E+001, 1.0118129E-011
 4.2000000E+001, 4.5830356E+001, 1.0118129E-011
 4.3000000E+001, 4.6327894E+001, 1.0118129E-011
 4.4009998E+001, 4.6821105E+001, 1.0118129E-011
 4.5009998E+001, 4.7307753E+001, 1.0118129E-011
 4.6009998E+001, 4.7785700E+001, 1.0118129E-011
 4.7009998E+001, 4.8257601E+001, 1.0118129E-011
 4.8009998E+001, 4.8723629E+001, 1.0118129E-011
 4.9009998E+001, 4.9183990E+001, 1.0118129E-011
