s,C,C
FDS Time,"surf","back"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0000000E+000, 6.0944644E+000, 0.0000000E+000
 2.0000000E+000, 9.7543195E+000, 1.8417268E-013
 3.0100000E+000, 1.2330988E+001, 1.3642421E-012
 4.0100002E+000, 1.4413733E+001, 1.3642421E-012
 5.0100002E+000, 1.6192801E+001, 1.3642421E-012
 6.0100002E+000, 1.7771940E+001, 1.3642421E-012
 7.0100002E+000, 1.9203224E+001, 1.3642421E-012
 8.0100002E+000, 2.0519440E+001, 1.3642421E-012
 9.0100002E+000, 2.1742762E+001, 1.3642421E-012
 1.0010000E+001, 2.2889178E+001, 1.3642421E-012
 1.1010000E+001, 2.3970500E+001, 1.3642421E-012
 1.2010000E+001, 2.4995842E+001, 1.3642421E-012
 1.3010000E+001, 2.5972359E+001, 1.3642421E-012
 1.4010000E+001, 2.6905841E+001, 1.3642421E-012
 1.5010000E+001, 2.7800969E+001, 1.3642421E-012
 1.6010000E+001, 2.8661701E+001, 1.3642421E-012
 1.7010000E+001, 2.9491328E+001, 1.0857093E-012
 1.8000000E+001, 3.0288730E+001, 1.0800250E-012
 1.9000000E+001, 3.1060485E+001, 1.0800250E-012
 2.0000000E+001, 3.1812376E+001, 1.0800250E-012
 2.1000000E+001, 3.2542289E+001, 1.0800250E-012
 2.2000000E+001, 3.3251831E+001, 1.0800250E-012
 2.3000000E+001, 3.3942446E+001, 1.0800250E-012
 2.4000000E+001, 3.4615377E+001, 1.0800250E-012
 2.5000000E+001, 3.5271758E+001, 1.0800250E-012
 2.6000000E+001, 3.5912597E+001, 1.0800250E-012
 2.7000000E+001, 3.6538839E+001, 1.0800250E-012
 2.8000000E+001, 3.7151320E+001, 1.0800250E-012
 2.9000000E+001, 3.7750786E+001, 1.0800250E-012
 3.0000000E+001, 3.8337916E+001, 1.0800250E-012
 3.1000000E+001, 3.8913364E+001, 1.0800250E-012
 3.2000000E+001, 3.9477683E+001, 1.0800250E-012
 3.3000000E+001, 4.0031454E+001, 1.0800250E-012
 3.4000000E+001, 4.0575144E+001, 1.0800250E-012
 3.5000000E+001, 4.1109210E+001, 1.0800250E-012
 3.6000000E+001, 4.1634082E+001, 1.0800250E-012
 3.7000000E+001, 4.2150147E+001, 1.0800250E-012
 3.8000000E+001, 4.2657784E+001, 1.0800250E-012
 3.9000000E+001, 4.3157331E+001, 1.0800250E-012
 4.0000000E+001, 4.3649101E+001, 1.0800250E-012
 4.1000000E+001, 4.4133416E+001, 1.0800250E-012
 4.2000000E+001, 4.4610541E+001, 1.0800250E-012
 4.3000000E+001, 4.5080734E+001, 1.0800250E-012
 4.4009998E+001, 4.5546553E+001, 1.0800250E-012
 4.5009998E+001, 4.6005886E+001, 1.0800250E-012
 4.6009998E+001, 4.6456693E+001, 1.0800250E-012
 4.7009998E+001, 4.6901493E+001, 1.0800250E-012
 4.8009998E+001, 4.7340494E+001, 1.0800250E-012
 4.9009998E+001, 4.7773880E+001, 1.0800250E-012
 5.0009998E+001, 4.8201820E+001, 1.0800250E-012
 5.1009998E+001, 4.8624490E+001, 1.0800250E-012
 5.2009998E+001, 4.9042034E+001, 1.0800250E-012
 5.3009998E+001, 4.9454641E+001, 1.0800250E-012
 5.4009998E+001, 4.9862434E+001, 1.0800250E-012
 5.5009998E+001, 5.0265545E+001, 1.0800250E-012
 5.6009998E+001, 5.0664120E+001, 1.0800250E-012
 5.7009998E+001, 5.1058279E+001, 1.0800250E-012
 5.8009998E+001, 5.1448136E+001, 1.0800250E-012
 5.9009998E+001, 5.1833795E+001, 1.0800250E-012
 6.0009998E+001, 5.2215412E+001, 1.0800250E-012
 6.1009998E+001, 5.2593071E+001, 1.0800250E-012
 6.2009998E+001, 5.2966838E+001, 1.0800250E-012
 6.3009998E+001, 5.3336855E+001, 1.0800250E-012
 6.4010002E+001, 5.3703198E+001, 1.0800250E-012
 6.5010002E+001, 5.4065960E+001, 1.0800250E-012
 6.6010002E+001, 5.4425211E+001, 1.0800250E-012
 6.7010002E+001, 5.4781072E+001, 1.0800250E-012
 6.8010002E+001, 5.5133590E+001, 1.0800250E-012
 6.9010002E+001, 5.5482842E+001, 1.0800250E-012
 7.0010002E+001, 5.5828914E+001, 1.0800250E-012
 7.1010002E+001, 5.6171872E+001, 1.0800250E-012
 7.2010002E+001, 5.6511778E+001, 1.0800250E-012
 7.3000000E+001, 5.6847042E+001, 1.0800250E-012
 7.4000000E+001, 5.7179407E+001, 1.0800250E-012
 7.5000000E+001, 5.7510602E+001, 1.0800250E-012
 7.6000000E+001, 5.7838989E+001, 1.0800250E-012
 7.7000000E+001, 5.8164666E+001, 1.0800250E-012
 7.8000000E+001, 5.8487659E+001, 1.0800250E-012
 7.9000000E+001, 5.8808010E+001, 1.0800250E-012
 8.0000000E+001, 5.9125781E+001, 1.0800250E-012
 8.1000000E+001, 5.9441037E+001, 1.0800250E-012
 8.2000000E+001, 5.9753816E+001, 1.0800250E-012
 8.3000000E+001, 6.0064162E+001, 1.0800250E-012
 8.4000000E+001, 6.0372131E+001, 1.0800250E-012
 8.5000000E+001, 6.0677764E+001, 1.0800250E-012
 8.6000000E+001, 6.0981091E+001, 1.0800250E-012
 8.7000000E+001, 6.1282174E+001, 1.0800250E-012
 8.8000000E+001, 6.1581047E+001, 1.0800250E-012
 8.9000000E+001, 6.1877742E+001, 1.0800250E-012
 9.0000000E+001, 6.2172302E+001, 1.0800250E-012
 9.1000000E+001, 6.2464774E+001, 1.0800250E-012
 9.2000000E+001, 6.2755168E+001, 1.0800250E-012
 9.3000000E+001, 6.3043546E+001, 1.0800250E-012
 9.4000000E+001, 6.3329937E+001, 1.1465318E-012
 9.5000000E+001, 6.3614351E+001, 4.4565240E-012
 9.6000000E+001, 6.3896850E+001, 8.2957285E-012
 9.7000000E+001, 6.4177460E+001, 1.4218244E-011
 9.8000000E+001, 6.4456203E+001, 2.2100721E-011
 9.9000000E+001, 6.4733120E+001, 3.1874947E-011
 1.0000000E+002, 6.5008218E+001, 4.4045123E-011
 1.0100000E+002, 6.5281550E+001, 6.1418746E-011
 1.0200000E+002, 6.5553129E+001, 8.2695237E-011
 1.0300000E+002, 6.5822984E+001, 1.0967085E-010
 1.0400000E+002, 6.6091147E+001, 1.4358761E-010
 1.0500000E+002, 6.6357646E+001, 1.8613434E-010
 1.0600000E+002, 6.6622501E+001, 2.3892710E-010
 1.0700000E+002, 6.6885718E+001, 3.0420608E-010
 1.0800000E+002, 6.7147362E+001, 3.8458552E-010
 1.0900000E+002, 6.7407425E+001, 4.8324296E-010
 1.1000000E+002, 6.7665932E+001, 6.0376294E-010
 1.1100000E+002, 6.7922924E+001, 7.5029618E-010
 1.1200000E+002, 6.8178407E+001, 9.2790856E-010
 1.1300000E+002, 6.8432392E+001, 1.1423549E-009
 1.1400000E+002, 6.8684925E+001, 1.4004911E-009
 1.1500000E+002, 6.8936007E+001, 1.7102565E-009
 1.1600000E+002, 6.9185677E+001, 2.0805373E-009
 1.1700000E+002, 6.9433932E+001, 2.5219845E-009
 1.1800000E+002, 6.9680797E+001, 3.0466634E-009
 1.1900000E+002, 6.9926313E+001, 3.6685748E-009
 1.2000000E+002, 7.0170474E+001, 4.4036591E-009
 1.2100000E+002, 7.0413307E+001, 5.2695566E-009
 1.2200000E+002, 7.0654826E+001, 6.2873391E-009
 1.2300000E+002, 7.0895041E+001, 7.4804524E-009
 1.2400000E+002, 7.1133980E+001, 8.8753393E-009
 1.2500000E+002, 7.1371654E+001, 1.0502548E-008
 1.2600000E+002, 7.1608078E+001, 1.2395610E-008
 1.2700000E+002, 7.1843276E+001, 1.4592947E-008
 1.2800000E+002, 7.2077252E+001, 1.7138199E-008
 1.2900000E+002, 7.2310035E+001, 2.0081691E-008
 1.3000000E+002, 7.2541622E+001, 2.3477922E-008
 1.3100000E+002, 7.2772051E+001, 2.7385004E-008
 1.3200000E+002, 7.3001309E+001, 3.1869860E-008
 1.3300000E+002, 7.3229423E+001, 3.7007723E-008
 1.3400000E+002, 7.3456411E+001, 4.2881737E-008
 1.3500000E+002, 7.3682284E+001, 4.9584515E-008
 1.3600000E+002, 7.3907054E+001, 5.7218194E-008
 1.3700000E+002, 7.4130725E+001, 6.5895900E-008
 1.3800000E+002, 7.4353332E+001, 7.5743234E-008
 1.3900000E+002, 7.4574864E+001, 8.6896110E-008
 1.4000000E+002, 7.4795334E+001, 9.9506246E-008
