s,C,C,C,C,C,C
 3.1001792E+003, 5.2774950E+001, 5.5539130E+001, 6.3378512E+001, 7.5733077E+001, 9.1675293E+001, 1.1042054E+002
 3.1500784E+003, 5.3455107E+001, 5.6194624E+001, 6.3961784E+001, 7.6196637E+001, 9.1976256E+001, 1.1052308E+002
 3.2002598E+003, 5.4116967E+001, 5.6832192E+001, 6.4528447E+001, 7.6646343E+001, 9.2267853E+001, 1.1062235E+002
 3.2500554E+003, 5.4777383E+001, 5.7468103E+001, 6.5093035E+001, 7.7093803E+001, 9.2557654E+001, 1.1072095E+002
 3.3002368E+003, 5.5431843E+001, 5.8098036E+001, 6.5651766E+001, 7.7536072E+001, 9.2843780E+001, 1.1081825E+002
 3.3501943E+003, 5.6084193E+001, 5.8725715E+001, 6.6207994E+001, 7.7975857E+001, 9.3128012E+001, 1.1091487E+002
 3.4002471E+003, 5.6724096E+001, 5.9341217E+001, 6.6752976E+001, 7.8406295E+001, 9.3405946E+001, 1.1100929E+002
 3.4500310E+003, 5.7360813E+001, 5.9953471E+001, 6.7294668E+001, 7.8833721E+001, 9.3681699E+001, 1.1110294E+002
 3.5002781E+003, 5.7990769E+001, 6.0559056E+001, 6.7830082E+001, 7.9255815E+001, 9.3953795E+001, 1.1119530E+002
 3.5501531E+003, 5.8616404E+001, 6.1160336E+001, 6.8361345E+001, 7.9674290E+001, 9.4223363E+001, 1.1128678E+002
 3.6003035E+003, 5.9229539E+001, 6.1749465E+001, 6.8881561E+001, 8.0083753E+001, 9.4486947E+001, 1.1137620E+002
 3.6503008E+003, 5.9851046E+001, 6.2346510E+001, 6.9408477E+001, 8.0498199E+001, 9.4753573E+001, 1.1146662E+002
 3.7002825E+003, 6.0452763E+001, 6.2924430E+001, 6.9918256E+001, 8.0898906E+001, 9.5011213E+001, 1.1155396E+002
 3.7500322E+003, 6.1055276E+001, 6.3503009E+001, 7.0428378E+001, 8.1299644E+001, 9.5268736E+001, 1.1164125E+002
 3.8000059E+003, 6.1645144E+001, 6.4069352E+001, 7.0927499E+001, 8.1691525E+001, 9.5520445E+001, 1.1172655E+002
 3.8502754E+003, 6.2244759E+001, 6.4644963E+001, 7.1434587E+001, 8.2089460E+001, 9.5775927E+001, 1.1181310E+002
 3.9001638E+003, 6.2826464E+001, 6.5203302E+001, 7.1926279E+001, 8.2475132E+001, 9.6023432E+001, 1.1189693E+002
 3.9501150E+003, 6.3403320E+001, 6.5756916E+001, 7.2413646E+001, 8.2857248E+001, 9.6268560E+001, 1.1197994E+002
 4.0003794E+003, 6.3971431E+001, 6.6302071E+001, 7.2893421E+001, 8.3233264E+001, 9.6509690E+001, 1.1206158E+002
 4.0502175E+003, 6.4545868E+001, 6.6853237E+001, 7.3378346E+001, 8.3613176E+001, 9.6753239E+001, 1.1214402E+002
 4.1002266E+003, 6.5108471E+001, 6.7392993E+001, 7.3853108E+001, 8.3985001E+001, 9.6991531E+001, 1.1222468E+002
 4.1500688E+003, 6.5655557E+001, 6.7917812E+001, 7.4314622E+001, 8.4346339E+001, 9.7223038E+001, 1.1230303E+002
 4.2002275E+003, 6.6217906E+001, 6.8457227E+001, 7.4788866E+001, 8.4717536E+001, 9.7460802E+001, 1.1238349E+002
 4.2502617E+003, 6.6757443E+001, 6.8974720E+001, 7.5243742E+001, 8.5073482E+001, 9.7688743E+001, 1.1246060E+002
 4.3003008E+003, 6.7302001E+001, 6.9496990E+001, 7.5702731E+001, 8.5432558E+001, 9.7918638E+001, 1.1253838E+002
 4.3504165E+003, 6.7823146E+001, 6.9996772E+001, 7.6141882E+001, 8.5776039E+001, 9.8138505E+001, 1.1261275E+002
 4.4003311E+003, 6.8372466E+001, 7.0523542E+001, 7.6604673E+001, 8.6137934E+001, 9.8370116E+001, 1.1269110E+002
 4.4500024E+003, 6.8884165E+001, 7.1014207E+001, 7.7035679E+001, 8.6474911E+001, 9.8585743E+001, 1.1276402E+002
 4.5002549E+003, 6.9390282E+001, 7.1499494E+001, 7.7461906E+001, 8.6808095E+001, 9.8798910E+001, 1.1283611E+002
 4.5500342E+003, 6.9919279E+001, 7.2006697E+001, 7.7907325E+001, 8.7156224E+001, 9.9021607E+001, 1.1291142E+002
 4.6000713E+003, 7.0415268E+001, 7.2482228E+001, 7.8324884E+001, 8.7482531E+001, 9.9230316E+001, 1.1298198E+002
 4.6500752E+003, 7.0930621E+001, 7.2976307E+001, 7.8758682E+001, 8.7821482E+001, 9.9447086E+001, 1.1305528E+002
 4.7001797E+003, 7.1430737E+001, 7.3455758E+001, 7.9179596E+001, 8.8150324E+001, 9.9657366E+001, 1.1312637E+002
 4.7501606E+003, 7.1915623E+001, 7.3920592E+001, 7.9587642E+001, 8.8469075E+001, 9.9861174E+001, 1.1319527E+002
 4.8002065E+003, 7.2403201E+001, 7.4387993E+001, 7.9997907E+001, 8.8789527E+001, 1.0006605E+002, 1.1326453E+002
 4.8503740E+003, 7.2888480E+001, 7.4853176E+001, 8.0406195E+001, 8.9108403E+001, 1.0026990E+002, 1.1333345E+002
 4.9003486E+003, 7.3368474E+001, 7.5313280E+001, 8.0809996E+001, 8.9423747E+001, 1.0047147E+002, 1.1340159E+002
 4.9502817E+003, 7.3833361E+001, 7.5758892E+001, 8.1201054E+001, 8.9729113E+001, 1.0066666E+002, 1.1346756E+002
 5.0001255E+003, 7.4309414E+001, 7.6215198E+001, 8.1601473E+001, 9.0041765E+001, 1.0086648E+002, 1.1353510E+002
 5.0502461E+003, 7.4763473E+001, 7.6650412E+001, 8.1983362E+001, 9.0339929E+001, 1.0105704E+002, 1.1359951E+002
 5.1001577E+003, 7.5228591E+001, 7.7096218E+001, 8.2374526E+001, 9.0645314E+001, 1.0125219E+002, 1.1366547E+002
 5.1503892E+003, 7.5679873E+001, 7.7528754E+001, 8.2754030E+001, 9.0941577E+001, 1.0144151E+002, 1.1372946E+002
 5.2001475E+003, 7.6135174E+001, 7.7965135E+001, 8.3136890E+001, 9.1240445E+001, 1.0163248E+002, 1.1379400E+002
 5.2502935E+003, 7.6580432E+001, 7.8391884E+001, 8.3511285E+001, 9.1532690E+001, 1.0181922E+002, 1.1385710E+002
 5.3000884E+003, 7.7027549E+001, 7.8820409E+001, 8.3887224E+001, 9.1826126E+001, 1.0200670E+002, 1.1392046E+002
 5.3501372E+003, 7.7450928E+001, 7.9226177E+001, 8.4243188E+001, 9.2103959E+001, 1.0218421E+002, 1.1398045E+002
 5.4003047E+003, 7.7888335E+001, 7.9645386E+001, 8.4610931E+001, 9.2390974E+001, 1.0236758E+002, 1.1404242E+002
 5.4500347E+003, 7.8318435E+001, 8.0057587E+001, 8.4972515E+001, 9.2673173E+001, 1.0254786E+002, 1.1410334E+002
 5.5000791E+003, 7.8743320E+001, 8.0464785E+001, 8.5329703E+001, 9.2951930E+001, 1.0272595E+002, 1.1416352E+002
 5.5503535E+003, 7.9158026E+001, 8.0862225E+001, 8.5678323E+001, 9.3223993E+001, 1.0289975E+002, 1.1422225E+002
 5.6002632E+003, 7.9573481E+001, 8.1260380E+001, 8.6027561E+001, 9.3496530E+001, 1.0307385E+002, 1.1428108E+002
 5.6502129E+003, 7.9985019E+001, 8.1654777E+001, 8.6373497E+001, 9.3766483E+001, 1.0324629E+002, 1.1433936E+002
 5.7001807E+003, 8.0389478E+001, 8.2042388E+001, 8.6713474E+001, 9.4031780E+001, 1.0341576E+002, 1.1439662E+002
 5.7500630E+003, 8.0792539E+001, 8.2428655E+001, 8.7052267E+001, 9.4296147E+001, 1.0358463E+002, 1.1445368E+002
 5.8002471E+003, 8.1188075E+001, 8.2807709E+001, 8.7384729E+001, 9.4555568E+001, 1.0375033E+002, 1.1450967E+002
 5.8500459E+003, 8.1587778E+001, 8.3190755E+001, 8.7720686E+001, 9.4817712E+001, 1.0391778E+002, 1.1456625E+002
 5.9003574E+003, 8.1967005E+001, 8.3554176E+001, 8.8039426E+001, 9.5066417E+001, 1.0407663E+002, 1.1461993E+002
 5.9501846E+003, 8.2359076E+001, 8.3929903E+001, 8.8368956E+001, 9.5323537E+001, 1.0424086E+002, 1.1467543E+002
 6.0002930E+003, 8.2739238E+001, 8.4294217E+001, 8.8688471E+001, 9.5572840E+001, 1.0440010E+002, 1.1472923E+002
 6.0503467E+003, 8.3116044E+001, 8.4655313E+001, 8.9005162E+001, 9.5819935E+001, 1.0455792E+002, 1.1478256E+002
 6.1001338E+003, 8.3497558E+001, 8.5020920E+001, 8.9325806E+001, 9.6070112E+001, 1.0471771E+002, 1.1483656E+002
 6.1501909E+003, 8.3863436E+001, 8.5371540E+001, 8.9633303E+001, 9.6310028E+001, 1.0487094E+002, 1.1488833E+002
 6.2002832E+003, 8.4230433E+001, 8.5723233E+001, 8.9941739E+001, 9.6550674E+001, 1.0502464E+002, 1.1494026E+002
 6.2500132E+003, 8.4597394E+001, 8.6074890E+001, 9.0250140E+001, 9.6791292E+001, 1.0517832E+002, 1.1499219E+002
 6.3002236E+003, 8.4955065E+001, 8.6417643E+001, 9.0550732E+001, 9.7025813E+001, 1.0532810E+002, 1.1504279E+002
 6.3502397E+003, 8.5312649E+001, 8.6760312E+001, 9.0851247E+001, 9.7260274E+001, 1.0547785E+002, 1.1509339E+002
 6.4001304E+003, 8.5667643E+001, 8.7100499E+001, 9.1149583E+001, 9.7493032E+001, 1.0562650E+002, 1.1514362E+002
 6.4501074E+003, 8.6011206E+001, 8.7429730E+001, 9.1438311E+001, 9.7718292E+001, 1.0577037E+002, 1.1519222E+002
 6.5001821E+003, 8.6358816E+001, 8.7762840E+001, 9.1730438E+001, 9.7946203E+001, 1.0591592E+002, 1.1524141E+002
 6.5501030E+003, 8.6701153E+001, 8.8090894E+001, 9.2018131E+001, 9.8170653E+001, 1.0605927E+002, 1.1528984E+002
 6.6000767E+003, 8.7035701E+001, 8.8411486E+001, 9.2299277E+001, 9.8389995E+001, 1.0619936E+002, 1.1533718E+002
 6.6500859E+003, 8.7374848E+001, 8.8736483E+001, 9.2584287E+001, 9.8612349E+001, 1.0634136E+002, 1.1538516E+002
 6.7002002E+003, 8.7700280E+001, 8.9048338E+001, 9.2857769E+001, 9.8825710E+001, 1.0647763E+002, 1.1543119E+002
 6.7502441E+003, 8.8034148E+001, 8.9368275E+001, 9.3138340E+001, 9.9044599E+001, 1.0661742E+002, 1.1547843E+002
 6.8000913E+003, 8.8355671E+001, 8.9676383E+001, 9.3408535E+001, 9.9255393E+001, 1.0675204E+002, 1.1552392E+002
 6.8500132E+003, 8.8680948E+001, 8.9988087E+001, 9.3681883E+001, 9.9468646E+001, 1.0688823E+002, 1.1556993E+002
 6.9001841E+003, 8.8995126E+001, 9.0289156E+001, 9.3945904E+001, 9.9674622E+001, 1.0701978E+002, 1.1561437E+002
 6.9503550E+003, 8.9311193E+001, 9.0592035E+001, 9.4211512E+001, 9.9881835E+001, 1.0715211E+002, 1.1565909E+002
 7.0000142E+003, 8.9618210E+001, 9.0886240E+001, 9.4469513E+001, 1.0008311E+002, 1.0728066E+002, 1.1570253E+002
 7.0503101E+003, 8.9933747E+001, 9.1188610E+001, 9.4734673E+001, 1.0028998E+002, 1.0741277E+002, 1.1574716E+002
 7.1001187E+003, 9.0232272E+001, 9.1474678E+001, 9.4985537E+001, 1.0048568E+002, 1.0753775E+002, 1.1578939E+002
 7.1502944E+003, 9.0542770E+001, 9.1772218E+001, 9.5246461E+001, 1.0068924E+002, 1.0766775E+002, 1.1583331E+002
 7.2000024E+003, 9.0835104E+001, 9.2052353E+001, 9.5492121E+001, 1.0088089E+002, 1.0779015E+002, 1.1587466E+002
 7.2500664E+003, 9.1133047E+001, 9.2337863E+001, 9.5742494E+001, 1.0107622E+002, 1.0791489E+002, 1.1591681E+002
 7.3001260E+003, 9.1427791E+001, 9.2620307E+001, 9.5990178E+001, 1.0126944E+002, 1.0803829E+002, 1.1595851E+002
 7.3503481E+003, 9.1719929E+001, 9.2900253E+001, 9.6235672E+001, 1.0146096E+002, 1.0816060E+002, 1.1599983E+002
 7.4000742E+003, 9.2007599E+001, 9.3175918E+001, 9.6477411E+001, 1.0164955E+002, 1.0828103E+002, 1.1604053E+002
 7.4503618E+003, 9.2289019E+001, 9.3445594E+001, 9.6713898E+001, 1.0183404E+002, 1.0839886E+002, 1.1608033E+002
 7.5002300E+003, 9.2568528E+001, 9.3713438E+001, 9.6948778E+001, 1.0201728E+002, 1.0851588E+002, 1.1611987E+002
 7.5500649E+003, 9.2848630E+001, 9.3981850E+001, 9.7184156E+001, 1.0220090E+002, 1.0863314E+002, 1.1615949E+002
 7.6001118E+003, 9.3125036E+001, 9.4246720E+001, 9.7416428E+001, 1.0238210E+002, 1.0874886E+002, 1.1619859E+002
 7.6502026E+003, 9.3397372E+001, 9.4507691E+001, 9.7645281E+001, 1.0256064E+002, 1.0886288E+002, 1.1623711E+002
 7.7001826E+003, 9.3664798E+001, 9.4763956E+001, 9.7870006E+001, 1.0273595E+002, 1.0897484E+002, 1.1627494E+002
 7.7500356E+003, 9.3940460E+001, 9.5028113E+001, 9.8101653E+001, 1.0291667E+002, 1.0909025E+002, 1.1631393E+002
 7.8001387E+003, 9.4196847E+001, 9.5273800E+001, 9.8317102E+001, 1.0308474E+002, 1.0919759E+002, 1.1635020E+002
 7.8502422E+003, 9.4459100E+001, 9.5525107E+001, 9.8537479E+001, 1.0325667E+002, 1.0930738E+002, 1.1638729E+002
 7.9001001E+003, 9.4721240E+001, 9.5776307E+001, 9.8757762E+001, 1.0342851E+002, 1.0941713E+002, 1.1642437E+002
 7.9503442E+003, 9.4978235E+001, 9.6022576E+001, 9.8973722E+001, 1.0359699E+002, 1.0952472E+002, 1.1646073E+002
 8.0003667E+003, 9.5228978E+001, 9.6262854E+001, 9.9184428E+001, 1.0376137E+002, 1.0962969E+002, 1.1649619E+002
 8.0500806E+003, 9.5483873E+001, 9.6507111E+001, 9.9398622E+001, 1.0392846E+002, 1.0973641E+002, 1.1653225E+002
 8.1001631E+003, 9.5732359E+001, 9.6745226E+001, 9.9607430E+001, 1.0409136E+002, 1.0984044E+002, 1.1656739E+002
 8.1501646E+003, 9.5981074E+001, 9.6983560E+001, 9.9816431E+001, 1.0425441E+002, 1.0994456E+002, 1.1660258E+002
 8.2003311E+003, 9.6220942E+001, 9.7213418E+001, 1.0001800E+002, 1.0441165E+002, 1.1004498E+002, 1.1663651E+002
 8.2503594E+003, 9.6466362E+001, 9.7448595E+001, 1.0022423E+002, 1.0457254E+002, 1.1014773E+002, 1.1667122E+002
 8.3001338E+003, 9.6703930E+001, 9.7676247E+001, 1.0042386E+002, 1.0472828E+002, 1.1024718E+002, 1.1670482E+002
 8.3502861E+003, 9.6940357E+001, 9.7902807E+001, 1.0062254E+002, 1.0488327E+002, 1.1034616E+002, 1.1673827E+002
 8.4000225E+003, 9.7172889E+001, 9.8125633E+001, 1.0081794E+002, 1.0503571E+002, 1.1044351E+002, 1.1677116E+002
 8.4502861E+003, 9.7406209E+001, 9.8349216E+001, 1.0101400E+002, 1.0518866E+002, 1.1054119E+002, 1.1680416E+002
 8.5002969E+003, 9.7634383E+001, 9.8567867E+001, 1.0120574E+002, 1.0533824E+002, 1.1063672E+002, 1.1683644E+002
 8.5500801E+003, 9.7861952E+001, 9.8785937E+001, 1.0139697E+002, 1.0548742E+002, 1.1073199E+002, 1.1686863E+002
 8.6003330E+003, 9.8085372E+001, 9.9000033E+001, 1.0158472E+002, 1.0563389E+002, 1.1082552E+002, 1.1690023E+002
 8.6502324E+003, 9.8309714E+001, 9.9215011E+001, 1.0177324E+002, 1.0578095E+002, 1.1091944E+002, 1.1693196E+002
 8.7003262E+003, 9.8532298E+001, 9.9428305E+001, 1.0196028E+002, 1.0592687E+002, 1.1101263E+002, 1.1696345E+002
 8.7500693E+003, 9.8748616E+001, 9.9635595E+001, 1.0214206E+002, 1.0606868E+002, 1.1110319E+002, 1.1699404E+002
 8.8001797E+003, 9.8964137E+001, 9.9842120E+001, 1.0232316E+002, 1.0620996E+002, 1.1119342E+002, 1.1702453E+002
 8.8502900E+003, 9.9178250E+001, 1.0004730E+002, 1.0250309E+002, 1.0635032E+002, 1.1128306E+002, 1.1705481E+002
 8.9001533E+003, 9.9389213E+001, 1.0024946E+002, 1.0268036E+002, 1.0648862E+002, 1.1137137E+002, 1.1708465E+002
 8.9500898E+003, 9.9601407E+001, 1.0045279E+002, 1.0285867E+002, 1.0662772E+002, 1.1146021E+002, 1.1711467E+002
 9.0001475E+003, 9.9807508E+001, 1.0065029E+002, 1.0303186E+002, 1.0676283E+002, 1.1154649E+002, 1.1714382E+002
 9.0501211E+003, 1.0000858E+002, 1.0084297E+002, 1.0320083E+002, 1.0689465E+002, 1.1163067E+002, 1.1717226E+002
 9.1002686E+003, 1.0021235E+002, 1.0103823E+002, 1.0337206E+002, 1.0702822E+002, 1.1171598E+002, 1.1720108E+002
 9.1501006E+003, 1.0041620E+002, 1.0123358E+002, 1.0354336E+002, 1.0716186E+002, 1.1180132E+002, 1.1722992E+002
 9.2001953E+003, 1.0061133E+002, 1.0142057E+002, 1.0370733E+002, 1.0728978E+002, 1.1188301E+002, 1.1725752E+002
 9.2501572E+003, 1.0081105E+002, 1.0161195E+002, 1.0387516E+002, 1.0742071E+002, 1.1196662E+002, 1.1728577E+002
 9.3002910E+003, 1.0100587E+002, 1.0179864E+002, 1.0403887E+002, 1.0754842E+002, 1.1204818E+002, 1.1731333E+002
 9.3502168E+003, 1.0120159E+002, 1.0198619E+002, 1.0420334E+002, 1.0767672E+002, 1.1213012E+002, 1.1734102E+002
 9.4000850E+003, 1.0138984E+002, 1.0216658E+002, 1.0436153E+002, 1.0780013E+002, 1.1220893E+002, 1.1736764E+002
 9.4500986E+003, 1.0157835E+002, 1.0234722E+002, 1.0451994E+002, 1.0792371E+002, 1.1228785E+002, 1.1739430E+002
 9.5001123E+003, 1.0176550E+002, 1.0252656E+002, 1.0467720E+002, 1.0804639E+002, 1.1236620E+002, 1.1742078E+002
 9.5502471E+003, 1.0195095E+002, 1.0270427E+002, 1.0483304E+002, 1.0816797E+002, 1.1244384E+002, 1.1744701E+002
 9.6000654E+003, 1.0213293E+002, 1.0287866E+002, 1.0498596E+002, 1.0828726E+002, 1.1252002E+002, 1.1747275E+002
 9.6503535E+003, 1.0231585E+002, 1.0305394E+002, 1.0513967E+002, 1.0840718E+002, 1.1259660E+002, 1.1749862E+002
 9.7000479E+003, 1.0249636E+002, 1.0322692E+002, 1.0529136E+002, 1.0852551E+002, 1.1267217E+002, 1.1752416E+002
 9.7500410E+003, 1.0267143E+002, 1.0339468E+002, 1.0543848E+002, 1.0864028E+002, 1.1274547E+002, 1.1754892E+002
 9.8002686E+003, 1.0284900E+002, 1.0356484E+002, 1.0558769E+002, 1.0875668E+002, 1.1281980E+002, 1.1757403E+002
 9.8502646E+003, 1.0302261E+002, 1.0373121E+002, 1.0573358E+002, 1.0887050E+002, 1.1289249E+002, 1.1759859E+002
 9.9001973E+003, 1.0319585E+002, 1.0389721E+002, 1.0587915E+002, 1.0898406E+002, 1.1296501E+002, 1.1762309E+002
