Time, u (nu=0), u (nu=0.1)
   0.000,   1.098
   0.007,   1.113
   0.016,   1.129
   0.023,   1.144
   0.031,   1.160
   0.038,   1.175
   0.047,   1.191
   0.054,   1.205
   0.062,   1.221
   0.069,   1.236
   0.077,   1.252
   0.085,   1.266
   0.093,   1.282
   0.100,   1.296
   0.108,   1.312
   0.116,   1.326
   0.124,   1.342
   0.131,   1.356
   0.139,   1.371
   0.147,   1.385
   0.155,   1.400
   0.162,   1.414
   0.170,   1.429
   0.178,   1.443
   0.186,   1.457
   0.193,   1.471
   0.201,   1.486
   0.209,   1.499
   0.217,   1.513
   0.224,   1.526
   0.232,   1.540
   0.240,   1.553
   0.248,   1.567
   0.255,   1.580
   0.263,   1.593
   0.271,   1.606
   0.279,   1.619
   0.286,   1.631
   0.294,   1.644
   0.302,   1.656
   0.310,   1.669
   0.317,   1.680
   0.325,   1.693
   0.333,   1.704
   0.341,   1.716
   0.348,   1.727
   0.356,   1.739
   0.363,   1.750
   0.372,   1.761
   0.379,   1.771
   0.387,   1.782
   0.394,   1.792
   0.403,   1.803
   0.410,   1.813
   0.418,   1.823
   0.425,   1.832
   0.433,   1.842
   0.441,   1.851
   0.449,   1.861
   0.456,   1.869
   0.464,   1.878
   0.472,   1.887
   0.480,   1.895
   0.487,   1.903
   0.495,   1.911
   0.503,   1.919
   0.511,   1.927
   0.518,   1.934
   0.526,   1.941
   0.534,   1.948
   0.542,   1.955
   0.549,   1.961
   0.557,   1.967
   0.565,   1.973
   0.573,   1.979
   0.580,   1.984
   0.588,   1.990
   0.596,   1.995
   0.604,   2.000
   0.611,   2.005
   0.619,   2.009
   0.627,   2.013
   0.635,   2.017
   0.642,   2.021
   0.650,   2.025
   0.658,   2.028
   0.666,   2.031
   0.673,   2.034
   0.681,   2.036
   0.689,   2.039
   0.697,   2.041
   0.704,   2.043
   0.712,   2.044
   0.719,   2.046
   0.728,   2.047
   0.735,   2.048
   0.743,   2.048
   0.750,   2.049
   0.759,   2.049
   0.766,   2.049
   0.774,   2.049
   0.781,   2.048
   0.789,   2.047
   0.797,   2.046
   0.805,   2.045
   0.812,   2.044
   0.820,   2.042
   0.828,   2.040
   0.836,   2.038
   0.843,   2.036
   0.851,   2.033
   0.859,   2.030
   0.867,   2.027
   0.874,   2.023
   0.882,   2.020
   0.890,   2.016
   0.898,   2.012
   0.905,   2.008
   0.913,   2.003
   0.921,   1.998
   0.929,   1.993
   0.936,   1.988
   0.944,   1.983
   0.952,   1.977
   0.960,   1.971
   0.967,   1.965
   0.975,   1.959
   0.983,   1.952
   0.991,   1.945
   0.998,   1.939
   1.006,   1.931
   1.014,   1.924
   1.022,   1.916
   1.029,   1.909
   1.037,   1.900
   1.045,   1.892
   1.053,   1.884
   1.060,   1.875
   1.068,   1.866
   1.075,   1.858
   1.084,   1.848
   1.091,   1.839
   1.099,   1.829
   1.106,   1.820
   1.115,   1.809
   1.122,   1.799
   1.130,   1.789
   1.137,   1.779
   1.145,   1.767
